event_time,latitude,longitude,depth_km,magnitude
2019-07-24 15:42:22.370000+00:00,35.66554179518505,-117.41157703152965,7.124981270000001,0.43
2019-07-24 15:42:43.640000+00:00,35.61827179518505,-117.67017563035093,14.18718068,0.35
2019-07-24 15:43:12.190000+00:00,35.55240679518505,-117.37635590443732,3.8515466,-0.46
2019-07-24 15:43:37.740000+00:00,35.70392479518505,-117.57921479911482,6.972559700000001,0.66
2019-07-24 15:44:26.200000+00:00,35.63917079518505,-117.46054913310033,3.4668635899999996,0.49
2019-07-24 15:45:17.540000+00:00,35.63242379518505,-117.48173264778559,3.39428189,0.62
2019-07-24 15:45:34.790000+00:00,35.91378779518505,-117.71297002425791,5.0418864800000005,2.09
2019-07-24 15:46:15.060000+00:00,35.798476795185046,-117.59874463915011,7.124981270000001,0.75
2019-07-24 15:46:36.170000+00:00,35.89260079518505,-117.71530448001351,7.34998454,0.78
2019-07-24 15:46:36.730000+00:00,35.65886879518505,-117.50489555091156,7.081432250000001,1.46
2019-07-24 15:47:25.770000+00:00,35.61453279518505,-117.46799436166039,7.633053170000001,0.93
2019-07-24 15:47:48.250000+00:00,35.53770979518505,-117.4457878520007,7.204821140000001,1.37
2019-07-24 15:48:14.680000+00:00,35.91068379518505,-117.71825979791748,4.446716540000001,0.71
2019-07-24 15:48:23.470000+00:00,35.55544279518505,-117.39009312193723,3.17653679,0.03
2019-07-24 15:48:35.480000+00:00,35.67826579518505,-117.50688194840562,2.56685051,0.94
2019-07-24 15:48:55.370000+00:00,35.53777479518505,-117.44718785665358,7.074174080000001,0.54
2019-07-24 15:49:23.020000+00:00,35.68845879518505,-117.55785168331644,6.8709453200000015,0.39
2019-07-24 15:49:27.890000+00:00,35.61994479518505,-117.43568675059146,6.449971460000001,0.57
2019-07-24 15:49:45.210000+00:00,35.61566379518505,-117.47593644293063,4.42494203,0.5
2019-07-24 15:49:50.760000+00:00,35.68589479518505,-117.50235749841836,6.14512832,0.48
2019-07-24 15:50:20.480000+00:00,35.68853979518505,-117.55188568915798,4.620912620000001,0.45
2019-07-24 15:50:28.580000+00:00,35.74351179518505,-117.57594565901313,7.5749878100000005,0.52
2019-07-24 15:50:53.670000+00:00,35.99700779518505,-117.24644010552545,1.04263481,0.72
2019-07-24 15:50:55.040000+00:00,35.59252379518505,-117.48109478106319,4.30881131,0.14
2019-07-24 15:51:17.000000+00:00,36.101019795185046,-117.927168741383,5.484634850000001,0.32
2019-07-24 15:52:15.260000+00:00,35.604140795185046,-117.43620661513503,6.464487800000001,-0.07
2019-07-24 15:52:43.320000+00:00,35.93813279518505,-117.66557580067352,3.6338015,2.3
2019-07-24 15:53:42.730000+00:00,35.869053795185046,-117.69725276565167,7.633053170000001,0.74
2019-07-24 15:53:49.960000+00:00,35.87909179518505,-117.68904149623413,5.41931132,0.82
2019-07-24 15:54:24.800000+00:00,35.63141079518505,-117.43522357493401,5.09269367,0.87
2019-07-24 15:54:34.900000+00:00,35.59100179518505,-117.4820706718228,4.410425690000001,1.71
2019-07-24 15:55:17.550000+00:00,35.66535479518505,-117.43258101805894,3.55396163,0.61
2019-07-24 15:55:21.300000+00:00,35.82496979518505,-117.65826856142806,4.475749220000001,0.86
2019-07-24 15:56:18.960000+00:00,35.65452279518505,-117.48477723797913,5.571732890000001,0.29
2019-07-24 15:56:29.470000+00:00,35.622658795185046,-117.48248894567102,4.40316752,0.05
2019-07-24 15:56:47.100000+00:00,35.90633379518505,-117.7838354807784,4.88220674,0.62
2019-07-24 15:56:56.800000+00:00,35.59153479518505,-117.39046171007753,5.477376680000001,0.54
2019-07-24 15:56:59.840000+00:00,36.075831795185046,-117.85123888864962,3.00959888,1.22
2019-07-24 15:57:31.390000+00:00,35.58643579518505,-117.49346434415085,6.44271329,1.01
2019-07-24 15:58:03.270000+00:00,35.889223795185046,-117.63990523402536,14.666219900000002,0.62
2019-07-24 15:58:07.610000+00:00,35.64107879518505,-117.46736127037295,3.1910531300000002,0.26
2019-07-24 15:58:52.660000+00:00,35.62796079518505,-117.56316932684884,4.93301393,0.07
2019-07-24 15:59:10.420000+00:00,35.68829979518505,-117.56347467184978,4.2144551,-0.07
2019-07-24 15:59:29.270000+00:00,35.71251079518505,-117.48417141892179,0.78859886,0.05
2019-07-24 15:59:52.860000+00:00,35.64203479518505,-117.464236339158,3.38702372,0.79
2019-07-24 16:00:00.420000+00:00,35.67434679518505,-117.55977066594585,6.91449434,0.92
2019-07-24 16:00:35.680000+00:00,35.90207779518505,-117.72564017055835,5.658830930000001,0.77
2019-07-24 16:00:42.510000+00:00,35.69376879518505,-117.46225406631166,7.908863630000001,1.04
2019-07-24 16:01:16.230000+00:00,35.67991379518505,-117.50439206720064,8.402419190000002,1.79
2019-07-24 16:02:01.720000+00:00,35.668959795185046,-117.55696327777,6.2612590400000006,1.11
2019-07-24 16:02:20.150000+00:00,36.07803779518505,-117.8426050508225,2.4942688100000003,1.62
2019-07-24 16:02:30.180000+00:00,35.65586179518505,-117.48927833438627,3.8297720899999996,1.56
2019-07-24 16:02:58.730000+00:00,35.77435879518505,-117.58336189138247,9.11371985,0.87
2019-07-24 16:03:14.600000+00:00,35.67826579518505,-117.48382694840562,4.19268059,0.4
2019-07-24 16:03:51.690000+00:00,35.94732479518505,-117.6099294719546,2.7337884199999998,0.2
2019-07-24 16:04:18.450000+00:00,35.67952279518505,-117.51939803901479,7.277402840000001,0.14
2019-07-24 16:04:26.750000+00:00,35.73899979518505,-117.58453133276873,8.17015775,0.26
2019-07-24 16:05:21.760000+00:00,35.64655579518505,-117.49852166449202,3.5829943099999997,0.41
2019-07-24 16:05:25.470000+00:00,35.59197779518505,-117.39610074187351,5.738670800000001,0.82
2019-07-24 16:05:59.120000+00:00,35.52841179518505,-117.36673418657502,6.72578192,0.34
2019-07-24 16:06:14.550000+00:00,35.69971379518505,-117.58917549522677,6.5370695,0.43
2019-07-24 16:06:31.570000+00:00,35.56542779518505,-117.3864718374955,4.5410727500000005,0.32
2019-07-24 16:06:36.260000+00:00,35.54664479518505,-117.52568749173558,1.7829681499999999,0.32
