found,event_id,datetime,lat,lon,dep,mag,relative_days,epicentral_distance_km,east_km,north_km
True,cat_005049,2025-11-09 08:54:38.490000+00:00,39.452779,143.401465,13.86,6.6,0.03540798611111111,10.519969081269206,-8.95098917373758,5.527166218720852
