core_label,radius_km,window_label,window_n,window_step,exploratory,mc_mode,delta_m,fixed_mc,bootstrap_samples,window_index,start_idx,end_idx_exclusive,start_time,end_time,center_time,median_time,hours_since_mw64,event_count,magnitude_min,magnitude_max,seed,b_value,mc,n_ge_mc,status,bootstrap_valid_count,bootstrap_mean,bootstrap_median,bootstrap_std,bootstrap_ci_low,bootstrap_ci_high,bootstrap_ci_width,bootstrap_mc_median,bootstrap_n_ge_mc_median,reliability_label
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,41,820,920,2019-07-05 06:55:09.240000+00:00,2019-07-05 08:30:00.800000+00:00,2019-07-05 07:42:11.760000+00:00,2019-07-05 07:42:11.760000+00:00,14.139644444444444,100,0.39,3.83,20751403,0.7363813045670593,1.5,23,ok,1000,0.7605025204047824,0.7444670861931422,0.14040755377659103,0.5277935241869941,1.0858075210009515,0.5580139968139574,1.5,23.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,42,840,940,2019-07-05 07:15:50.970000+00:00,2019-07-05 08:48:42.060000+00:00,2019-07-05 08:06:36.840000+00:00,2019-07-05 08:06:36.840000+00:00,14.546611111111112,100,0.39,3.83,20751420,0.7132733934834977,1.5,18,ok,1000,0.7451193169857961,0.7170075619291674,0.17288403975513583,0.46747793380741304,1.1718740736843327,0.7043961398769196,1.5,18.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,43,860,960,2019-07-05 07:30:30.620000+00:00,2019-07-05 09:10:30.730000+00:00,2019-07-05 08:25:35.580000+00:00,2019-07-05 08:25:35.580000+00:00,14.862927777777777,100,0.39,3.83,20751437,0.6104028548785831,1.5,20,ok,1000,0.627433749724492,0.6144015266470463,0.1282226119536392,0.4170736051866996,0.9054144724068411,0.48834086722014153,1.5,20.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,44,880,980,2019-07-05 07:55:08.160000+00:00,2019-07-05 09:28:08.680000+00:00,2019-07-05 08:38:52.950000+00:00,2019-07-05 08:38:52.950000+00:00,15.084419444444446,100,0.39,3.66,20751454,0.6655984408506028,1.5,20,ok,1000,0.683689677300365,0.6753091740324482,0.11071260982469501,0.4911770338461591,0.909670169966312,0.41849313612015293,1.5,20.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,45,900,1000,2019-07-05 08:16:07.130000+00:00,2019-07-05 09:49:53.130000+00:00,2019-07-05 08:59:05.070000+00:00,2019-07-05 08:59:05.070000+00:00,15.421119444444445,100,0.4,3.66,20751471,0.6541221679597299,1.5,19,ok,1000,0.6795034308728409,0.6633559050403067,0.1269247958402268,0.47545756741344575,0.9682183177779204,0.4927607503644747,1.5,19.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,46,920,1020,2019-07-05 08:30:16.860000+00:00,2019-07-05 10:03:42.480000+00:00,2019-07-05 09:21:14.920000+00:00,2019-07-05 09:21:14.920000+00:00,15.790522222222222,100,0.37,3.66,20751488,0.6630578899013075,1.5,18,ok,1000,0.6845846906585199,0.6624959546328488,0.13884230991902732,0.45973892416297274,1.0234371061705856,0.5636981820076128,1.5,18.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,47,940,1040,2019-07-05 08:48:57.900000+00:00,2019-07-05 10:18:55.650000+00:00,2019-07-05 09:41:21.990000+00:00,2019-07-05 09:41:21.990000+00:00,16.125819444444442,100,0.37,3.66,20751505,0.6856474073222727,1.5,19,ok,1000,0.7088310336679549,0.6881419453748627,0.14209524680325042,0.49067366996158424,1.0262152701220737,0.5355416001604895,1.5,19.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,48,960,1060,2019-07-05 09:11:09.190000+00:00,2019-07-05 10:46:48.290000+00:00,2019-07-05 09:57:53.570000+00:00,2019-07-05 09:57:53.570000+00:00,16.401258333333335,100,0.23,3.1,20751522,0.8363563484802043,1.5,21,ok,1000,0.8601142834035994,0.8335890447745321,0.17500425965691538,0.601425845497591,1.3162159911947138,0.7147901456971227,1.5,21.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,49,980,1080,2019-07-05 09:30:48.770000+00:00,2019-07-05 11:27:23.580000+00:00,2019-07-05 10:11:08.910000+00:00,2019-07-05 10:11:08.910000+00:00,16.622186111111112,100,0.23,3.1,20751539,0.8433167536862765,1.5,19,ok,1000,0.8814601593988793,0.8496542262657161,0.2051635998359492,0.5829543660723892,1.4087869770797201,0.825832611007331,1.5,19.0,highly_unreliable
mw64,5,primary_N100_step20,100,20,False,fixed,0.01,1.5,1000,50,1000,1100,2019-07-05 09:50:16.790000+00:00,2019-07-05 12:01:15.480000+00:00,2019-07-05 10:35:22.470000+00:00,2019-07-05 10:35:22.470000+00:00,17.02595277777778,100,0.23,3.1,20751556,0.8173447914707989,1.5,22,ok,1000,0.8579536127596474,0.8210155755148303,0.19273916355929446,0.5852877206478116,1.3106233050997333,0.7253355844519217,1.5,22.0,highly_unreliable
