event_time,latitude,longitude,depth_km,magnitude,dist_mw64_km,dist_mw71_km,radius_km,raw_in_mw64,raw_in_mw71,raw_overlap,nearest_hypocenter,assigned_core
2019-07-04 17:53:25.320000+00:00,35.64664479518505,-117.53780467089724,10.06454012,2.15,7.519063799540919,15.211037944800754,4,False,False,False,mw64,outside
2019-07-04 17:54:03.360000+00:00,35.67506779518505,-117.50409071790745,12.68473949,2.29,3.360665104145145,13.796679682280516,4,True,False,False,mw64,mw64
2019-07-04 17:54:21.660000+00:00,35.72384279518505,-117.60426523735958,4.09106621,1.9,10.216004975446698,5.901269393679435,4,False,False,False,mw71,outside
2019-07-04 17:54:59.120000+00:00,35.63749779518505,-117.54892801274562,10.14437999,2.73,8.918068309814696,15.892129867780096,4,False,False,False,mw64,outside
2019-07-04 17:55:19.840000+00:00,35.67056279518505,-117.506539393268,4.10558255,2.36,3.9026483495752355,14.08215546970216,4,True,False,False,mw64,mw64
2019-07-04 17:55:30.320000+00:00,35.67436779518505,-117.51136566745927,2.6902394000000003,2.57,3.6669925004654305,13.4894566713033,4,True,False,False,mw64,mw64
2019-07-04 17:55:47.520000+00:00,35.80333479518505,-117.6524479914484,2.26926554,2.26,18.063648305590007,6.16731037333006,4,False,False,False,mw71,outside
2019-07-04 17:55:54.320000+00:00,35.70642279518505,-117.47086497941358,2.72653025,2.36,2.1000363963535142,13.47719327174479,4,True,False,False,mw64,mw64
2019-07-04 17:56:21.720000+00:00,35.60185779518505,-117.59224445118352,7.94515448,2.32,14.42534683853778,19.3401889544844,4,False,False,False,mw64,outside
2019-07-04 17:56:55.240000+00:00,35.69795179518505,-117.48190836809027,2.26200737,2.34,1.2894388562096355,13.268123378668207,4,True,False,False,mw64,mw64
2019-07-04 17:57:31.260000+00:00,35.66194479518505,-117.5116337724386,3.90961196,2.92,4.954174156134542,14.65090796232421,4,False,False,False,mw64,outside
2019-07-04 17:57:42.640000+00:00,35.69472479518505,-117.4106021352759,5.72415446,3.02,7.610843283339186,18.797945435421997,4,False,False,False,mw64,outside
2019-07-04 17:58:02.360000+00:00,35.70315979518505,-117.49990974390369,6.2612590400000006,3.49,0.5542451073273829,11.675934266853098,4,True,False,False,mw64,mw64
2019-07-04 17:58:55.600000+00:00,35.66505779518505,-117.77025999666456,1.093442,2.03,25.379924963056638,20.23623572123925,4,False,False,False,mw71,outside
2019-07-04 17:59:26.200000+00:00,35.67521779518505,-117.451510728718,9.97744208,2.12,5.006430707416838,16.99836080023309,4,False,False,False,mw64,outside
2019-07-04 17:59:38.520000+00:00,35.687477795185046,-117.5061666125707,8.46774272,2.19,2.161405218987219,12.58438128261425,4,True,False,False,mw64,mw64
2019-07-04 17:59:48.180000+00:00,35.66456079518505,-117.50959896086388,3.4160564,2.01,4.6207535685440835,14.495309259689535,4,False,False,False,mw64,outside
2019-07-04 17:59:59.640000+00:00,35.68788079518505,-117.486846641633,5.3394714500000005,2.49,1.920840424347283,13.709000587801857,4,True,False,False,mw64,mw64
2019-07-04 18:00:12.420000+00:00,35.695993795185046,-117.49238122682443,4.7443015100000006,2.14,0.9218462051613644,12.718353625637578,4,True,False,False,mw64,mw64
2019-07-04 18:00:40.080000+00:00,35.63108179518505,-117.5601985512742,4.483007390000001,2.47,10.088033683398047,16.367714669639362,4,False,False,False,mw64,outside
2019-07-04 18:01:01.080000+00:00,35.67420479518505,-117.50386265571233,4.27977863,2.79,3.4473812727912123,13.886604025296661,4,True,False,False,mw64,mw64
2019-07-04 18:01:25.720000+00:00,35.83912979518505,-117.52085058988035,1.18779821,3.53,15.161088375633854,9.5393440263993,4,False,False,False,mw71,outside
2019-07-04 18:01:58.260000+00:00,35.70104379518505,-117.4938795911998,6.37738976,2.07,0.35118864720547555,12.233241444000896,4,True,False,False,mw64,mw64
2019-07-04 18:02:25.200000+00:00,35.70915779518505,-117.47179317684385,3.4087982300000004,2.45,2.075505839013108,13.235583832856157,4,True,False,False,mw64,mw64
2019-07-04 18:02:36.360000+00:00,35.73280279518505,-117.53540988480728,8.22096494,2.34,4.913255830113836,7.083644595204931,4,False,False,False,mw64,outside
2019-07-04 18:02:53.780000+00:00,35.603867795185046,-117.57356759552884,7.959670820000001,2.63,13.260433242179671,19.196687956478193,4,False,False,False,mw64,outside
2019-07-04 18:03:18.320000+00:00,35.74602679518505,-117.53324584089412,5.8548015200000005,2.91,5.8447572926585085,6.3455307276171595,4,False,False,False,mw64,outside
2019-07-04 18:03:40.060000+00:00,35.72107979518505,-117.52082603776358,5.361245960000001,2.36,3.0699030047838365,8.935071633111027,4,True,False,False,mw64,mw64
2019-07-04 18:04:05.160000+00:00,35.65584579518505,-117.52825933323425,4.51204007,2.22,6.199227982573993,14.574778546785817,4,False,False,False,mw64,outside
2019-07-04 18:04:27.740000+00:00,35.70255779518505,-117.52495870045792,2.53055966,2.52,2.813929021024545,10.221013391565798,4,True,False,False,mw64,mw64
2019-07-04 18:04:57.940000+00:00,35.720106795185046,-117.47539896748162,3.68460869,2.48,2.432168808125924,12.310152771357114,4,True,False,False,mw64,mw64
2019-07-04 18:05:07.400000+00:00,35.71749479518505,-117.54942277882778,3.80799758,2.73,5.232413983807568,7.606861628226201,4,False,False,False,mw64,outside
2019-07-04 18:05:41.540000+00:00,35.716180795185046,-117.51818068393226,4.686236150000001,2.66,2.564958784292493,9.484391078540218,4,True,False,False,mw64,mw64
2019-07-04 18:05:55.680000+00:00,35.72808679518505,-117.5189215439944,8.07580154,2.69,3.482413752073723,8.555730677455914,4,True,False,False,mw64,mw64
2019-07-04 18:06:15.960000+00:00,35.66472779518505,-117.51624797289338,4.42494203,4.04,4.822653985186454,14.176016900309486,4,False,False,False,mw64,outside
2019-07-04 18:07:09.060000+00:00,35.59408179518505,-117.60062589289596,7.379017220000001,3.89,15.572617802126619,20.214781662583796,4,False,False,False,mw64,outside
2019-07-04 18:07:50.520000+00:00,35.72942879518505,-117.52593664096914,5.963674070000001,2.76,4.026176364228886,7.97214289317993,4,False,False,False,mw64,outside
2019-07-04 18:08:14.980000+00:00,35.705193795185046,-117.46364689070496,1.1660237000000002,2.53,2.7408150741160613,14.092263858180084,4,True,False,False,mw64,mw64
2019-07-04 18:08:33.020000+00:00,35.66775079518505,-117.49990719066618,5.252373410000001,3.22,4.079876878537161,14.677982102859772,4,False,False,False,mw64,outside
2019-07-04 18:08:44.920000+00:00,35.712713795185046,-117.46987243357914,3.40154006,3.36,2.371016644576451,13.164167506177964,4,True,False,False,mw64,mw64
2019-07-04 18:09:21.200000+00:00,35.70905979518505,-117.4621011697691,1.84103351,2.13,2.9282338449273064,13.974905538981728,4,True,False,False,mw64,mw64
2019-07-04 18:09:32.520000+00:00,35.70597979518505,-117.53071194743742,6.326582570000001,2.09,3.3341437930374065,9.6068323279155,4,True,False,False,mw64,mw64
2019-07-04 18:10:09.980000+00:00,35.73180979518505,-117.5129248130392,8.729036840000001,2.13,3.5107777921864924,8.746507637066095,4,True,False,False,mw64,mw64
2019-07-04 18:10:32.280000+00:00,35.65803479518505,-117.52274949085442,10.318576070000002,3.81,5.747551025063802,14.562663770748925,4,False,False,False,mw64,outside
2019-07-04 18:11:22.520000+00:00,35.59782479518505,-117.59147916160254,8.35887017,2.69,14.738445459728185,19.787807026005783,4,False,False,False,mw64,outside
2019-07-04 18:11:40.040000+00:00,35.72947379518505,-117.544271644221,4.2144551,2.22,5.347319435330972,6.7964190834180105,4,False,False,False,mw64,outside
2019-07-04 18:11:49.640000+00:00,35.65361979518505,-117.53669017296733,10.12986365,2.25,6.816460412052086,14.517180652589687,4,False,False,False,mw64,outside
2019-07-04 18:12:16.540000+00:00,35.70864879518505,-117.47190714009886,1.819259,1.8,2.0512949940053105,13.258924151306596,4,True,False,False,mw64,mw64
2019-07-04 18:12:51.700000+00:00,35.66873579518505,-117.55146126163125,8.23548128,3.56,6.52606936438606,12.496656762890519,4,False,False,False,mw64,outside
2019-07-04 18:13:51.060000+00:00,35.70981279518505,-117.47209422413,5.60802374,3.53,2.0698845035141056,13.172276183331483,4,True,False,False,mw64,mw64
2019-07-04 18:14:34.560000+00:00,35.71373079518505,-117.4649005070126,3.00234071,1.84,2.829521430715618,13.487690940654863,4,True,False,False,mw64,mw64
2019-07-04 18:15:04.460000+00:00,35.61308779518505,-117.57669325783364,9.12823619,2.54,12.58082979127055,18.15358289004701,4,False,False,False,mw64,outside
2019-07-04 18:15:12.640000+00:00,35.66793879518505,-117.51445820421053,4.708010660000001,3.12,4.43141374561746,13.947944122644424,4,False,False,False,mw64,outside
2019-07-04 18:16:04.240000+00:00,35.69400479518505,-117.476089083336,10.29680156,2.08,1.9706574016592748,13.952707511073257,4,True,False,False,mw64,mw64
2019-07-04 18:16:33.440000+00:00,35.72459579518505,-117.5254972917602,5.680605440000001,3.07,3.6428905895750354,8.360142335720205,4,True,False,False,mw64,mw64
2019-07-04 18:17:15.040000+00:00,35.72110779518505,-117.52134603978612,6.130611980000001,2.96,3.109196884553883,8.898724019892477,4,True,False,False,mw64,mw64
2019-07-04 18:17:55.680000+00:00,35.73161879518505,-117.51712379923524,9.09194534,1.95,3.694090092171922,8.447945536061589,4,True,False,False,mw64,mw64
2019-07-04 18:18:18.200000+00:00,35.74290179518505,-117.53744461490226,6.043513940000001,2.02,5.823429523284732,6.225910562767463,4,False,False,False,mw64,outside
2019-07-04 18:18:45.200000+00:00,35.63165479518505,-117.60011559248134,11.109716600000002,3.39,12.53543452377012,16.04871596346374,4,False,False,False,mw64,outside
2019-07-04 18:19:21.660000+00:00,35.64383779518505,-117.5412224688943,4.49026556,2.35,7.947439144984834,15.40905222378052,4,False,False,False,mw64,outside
2019-07-04 18:19:57.760000+00:00,35.69183179518505,-117.49068892658973,8.43871004,2.08,1.4036646782977784,13.152738371871862,4,True,False,False,mw64,mw64
2019-07-04 18:20:07.160000+00:00,35.65901079518505,-117.52399456113734,7.611278660000001,2.26,5.704188120603002,14.41626180044689,4,False,False,False,mw64,outside
2019-07-04 18:20:20.080000+00:00,35.70518179518505,-117.47078388983884,5.992706750000001,2.39,2.095771367213293,13.562772360708522,4,True,False,False,mw64,mw64
2019-07-04 18:21:01.280000+00:00,35.73432879518505,-117.53111299510424,8.162899580000001,2.13,4.74089167377373,7.263745301196082,4,False,False,False,mw64,outside
2019-07-04 18:21:25.120000+00:00,35.67961279518505,-117.50278104550252,5.680605440000001,2.74,2.8434860894344665,13.461149337734081,4,True,False,False,mw64,mw64
2019-07-04 18:21:50.320000+00:00,35.729140795185046,-117.53877862015732,3.17653679,2.09,4.910136982190821,7.154422693030741,4,False,False,False,mw64,outside
2019-07-04 18:22:04.600000+00:00,35.67588479518505,-117.52863477678984,6.769330940000001,2.29,4.442497424578142,12.55419183898762,4,False,False,False,mw64,outside
2019-07-04 18:22:26.500000+00:00,35.72979979518505,-117.52451266777922,5.84028518,1.95,3.9639043908044718,8.043872571040888,4,True,False,False,mw64,mw64
2019-07-04 18:22:41.960000+00:00,35.68833179518505,-117.46723467415752,8.975814620000001,2.1,2.9883740630258364,14.970336231749044,4,True,False,False,mw64,mw64
2019-07-04 18:22:56.960000+00:00,35.64782979518505,-117.51651575618298,2.52330149,1.93,6.579063695559063,15.827294576815175,4,False,False,False,mw64,outside
2019-07-04 18:23:34.620000+00:00,35.72432279518505,-117.53767127203704,3.3507328700000003,2.11,4.5428976778501555,7.618651073744463,4,False,False,False,mw64,outside
2019-07-04 18:23:45.680000+00:00,35.57311379518505,-117.61969238854012,9.2225924,1.84,18.468526788208937,22.6586669816006,4,False,False,False,mw64,outside
2019-07-04 18:24:11.880000+00:00,35.65326979518505,-117.53195314776973,6.1596446600000005,1.33,6.615644801074231,14.70861980390563,4,False,False,False,mw64,outside
2019-07-04 18:24:28.880000+00:00,35.80256979518505,-117.57556793596562,3.60476882,1.42,13.172163938910943,3.3131451304935515,4,False,True,False,mw71,mw71
2019-07-04 18:24:51.960000+00:00,35.59968079518505,-117.5114992948615,3.29266751,1.76,11.702147379421593,20.91962730751475,4,False,False,False,mw64,outside
2019-07-04 18:25:05.460000+00:00,35.69688979518505,-117.50252129146736,5.8475433500000005,1.71,1.1245890129686722,12.007262670199514,4,True,False,False,mw64,mw64
2019-07-04 18:25:30.320000+00:00,35.614446795185046,-117.59139135548088,10.69600091,2.4,13.302575568648123,17.94433733015059,4,False,False,False,mw64,outside
2019-07-04 18:26:03.620000+00:00,35.66616879518505,-117.517876076697,4.504781900000001,3.2,4.743492444547555,13.964669405662233,4,False,False,False,mw64,outside
2019-07-04 18:26:30.320000+00:00,35.68740079518505,-117.48587860701792,5.477376680000001,2.11,2.001267251389501,13.808319799459598,4,True,False,False,mw64,mw64
2019-07-04 18:26:49.740000+00:00,35.66731579518505,-117.51766415932738,6.6822329,1.58,4.62175009217469,13.862970742275893,4,False,False,False,mw64,outside
2019-07-04 18:27:26.600000+00:00,35.67543779518505,-117.50457074457358,4.88220674,3.39,3.333511016576663,13.738037022201313,4,True,False,False,mw64,mw64
2019-07-04 18:27:59.180000+00:00,35.74601079518505,-117.54445983973696,7.248370160000001,4.64,6.510600404248295,5.511683028459124,4,False,False,False,mw71,outside
2019-07-04 18:28:43.260000+00:00,35.66375979518505,-117.55605090316686,8.70000416,4.11,7.19278177989401,12.911062754761133,4,False,False,False,mw64,outside
2019-07-04 18:29:32.400000+00:00,35.72988479518505,-117.53053467392176,6.224968190000001,2.67,4.367760099565228,7.627227401413574,4,False,False,False,mw64,outside
2019-07-04 18:30:07.740000+00:00,35.66325079518505,-117.50951786650414,2.93701718,2.13,4.757059264837868,14.623462602498813,4,False,False,False,mw64,outside
2019-07-04 18:30:20.680000+00:00,35.68624479518505,-117.48898752365658,2.11684397,2.0,2.0419144183055407,13.705937873750301,4,True,False,False,mw64,mw64
2019-07-04 18:30:31.680000+00:00,35.72243079518505,-117.64523213535487,2.79185378,1.64,13.835430826057232,7.617668610819045,4,False,False,False,mw71,outside
2019-07-04 18:30:46.020000+00:00,35.68930479518505,-117.6418277443293,3.00959888,2.02,13.483585996278189,10.609590181990026,4,False,False,False,mw71,outside
2019-07-04 18:30:57.320000+00:00,35.732126795185046,-117.53191883594964,6.130611980000001,2.06,4.626014581704082,7.367799297093725,4,False,False,False,mw64,outside
2019-07-04 18:31:05.520000+00:00,35.63335979518505,-117.56788171510284,11.13874928,2.1,10.322734685619926,16.00645648495384,4,False,False,False,mw64,outside
2019-07-04 18:31:16.100000+00:00,35.66090279518505,-117.5587766973922,8.402419190000002,2.17,7.583882575483602,13.15755202545572,4,False,False,False,mw64,outside
2019-07-04 18:31:34.440000+00:00,35.728729795185046,-117.53787559045766,5.41931132,2.41,4.816984280975266,7.243562912746433,4,False,False,False,mw64,outside
2019-07-04 18:32:09.540000+00:00,35.72317079518505,-117.55682018881257,6.079804790000001,1.81,6.065836263196124,6.726894124196699,4,False,False,False,mw64,outside
2019-07-04 18:32:19.360000+00:00,35.68380779518505,-117.75966534793552,3.94590281,2.31,24.150387362397716,18.238864254313754,4,False,False,False,mw71,outside
2019-07-04 18:32:42.960000+00:00,35.68806379518505,-117.49263365483024,3.27815117,2.11,1.794581061053233,13.333353223427723,4,True,False,False,mw64,mw64
2019-07-04 18:32:52.840000+00:00,35.69920079518505,-117.4794094582103,1.88458253,1.93,1.4254659666673648,13.35068032706581,4,True,False,False,mw64,mw64
2019-07-04 18:33:11.360000+00:00,35.620916795185046,-117.5756118204548,4.954788440000001,2.07,11.832890247937113,17.296767854977674,4,False,False,False,mw64,outside
2019-07-04 18:33:46.820000+00:00,35.68321379518505,-117.48615530510806,4.577363600000001,1.93,2.432384971553869,14.126474083200875,4,True,False,False,mw64,mw64
2019-07-04 18:34:04.120000+00:00,35.65031579518505,-117.5326209351193,4.32332765,2.6,6.927938288239994,14.990879768379695,4,False,False,False,mw64,outside
2019-07-04 18:34:48.880000+00:00,35.68991079518505,-117.48541478803511,2.37813809,2.5,1.7627693183289415,13.640823053900188,4,True,False,False,mw64,mw64
2019-07-04 18:35:18.440000+00:00,35.638148795185046,-117.54442005957702,7.437082580000001,2.43,8.635549038095665,15.929544783385188,4,False,False,False,mw64,outside
2019-07-04 18:35:45.100000+00:00,35.779485795185046,-117.57404426274842,4.6354289600000005,1.98,11.054323889655192,1.738536419074703,4,False,True,False,mw71,mw71
2019-07-04 18:35:50.540000+00:00,35.59665379518505,-117.58948507753216,7.988703500000001,2.7,14.735965715212556,19.919628106353063,4,False,False,False,mw64,outside
2019-07-04 18:36:26.200000+00:00,35.62886779518505,-117.56907739206598,7.662085850000001,1.81,10.774978976512175,16.48537517223031,4,False,False,False,mw64,outside
2019-07-04 18:36:50.500000+00:00,35.686264795185046,-117.49100552509876,5.259631580000001,2.47,2.007724361030426,13.579878944140003,4,True,False,False,mw64,mw64
2019-07-04 18:37:31.440000+00:00,35.72261379518505,-117.55559914857466,5.586249230000001,2.95,5.940869753601241,6.834749176483401,4,False,False,False,mw64,outside
2019-07-04 18:38:19.800000+00:00,35.69751579518505,-117.51619333663255,1.9353897200000003,2.15,2.1474818025691955,11.148338511033364,4,True,False,False,mw64,mw64
2019-07-04 18:38:45.280000+00:00,35.70138979518505,-117.48402361616824,7.29191918,2.54,0.9483622532067093,12.87483845181307,4,True,False,False,mw64,mw64
2019-07-04 18:39:09.760000+00:00,35.59554279518505,-117.62945899777392,9.055654490000002,2.09,17.199240714194275,20.31234968055627,4,False,False,False,mw64,outside
2019-07-04 18:39:32.340000+00:00,35.70662279518505,-117.47360799384998,2.55233417,1.8,1.8568848125699107,13.262005546713977,4,True,False,False,mw64,mw64
2019-07-04 18:39:44.220000+00:00,35.59576179518505,-117.5855870134955,7.966928990000001,4.79,14.612954344404683,20.027031071569155,4,False,False,False,mw64,outside
2019-07-04 18:40:56.620000+00:00,35.65309079518505,-117.5277871348831,4.359618500000001,3.29,6.445038259187505,14.872105232939393,4,False,False,False,mw64,outside
2019-07-04 18:41:14.120000+00:00,35.67662179518505,-117.50596282990858,4.170906080000001,3.17,3.2480818784927057,13.557991373823489,4,True,False,False,mw64,mw64
2019-07-04 18:41:43.960000+00:00,35.69613279518505,-117.50566223685256,0.66520997,2.31,1.389633418211757,11.878540675503743,4,True,False,False,mw64,mw64
2019-07-04 18:42:02.420000+00:00,35.69256779518505,-117.46388997967816,2.6176577,2.6,3.008105589218865,14.903956846472742,4,True,False,False,mw64,mw64
2019-07-04 18:42:13.600000+00:00,35.72317879518505,-117.52162318939048,5.21608256,2.56,3.271958790364933,8.723924877083165,4,True,False,False,mw64,mw64
2019-07-04 18:42:38.100000+00:00,35.60619079518505,-117.54090976236962,1.95716423,2.04,11.67393240458857,19.436417232820038,4,False,False,False,mw64,outside
2019-07-04 18:43:18.460000+00:00,35.61324679518505,-117.57584726925782,8.19919043,2.04,12.521157994660701,18.142338108490822,4,False,False,False,mw64,outside
2019-07-04 18:43:37.760000+00:00,35.71179379518505,-117.50183036715286,7.495147940000001,1.89,1.1043368862946255,10.90073066906283,4,True,False,False,mw64,mw64
2019-07-04 18:44:24.860000+00:00,35.719138795185046,-117.5500738975642,3.99671,3.14,5.3425747999544395,7.420416221501291,4,False,False,False,mw64,outside
2019-07-04 18:44:49.160000+00:00,35.66956579518505,-117.55382132143193,7.27014467,2.2,6.644000630371461,12.34612398583908,4,False,False,False,mw64,outside
2019-07-04 18:45:41.720000+00:00,35.64780479518505,-117.53130175438363,4.00396817,1.99,7.112082961209476,15.293737187813107,4,False,False,False,mw64,outside
2019-07-04 18:45:58.400000+00:00,35.677064795185046,-117.5103978618384,2.46523613,1.6,3.3596586250959914,13.288789772657495,4,True,False,False,mw64,mw64
2019-07-04 18:46:06.160000+00:00,35.64036279518505,-117.54327221885822,6.3193244,1.79,8.372293681561912,15.722896582297096,4,False,False,False,mw64,outside
2019-07-04 18:46:12.040000+00:00,35.730564795185046,-117.56795372306304,1.6668374300000002,2.11,7.306582417106678,5.542903767718382,4,False,False,False,mw71,outside
2019-07-04 18:46:36.560000+00:00,35.70887679518505,-117.4726231565582,2.68298123,1.93,1.994884956868547,13.191220188388357,4,True,False,False,mw64,mw64
2019-07-04 18:47:06.180000+00:00,35.67718679518505,-117.47191287063184,9.50566103,4.89,3.5983390820373002,15.502379979500637,4,True,False,False,mw64,mw64
2019-07-04 18:47:58.800000+00:00,35.67396879518505,-117.45786663870462,9.004847300000002,3.39,4.678867270735092,16.66443112416482,4,False,False,False,mw64,outside
2019-07-04 18:48:15.760000+00:00,35.70250479518505,-117.48893169663305,2.21845835,2.62,0.48930166877487435,12.457272169950983,4,True,False,False,mw64,mw64
2019-07-04 18:48:44.920000+00:00,35.67610479518505,-117.47757679264598,9.65082443,2.24,3.4501568087968764,15.23260966731247,4,True,False,False,mw64,mw64
2019-07-04 18:49:19.760000+00:00,35.70605679518505,-117.4746169529953,2.63943221,2.14,1.7582045766009144,13.224810622632063,4,True,False,False,mw64,mw64
2019-07-04 18:49:31.580000+00:00,35.65676079518505,-117.51358639911726,3.31444202,2.13,5.555430440732717,15.066365477624661,4,False,False,False,mw64,outside
2019-07-04 18:49:52.420000+00:00,35.65657779518505,-117.52725038594042,4.686236150000001,1.93,6.083324169911342,14.53744224157113,4,False,False,False,mw64,outside
