cell_id,time_bin_index_30min,time_bin_start_min,time_bin_end_min,event_count
1696,61,1830.0,1860.0,0
1696,62,1860.0,1890.0,0
1696,63,1890.0,1920.0,0
1696,64,1920.0,1950.0,0
1696,65,1950.0,1980.0,0
1696,66,1980.0,2010.0,0
1696,67,2010.0,2026.0666666666666,0
1697,0,0.0,30.0,0
1697,1,30.0,60.0,0
1697,2,60.0,90.0,0
1697,3,90.0,120.0,0
1697,4,120.0,150.0,0
1697,5,150.0,180.0,0
1697,6,180.0,210.0,0
1697,7,210.0,240.0,0
1697,8,240.0,270.0,0
1697,9,270.0,300.0,0
1697,10,300.0,330.0,0
1697,11,330.0,360.0,0
1697,12,360.0,390.0,0
1697,13,390.0,420.0,0
1697,14,420.0,450.0,0
1697,15,450.0,480.0,0
1697,16,480.0,510.0,0
1697,17,510.0,540.0,0
1697,18,540.0,570.0,0
1697,19,570.0,600.0,0
1697,20,600.0,630.0,0
1697,21,630.0,660.0,0
1697,22,660.0,690.0,0
1697,23,690.0,720.0,0
1697,24,720.0,750.0,0
1697,25,750.0,780.0,0
1697,26,780.0,810.0,0
1697,27,810.0,840.0,0
1697,28,840.0,870.0,0
1697,29,870.0,900.0,0
1697,30,900.0,930.0,0
1697,31,930.0,960.0,0
1697,32,960.0,990.0,0
1697,33,990.0,1020.0,0
1697,34,1020.0,1050.0,0
1697,35,1050.0,1080.0,0
1697,36,1080.0,1110.0,0
1697,37,1110.0,1140.0,0
1697,38,1140.0,1170.0,0
1697,39,1170.0,1200.0,0
1697,40,1200.0,1230.0,0
1697,41,1230.0,1260.0,0
1697,42,1260.0,1290.0,0
1697,43,1290.0,1320.0,0
1697,44,1320.0,1350.0,0
1697,45,1350.0,1380.0,0
1697,46,1380.0,1410.0,0
1697,47,1410.0,1440.0,0
1697,48,1440.0,1470.0,0
1697,49,1470.0,1500.0,0
1697,50,1500.0,1530.0,0
1697,51,1530.0,1560.0,0
1697,52,1560.0,1590.0,0
1697,53,1590.0,1620.0,0
1697,54,1620.0,1650.0,0
1697,55,1650.0,1680.0,0
1697,56,1680.0,1710.0,0
1697,57,1710.0,1740.0,0
1697,58,1740.0,1770.0,0
1697,59,1770.0,1800.0,0
1697,60,1800.0,1830.0,0
1697,61,1830.0,1860.0,0
1697,62,1860.0,1890.0,0
1697,63,1890.0,1920.0,0
1697,64,1920.0,1950.0,0
1697,65,1950.0,1980.0,0
1697,66,1980.0,2010.0,0
1697,67,2010.0,2026.0666666666666,0
1698,0,0.0,30.0,0
1698,1,30.0,60.0,0
1698,2,60.0,90.0,0
1698,3,90.0,120.0,0
1698,4,120.0,150.0,0
1698,5,150.0,180.0,0
1698,6,180.0,210.0,0
1698,7,210.0,240.0,0
1698,8,240.0,270.0,0
1698,9,270.0,300.0,0
1698,10,300.0,330.0,0
1698,11,330.0,360.0,0
1698,12,360.0,390.0,0
1698,13,390.0,420.0,0
1698,14,420.0,450.0,0
1698,15,450.0,480.0,0
1698,16,480.0,510.0,0
1698,17,510.0,540.0,0
1698,18,540.0,570.0,0
1698,19,570.0,600.0,0
1698,20,600.0,630.0,0
1698,21,630.0,660.0,0
1698,22,660.0,690.0,0
1698,23,690.0,720.0,0
1698,24,720.0,750.0,0
1698,25,750.0,780.0,0
1698,26,780.0,810.0,0
1698,27,810.0,840.0,0
1698,28,840.0,870.0,0
1698,29,870.0,900.0,0
1698,30,900.0,930.0,0
1698,31,930.0,960.0,0
1698,32,960.0,990.0,0
1698,33,990.0,1020.0,0
1698,34,1020.0,1050.0,0
1698,35,1050.0,1080.0,0
1698,36,1080.0,1110.0,0
1698,37,1110.0,1140.0,0
1698,38,1140.0,1170.0,0
1698,39,1170.0,1200.0,0
1698,40,1200.0,1230.0,0
1698,41,1230.0,1260.0,0
1698,42,1260.0,1290.0,0
1698,43,1290.0,1320.0,0
1698,44,1320.0,1350.0,0
1698,45,1350.0,1380.0,0
1698,46,1380.0,1410.0,0
1698,47,1410.0,1440.0,0
1698,48,1440.0,1470.0,0
1698,49,1470.0,1500.0,0
1698,50,1500.0,1530.0,0
1698,51,1530.0,1560.0,0
1698,52,1560.0,1590.0,0
1698,53,1590.0,1620.0,0
1698,54,1620.0,1650.0,0
1698,55,1650.0,1680.0,0
1698,56,1680.0,1710.0,0
1698,57,1710.0,1740.0,0
1698,58,1740.0,1770.0,0
1698,59,1770.0,1800.0,0
1698,60,1800.0,1830.0,0
1698,61,1830.0,1860.0,0
1698,62,1860.0,1890.0,0
1698,63,1890.0,1920.0,0
1698,64,1920.0,1950.0,0
1698,65,1950.0,1980.0,0
1698,66,1980.0,2010.0,0
1698,67,2010.0,2026.0666666666666,0
1699,0,0.0,30.0,0
1699,1,30.0,60.0,0
1699,2,60.0,90.0,0
1699,3,90.0,120.0,0
1699,4,120.0,150.0,0
1699,5,150.0,180.0,0
1699,6,180.0,210.0,0
1699,7,210.0,240.0,0
1699,8,240.0,270.0,0
1699,9,270.0,300.0,0
1699,10,300.0,330.0,0
1699,11,330.0,360.0,0
1699,12,360.0,390.0,0
1699,13,390.0,420.0,0
1699,14,420.0,450.0,0
1699,15,450.0,480.0,0
1699,16,480.0,510.0,0
1699,17,510.0,540.0,0
1699,18,540.0,570.0,0
1699,19,570.0,600.0,0
1699,20,600.0,630.0,0
1699,21,630.0,660.0,0
1699,22,660.0,690.0,0
1699,23,690.0,720.0,0
1699,24,720.0,750.0,0
1699,25,750.0,780.0,0
1699,26,780.0,810.0,0
1699,27,810.0,840.0,0
1699,28,840.0,870.0,0
1699,29,870.0,900.0,0
1699,30,900.0,930.0,0
1699,31,930.0,960.0,0
1699,32,960.0,990.0,0
1699,33,990.0,1020.0,0
1699,34,1020.0,1050.0,0
1699,35,1050.0,1080.0,0
1699,36,1080.0,1110.0,0
1699,37,1110.0,1140.0,0
1699,38,1140.0,1170.0,0
1699,39,1170.0,1200.0,0
1699,40,1200.0,1230.0,0
1699,41,1230.0,1260.0,0
1699,42,1260.0,1290.0,0
1699,43,1290.0,1320.0,0
1699,44,1320.0,1350.0,0
1699,45,1350.0,1380.0,0
1699,46,1380.0,1410.0,0
1699,47,1410.0,1440.0,0
1699,48,1440.0,1470.0,0
1699,49,1470.0,1500.0,0
1699,50,1500.0,1530.0,0
1699,51,1530.0,1560.0,0
1699,52,1560.0,1590.0,0
1699,53,1590.0,1620.0,0
1699,54,1620.0,1650.0,0
1699,55,1650.0,1680.0,0
1699,56,1680.0,1710.0,0
1699,57,1710.0,1740.0,0
1699,58,1740.0,1770.0,0
1699,59,1770.0,1800.0,0
1699,60,1800.0,1830.0,0
1699,61,1830.0,1860.0,0
1699,62,1860.0,1890.0,0
1699,63,1890.0,1920.0,0
1699,64,1920.0,1950.0,0
1699,65,1950.0,1980.0,0
1699,66,1980.0,2010.0,0
1699,67,2010.0,2026.0666666666666,0
1700,0,0.0,30.0,0
1700,1,30.0,60.0,0
1700,2,60.0,90.0,0
1700,3,90.0,120.0,0
1700,4,120.0,150.0,0
1700,5,150.0,180.0,0
1700,6,180.0,210.0,0
1700,7,210.0,240.0,0
1700,8,240.0,270.0,0
1700,9,270.0,300.0,0
1700,10,300.0,330.0,0
1700,11,330.0,360.0,0
1700,12,360.0,390.0,0
1700,13,390.0,420.0,0
1700,14,420.0,450.0,0
1700,15,450.0,480.0,0
1700,16,480.0,510.0,0
1700,17,510.0,540.0,0
1700,18,540.0,570.0,0
1700,19,570.0,600.0,0
1700,20,600.0,630.0,0
1700,21,630.0,660.0,0
1700,22,660.0,690.0,0
1700,23,690.0,720.0,0
1700,24,720.0,750.0,0
1700,25,750.0,780.0,0
1700,26,780.0,810.0,0
1700,27,810.0,840.0,0
1700,28,840.0,870.0,0
1700,29,870.0,900.0,0
1700,30,900.0,930.0,0
1700,31,930.0,960.0,0
1700,32,960.0,990.0,0
1700,33,990.0,1020.0,0
1700,34,1020.0,1050.0,0
1700,35,1050.0,1080.0,0
1700,36,1080.0,1110.0,0
1700,37,1110.0,1140.0,0
1700,38,1140.0,1170.0,0
1700,39,1170.0,1200.0,0
1700,40,1200.0,1230.0,0
1700,41,1230.0,1260.0,0
1700,42,1260.0,1290.0,0
1700,43,1290.0,1320.0,0
1700,44,1320.0,1350.0,0
1700,45,1350.0,1380.0,0
1700,46,1380.0,1410.0,0
1700,47,1410.0,1440.0,0
1700,48,1440.0,1470.0,0
1700,49,1470.0,1500.0,0
1700,50,1500.0,1530.0,0
1700,51,1530.0,1560.0,0
1700,52,1560.0,1590.0,0
1700,53,1590.0,1620.0,0
1700,54,1620.0,1650.0,0
1700,55,1650.0,1680.0,0
1700,56,1680.0,1710.0,0
1700,57,1710.0,1740.0,0
1700,58,1740.0,1770.0,0
1700,59,1770.0,1800.0,0
1700,60,1800.0,1830.0,0
1700,61,1830.0,1860.0,0
1700,62,1860.0,1890.0,0
1700,63,1890.0,1920.0,0
1700,64,1920.0,1950.0,0
1700,65,1950.0,1980.0,0
1700,66,1980.0,2010.0,0
1700,67,2010.0,2026.0666666666666,0
1701,0,0.0,30.0,0
1701,1,30.0,60.0,0
1701,2,60.0,90.0,0
1701,3,90.0,120.0,0
1701,4,120.0,150.0,0
1701,5,150.0,180.0,0
1701,6,180.0,210.0,0
1701,7,210.0,240.0,0
1701,8,240.0,270.0,0
1701,9,270.0,300.0,0
1701,10,300.0,330.0,0
1701,11,330.0,360.0,0
1701,12,360.0,390.0,0
1701,13,390.0,420.0,0
1701,14,420.0,450.0,0
1701,15,450.0,480.0,0
1701,16,480.0,510.0,0
1701,17,510.0,540.0,0
1701,18,540.0,570.0,0
1701,19,570.0,600.0,0
1701,20,600.0,630.0,0
1701,21,630.0,660.0,0
1701,22,660.0,690.0,0
1701,23,690.0,720.0,0
1701,24,720.0,750.0,0
1701,25,750.0,780.0,0
1701,26,780.0,810.0,0
1701,27,810.0,840.0,0
1701,28,840.0,870.0,0
1701,29,870.0,900.0,0
1701,30,900.0,930.0,0
1701,31,930.0,960.0,0
1701,32,960.0,990.0,0
1701,33,990.0,1020.0,0
1701,34,1020.0,1050.0,0
1701,35,1050.0,1080.0,0
1701,36,1080.0,1110.0,0
1701,37,1110.0,1140.0,0
1701,38,1140.0,1170.0,0
1701,39,1170.0,1200.0,0
1701,40,1200.0,1230.0,0
1701,41,1230.0,1260.0,0
1701,42,1260.0,1290.0,0
1701,43,1290.0,1320.0,0
1701,44,1320.0,1350.0,0
1701,45,1350.0,1380.0,0
1701,46,1380.0,1410.0,0
1701,47,1410.0,1440.0,0
1701,48,1440.0,1470.0,0
1701,49,1470.0,1500.0,0
1701,50,1500.0,1530.0,0
1701,51,1530.0,1560.0,0
1701,52,1560.0,1590.0,0
1701,53,1590.0,1620.0,0
1701,54,1620.0,1650.0,0
1701,55,1650.0,1680.0,0
1701,56,1680.0,1710.0,0
1701,57,1710.0,1740.0,0
1701,58,1740.0,1770.0,0
1701,59,1770.0,1800.0,0
1701,60,1800.0,1830.0,0
1701,61,1830.0,1860.0,0
1701,62,1860.0,1890.0,0
1701,63,1890.0,1920.0,0
1701,64,1920.0,1950.0,0
1701,65,1950.0,1980.0,0
1701,66,1980.0,2010.0,0
1701,67,2010.0,2026.0666666666666,0
1702,0,0.0,30.0,0
1702,1,30.0,60.0,0
1702,2,60.0,90.0,0
1702,3,90.0,120.0,0
1702,4,120.0,150.0,0
1702,5,150.0,180.0,0
1702,6,180.0,210.0,0
1702,7,210.0,240.0,0
1702,8,240.0,270.0,0
1702,9,270.0,300.0,0
1702,10,300.0,330.0,0
1702,11,330.0,360.0,0
1702,12,360.0,390.0,0
1702,13,390.0,420.0,0
1702,14,420.0,450.0,0
1702,15,450.0,480.0,0
1702,16,480.0,510.0,0
1702,17,510.0,540.0,0
1702,18,540.0,570.0,0
1702,19,570.0,600.0,0
1702,20,600.0,630.0,0
1702,21,630.0,660.0,0
1702,22,660.0,690.0,0
1702,23,690.0,720.0,0
1702,24,720.0,750.0,0
1702,25,750.0,780.0,0
1702,26,780.0,810.0,0
1702,27,810.0,840.0,0
1702,28,840.0,870.0,0
1702,29,870.0,900.0,0
1702,30,900.0,930.0,0
1702,31,930.0,960.0,0
1702,32,960.0,990.0,0
1702,33,990.0,1020.0,0
1702,34,1020.0,1050.0,0
1702,35,1050.0,1080.0,0
1702,36,1080.0,1110.0,0
1702,37,1110.0,1140.0,0
1702,38,1140.0,1170.0,0
1702,39,1170.0,1200.0,0
1702,40,1200.0,1230.0,0
1702,41,1230.0,1260.0,0
1702,42,1260.0,1290.0,0
1702,43,1290.0,1320.0,0
1702,44,1320.0,1350.0,0
1702,45,1350.0,1380.0,0
1702,46,1380.0,1410.0,0
1702,47,1410.0,1440.0,0
1702,48,1440.0,1470.0,0
1702,49,1470.0,1500.0,0
1702,50,1500.0,1530.0,0
1702,51,1530.0,1560.0,0
1702,52,1560.0,1590.0,0
1702,53,1590.0,1620.0,0
1702,54,1620.0,1650.0,0
1702,55,1650.0,1680.0,0
1702,56,1680.0,1710.0,0
1702,57,1710.0,1740.0,0
1702,58,1740.0,1770.0,0
1702,59,1770.0,1800.0,0
1702,60,1800.0,1830.0,0
1702,61,1830.0,1860.0,0
1702,62,1860.0,1890.0,0
1702,63,1890.0,1920.0,0
1702,64,1920.0,1950.0,0
1702,65,1950.0,1980.0,0
1702,66,1980.0,2010.0,0
1702,67,2010.0,2026.0666666666666,0
1703,0,0.0,30.0,0
1703,1,30.0,60.0,0
1703,2,60.0,90.0,0
1703,3,90.0,120.0,0
1703,4,120.0,150.0,0
1703,5,150.0,180.0,0
1703,6,180.0,210.0,0
1703,7,210.0,240.0,0
1703,8,240.0,270.0,0
1703,9,270.0,300.0,0
1703,10,300.0,330.0,0
1703,11,330.0,360.0,0
1703,12,360.0,390.0,0
1703,13,390.0,420.0,0
1703,14,420.0,450.0,0
1703,15,450.0,480.0,0
1703,16,480.0,510.0,0
1703,17,510.0,540.0,0
1703,18,540.0,570.0,0
1703,19,570.0,600.0,0
1703,20,600.0,630.0,0
1703,21,630.0,660.0,0
1703,22,660.0,690.0,0
1703,23,690.0,720.0,0
1703,24,720.0,750.0,0
1703,25,750.0,780.0,0
1703,26,780.0,810.0,0
1703,27,810.0,840.0,0
1703,28,840.0,870.0,0
1703,29,870.0,900.0,0
1703,30,900.0,930.0,0
1703,31,930.0,960.0,0
1703,32,960.0,990.0,0
1703,33,990.0,1020.0,0
1703,34,1020.0,1050.0,0
1703,35,1050.0,1080.0,0
1703,36,1080.0,1110.0,0
1703,37,1110.0,1140.0,0
1703,38,1140.0,1170.0,0
1703,39,1170.0,1200.0,0
1703,40,1200.0,1230.0,0
1703,41,1230.0,1260.0,0
1703,42,1260.0,1290.0,0
1703,43,1290.0,1320.0,0
1703,44,1320.0,1350.0,0
1703,45,1350.0,1380.0,0
1703,46,1380.0,1410.0,0
1703,47,1410.0,1440.0,0
1703,48,1440.0,1470.0,0
1703,49,1470.0,1500.0,0
1703,50,1500.0,1530.0,0
1703,51,1530.0,1560.0,0
1703,52,1560.0,1590.0,0
1703,53,1590.0,1620.0,0
1703,54,1620.0,1650.0,0
1703,55,1650.0,1680.0,0
1703,56,1680.0,1710.0,0
1703,57,1710.0,1740.0,0
1703,58,1740.0,1770.0,0
1703,59,1770.0,1800.0,0
1703,60,1800.0,1830.0,0
1703,61,1830.0,1860.0,0
1703,62,1860.0,1890.0,0
1703,63,1890.0,1920.0,0
1703,64,1920.0,1950.0,0
1703,65,1950.0,1980.0,0
1703,66,1980.0,2010.0,0
1703,67,2010.0,2026.0666666666666,0
1704,0,0.0,30.0,0
1704,1,30.0,60.0,0
1704,2,60.0,90.0,0
1704,3,90.0,120.0,0
1704,4,120.0,150.0,0
1704,5,150.0,180.0,0
1704,6,180.0,210.0,0
1704,7,210.0,240.0,0
1704,8,240.0,270.0,0
1704,9,270.0,300.0,0
1704,10,300.0,330.0,0
1704,11,330.0,360.0,0
1704,12,360.0,390.0,0
1704,13,390.0,420.0,0
1704,14,420.0,450.0,0
1704,15,450.0,480.0,0
1704,16,480.0,510.0,0
1704,17,510.0,540.0,0
1704,18,540.0,570.0,0
1704,19,570.0,600.0,0
1704,20,600.0,630.0,0
1704,21,630.0,660.0,0
1704,22,660.0,690.0,0
1704,23,690.0,720.0,0
1704,24,720.0,750.0,0
1704,25,750.0,780.0,0
1704,26,780.0,810.0,0
1704,27,810.0,840.0,0
1704,28,840.0,870.0,0
1704,29,870.0,900.0,0
1704,30,900.0,930.0,0
1704,31,930.0,960.0,0
1704,32,960.0,990.0,0
1704,33,990.0,1020.0,0
1704,34,1020.0,1050.0,0
1704,35,1050.0,1080.0,0
1704,36,1080.0,1110.0,0
1704,37,1110.0,1140.0,0
1704,38,1140.0,1170.0,0
1704,39,1170.0,1200.0,0
1704,40,1200.0,1230.0,0
1704,41,1230.0,1260.0,0
1704,42,1260.0,1290.0,0
1704,43,1290.0,1320.0,0
1704,44,1320.0,1350.0,0
1704,45,1350.0,1380.0,0
1704,46,1380.0,1410.0,0
1704,47,1410.0,1440.0,0
1704,48,1440.0,1470.0,0
1704,49,1470.0,1500.0,0
1704,50,1500.0,1530.0,0
1704,51,1530.0,1560.0,0
1704,52,1560.0,1590.0,0
1704,53,1590.0,1620.0,0
1704,54,1620.0,1650.0,0
1704,55,1650.0,1680.0,0
1704,56,1680.0,1710.0,0
1704,57,1710.0,1740.0,0
1704,58,1740.0,1770.0,0
1704,59,1770.0,1800.0,0
1704,60,1800.0,1830.0,0
1704,61,1830.0,1860.0,0
1704,62,1860.0,1890.0,0
1704,63,1890.0,1920.0,0
1704,64,1920.0,1950.0,0
1704,65,1950.0,1980.0,0
1704,66,1980.0,2010.0,0
1704,67,2010.0,2026.0666666666666,0
1705,0,0.0,30.0,0
1705,1,30.0,60.0,0
1705,2,60.0,90.0,0
1705,3,90.0,120.0,0
1705,4,120.0,150.0,0
1705,5,150.0,180.0,0
1705,6,180.0,210.0,0
1705,7,210.0,240.0,0
1705,8,240.0,270.0,0
1705,9,270.0,300.0,0
1705,10,300.0,330.0,0
1705,11,330.0,360.0,0
1705,12,360.0,390.0,0
1705,13,390.0,420.0,0
1705,14,420.0,450.0,0
1705,15,450.0,480.0,0
1705,16,480.0,510.0,0
1705,17,510.0,540.0,0
1705,18,540.0,570.0,0
1705,19,570.0,600.0,0
1705,20,600.0,630.0,0
1705,21,630.0,660.0,0
1705,22,660.0,690.0,0
1705,23,690.0,720.0,0
1705,24,720.0,750.0,0
1705,25,750.0,780.0,0
1705,26,780.0,810.0,0
1705,27,810.0,840.0,0
1705,28,840.0,870.0,0
1705,29,870.0,900.0,0
1705,30,900.0,930.0,0
1705,31,930.0,960.0,0
1705,32,960.0,990.0,0
1705,33,990.0,1020.0,0
1705,34,1020.0,1050.0,0
1705,35,1050.0,1080.0,0
1705,36,1080.0,1110.0,0
1705,37,1110.0,1140.0,0
1705,38,1140.0,1170.0,0
1705,39,1170.0,1200.0,0
1705,40,1200.0,1230.0,0
1705,41,1230.0,1260.0,0
1705,42,1260.0,1290.0,0
1705,43,1290.0,1320.0,0
1705,44,1320.0,1350.0,0
1705,45,1350.0,1380.0,0
1705,46,1380.0,1410.0,0
1705,47,1410.0,1440.0,0
1705,48,1440.0,1470.0,0
1705,49,1470.0,1500.0,0
1705,50,1500.0,1530.0,0
1705,51,1530.0,1560.0,0
1705,52,1560.0,1590.0,0
1705,53,1590.0,1620.0,0
1705,54,1620.0,1650.0,0
1705,55,1650.0,1680.0,0
1705,56,1680.0,1710.0,0
1705,57,1710.0,1740.0,0
1705,58,1740.0,1770.0,0
1705,59,1770.0,1800.0,0
1705,60,1800.0,1830.0,0
1705,61,1830.0,1860.0,0
1705,62,1860.0,1890.0,0
1705,63,1890.0,1920.0,0
1705,64,1920.0,1950.0,0
1705,65,1950.0,1980.0,0
1705,66,1980.0,2010.0,0
1705,67,2010.0,2026.0666666666666,0
1706,0,0.0,30.0,0
1706,1,30.0,60.0,0
1706,2,60.0,90.0,0
1706,3,90.0,120.0,0
1706,4,120.0,150.0,0
1706,5,150.0,180.0,0
1706,6,180.0,210.0,0
1706,7,210.0,240.0,0
1706,8,240.0,270.0,0
1706,9,270.0,300.0,0
1706,10,300.0,330.0,0
1706,11,330.0,360.0,0
1706,12,360.0,390.0,0
1706,13,390.0,420.0,0
1706,14,420.0,450.0,0
1706,15,450.0,480.0,0
1706,16,480.0,510.0,0
1706,17,510.0,540.0,0
1706,18,540.0,570.0,0
1706,19,570.0,600.0,0
1706,20,600.0,630.0,0
1706,21,630.0,660.0,0
1706,22,660.0,690.0,0
1706,23,690.0,720.0,0
1706,24,720.0,750.0,0
1706,25,750.0,780.0,0
1706,26,780.0,810.0,0
1706,27,810.0,840.0,0
1706,28,840.0,870.0,0
1706,29,870.0,900.0,0
1706,30,900.0,930.0,0
1706,31,930.0,960.0,0
1706,32,960.0,990.0,0
1706,33,990.0,1020.0,0
1706,34,1020.0,1050.0,0
1706,35,1050.0,1080.0,0
1706,36,1080.0,1110.0,0
1706,37,1110.0,1140.0,0
1706,38,1140.0,1170.0,0
1706,39,1170.0,1200.0,0
1706,40,1200.0,1230.0,0
1706,41,1230.0,1260.0,0
1706,42,1260.0,1290.0,0
1706,43,1290.0,1320.0,0
1706,44,1320.0,1350.0,0
1706,45,1350.0,1380.0,0
1706,46,1380.0,1410.0,0
1706,47,1410.0,1440.0,0
1706,48,1440.0,1470.0,0
1706,49,1470.0,1500.0,0
1706,50,1500.0,1530.0,0
1706,51,1530.0,1560.0,0
1706,52,1560.0,1590.0,0
1706,53,1590.0,1620.0,0
1706,54,1620.0,1650.0,0
1706,55,1650.0,1680.0,0
1706,56,1680.0,1710.0,0
1706,57,1710.0,1740.0,0
1706,58,1740.0,1770.0,0
1706,59,1770.0,1800.0,0
1706,60,1800.0,1830.0,0
1706,61,1830.0,1860.0,0
1706,62,1860.0,1890.0,0
1706,63,1890.0,1920.0,0
1706,64,1920.0,1950.0,0
1706,65,1950.0,1980.0,0
1706,66,1980.0,2010.0,0
1706,67,2010.0,2026.0666666666666,0
1707,0,0.0,30.0,0
1707,1,30.0,60.0,0
1707,2,60.0,90.0,0
1707,3,90.0,120.0,0
1707,4,120.0,150.0,0
1707,5,150.0,180.0,0
1707,6,180.0,210.0,0
1707,7,210.0,240.0,0
1707,8,240.0,270.0,0
1707,9,270.0,300.0,0
1707,10,300.0,330.0,0
1707,11,330.0,360.0,0
1707,12,360.0,390.0,0
1707,13,390.0,420.0,0
1707,14,420.0,450.0,0
1707,15,450.0,480.0,0
1707,16,480.0,510.0,0
1707,17,510.0,540.0,0
1707,18,540.0,570.0,0
1707,19,570.0,600.0,0
1707,20,600.0,630.0,0
1707,21,630.0,660.0,0
1707,22,660.0,690.0,0
1707,23,690.0,720.0,0
1707,24,720.0,750.0,0
1707,25,750.0,780.0,0
1707,26,780.0,810.0,0
1707,27,810.0,840.0,0
1707,28,840.0,870.0,0
1707,29,870.0,900.0,0
1707,30,900.0,930.0,0
1707,31,930.0,960.0,0
1707,32,960.0,990.0,0
1707,33,990.0,1020.0,0
1707,34,1020.0,1050.0,0
1707,35,1050.0,1080.0,0
1707,36,1080.0,1110.0,0
1707,37,1110.0,1140.0,0
1707,38,1140.0,1170.0,0
1707,39,1170.0,1200.0,0
1707,40,1200.0,1230.0,0
1707,41,1230.0,1260.0,0
1707,42,1260.0,1290.0,0
1707,43,1290.0,1320.0,0
1707,44,1320.0,1350.0,0
1707,45,1350.0,1380.0,0
1707,46,1380.0,1410.0,0
1707,47,1410.0,1440.0,0
1707,48,1440.0,1470.0,0
1707,49,1470.0,1500.0,0
1707,50,1500.0,1530.0,0
1707,51,1530.0,1560.0,0
1707,52,1560.0,1590.0,0
1707,53,1590.0,1620.0,0
1707,54,1620.0,1650.0,0
1707,55,1650.0,1680.0,0
1707,56,1680.0,1710.0,0
1707,57,1710.0,1740.0,0
1707,58,1740.0,1770.0,0
1707,59,1770.0,1800.0,0
1707,60,1800.0,1830.0,0
1707,61,1830.0,1860.0,0
1707,62,1860.0,1890.0,0
1707,63,1890.0,1920.0,0
1707,64,1920.0,1950.0,0
1707,65,1950.0,1980.0,0
1707,66,1980.0,2010.0,0
1707,67,2010.0,2026.0666666666666,0
1708,0,0.0,30.0,0
1708,1,30.0,60.0,0
1708,2,60.0,90.0,0
1708,3,90.0,120.0,0
1708,4,120.0,150.0,0
1708,5,150.0,180.0,0
1708,6,180.0,210.0,0
1708,7,210.0,240.0,0
1708,8,240.0,270.0,0
1708,9,270.0,300.0,0
1708,10,300.0,330.0,0
1708,11,330.0,360.0,0
1708,12,360.0,390.0,0
1708,13,390.0,420.0,0
1708,14,420.0,450.0,0
1708,15,450.0,480.0,0
1708,16,480.0,510.0,0
1708,17,510.0,540.0,0
1708,18,540.0,570.0,0
1708,19,570.0,600.0,0
1708,20,600.0,630.0,0
1708,21,630.0,660.0,0
1708,22,660.0,690.0,0
1708,23,690.0,720.0,0
1708,24,720.0,750.0,0
1708,25,750.0,780.0,0
1708,26,780.0,810.0,0
1708,27,810.0,840.0,0
1708,28,840.0,870.0,0
1708,29,870.0,900.0,0
1708,30,900.0,930.0,0
1708,31,930.0,960.0,0
1708,32,960.0,990.0,0
1708,33,990.0,1020.0,0
1708,34,1020.0,1050.0,0
1708,35,1050.0,1080.0,0
1708,36,1080.0,1110.0,0
1708,37,1110.0,1140.0,0
1708,38,1140.0,1170.0,0
1708,39,1170.0,1200.0,0
1708,40,1200.0,1230.0,0
1708,41,1230.0,1260.0,0
1708,42,1260.0,1290.0,0
1708,43,1290.0,1320.0,0
1708,44,1320.0,1350.0,0
1708,45,1350.0,1380.0,0
1708,46,1380.0,1410.0,0
1708,47,1410.0,1440.0,0
1708,48,1440.0,1470.0,0
1708,49,1470.0,1500.0,0
1708,50,1500.0,1530.0,0
1708,51,1530.0,1560.0,0
1708,52,1560.0,1590.0,0
1708,53,1590.0,1620.0,0
1708,54,1620.0,1650.0,0
1708,55,1650.0,1680.0,0
1708,56,1680.0,1710.0,0
1708,57,1710.0,1740.0,0
1708,58,1740.0,1770.0,0
1708,59,1770.0,1800.0,0
1708,60,1800.0,1830.0,0
1708,61,1830.0,1860.0,0
1708,62,1860.0,1890.0,0
1708,63,1890.0,1920.0,0
1708,64,1920.0,1950.0,0
1708,65,1950.0,1980.0,0
1708,66,1980.0,2010.0,0
1708,67,2010.0,2026.0666666666666,0
1709,0,0.0,30.0,0
1709,1,30.0,60.0,0
1709,2,60.0,90.0,0
1709,3,90.0,120.0,0
1709,4,120.0,150.0,0
1709,5,150.0,180.0,0
1709,6,180.0,210.0,0
1709,7,210.0,240.0,0
1709,8,240.0,270.0,0
1709,9,270.0,300.0,0
1709,10,300.0,330.0,0
1709,11,330.0,360.0,0
1709,12,360.0,390.0,0
1709,13,390.0,420.0,0
1709,14,420.0,450.0,0
1709,15,450.0,480.0,0
1709,16,480.0,510.0,0
1709,17,510.0,540.0,0
1709,18,540.0,570.0,0
1709,19,570.0,600.0,0
1709,20,600.0,630.0,0
1709,21,630.0,660.0,0
1709,22,660.0,690.0,0
1709,23,690.0,720.0,0
1709,24,720.0,750.0,0
1709,25,750.0,780.0,0
1709,26,780.0,810.0,0
1709,27,810.0,840.0,0
1709,28,840.0,870.0,0
1709,29,870.0,900.0,0
1709,30,900.0,930.0,0
1709,31,930.0,960.0,0
1709,32,960.0,990.0,0
1709,33,990.0,1020.0,0
1709,34,1020.0,1050.0,0
1709,35,1050.0,1080.0,0
1709,36,1080.0,1110.0,0
1709,37,1110.0,1140.0,0
1709,38,1140.0,1170.0,0
1709,39,1170.0,1200.0,0
1709,40,1200.0,1230.0,0
1709,41,1230.0,1260.0,0
1709,42,1260.0,1290.0,0
1709,43,1290.0,1320.0,0
1709,44,1320.0,1350.0,0
1709,45,1350.0,1380.0,0
