cell_id,time_bin_index_30min,time_bin_start_min,time_bin_end_min,event_count
3,6,180.0,210.0,0
3,7,210.0,240.0,0
3,8,240.0,270.0,0
3,9,270.0,300.0,0
3,10,300.0,330.0,0
3,11,330.0,360.0,0
3,12,360.0,390.0,0
3,13,390.0,420.0,0
3,14,420.0,450.0,0
3,15,450.0,480.0,0
3,16,480.0,510.0,0
3,17,510.0,540.0,0
3,18,540.0,570.0,0
3,19,570.0,600.0,0
3,20,600.0,630.0,0
3,21,630.0,660.0,0
3,22,660.0,690.0,0
3,23,690.0,720.0,0
3,24,720.0,750.0,0
3,25,750.0,780.0,0
3,26,780.0,810.0,0
3,27,810.0,840.0,0
3,28,840.0,870.0,0
3,29,870.0,900.0,0
3,30,900.0,930.0,0
3,31,930.0,960.0,0
3,32,960.0,990.0,0
3,33,990.0,1020.0,0
3,34,1020.0,1050.0,0
3,35,1050.0,1080.0,0
3,36,1080.0,1110.0,0
3,37,1110.0,1140.0,0
3,38,1140.0,1170.0,0
3,39,1170.0,1200.0,0
3,40,1200.0,1230.0,0
3,41,1230.0,1260.0,0
3,42,1260.0,1290.0,0
3,43,1290.0,1320.0,0
3,44,1320.0,1350.0,0
3,45,1350.0,1380.0,0
3,46,1380.0,1410.0,0
3,47,1410.0,1440.0,0
3,48,1440.0,1470.0,0
3,49,1470.0,1500.0,0
3,50,1500.0,1530.0,0
3,51,1530.0,1560.0,0
3,52,1560.0,1590.0,0
3,53,1590.0,1620.0,0
3,54,1620.0,1650.0,0
3,55,1650.0,1680.0,0
3,56,1680.0,1710.0,0
3,57,1710.0,1740.0,0
3,58,1740.0,1770.0,0
3,59,1770.0,1800.0,0
3,60,1800.0,1830.0,0
3,61,1830.0,1860.0,0
3,62,1860.0,1890.0,0
3,63,1890.0,1920.0,0
3,64,1920.0,1950.0,0
3,65,1950.0,1980.0,0
3,66,1980.0,2010.0,0
3,67,2010.0,2026.0666666666666,0
4,0,0.0,30.0,0
4,1,30.0,60.0,0
4,2,60.0,90.0,0
4,3,90.0,120.0,0
4,4,120.0,150.0,0
4,5,150.0,180.0,0
4,6,180.0,210.0,0
4,7,210.0,240.0,0
4,8,240.0,270.0,0
4,9,270.0,300.0,0
4,10,300.0,330.0,0
4,11,330.0,360.0,0
4,12,360.0,390.0,0
4,13,390.0,420.0,0
4,14,420.0,450.0,0
4,15,450.0,480.0,0
4,16,480.0,510.0,0
4,17,510.0,540.0,0
4,18,540.0,570.0,0
4,19,570.0,600.0,0
4,20,600.0,630.0,0
4,21,630.0,660.0,0
4,22,660.0,690.0,0
4,23,690.0,720.0,0
4,24,720.0,750.0,0
4,25,750.0,780.0,0
4,26,780.0,810.0,0
4,27,810.0,840.0,0
4,28,840.0,870.0,0
4,29,870.0,900.0,0
4,30,900.0,930.0,0
4,31,930.0,960.0,0
4,32,960.0,990.0,0
4,33,990.0,1020.0,0
4,34,1020.0,1050.0,0
4,35,1050.0,1080.0,0
4,36,1080.0,1110.0,0
4,37,1110.0,1140.0,0
4,38,1140.0,1170.0,0
4,39,1170.0,1200.0,0
4,40,1200.0,1230.0,0
4,41,1230.0,1260.0,0
4,42,1260.0,1290.0,0
4,43,1290.0,1320.0,0
4,44,1320.0,1350.0,0
4,45,1350.0,1380.0,0
4,46,1380.0,1410.0,0
4,47,1410.0,1440.0,0
4,48,1440.0,1470.0,0
4,49,1470.0,1500.0,0
4,50,1500.0,1530.0,0
4,51,1530.0,1560.0,0
4,52,1560.0,1590.0,0
4,53,1590.0,1620.0,0
4,54,1620.0,1650.0,0
4,55,1650.0,1680.0,0
4,56,1680.0,1710.0,0
4,57,1710.0,1740.0,0
4,58,1740.0,1770.0,0
4,59,1770.0,1800.0,0
4,60,1800.0,1830.0,0
4,61,1830.0,1860.0,0
4,62,1860.0,1890.0,0
4,63,1890.0,1920.0,0
4,64,1920.0,1950.0,0
4,65,1950.0,1980.0,0
4,66,1980.0,2010.0,0
4,67,2010.0,2026.0666666666666,0
5,0,0.0,30.0,0
5,1,30.0,60.0,0
5,2,60.0,90.0,0
5,3,90.0,120.0,0
5,4,120.0,150.0,0
5,5,150.0,180.0,0
5,6,180.0,210.0,0
5,7,210.0,240.0,0
5,8,240.0,270.0,0
5,9,270.0,300.0,0
5,10,300.0,330.0,0
5,11,330.0,360.0,0
5,12,360.0,390.0,0
5,13,390.0,420.0,0
5,14,420.0,450.0,0
5,15,450.0,480.0,0
5,16,480.0,510.0,0
5,17,510.0,540.0,0
5,18,540.0,570.0,0
5,19,570.0,600.0,0
5,20,600.0,630.0,0
5,21,630.0,660.0,0
5,22,660.0,690.0,0
5,23,690.0,720.0,0
5,24,720.0,750.0,0
5,25,750.0,780.0,0
5,26,780.0,810.0,0
5,27,810.0,840.0,0
5,28,840.0,870.0,0
5,29,870.0,900.0,0
5,30,900.0,930.0,0
5,31,930.0,960.0,0
5,32,960.0,990.0,0
5,33,990.0,1020.0,0
5,34,1020.0,1050.0,0
5,35,1050.0,1080.0,0
5,36,1080.0,1110.0,0
5,37,1110.0,1140.0,0
5,38,1140.0,1170.0,0
5,39,1170.0,1200.0,0
5,40,1200.0,1230.0,0
5,41,1230.0,1260.0,0
5,42,1260.0,1290.0,0
5,43,1290.0,1320.0,0
5,44,1320.0,1350.0,0
5,45,1350.0,1380.0,0
5,46,1380.0,1410.0,0
5,47,1410.0,1440.0,0
5,48,1440.0,1470.0,0
5,49,1470.0,1500.0,0
5,50,1500.0,1530.0,0
5,51,1530.0,1560.0,0
5,52,1560.0,1590.0,0
5,53,1590.0,1620.0,0
5,54,1620.0,1650.0,0
5,55,1650.0,1680.0,0
5,56,1680.0,1710.0,0
5,57,1710.0,1740.0,0
5,58,1740.0,1770.0,0
5,59,1770.0,1800.0,0
5,60,1800.0,1830.0,0
5,61,1830.0,1860.0,0
5,62,1860.0,1890.0,0
5,63,1890.0,1920.0,0
5,64,1920.0,1950.0,0
5,65,1950.0,1980.0,0
5,66,1980.0,2010.0,0
5,67,2010.0,2026.0666666666666,0
6,0,0.0,30.0,0
6,1,30.0,60.0,0
6,2,60.0,90.0,0
6,3,90.0,120.0,0
6,4,120.0,150.0,0
6,5,150.0,180.0,0
6,6,180.0,210.0,0
6,7,210.0,240.0,0
6,8,240.0,270.0,0
6,9,270.0,300.0,0
6,10,300.0,330.0,0
6,11,330.0,360.0,0
6,12,360.0,390.0,0
6,13,390.0,420.0,0
6,14,420.0,450.0,0
6,15,450.0,480.0,0
6,16,480.0,510.0,0
6,17,510.0,540.0,0
6,18,540.0,570.0,0
6,19,570.0,600.0,0
6,20,600.0,630.0,0
6,21,630.0,660.0,0
6,22,660.0,690.0,0
6,23,690.0,720.0,0
6,24,720.0,750.0,0
6,25,750.0,780.0,0
6,26,780.0,810.0,0
6,27,810.0,840.0,0
6,28,840.0,870.0,0
6,29,870.0,900.0,0
6,30,900.0,930.0,0
6,31,930.0,960.0,0
6,32,960.0,990.0,0
6,33,990.0,1020.0,0
6,34,1020.0,1050.0,0
6,35,1050.0,1080.0,0
6,36,1080.0,1110.0,0
6,37,1110.0,1140.0,0
6,38,1140.0,1170.0,0
6,39,1170.0,1200.0,0
6,40,1200.0,1230.0,0
6,41,1230.0,1260.0,0
6,42,1260.0,1290.0,0
6,43,1290.0,1320.0,0
6,44,1320.0,1350.0,0
6,45,1350.0,1380.0,0
6,46,1380.0,1410.0,0
6,47,1410.0,1440.0,0
6,48,1440.0,1470.0,0
6,49,1470.0,1500.0,0
6,50,1500.0,1530.0,0
6,51,1530.0,1560.0,0
6,52,1560.0,1590.0,0
6,53,1590.0,1620.0,0
6,54,1620.0,1650.0,0
6,55,1650.0,1680.0,0
6,56,1680.0,1710.0,0
6,57,1710.0,1740.0,0
6,58,1740.0,1770.0,0
6,59,1770.0,1800.0,0
6,60,1800.0,1830.0,0
6,61,1830.0,1860.0,0
6,62,1860.0,1890.0,0
6,63,1890.0,1920.0,0
6,64,1920.0,1950.0,0
6,65,1950.0,1980.0,0
6,66,1980.0,2010.0,0
6,67,2010.0,2026.0666666666666,0
7,0,0.0,30.0,0
7,1,30.0,60.0,0
7,2,60.0,90.0,0
7,3,90.0,120.0,0
7,4,120.0,150.0,0
7,5,150.0,180.0,0
7,6,180.0,210.0,0
7,7,210.0,240.0,0
7,8,240.0,270.0,0
7,9,270.0,300.0,0
7,10,300.0,330.0,0
7,11,330.0,360.0,0
7,12,360.0,390.0,0
7,13,390.0,420.0,0
7,14,420.0,450.0,0
7,15,450.0,480.0,0
7,16,480.0,510.0,0
7,17,510.0,540.0,0
7,18,540.0,570.0,0
7,19,570.0,600.0,0
7,20,600.0,630.0,0
7,21,630.0,660.0,0
7,22,660.0,690.0,0
7,23,690.0,720.0,0
7,24,720.0,750.0,0
7,25,750.0,780.0,0
7,26,780.0,810.0,0
7,27,810.0,840.0,0
7,28,840.0,870.0,0
7,29,870.0,900.0,0
7,30,900.0,930.0,0
7,31,930.0,960.0,0
7,32,960.0,990.0,0
7,33,990.0,1020.0,0
7,34,1020.0,1050.0,0
7,35,1050.0,1080.0,0
7,36,1080.0,1110.0,0
7,37,1110.0,1140.0,0
7,38,1140.0,1170.0,0
7,39,1170.0,1200.0,0
7,40,1200.0,1230.0,0
7,41,1230.0,1260.0,0
7,42,1260.0,1290.0,0
7,43,1290.0,1320.0,0
7,44,1320.0,1350.0,0
7,45,1350.0,1380.0,0
7,46,1380.0,1410.0,0
7,47,1410.0,1440.0,0
7,48,1440.0,1470.0,0
7,49,1470.0,1500.0,0
7,50,1500.0,1530.0,0
7,51,1530.0,1560.0,0
7,52,1560.0,1590.0,0
7,53,1590.0,1620.0,0
7,54,1620.0,1650.0,0
7,55,1650.0,1680.0,0
7,56,1680.0,1710.0,0
7,57,1710.0,1740.0,0
7,58,1740.0,1770.0,0
7,59,1770.0,1800.0,0
7,60,1800.0,1830.0,0
7,61,1830.0,1860.0,0
7,62,1860.0,1890.0,0
7,63,1890.0,1920.0,0
7,64,1920.0,1950.0,0
7,65,1950.0,1980.0,0
7,66,1980.0,2010.0,1
7,67,2010.0,2026.0666666666666,0
8,0,0.0,30.0,0
8,1,30.0,60.0,0
8,2,60.0,90.0,0
8,3,90.0,120.0,0
8,4,120.0,150.0,0
8,5,150.0,180.0,0
8,6,180.0,210.0,0
8,7,210.0,240.0,0
8,8,240.0,270.0,0
8,9,270.0,300.0,0
8,10,300.0,330.0,0
8,11,330.0,360.0,0
8,12,360.0,390.0,0
8,13,390.0,420.0,0
8,14,420.0,450.0,0
8,15,450.0,480.0,0
8,16,480.0,510.0,0
8,17,510.0,540.0,0
8,18,540.0,570.0,0
8,19,570.0,600.0,0
8,20,600.0,630.0,0
8,21,630.0,660.0,0
8,22,660.0,690.0,0
8,23,690.0,720.0,0
8,24,720.0,750.0,0
8,25,750.0,780.0,0
8,26,780.0,810.0,0
8,27,810.0,840.0,0
8,28,840.0,870.0,0
8,29,870.0,900.0,0
8,30,900.0,930.0,0
8,31,930.0,960.0,0
8,32,960.0,990.0,0
8,33,990.0,1020.0,0
8,34,1020.0,1050.0,0
8,35,1050.0,1080.0,0
8,36,1080.0,1110.0,0
8,37,1110.0,1140.0,0
8,38,1140.0,1170.0,0
8,39,1170.0,1200.0,0
8,40,1200.0,1230.0,0
8,41,1230.0,1260.0,0
8,42,1260.0,1290.0,0
8,43,1290.0,1320.0,0
8,44,1320.0,1350.0,0
8,45,1350.0,1380.0,0
8,46,1380.0,1410.0,0
8,47,1410.0,1440.0,0
8,48,1440.0,1470.0,0
8,49,1470.0,1500.0,0
8,50,1500.0,1530.0,0
8,51,1530.0,1560.0,0
8,52,1560.0,1590.0,0
8,53,1590.0,1620.0,0
8,54,1620.0,1650.0,0
8,55,1650.0,1680.0,0
8,56,1680.0,1710.0,0
8,57,1710.0,1740.0,0
8,58,1740.0,1770.0,0
8,59,1770.0,1800.0,0
8,60,1800.0,1830.0,0
8,61,1830.0,1860.0,0
8,62,1860.0,1890.0,0
8,63,1890.0,1920.0,0
8,64,1920.0,1950.0,0
8,65,1950.0,1980.0,0
8,66,1980.0,2010.0,0
8,67,2010.0,2026.0666666666666,0
9,0,0.0,30.0,0
9,1,30.0,60.0,0
9,2,60.0,90.0,0
9,3,90.0,120.0,0
9,4,120.0,150.0,0
9,5,150.0,180.0,0
9,6,180.0,210.0,0
9,7,210.0,240.0,0
9,8,240.0,270.0,0
9,9,270.0,300.0,0
9,10,300.0,330.0,0
9,11,330.0,360.0,0
9,12,360.0,390.0,0
9,13,390.0,420.0,0
9,14,420.0,450.0,0
9,15,450.0,480.0,0
9,16,480.0,510.0,0
9,17,510.0,540.0,0
9,18,540.0,570.0,0
9,19,570.0,600.0,0
9,20,600.0,630.0,0
9,21,630.0,660.0,0
9,22,660.0,690.0,0
9,23,690.0,720.0,0
9,24,720.0,750.0,0
9,25,750.0,780.0,0
9,26,780.0,810.0,0
9,27,810.0,840.0,0
9,28,840.0,870.0,0
9,29,870.0,900.0,0
9,30,900.0,930.0,0
9,31,930.0,960.0,0
9,32,960.0,990.0,0
9,33,990.0,1020.0,0
9,34,1020.0,1050.0,0
9,35,1050.0,1080.0,0
9,36,1080.0,1110.0,0
9,37,1110.0,1140.0,0
9,38,1140.0,1170.0,0
9,39,1170.0,1200.0,0
9,40,1200.0,1230.0,0
9,41,1230.0,1260.0,0
9,42,1260.0,1290.0,0
9,43,1290.0,1320.0,0
9,44,1320.0,1350.0,0
9,45,1350.0,1380.0,0
9,46,1380.0,1410.0,0
9,47,1410.0,1440.0,0
9,48,1440.0,1470.0,0
9,49,1470.0,1500.0,0
9,50,1500.0,1530.0,0
9,51,1530.0,1560.0,0
9,52,1560.0,1590.0,0
9,53,1590.0,1620.0,0
9,54,1620.0,1650.0,0
9,55,1650.0,1680.0,0
9,56,1680.0,1710.0,0
9,57,1710.0,1740.0,0
9,58,1740.0,1770.0,0
9,59,1770.0,1800.0,0
9,60,1800.0,1830.0,0
9,61,1830.0,1860.0,0
9,62,1860.0,1890.0,0
9,63,1890.0,1920.0,0
9,64,1920.0,1950.0,0
9,65,1950.0,1980.0,0
9,66,1980.0,2010.0,0
9,67,2010.0,2026.0666666666666,0
10,0,0.0,30.0,0
10,1,30.0,60.0,0
10,2,60.0,90.0,0
10,3,90.0,120.0,0
10,4,120.0,150.0,0
10,5,150.0,180.0,0
10,6,180.0,210.0,0
10,7,210.0,240.0,0
10,8,240.0,270.0,0
10,9,270.0,300.0,0
10,10,300.0,330.0,0
10,11,330.0,360.0,0
10,12,360.0,390.0,0
10,13,390.0,420.0,0
10,14,420.0,450.0,0
10,15,450.0,480.0,0
10,16,480.0,510.0,0
10,17,510.0,540.0,0
10,18,540.0,570.0,0
10,19,570.0,600.0,0
10,20,600.0,630.0,0
10,21,630.0,660.0,0
10,22,660.0,690.0,0
10,23,690.0,720.0,0
10,24,720.0,750.0,0
10,25,750.0,780.0,0
10,26,780.0,810.0,0
10,27,810.0,840.0,0
10,28,840.0,870.0,0
10,29,870.0,900.0,0
10,30,900.0,930.0,0
10,31,930.0,960.0,0
10,32,960.0,990.0,0
10,33,990.0,1020.0,0
10,34,1020.0,1050.0,0
10,35,1050.0,1080.0,0
10,36,1080.0,1110.0,0
10,37,1110.0,1140.0,0
10,38,1140.0,1170.0,0
10,39,1170.0,1200.0,0
10,40,1200.0,1230.0,0
10,41,1230.0,1260.0,0
10,42,1260.0,1290.0,0
10,43,1290.0,1320.0,0
10,44,1320.0,1350.0,0
10,45,1350.0,1380.0,0
10,46,1380.0,1410.0,0
10,47,1410.0,1440.0,0
10,48,1440.0,1470.0,0
10,49,1470.0,1500.0,0
10,50,1500.0,1530.0,0
10,51,1530.0,1560.0,0
10,52,1560.0,1590.0,0
10,53,1590.0,1620.0,0
10,54,1620.0,1650.0,0
10,55,1650.0,1680.0,0
10,56,1680.0,1710.0,0
10,57,1710.0,1740.0,0
10,58,1740.0,1770.0,0
10,59,1770.0,1800.0,0
10,60,1800.0,1830.0,0
10,61,1830.0,1860.0,0
10,62,1860.0,1890.0,0
10,63,1890.0,1920.0,0
10,64,1920.0,1950.0,0
10,65,1950.0,1980.0,0
10,66,1980.0,2010.0,0
10,67,2010.0,2026.0666666666666,0
11,0,0.0,30.0,0
11,1,30.0,60.0,0
11,2,60.0,90.0,0
11,3,90.0,120.0,0
11,4,120.0,150.0,0
11,5,150.0,180.0,0
11,6,180.0,210.0,0
11,7,210.0,240.0,0
11,8,240.0,270.0,0
11,9,270.0,300.0,0
11,10,300.0,330.0,0
11,11,330.0,360.0,0
11,12,360.0,390.0,0
11,13,390.0,420.0,0
11,14,420.0,450.0,0
11,15,450.0,480.0,0
11,16,480.0,510.0,0
11,17,510.0,540.0,0
11,18,540.0,570.0,0
11,19,570.0,600.0,0
11,20,600.0,630.0,0
11,21,630.0,660.0,0
11,22,660.0,690.0,0
11,23,690.0,720.0,0
11,24,720.0,750.0,0
11,25,750.0,780.0,0
11,26,780.0,810.0,0
11,27,810.0,840.0,0
11,28,840.0,870.0,0
11,29,870.0,900.0,0
11,30,900.0,930.0,0
11,31,930.0,960.0,0
11,32,960.0,990.0,0
11,33,990.0,1020.0,0
11,34,1020.0,1050.0,0
11,35,1050.0,1080.0,0
11,36,1080.0,1110.0,0
11,37,1110.0,1140.0,0
11,38,1140.0,1170.0,0
11,39,1170.0,1200.0,0
11,40,1200.0,1230.0,0
11,41,1230.0,1260.0,0
11,42,1260.0,1290.0,0
11,43,1290.0,1320.0,0
11,44,1320.0,1350.0,0
11,45,1350.0,1380.0,0
11,46,1380.0,1410.0,0
11,47,1410.0,1440.0,0
11,48,1440.0,1470.0,0
11,49,1470.0,1500.0,0
11,50,1500.0,1530.0,0
11,51,1530.0,1560.0,0
11,52,1560.0,1590.0,0
11,53,1590.0,1620.0,0
11,54,1620.0,1650.0,0
11,55,1650.0,1680.0,0
11,56,1680.0,1710.0,0
11,57,1710.0,1740.0,0
11,58,1740.0,1770.0,0
11,59,1770.0,1800.0,0
11,60,1800.0,1830.0,0
11,61,1830.0,1860.0,0
11,62,1860.0,1890.0,0
11,63,1890.0,1920.0,0
11,64,1920.0,1950.0,0
11,65,1950.0,1980.0,0
11,66,1980.0,2010.0,0
11,67,2010.0,2026.0666666666666,0
12,0,0.0,30.0,0
12,1,30.0,60.0,0
12,2,60.0,90.0,0
12,3,90.0,120.0,0
12,4,120.0,150.0,0
12,5,150.0,180.0,0
12,6,180.0,210.0,0
12,7,210.0,240.0,0
12,8,240.0,270.0,0
12,9,270.0,300.0,0
12,10,300.0,330.0,0
12,11,330.0,360.0,0
12,12,360.0,390.0,0
12,13,390.0,420.0,0
12,14,420.0,450.0,0
12,15,450.0,480.0,0
12,16,480.0,510.0,0
12,17,510.0,540.0,0
12,18,540.0,570.0,0
12,19,570.0,600.0,0
12,20,600.0,630.0,0
12,21,630.0,660.0,0
12,22,660.0,690.0,0
12,23,690.0,720.0,0
12,24,720.0,750.0,0
12,25,750.0,780.0,0
12,26,780.0,810.0,0
12,27,810.0,840.0,0
12,28,840.0,870.0,0
12,29,870.0,900.0,0
12,30,900.0,930.0,0
12,31,930.0,960.0,0
12,32,960.0,990.0,0
12,33,990.0,1020.0,0
12,34,1020.0,1050.0,0
12,35,1050.0,1080.0,0
12,36,1080.0,1110.0,0
12,37,1110.0,1140.0,0
12,38,1140.0,1170.0,0
12,39,1170.0,1200.0,0
12,40,1200.0,1230.0,0
12,41,1230.0,1260.0,0
12,42,1260.0,1290.0,0
12,43,1290.0,1320.0,0
12,44,1320.0,1350.0,0
12,45,1350.0,1380.0,0
12,46,1380.0,1410.0,0
12,47,1410.0,1440.0,0
12,48,1440.0,1470.0,0
12,49,1470.0,1500.0,0
12,50,1500.0,1530.0,0
12,51,1530.0,1560.0,0
12,52,1560.0,1590.0,0
12,53,1590.0,1620.0,0
12,54,1620.0,1650.0,0
12,55,1650.0,1680.0,0
12,56,1680.0,1710.0,0
12,57,1710.0,1740.0,0
12,58,1740.0,1770.0,0
12,59,1770.0,1800.0,0
12,60,1800.0,1830.0,0
12,61,1830.0,1860.0,0
12,62,1860.0,1890.0,0
12,63,1890.0,1920.0,0
12,64,1920.0,1950.0,0
12,65,1950.0,1980.0,0
12,66,1980.0,2010.0,0
12,67,2010.0,2026.0666666666666,0
13,0,0.0,30.0,0
13,1,30.0,60.0,0
13,2,60.0,90.0,0
13,3,90.0,120.0,0
13,4,120.0,150.0,0
13,5,150.0,180.0,0
13,6,180.0,210.0,0
13,7,210.0,240.0,0
13,8,240.0,270.0,0
13,9,270.0,300.0,0
13,10,300.0,330.0,0
13,11,330.0,360.0,0
13,12,360.0,390.0,0
13,13,390.0,420.0,0
13,14,420.0,450.0,0
13,15,450.0,480.0,0
13,16,480.0,510.0,0
13,17,510.0,540.0,0
13,18,540.0,570.0,0
13,19,570.0,600.0,0
13,20,600.0,630.0,0
13,21,630.0,660.0,0
13,22,660.0,690.0,0
13,23,690.0,720.0,0
13,24,720.0,750.0,0
13,25,750.0,780.0,0
13,26,780.0,810.0,0
13,27,810.0,840.0,0
13,28,840.0,870.0,0
13,29,870.0,900.0,0
13,30,900.0,930.0,0
13,31,930.0,960.0,0
13,32,960.0,990.0,0
13,33,990.0,1020.0,0
13,34,1020.0,1050.0,0
13,35,1050.0,1080.0,0
13,36,1080.0,1110.0,0
13,37,1110.0,1140.0,0
13,38,1140.0,1170.0,0
