cell_id,ix,iy,x_left_km,x_right_km,y_bottom_km,y_top_km,x_center_km,y_center_km
2015,71,24,463.5,464.0,3935.0,3935.5,463.75,3935.25
2016,72,24,464.0,464.5,3935.0,3935.5,464.25,3935.25
2017,73,24,464.5,465.0,3935.0,3935.5,464.75,3935.25
2018,74,24,465.0,465.5,3935.0,3935.5,465.25,3935.25
2019,75,24,465.5,466.0,3935.0,3935.5,465.75,3935.25
2020,76,24,466.0,466.5,3935.0,3935.5,466.25,3935.25
2021,77,24,466.5,467.0,3935.0,3935.5,466.75,3935.25
2022,78,24,467.0,467.5,3935.0,3935.5,467.25,3935.25
2023,79,24,467.5,468.0,3935.0,3935.5,467.75,3935.25
2024,80,24,468.0,468.5,3935.0,3935.5,468.25,3935.25
2025,0,25,428.0,428.5,3935.5,3936.0,428.25,3935.75
2026,1,25,428.5,429.0,3935.5,3936.0,428.75,3935.75
2027,2,25,429.0,429.5,3935.5,3936.0,429.25,3935.75
2028,3,25,429.5,430.0,3935.5,3936.0,429.75,3935.75
2029,4,25,430.0,430.5,3935.5,3936.0,430.25,3935.75
2030,5,25,430.5,431.0,3935.5,3936.0,430.75,3935.75
2031,6,25,431.0,431.5,3935.5,3936.0,431.25,3935.75
2032,7,25,431.5,432.0,3935.5,3936.0,431.75,3935.75
2033,8,25,432.0,432.5,3935.5,3936.0,432.25,3935.75
2034,9,25,432.5,433.0,3935.5,3936.0,432.75,3935.75
2035,10,25,433.0,433.5,3935.5,3936.0,433.25,3935.75
2036,11,25,433.5,434.0,3935.5,3936.0,433.75,3935.75
2037,12,25,434.0,434.5,3935.5,3936.0,434.25,3935.75
2038,13,25,434.5,435.0,3935.5,3936.0,434.75,3935.75
2039,14,25,435.0,435.5,3935.5,3936.0,435.25,3935.75
2040,15,25,435.5,436.0,3935.5,3936.0,435.75,3935.75
2041,16,25,436.0,436.5,3935.5,3936.0,436.25,3935.75
2042,17,25,436.5,437.0,3935.5,3936.0,436.75,3935.75
2043,18,25,437.0,437.5,3935.5,3936.0,437.25,3935.75
2044,19,25,437.5,438.0,3935.5,3936.0,437.75,3935.75
2045,20,25,438.0,438.5,3935.5,3936.0,438.25,3935.75
2046,21,25,438.5,439.0,3935.5,3936.0,438.75,3935.75
2047,22,25,439.0,439.5,3935.5,3936.0,439.25,3935.75
2048,23,25,439.5,440.0,3935.5,3936.0,439.75,3935.75
2049,24,25,440.0,440.5,3935.5,3936.0,440.25,3935.75
2050,25,25,440.5,441.0,3935.5,3936.0,440.75,3935.75
2051,26,25,441.0,441.5,3935.5,3936.0,441.25,3935.75
2052,27,25,441.5,442.0,3935.5,3936.0,441.75,3935.75
2053,28,25,442.0,442.5,3935.5,3936.0,442.25,3935.75
2054,29,25,442.5,443.0,3935.5,3936.0,442.75,3935.75
2055,30,25,443.0,443.5,3935.5,3936.0,443.25,3935.75
2056,31,25,443.5,444.0,3935.5,3936.0,443.75,3935.75
2057,32,25,444.0,444.5,3935.5,3936.0,444.25,3935.75
2058,33,25,444.5,445.0,3935.5,3936.0,444.75,3935.75
2059,34,25,445.0,445.5,3935.5,3936.0,445.25,3935.75
2060,35,25,445.5,446.0,3935.5,3936.0,445.75,3935.75
2061,36,25,446.0,446.5,3935.5,3936.0,446.25,3935.75
2062,37,25,446.5,447.0,3935.5,3936.0,446.75,3935.75
2063,38,25,447.0,447.5,3935.5,3936.0,447.25,3935.75
2064,39,25,447.5,448.0,3935.5,3936.0,447.75,3935.75
2065,40,25,448.0,448.5,3935.5,3936.0,448.25,3935.75
2066,41,25,448.5,449.0,3935.5,3936.0,448.75,3935.75
2067,42,25,449.0,449.5,3935.5,3936.0,449.25,3935.75
2068,43,25,449.5,450.0,3935.5,3936.0,449.75,3935.75
2069,44,25,450.0,450.5,3935.5,3936.0,450.25,3935.75
2070,45,25,450.5,451.0,3935.5,3936.0,450.75,3935.75
2071,46,25,451.0,451.5,3935.5,3936.0,451.25,3935.75
2072,47,25,451.5,452.0,3935.5,3936.0,451.75,3935.75
2073,48,25,452.0,452.5,3935.5,3936.0,452.25,3935.75
2074,49,25,452.5,453.0,3935.5,3936.0,452.75,3935.75
2075,50,25,453.0,453.5,3935.5,3936.0,453.25,3935.75
2076,51,25,453.5,454.0,3935.5,3936.0,453.75,3935.75
2077,52,25,454.0,454.5,3935.5,3936.0,454.25,3935.75
2078,53,25,454.5,455.0,3935.5,3936.0,454.75,3935.75
2079,54,25,455.0,455.5,3935.5,3936.0,455.25,3935.75
2080,55,25,455.5,456.0,3935.5,3936.0,455.75,3935.75
2081,56,25,456.0,456.5,3935.5,3936.0,456.25,3935.75
2082,57,25,456.5,457.0,3935.5,3936.0,456.75,3935.75
2083,58,25,457.0,457.5,3935.5,3936.0,457.25,3935.75
2084,59,25,457.5,458.0,3935.5,3936.0,457.75,3935.75
2085,60,25,458.0,458.5,3935.5,3936.0,458.25,3935.75
2086,61,25,458.5,459.0,3935.5,3936.0,458.75,3935.75
2087,62,25,459.0,459.5,3935.5,3936.0,459.25,3935.75
2088,63,25,459.5,460.0,3935.5,3936.0,459.75,3935.75
2089,64,25,460.0,460.5,3935.5,3936.0,460.25,3935.75
2090,65,25,460.5,461.0,3935.5,3936.0,460.75,3935.75
2091,66,25,461.0,461.5,3935.5,3936.0,461.25,3935.75
2092,67,25,461.5,462.0,3935.5,3936.0,461.75,3935.75
2093,68,25,462.0,462.5,3935.5,3936.0,462.25,3935.75
2094,69,25,462.5,463.0,3935.5,3936.0,462.75,3935.75
2095,70,25,463.0,463.5,3935.5,3936.0,463.25,3935.75
2096,71,25,463.5,464.0,3935.5,3936.0,463.75,3935.75
2097,72,25,464.0,464.5,3935.5,3936.0,464.25,3935.75
2098,73,25,464.5,465.0,3935.5,3936.0,464.75,3935.75
2099,74,25,465.0,465.5,3935.5,3936.0,465.25,3935.75
2100,75,25,465.5,466.0,3935.5,3936.0,465.75,3935.75
2101,76,25,466.0,466.5,3935.5,3936.0,466.25,3935.75
2102,77,25,466.5,467.0,3935.5,3936.0,466.75,3935.75
2103,78,25,467.0,467.5,3935.5,3936.0,467.25,3935.75
2104,79,25,467.5,468.0,3935.5,3936.0,467.75,3935.75
2105,80,25,468.0,468.5,3935.5,3936.0,468.25,3935.75
2106,0,26,428.0,428.5,3936.0,3936.5,428.25,3936.25
2107,1,26,428.5,429.0,3936.0,3936.5,428.75,3936.25
2108,2,26,429.0,429.5,3936.0,3936.5,429.25,3936.25
2109,3,26,429.5,430.0,3936.0,3936.5,429.75,3936.25
2110,4,26,430.0,430.5,3936.0,3936.5,430.25,3936.25
2111,5,26,430.5,431.0,3936.0,3936.5,430.75,3936.25
2112,6,26,431.0,431.5,3936.0,3936.5,431.25,3936.25
2113,7,26,431.5,432.0,3936.0,3936.5,431.75,3936.25
2114,8,26,432.0,432.5,3936.0,3936.5,432.25,3936.25
2115,9,26,432.5,433.0,3936.0,3936.5,432.75,3936.25
2116,10,26,433.0,433.5,3936.0,3936.5,433.25,3936.25
2117,11,26,433.5,434.0,3936.0,3936.5,433.75,3936.25
2118,12,26,434.0,434.5,3936.0,3936.5,434.25,3936.25
2119,13,26,434.5,435.0,3936.0,3936.5,434.75,3936.25
2120,14,26,435.0,435.5,3936.0,3936.5,435.25,3936.25
2121,15,26,435.5,436.0,3936.0,3936.5,435.75,3936.25
2122,16,26,436.0,436.5,3936.0,3936.5,436.25,3936.25
2123,17,26,436.5,437.0,3936.0,3936.5,436.75,3936.25
2124,18,26,437.0,437.5,3936.0,3936.5,437.25,3936.25
2125,19,26,437.5,438.0,3936.0,3936.5,437.75,3936.25
2126,20,26,438.0,438.5,3936.0,3936.5,438.25,3936.25
2127,21,26,438.5,439.0,3936.0,3936.5,438.75,3936.25
2128,22,26,439.0,439.5,3936.0,3936.5,439.25,3936.25
2129,23,26,439.5,440.0,3936.0,3936.5,439.75,3936.25
2130,24,26,440.0,440.5,3936.0,3936.5,440.25,3936.25
2131,25,26,440.5,441.0,3936.0,3936.5,440.75,3936.25
2132,26,26,441.0,441.5,3936.0,3936.5,441.25,3936.25
2133,27,26,441.5,442.0,3936.0,3936.5,441.75,3936.25
2134,28,26,442.0,442.5,3936.0,3936.5,442.25,3936.25
2135,29,26,442.5,443.0,3936.0,3936.5,442.75,3936.25
2136,30,26,443.0,443.5,3936.0,3936.5,443.25,3936.25
2137,31,26,443.5,444.0,3936.0,3936.5,443.75,3936.25
2138,32,26,444.0,444.5,3936.0,3936.5,444.25,3936.25
2139,33,26,444.5,445.0,3936.0,3936.5,444.75,3936.25
2140,34,26,445.0,445.5,3936.0,3936.5,445.25,3936.25
2141,35,26,445.5,446.0,3936.0,3936.5,445.75,3936.25
2142,36,26,446.0,446.5,3936.0,3936.5,446.25,3936.25
2143,37,26,446.5,447.0,3936.0,3936.5,446.75,3936.25
2144,38,26,447.0,447.5,3936.0,3936.5,447.25,3936.25
2145,39,26,447.5,448.0,3936.0,3936.5,447.75,3936.25
2146,40,26,448.0,448.5,3936.0,3936.5,448.25,3936.25
2147,41,26,448.5,449.0,3936.0,3936.5,448.75,3936.25
2148,42,26,449.0,449.5,3936.0,3936.5,449.25,3936.25
2149,43,26,449.5,450.0,3936.0,3936.5,449.75,3936.25
2150,44,26,450.0,450.5,3936.0,3936.5,450.25,3936.25
2151,45,26,450.5,451.0,3936.0,3936.5,450.75,3936.25
2152,46,26,451.0,451.5,3936.0,3936.5,451.25,3936.25
2153,47,26,451.5,452.0,3936.0,3936.5,451.75,3936.25
2154,48,26,452.0,452.5,3936.0,3936.5,452.25,3936.25
2155,49,26,452.5,453.0,3936.0,3936.5,452.75,3936.25
2156,50,26,453.0,453.5,3936.0,3936.5,453.25,3936.25
2157,51,26,453.5,454.0,3936.0,3936.5,453.75,3936.25
2158,52,26,454.0,454.5,3936.0,3936.5,454.25,3936.25
2159,53,26,454.5,455.0,3936.0,3936.5,454.75,3936.25
2160,54,26,455.0,455.5,3936.0,3936.5,455.25,3936.25
2161,55,26,455.5,456.0,3936.0,3936.5,455.75,3936.25
2162,56,26,456.0,456.5,3936.0,3936.5,456.25,3936.25
2163,57,26,456.5,457.0,3936.0,3936.5,456.75,3936.25
2164,58,26,457.0,457.5,3936.0,3936.5,457.25,3936.25
2165,59,26,457.5,458.0,3936.0,3936.5,457.75,3936.25
2166,60,26,458.0,458.5,3936.0,3936.5,458.25,3936.25
2167,61,26,458.5,459.0,3936.0,3936.5,458.75,3936.25
2168,62,26,459.0,459.5,3936.0,3936.5,459.25,3936.25
2169,63,26,459.5,460.0,3936.0,3936.5,459.75,3936.25
2170,64,26,460.0,460.5,3936.0,3936.5,460.25,3936.25
2171,65,26,460.5,461.0,3936.0,3936.5,460.75,3936.25
2172,66,26,461.0,461.5,3936.0,3936.5,461.25,3936.25
2173,67,26,461.5,462.0,3936.0,3936.5,461.75,3936.25
2174,68,26,462.0,462.5,3936.0,3936.5,462.25,3936.25
2175,69,26,462.5,463.0,3936.0,3936.5,462.75,3936.25
2176,70,26,463.0,463.5,3936.0,3936.5,463.25,3936.25
2177,71,26,463.5,464.0,3936.0,3936.5,463.75,3936.25
2178,72,26,464.0,464.5,3936.0,3936.5,464.25,3936.25
2179,73,26,464.5,465.0,3936.0,3936.5,464.75,3936.25
2180,74,26,465.0,465.5,3936.0,3936.5,465.25,3936.25
2181,75,26,465.5,466.0,3936.0,3936.5,465.75,3936.25
2182,76,26,466.0,466.5,3936.0,3936.5,466.25,3936.25
2183,77,26,466.5,467.0,3936.0,3936.5,466.75,3936.25
2184,78,26,467.0,467.5,3936.0,3936.5,467.25,3936.25
2185,79,26,467.5,468.0,3936.0,3936.5,467.75,3936.25
2186,80,26,468.0,468.5,3936.0,3936.5,468.25,3936.25
2187,0,27,428.0,428.5,3936.5,3937.0,428.25,3936.75
2188,1,27,428.5,429.0,3936.5,3937.0,428.75,3936.75
2189,2,27,429.0,429.5,3936.5,3937.0,429.25,3936.75
2190,3,27,429.5,430.0,3936.5,3937.0,429.75,3936.75
2191,4,27,430.0,430.5,3936.5,3937.0,430.25,3936.75
2192,5,27,430.5,431.0,3936.5,3937.0,430.75,3936.75
2193,6,27,431.0,431.5,3936.5,3937.0,431.25,3936.75
2194,7,27,431.5,432.0,3936.5,3937.0,431.75,3936.75
2195,8,27,432.0,432.5,3936.5,3937.0,432.25,3936.75
2196,9,27,432.5,433.0,3936.5,3937.0,432.75,3936.75
2197,10,27,433.0,433.5,3936.5,3937.0,433.25,3936.75
2198,11,27,433.5,434.0,3936.5,3937.0,433.75,3936.75
2199,12,27,434.0,434.5,3936.5,3937.0,434.25,3936.75
2200,13,27,434.5,435.0,3936.5,3937.0,434.75,3936.75
2201,14,27,435.0,435.5,3936.5,3937.0,435.25,3936.75
2202,15,27,435.5,436.0,3936.5,3937.0,435.75,3936.75
2203,16,27,436.0,436.5,3936.5,3937.0,436.25,3936.75
2204,17,27,436.5,437.0,3936.5,3937.0,436.75,3936.75
2205,18,27,437.0,437.5,3936.5,3937.0,437.25,3936.75
2206,19,27,437.5,438.0,3936.5,3937.0,437.75,3936.75
2207,20,27,438.0,438.5,3936.5,3937.0,438.25,3936.75
2208,21,27,438.5,439.0,3936.5,3937.0,438.75,3936.75
2209,22,27,439.0,439.5,3936.5,3937.0,439.25,3936.75
2210,23,27,439.5,440.0,3936.5,3937.0,439.75,3936.75
2211,24,27,440.0,440.5,3936.5,3937.0,440.25,3936.75
2212,25,27,440.5,441.0,3936.5,3937.0,440.75,3936.75
2213,26,27,441.0,441.5,3936.5,3937.0,441.25,3936.75
2214,27,27,441.5,442.0,3936.5,3937.0,441.75,3936.75
2215,28,27,442.0,442.5,3936.5,3937.0,442.25,3936.75
2216,29,27,442.5,443.0,3936.5,3937.0,442.75,3936.75
2217,30,27,443.0,443.5,3936.5,3937.0,443.25,3936.75
2218,31,27,443.5,444.0,3936.5,3937.0,443.75,3936.75
2219,32,27,444.0,444.5,3936.5,3937.0,444.25,3936.75
2220,33,27,444.5,445.0,3936.5,3937.0,444.75,3936.75
2221,34,27,445.0,445.5,3936.5,3937.0,445.25,3936.75
2222,35,27,445.5,446.0,3936.5,3937.0,445.75,3936.75
2223,36,27,446.0,446.5,3936.5,3937.0,446.25,3936.75
2224,37,27,446.5,447.0,3936.5,3937.0,446.75,3936.75
2225,38,27,447.0,447.5,3936.5,3937.0,447.25,3936.75
2226,39,27,447.5,448.0,3936.5,3937.0,447.75,3936.75
2227,40,27,448.0,448.5,3936.5,3937.0,448.25,3936.75
2228,41,27,448.5,449.0,3936.5,3937.0,448.75,3936.75
2229,42,27,449.0,449.5,3936.5,3937.0,449.25,3936.75
2230,43,27,449.5,450.0,3936.5,3937.0,449.75,3936.75
2231,44,27,450.0,450.5,3936.5,3937.0,450.25,3936.75
2232,45,27,450.5,451.0,3936.5,3937.0,450.75,3936.75
2233,46,27,451.0,451.5,3936.5,3937.0,451.25,3936.75
2234,47,27,451.5,452.0,3936.5,3937.0,451.75,3936.75
2235,48,27,452.0,452.5,3936.5,3937.0,452.25,3936.75
2236,49,27,452.5,453.0,3936.5,3937.0,452.75,3936.75
2237,50,27,453.0,453.5,3936.5,3937.0,453.25,3936.75
2238,51,27,453.5,454.0,3936.5,3937.0,453.75,3936.75
2239,52,27,454.0,454.5,3936.5,3937.0,454.25,3936.75
2240,53,27,454.5,455.0,3936.5,3937.0,454.75,3936.75
2241,54,27,455.0,455.5,3936.5,3937.0,455.25,3936.75
2242,55,27,455.5,456.0,3936.5,3937.0,455.75,3936.75
2243,56,27,456.0,456.5,3936.5,3937.0,456.25,3936.75
2244,57,27,456.5,457.0,3936.5,3937.0,456.75,3936.75
2245,58,27,457.0,457.5,3936.5,3937.0,457.25,3936.75
2246,59,27,457.5,458.0,3936.5,3937.0,457.75,3936.75
2247,60,27,458.0,458.5,3936.5,3937.0,458.25,3936.75
2248,61,27,458.5,459.0,3936.5,3937.0,458.75,3936.75
2249,62,27,459.0,459.5,3936.5,3937.0,459.25,3936.75
2250,63,27,459.5,460.0,3936.5,3937.0,459.75,3936.75
2251,64,27,460.0,460.5,3936.5,3937.0,460.25,3936.75
2252,65,27,460.5,461.0,3936.5,3937.0,460.75,3936.75
2253,66,27,461.0,461.5,3936.5,3937.0,461.25,3936.75
2254,67,27,461.5,462.0,3936.5,3937.0,461.75,3936.75
2255,68,27,462.0,462.5,3936.5,3937.0,462.25,3936.75
2256,69,27,462.5,463.0,3936.5,3937.0,462.75,3936.75
2257,70,27,463.0,463.5,3936.5,3937.0,463.25,3936.75
2258,71,27,463.5,464.0,3936.5,3937.0,463.75,3936.75
2259,72,27,464.0,464.5,3936.5,3937.0,464.25,3936.75
2260,73,27,464.5,465.0,3936.5,3937.0,464.75,3936.75
2261,74,27,465.0,465.5,3936.5,3937.0,465.25,3936.75
2262,75,27,465.5,466.0,3936.5,3937.0,465.75,3936.75
2263,76,27,466.0,466.5,3936.5,3937.0,466.25,3936.75
2264,77,27,466.5,467.0,3936.5,3937.0,466.75,3936.75
2265,78,27,467.0,467.5,3936.5,3937.0,467.25,3936.75
2266,79,27,467.5,468.0,3936.5,3937.0,467.75,3936.75
2267,80,27,468.0,468.5,3936.5,3937.0,468.25,3936.75
2268,0,28,428.0,428.5,3937.0,3937.5,428.25,3937.25
2269,1,28,428.5,429.0,3937.0,3937.5,428.75,3937.25
2270,2,28,429.0,429.5,3937.0,3937.5,429.25,3937.25
2271,3,28,429.5,430.0,3937.0,3937.5,429.75,3937.25
2272,4,28,430.0,430.5,3937.0,3937.5,430.25,3937.25
2273,5,28,430.5,431.0,3937.0,3937.5,430.75,3937.25
2274,6,28,431.0,431.5,3937.0,3937.5,431.25,3937.25
2275,7,28,431.5,432.0,3937.0,3937.5,431.75,3937.25
2276,8,28,432.0,432.5,3937.0,3937.5,432.25,3937.25
2277,9,28,432.5,433.0,3937.0,3937.5,432.75,3937.25
2278,10,28,433.0,433.5,3937.0,3937.5,433.25,3937.25
2279,11,28,433.5,434.0,3937.0,3937.5,433.75,3937.25
2280,12,28,434.0,434.5,3937.0,3937.5,434.25,3937.25
2281,13,28,434.5,435.0,3937.0,3937.5,434.75,3937.25
2282,14,28,435.0,435.5,3937.0,3937.5,435.25,3937.25
2283,15,28,435.5,436.0,3937.0,3937.5,435.75,3937.25
2284,16,28,436.0,436.5,3937.0,3937.5,436.25,3937.25
2285,17,28,436.5,437.0,3937.0,3937.5,436.75,3937.25
2286,18,28,437.0,437.5,3937.0,3937.5,437.25,3937.25
2287,19,28,437.5,438.0,3937.0,3937.5,437.75,3937.25
2288,20,28,438.0,438.5,3937.0,3937.5,438.25,3937.25
2289,21,28,438.5,439.0,3937.0,3937.5,438.75,3937.25
2290,22,28,439.0,439.5,3937.0,3937.5,439.25,3937.25
2291,23,28,439.5,440.0,3937.0,3937.5,439.75,3937.25
2292,24,28,440.0,440.5,3937.0,3937.5,440.25,3937.25
2293,25,28,440.5,441.0,3937.0,3937.5,440.75,3937.25
2294,26,28,441.0,441.5,3937.0,3937.5,441.25,3937.25
2295,27,28,441.5,442.0,3937.0,3937.5,441.75,3937.25
2296,28,28,442.0,442.5,3937.0,3937.5,442.25,3937.25
2297,29,28,442.5,443.0,3937.0,3937.5,442.75,3937.25
2298,30,28,443.0,443.5,3937.0,3937.5,443.25,3937.25
2299,31,28,443.5,444.0,3937.0,3937.5,443.75,3937.25
2300,32,28,444.0,444.5,3937.0,3937.5,444.25,3937.25
2301,33,28,444.5,445.0,3937.0,3937.5,444.75,3937.25
2302,34,28,445.0,445.5,3937.0,3937.5,445.25,3937.25
2303,35,28,445.5,446.0,3937.0,3937.5,445.75,3937.25
2304,36,28,446.0,446.5,3937.0,3937.5,446.25,3937.25
2305,37,28,446.5,447.0,3937.0,3937.5,446.75,3937.25
2306,38,28,447.0,447.5,3937.0,3937.5,447.25,3937.25
2307,39,28,447.5,448.0,3937.0,3937.5,447.75,3937.25
2308,40,28,448.0,448.5,3937.0,3937.5,448.25,3937.25
2309,41,28,448.5,449.0,3937.0,3937.5,448.75,3937.25
2310,42,28,449.0,449.5,3937.0,3937.5,449.25,3937.25
2311,43,28,449.5,450.0,3937.0,3937.5,449.75,3937.25
2312,44,28,450.0,450.5,3937.0,3937.5,450.25,3937.25
2313,45,28,450.5,451.0,3937.0,3937.5,450.75,3937.25
2314,46,28,451.0,451.5,3937.0,3937.5,451.25,3937.25
2315,47,28,451.5,452.0,3937.0,3937.5,451.75,3937.25
2316,48,28,452.0,452.5,3937.0,3937.5,452.25,3937.25
2317,49,28,452.5,453.0,3937.0,3937.5,452.75,3937.25
2318,50,28,453.0,453.5,3937.0,3937.5,453.25,3937.25
2319,51,28,453.5,454.0,3937.0,3937.5,453.75,3937.25
2320,52,28,454.0,454.5,3937.0,3937.5,454.25,3937.25
2321,53,28,454.5,455.0,3937.0,3937.5,454.75,3937.25
2322,54,28,455.0,455.5,3937.0,3937.5,455.25,3937.25
2323,55,28,455.5,456.0,3937.0,3937.5,455.75,3937.25
2324,56,28,456.0,456.5,3937.0,3937.5,456.25,3937.25
2325,57,28,456.5,457.0,3937.0,3937.5,456.75,3937.25
2326,58,28,457.0,457.5,3937.0,3937.5,457.25,3937.25
2327,59,28,457.5,458.0,3937.0,3937.5,457.75,3937.25
2328,60,28,458.0,458.5,3937.0,3937.5,458.25,3937.25
2329,61,28,458.5,459.0,3937.0,3937.5,458.75,3937.25
2330,62,28,459.0,459.5,3937.0,3937.5,459.25,3937.25
2331,63,28,459.5,460.0,3937.0,3937.5,459.75,3937.25
2332,64,28,460.0,460.5,3937.0,3937.5,460.25,3937.25
2333,65,28,460.5,461.0,3937.0,3937.5,460.75,3937.25
2334,66,28,461.0,461.5,3937.0,3937.5,461.25,3937.25
2335,67,28,461.5,462.0,3937.0,3937.5,461.75,3937.25
2336,68,28,462.0,462.5,3937.0,3937.5,462.25,3937.25
2337,69,28,462.5,463.0,3937.0,3937.5,462.75,3937.25
2338,70,28,463.0,463.5,3937.0,3937.5,463.25,3937.25
2339,71,28,463.5,464.0,3937.0,3937.5,463.75,3937.25
2340,72,28,464.0,464.5,3937.0,3937.5,464.25,3937.25
2341,73,28,464.5,465.0,3937.0,3937.5,464.75,3937.25
2342,74,28,465.0,465.5,3937.0,3937.5,465.25,3937.25
2343,75,28,465.5,466.0,3937.0,3937.5,465.75,3937.25
2344,76,28,466.0,466.5,3937.0,3937.5,466.25,3937.25
2345,77,28,466.5,467.0,3937.0,3937.5,466.75,3937.25
2346,78,28,467.0,467.5,3937.0,3937.5,467.25,3937.25
2347,79,28,467.5,468.0,3937.0,3937.5,467.75,3937.25
2348,80,28,468.0,468.5,3937.0,3937.5,468.25,3937.25
2349,0,29,428.0,428.5,3937.5,3938.0,428.25,3937.75
2350,1,29,428.5,429.0,3937.5,3938.0,428.75,3937.75
2351,2,29,429.0,429.5,3937.5,3938.0,429.25,3937.75
2352,3,29,429.5,430.0,3937.5,3938.0,429.75,3937.75
2353,4,29,430.0,430.5,3937.5,3938.0,430.25,3937.75
2354,5,29,430.5,431.0,3937.5,3938.0,430.75,3937.75
2355,6,29,431.0,431.5,3937.5,3938.0,431.25,3937.75
2356,7,29,431.5,432.0,3937.5,3938.0,431.75,3937.75
2357,8,29,432.0,432.5,3937.5,3938.0,432.25,3937.75
2358,9,29,432.5,433.0,3937.5,3938.0,432.75,3937.75
2359,10,29,433.0,433.5,3937.5,3938.0,433.25,3937.75
2360,11,29,433.5,434.0,3937.5,3938.0,433.75,3937.75
2361,12,29,434.0,434.5,3937.5,3938.0,434.25,3937.75
2362,13,29,434.5,435.0,3937.5,3938.0,434.75,3937.75
2363,14,29,435.0,435.5,3937.5,3938.0,435.25,3937.75
2364,15,29,435.5,436.0,3937.5,3938.0,435.75,3937.75
2365,16,29,436.0,436.5,3937.5,3938.0,436.25,3937.75
2366,17,29,436.5,437.0,3937.5,3938.0,436.75,3937.75
2367,18,29,437.0,437.5,3937.5,3938.0,437.25,3937.75
2368,19,29,437.5,438.0,3937.5,3938.0,437.75,3937.75
2369,20,29,438.0,438.5,3937.5,3938.0,438.25,3937.75
2370,21,29,438.5,439.0,3937.5,3938.0,438.75,3937.75
2371,22,29,439.0,439.5,3937.5,3938.0,439.25,3937.75
2372,23,29,439.5,440.0,3937.5,3938.0,439.75,3937.75
2373,24,29,440.0,440.5,3937.5,3938.0,440.25,3937.75
2374,25,29,440.5,441.0,3937.5,3938.0,440.75,3937.75
2375,26,29,441.0,441.5,3937.5,3938.0,441.25,3937.75
2376,27,29,441.5,442.0,3937.5,3938.0,441.75,3937.75
2377,28,29,442.0,442.5,3937.5,3938.0,442.25,3937.75
2378,29,29,442.5,443.0,3937.5,3938.0,442.75,3937.75
2379,30,29,443.0,443.5,3937.5,3938.0,443.25,3937.75
2380,31,29,443.5,444.0,3937.5,3938.0,443.75,3937.75
2381,32,29,444.0,444.5,3937.5,3938.0,444.25,3937.75
2382,33,29,444.5,445.0,3937.5,3938.0,444.75,3937.75
2383,34,29,445.0,445.5,3937.5,3938.0,445.25,3937.75
2384,35,29,445.5,446.0,3937.5,3938.0,445.75,3937.75
2385,36,29,446.0,446.5,3937.5,3938.0,446.25,3937.75
2386,37,29,446.5,447.0,3937.5,3938.0,446.75,3937.75
2387,38,29,447.0,447.5,3937.5,3938.0,447.25,3937.75
2388,39,29,447.5,448.0,3937.5,3938.0,447.75,3937.75
2389,40,29,448.0,448.5,3937.5,3938.0,448.25,3937.75
2390,41,29,448.5,449.0,3937.5,3938.0,448.75,3937.75
2391,42,29,449.0,449.5,3937.5,3938.0,449.25,3937.75
2392,43,29,449.5,450.0,3937.5,3938.0,449.75,3937.75
2393,44,29,450.0,450.5,3937.5,3938.0,450.25,3937.75
2394,45,29,450.5,451.0,3937.5,3938.0,450.75,3937.75
2395,46,29,451.0,451.5,3937.5,3938.0,451.25,3937.75
2396,47,29,451.5,452.0,3937.5,3938.0,451.75,3937.75
2397,48,29,452.0,452.5,3937.5,3938.0,452.25,3937.75
2398,49,29,452.5,453.0,3937.5,3938.0,452.75,3937.75
2399,50,29,453.0,453.5,3937.5,3938.0,453.25,3937.75
2400,51,29,453.5,454.0,3937.5,3938.0,453.75,3937.75
2401,52,29,454.0,454.5,3937.5,3938.0,454.25,3937.75
2402,53,29,454.5,455.0,3937.5,3938.0,454.75,3937.75
2403,54,29,455.0,455.5,3937.5,3938.0,455.25,3937.75
2404,55,29,455.5,456.0,3937.5,3938.0,455.75,3937.75
2405,56,29,456.0,456.5,3937.5,3938.0,456.25,3937.75
2406,57,29,456.5,457.0,3937.5,3938.0,456.75,3937.75
2407,58,29,457.0,457.5,3937.5,3938.0,457.25,3937.75
2408,59,29,457.5,458.0,3937.5,3938.0,457.75,3937.75
2409,60,29,458.0,458.5,3937.5,3938.0,458.25,3937.75
2410,61,29,458.5,459.0,3937.5,3938.0,458.75,3937.75
2411,62,29,459.0,459.5,3937.5,3938.0,459.25,3937.75
2412,63,29,459.5,460.0,3937.5,3938.0,459.75,3937.75
2413,64,29,460.0,460.5,3937.5,3938.0,460.25,3937.75
2414,65,29,460.5,461.0,3937.5,3938.0,460.75,3937.75
2415,66,29,461.0,461.5,3937.5,3938.0,461.25,3937.75
2416,67,29,461.5,462.0,3937.5,3938.0,461.75,3937.75
2417,68,29,462.0,462.5,3937.5,3938.0,462.25,3937.75
2418,69,29,462.5,463.0,3937.5,3938.0,462.75,3937.75
2419,70,29,463.0,463.5,3937.5,3938.0,463.25,3937.75
2420,71,29,463.5,464.0,3937.5,3938.0,463.75,3937.75
2421,72,29,464.0,464.5,3937.5,3938.0,464.25,3937.75
2422,73,29,464.5,465.0,3937.5,3938.0,464.75,3937.75
2423,74,29,465.0,465.5,3937.5,3938.0,465.25,3937.75
2424,75,29,465.5,466.0,3937.5,3938.0,465.75,3937.75
