region,depth_bin,threshold,window_name,observed_count,n_random_windows,n_outside_windows,random_expected_mean,random_expected_median,random_expected_ci_low,random_expected_ci_high,random_ratio_mean,random_ratio_ci_low,random_ratio_ci_high,random_excess_mean,random_excess_ci_low,random_excess_ci_high,random_percentile,random_exceedance_fraction,outside_expected_mean,outside_expected_median,outside_expected_ci_low,outside_expected_ci_high,outside_ratio_mean,outside_ratio_ci_low,outside_ratio_ci_high,outside_excess_mean,outside_excess_ci_low,outside_excess_ci_high,outside_percentile,outside_exceedance_fraction,n_shifted_windows,active_shifted_mean,active_shifted_median,active_shifted_max,active_shifted_percentile
m2_near_field,0-30 km,3.0,7D,0,2327,2107,0.1975,0.0,0.0,1.0,0.0,0.0,0.0,-0.1975,-1.0,0.0,86.20541469703481,1.0,0.11775,0.0,0.0,1.0,0.0,0.0,0.0,-0.11775,-1.0,0.0,88.79924062648315,1.0,30,1.0,0.0,13.0,63.33333333333333
m2_near_field,0-30 km,3.0,active_period,30,2122,1888,5.488,3.0,1.0,33.0,11.627242893420707,0.9090909090909091,30.0,24.512,-3.0,29.0,96.18284637134778,0.04241281809613572,3.84425,3.0,1.0,9.0,11.280047619047618,3.3333333333333335,30.0,26.15575,21.0,29.0,100.0,0.0,1,30.0,30.0,30.0,100.0
m2_near_field,0-30 km,4.0,14D,0,2320,2093,0.06875,0.0,0.0,1.0,0.0,0.0,0.0,-0.06875,-1.0,0.0,94.39655172413794,1.0,0.05025,0.0,0.0,1.0,0.0,0.0,0.0,-0.05025,-1.0,0.0,95.17439082656473,1.0,29,0.20689655172413793,0.0,2.0,86.20689655172413
m2_near_field,0-30 km,4.0,30D,0,2304,2070,0.15,0.0,0.0,2.0,0.0,0.0,0.0,-0.15,-2.0,0.0,88.62847222222221,1.0,0.11525,0.0,0.0,1.0,0.0,0.0,0.0,-0.11525,-1.0,0.0,90.28985507246377,1.0,27,0.48148148148148145,0.0,2.0,66.66666666666666
m2_near_field,0-30 km,4.0,7D,0,2327,2107,0.0325,0.0,0.0,1.0,0.0,0.0,0.0,-0.0325,-1.0,0.0,97.12075633863343,1.0,0.0275,0.0,0.0,1.0,0.0,0.0,0.0,-0.0275,-1.0,0.0,97.53203607024204,1.0,30,0.1,0.0,2.0,93.33333333333333
m2_near_field,0-30 km,4.0,active_period,3,2122,1888,0.90725,0.0,0.0,4.0,4.339862499999999,0.75,6.0,2.09275,-1.0,3.0,92.69557021677663,0.14938737040527805,0.8105,0.0,0.0,5.0,4.546175,0.6,6.0,2.1895,-2.0,3.0,91.79025423728814,0.13771186440677965,1,3.0,3.0,3.0,100.0
m2_near_field,0-30 km,5.0,14D,0,2320,2093,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,-0.0165,0.0,0.0,98.79310344827587,1.0,0.0155,0.0,0.0,0.0,0.0,0.0,0.0,-0.0155,0.0,0.0,98.66220735785953,1.0,29,0.0,0.0,0.0,100.0
m2_near_field,0-30 km,5.0,30D,0,2304,2070,0.02375,0.0,0.0,0.0,0.0,0.0,0.0,-0.02375,0.0,0.0,97.39583333333334,1.0,0.02875,0.0,0.0,1.0,0.0,0.0,0.0,-0.02875,-1.0,0.0,97.10144927536231,1.0,27,0.0,0.0,0.0,100.0
m2_near_field,0-30 km,5.0,7D,0,2327,2107,0.006,0.0,0.0,0.0,0.0,0.0,0.0,-0.006,0.0,0.0,99.39836699613235,1.0,0.0065,0.0,0.0,0.0,0.0,0.0,0.0,-0.0065,0.0,0.0,99.33554817275747,1.0,30,0.0,0.0,0.0,100.0
m2_near_field,0-30 km,5.0,active_period,0,2122,1888,0.1975,0.0,0.0,2.0,0.0,0.0,0.0,-0.1975,-2.0,0.0,86.14514608859567,1.0,0.22725,0.0,0.0,2.0,0.0,0.0,0.0,-0.22725,-2.0,0.0,84.42796610169492,1.0,1,0.0,0.0,0.0,100.0
m2_near_field,30-60 km,3.0,14D,0,2320,2093,1.419,1.0,0.0,6.0,0.0,0.0,0.0,-1.419,-6.0,0.0,44.439655172413794,1.0,0.8185,1.0,0.0,3.0,0.0,0.0,0.0,-0.8185,-3.0,0.0,45.962732919254655,1.0,29,7.172413793103448,2.0,62.0,27.586206896551722
m2_near_field,30-60 km,3.0,30D,0,2304,2070,2.94975,1.0,0.0,12.025000000000091,0.0,0.0,0.0,-2.94975,-12.024999999999991,0.0,19.57465277777778,1.0,1.77475,1.0,0.0,6.0,0.0,0.0,0.0,-1.77475,-6.0,0.0,19.710144927536234,1.0,27,16.14814814814815,4.0,80.0,11.11111111111111
m2_near_field,30-60 km,3.0,7D,0,2327,2107,0.78425,0.0,0.0,3.0,0.0,0.0,0.0,-0.78425,-3.0,0.0,65.01933820369574,1.0,0.4165,0.0,0.0,2.0,0.0,0.0,0.0,-0.4165,-2.0,0.0,67.20455624110109,1.0,30,3.5,1.0,37.0,43.333333333333336
m2_near_field,30-60 km,3.0,active_period,105,2122,1888,19.12975,13.0,5.0,104.0,9.015501264818415,1.0096153846153846,21.0,85.87025,1.0,100.0,97.6908576814326,0.02639019792648445,12.8455,13.0,5.0,21.0,9.462267668019685,5.0,21.0,92.1545,84.0,100.0,100.0,0.0,1,105.0,105.0,105.0,100.0
m2_near_field,30-60 km,4.0,14D,0,2320,2093,0.28125,0.0,0.0,2.0,0.0,0.0,0.0,-0.28125,-2.0,0.0,80.86206896551724,1.0,0.16,0.0,0.0,1.0,0.0,0.0,0.0,-0.16,-1.0,0.0,84.66316292403249,1.0,29,1.6551724137931034,1.0,12.0,41.37931034482759
m2_near_field,30-60 km,4.0,30D,0,2304,2070,0.63875,0.0,0.0,3.0,0.0,0.0,0.0,-0.63875,-3.0,0.0,63.411458333333336,1.0,0.3555,0.0,0.0,2.0,0.0,0.0,0.0,-0.3555,-2.0,0.0,67.82608695652173,1.0,27,3.8518518518518516,1.0,17.0,11.11111111111111
m2_near_field,30-60 km,4.0,7D,0,2327,2107,0.14,0.0,0.0,1.0,0.0,0.0,0.0,-0.14,-1.0,0.0,89.64331757627846,1.0,0.07525,0.0,0.0,1.0,0.0,0.0,0.0,-0.07525,-1.0,0.0,92.31134314190793,1.0,30,0.8,0.0,6.0,63.33333333333333
m2_near_field,30-60 km,4.0,active_period,24,2122,1888,3.79775,3.0,0.0,23.02500000000009,13.841471781981873,1.0423913043478263,48.0,20.20225,0.9750000000000085,24.0,98.16211121583412,0.027332704995287466,2.3905,3.0,0.0,4.0,15.604400000000002,6.0,48.0,21.6095,20.0,24.0,100.0,0.0,1,24.0,24.0,24.0,100.0
m2_near_field,30-60 km,5.0,14D,0,2320,2093,0.065,0.0,0.0,1.0,0.0,0.0,0.0,-0.065,-1.0,0.0,95.38793103448275,1.0,0.026,0.0,0.0,1.0,0.0,0.0,0.0,-0.026,-1.0,0.0,97.32441471571906,1.0,29,0.5517241379310345,0.0,4.0,72.41379310344827
m2_near_field,30-60 km,5.0,30D,0,2304,2070,0.199,0.0,0.0,2.0,0.0,0.0,0.0,-0.199,-2.0,0.0,91.53645833333334,1.0,0.05325,0.0,0.0,1.0,0.0,0.0,0.0,-0.05325,-1.0,0.0,94.20289855072464,1.0,27,1.2962962962962963,0.0,6.0,59.25925925925925
m2_near_field,30-60 km,5.0,7D,0,2327,2107,0.0405,0.0,0.0,1.0,0.0,0.0,0.0,-0.0405,-1.0,0.0,97.37859905457671,1.0,0.0145,0.0,0.0,0.0,0.0,0.0,0.0,-0.0145,0.0,0.0,98.67109634551495,1.0,30,0.26666666666666666,0.0,3.0,80.0
m2_near_field,30-60 km,5.0,active_period,8,2122,1888,0.9485,0.0,0.0,8.0,12.256411904761904,1.0,16.0,7.0515,0.0,8.0,100.0,0.05702167766258247,0.41075,0.0,0.0,2.0,13.043,4.0,16.0,7.58925,6.0,8.0,100.0,0.0,1,8.0,8.0,8.0,100.0
m2_near_field,>=60 km,3.0,14D,0,2320,2093,0.1595,0.0,0.0,1.0,0.0,0.0,0.0,-0.1595,-1.0,0.0,83.87931034482759,1.0,0.12475,0.0,0.0,1.0,0.0,0.0,0.0,-0.12475,-1.0,0.0,87.0520783564262,1.0,29,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,3.0,30D,0,2304,2070,0.35125,0.0,0.0,2.0,0.0,0.0,0.0,-0.35125,-2.0,0.0,69.53125,1.0,0.27925,0.0,0.0,1.0,0.0,0.0,0.0,-0.27925,-1.0,0.0,73.96135265700482,1.0,27,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,3.0,7D,0,2327,2107,0.079,0.0,0.0,1.0,0.0,0.0,0.0,-0.079,-1.0,0.0,91.74903308981521,1.0,0.066,0.0,0.0,1.0,0.0,0.0,0.0,-0.066,-1.0,0.0,93.35548172757476,1.0,30,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,3.0,active_period,0,2122,1888,2.32825,2.0,0.0,7.0,0.0,0.0,0.0,-2.32825,-7.0,0.0,8.482563619227145,1.0,2.118,2.0,0.0,5.0,0.0,0.0,0.0,-2.118,-5.0,0.0,7.203389830508475,1.0,1,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,4.0,14D,0,2320,2093,0.03325,0.0,0.0,1.0,0.0,0.0,0.0,-0.03325,-1.0,0.0,96.85344827586206,1.0,0.0325,0.0,0.0,1.0,0.0,0.0,0.0,-0.0325,-1.0,0.0,96.5121834687052,1.0,29,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,4.0,30D,0,2304,2070,0.06225,0.0,0.0,1.0,0.0,0.0,0.0,-0.06225,-1.0,0.0,93.359375,1.0,0.07175,0.0,0.0,1.0,0.0,0.0,0.0,-0.07175,-1.0,0.0,92.7536231884058,1.0,27,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,4.0,7D,0,2327,2107,0.01525,0.0,0.0,0.0,0.0,0.0,0.0,-0.01525,0.0,0.0,98.36699613235926,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0,98.19648789748457,1.0,30,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,4.0,active_period,0,2122,1888,0.5025,0.0,0.0,2.0,0.0,0.0,0.0,-0.5025,-2.0,0.0,57.77568331762488,1.0,0.556,0.0,0.0,2.0,0.0,0.0,0.0,-0.556,-2.0,0.0,52.7542372881356,1.0,1,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,5.0,14D,0,2320,2093,0.0045,0.0,0.0,0.0,0.0,0.0,0.0,-0.0045,0.0,0.0,99.39655172413792,1.0,0.00875,0.0,0.0,0.0,0.0,0.0,0.0,-0.00875,0.0,0.0,99.33110367892976,1.0,29,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,5.0,30D,0,2304,2070,0.013,0.0,0.0,0.0,0.0,0.0,0.0,-0.013,0.0,0.0,98.69791666666666,1.0,0.01325,0.0,0.0,0.0,0.0,0.0,0.0,-0.01325,0.0,0.0,98.55072463768117,1.0,27,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,5.0,7D,0,2327,2107,0.004,0.0,0.0,0.0,0.0,0.0,0.0,-0.004,0.0,0.0,99.69918349806618,1.0,0.0025,0.0,0.0,0.0,0.0,0.0,0.0,-0.0025,0.0,0.0,99.66777408637874,1.0,30,0.0,0.0,0.0,100.0
m2_near_field,>=60 km,5.0,active_period,0,2122,1888,0.1055,0.0,0.0,1.0,0.0,0.0,0.0,-0.1055,-1.0,0.0,89.96229971724789,1.0,0.11325,0.0,0.0,1.0,0.0,0.0,0.0,-0.11325,-1.0,0.0,88.71822033898306,1.0,1,0.0,0.0,0.0,100.0
m2_outer_band,0-30 km,3.0,14D,1,2320,2093,3.98425,2.0,0.0,15.0,0.8277329147387348,0.06666666666666667,2.0,-2.98425,-14.0,1.0,49.137931034482754,0.8099137931034482,1.91725,1.0,0.0,8.0,0.9056800324675326,0.125,2.0,-0.91725,-7.0,1.0,52.55613951266125,0.800764452938366,29,20.310344827586206,4.0,219.0,27.586206896551722
m2_outer_band,0-30 km,3.0,30D,1,2304,2070,8.2765,4.0,0.0,49.0,0.38747517885287475,0.02040816326530612,2.0,-7.2765,-48.0,1.0,12.847222222222221,0.9657118055555556,4.24275,3.0,0.0,12.0,0.4099128878066378,0.08333333333333333,2.0,-3.24275,-11.0,1.0,13.478260869565217,0.9647342995169083,27,43.851851851851855,9.0,242.0,14.814814814814813
m2_outer_band,0-30 km,3.0,7D,0,2327,2107,1.834,1.0,0.0,7.0,0.0,0.0,0.0,-1.834,-7.0,0.0,42.973785990545764,1.0,0.986,1.0,0.0,5.0,0.0,0.0,0.0,-0.986,-5.0,0.0,45.372567631703845,1.0,30,10.2,1.5,132.0,26.666666666666668
m2_outer_band,0-30 km,3.0,active_period,317,2122,1888,49.6405,29.0,20.0,278.0250000000001,10.459088591044646,1.1401855934607152,15.85,267.3595,38.97500000000001,297.0,98.91611687087654,0.010838831291234684,29.701,28.0,20.0,47.0,11.288049710937507,6.74468085106383,15.85,287.299,270.0,297.0,100.0,0.0,1,317.0,317.0,317.0,100.0
m2_outer_band,0-30 km,4.0,14D,0,2320,2093,0.60625,0.0,0.0,3.0,0.0,0.0,0.0,-0.60625,-3.0,0.0,72.2844827586207,1.0,0.35075,0.0,0.0,3.0,0.0,0.0,0.0,-0.35075,-3.0,0.0,76.34973721930244,1.0,29,3.0344827586206895,1.0,34.0,44.827586206896555
m2_outer_band,0-30 km,4.0,30D,0,2304,2070,1.25175,0.0,0.0,5.0,0.0,0.0,0.0,-1.25175,-5.0,0.0,53.99305555555556,1.0,0.7415,0.0,0.0,4.0,0.0,0.0,0.0,-0.7415,-4.0,0.0,57.729468599033815,1.0,27,6.666666666666667,2.0,35.0,22.22222222222222
m2_outer_band,0-30 km,4.0,7D,0,2327,2107,0.326,0.0,0.0,2.0,0.0,0.0,0.0,-0.326,-2.0,0.0,84.05672539750752,1.0,0.18425,0.0,0.0,2.0,0.0,0.0,0.0,-0.18425,-2.0,0.0,86.90080683436166,1.0,30,1.5,0.0,20.0,63.33333333333333
m2_outer_band,0-30 km,4.0,active_period,47,2122,1888,7.94925,5.0,0.0,44.0,13.639388615387826,1.0681818181818181,94.0,39.05075,3.0,47.0,98.91611687087654,0.0117813383600377,5.5475,5.0,0.0,13.0,14.35184205794206,3.6153846153846154,94.0,41.4525,34.0,47.0,100.0,0.0,1,47.0,47.0,47.0,100.0
m2_outer_band,0-30 km,5.0,14D,0,2320,2093,0.1035,0.0,0.0,1.0,0.0,0.0,0.0,-0.1035,-1.0,0.0,93.36206896551724,1.0,0.073,0.0,0.0,1.0,0.0,0.0,0.0,-0.073,-1.0,0.0,94.36215957955089,1.0,29,0.4827586206896552,0.0,7.0,89.65517241379311
m2_outer_band,0-30 km,5.0,30D,0,2304,2070,0.239,0.0,0.0,2.0,0.0,0.0,0.0,-0.239,-2.0,0.0,86.37152777777779,1.0,0.14625,0.0,0.0,2.0,0.0,0.0,0.0,-0.14625,-2.0,0.0,88.1159420289855,1.0,27,1.0740740740740742,0.0,7.0,81.48148148148148
m2_outer_band,0-30 km,5.0,7D,0,2327,2107,0.0555,0.0,0.0,1.0,0.0,0.0,0.0,-0.0555,-1.0,0.0,96.39020197679416,1.0,0.0365,0.0,0.0,1.0,0.0,0.0,0.0,-0.0365,-1.0,0.0,97.05742762221168,1.0,30,0.23333333333333334,0.0,4.0,93.33333333333333
m2_outer_band,0-30 km,5.0,active_period,7,2122,1888,1.56925,1.0,0.0,8.0,7.51196875,0.875,14.0,5.43075,-1.0,7.0,94.58058435438265,0.07445805843543826,1.11675,1.0,0.0,3.0,7.840583333333333,2.3333333333333335,14.0,5.88325,4.0,7.0,100.0,0.0,1,7.0,7.0,7.0,100.0
m2_outer_band,30-60 km,3.0,14D,2,2320,2093,3.21725,3.0,0.0,8.0,1.062314921775852,0.25,4.0,-1.21725,-6.0,2.0,44.612068965517246,0.7887931034482759,2.9915,3.0,0.0,7.0,1.0750258116883116,0.2857142857142857,4.0,-0.9915,-5.0,2.0,46.01051122790253,0.7811753463927377,29,4.068965517241379,2.0,29.0,51.724137931034484
m2_outer_band,30-60 km,3.0,30D,2,2304,2070,6.82325,6.0,2.0,16.0,0.3962449418076276,0.125,1.0,-4.82325,-14.0,0.0,4.991319444444445,0.9861111111111112,6.4745,6.0,2.0,13.0,0.4038099424174224,0.15384615384615385,1.0,-4.4745,-11.0,0.0,5.072463768115942,0.9855072463768116,27,7.62962962962963,6.0,35.0,11.11111111111111
m2_outer_band,30-60 km,3.0,7D,2,2327,2107,1.61825,1.0,0.0,5.0,1.957547091555787,0.4,4.0,0.38175,-3.0,2.0,80.70477009024495,0.4417705199828105,1.47825,1.0,0.0,4.0,2.0133943223443227,0.5,4.0,0.52175,-2.0,2.0,81.68011390602753,0.4314190792596108,30,2.2333333333333334,1.5,15.0,76.66666666666667
m2_outer_band,30-60 km,3.0,active_period,70,2122,1888,46.63725,46.0,31.0,73.0,1.5736320141218016,0.958904109589041,2.2580645161290325,23.36275,-3.0,39.0,94.95758718190388,0.05230914231856739,46.0495,46.0,31.0,72.0,1.5922764821358935,0.9722222222222222,2.2580645161290325,23.9505,-2.0,39.0,95.92161016949152,0.0423728813559322,1,70.0,70.0,70.0,100.0
m2_outer_band,30-60 km,4.0,14D,0,2320,2093,0.62725,0.0,0.0,3.0,0.0,0.0,0.0,-0.62725,-3.0,0.0,57.974137931034484,1.0,0.588,0.0,0.0,2.0,0.0,0.0,0.0,-0.588,-2.0,0.0,60.29622551361682,1.0,29,1.103448275862069,1.0,7.0,34.48275862068966
m2_outer_band,30-60 km,4.0,30D,0,2304,2070,1.3455,1.0,0.0,5.0,0.0,0.0,0.0,-1.3455,-5.0,0.0,33.94097222222222,1.0,1.25,1.0,0.0,5.0,0.0,0.0,0.0,-1.25,-5.0,0.0,35.55555555555556,1.0,27,2.2222222222222223,2.0,8.0,11.11111111111111
m2_outer_band,30-60 km,4.0,7D,0,2327,2107,0.31575,0.0,0.0,2.0,0.0,0.0,0.0,-0.31575,-2.0,0.0,74.51654490760636,1.0,0.27325,0.0,0.0,2.0,0.0,0.0,0.0,-0.27325,-2.0,0.0,75.98481252966303,1.0,30,0.6333333333333333,0.0,6.0,60.0
m2_outer_band,30-60 km,4.0,active_period,19,2122,1888,9.25175,8.0,4.0,20.0,2.5052773328573603,0.95,4.75,9.74825,-1.0,15.0,96.70122525918944,0.04759660697455231,9.00675,8.0,4.0,19.0,2.59236557344421,1.0,4.75,9.99325,0.0,15.0,97.72245762711864,0.03919491525423729,1,19.0,19.0,19.0,100.0
m2_outer_band,30-60 km,5.0,14D,0,2320,2093,0.12175,0.0,0.0,1.0,0.0,0.0,0.0,-0.12175,-1.0,0.0,88.62068965517241,1.0,0.0975,0.0,0.0,1.0,0.0,0.0,0.0,-0.0975,-1.0,0.0,89.48877209746774,1.0,29,0.20689655172413793,0.0,2.0,82.75862068965517
m2_outer_band,30-60 km,5.0,30D,0,2304,2070,0.2475,0.0,0.0,2.0,0.0,0.0,0.0,-0.2475,-2.0,0.0,77.08333333333334,1.0,0.24275,0.0,0.0,1.0,0.0,0.0,0.0,-0.24275,-1.0,0.0,78.74396135265701,1.0,27,0.37037037037037035,0.0,2.0,66.66666666666666
m2_outer_band,30-60 km,5.0,7D,0,2327,2107,0.05925,0.0,0.0,1.0,0.0,0.0,0.0,-0.05925,-1.0,0.0,94.19853889127631,1.0,0.0535,0.0,0.0,1.0,0.0,0.0,0.0,-0.0535,-1.0,0.0,94.6843853820598,1.0,30,0.13333333333333333,0.0,2.0,90.0
m2_outer_band,30-60 km,5.0,active_period,4,2122,1888,1.73675,2.0,0.0,4.0,3.447166666666667,1.0,8.0,2.26325,0.0,4.0,100.0,0.08341187558906692,1.68475,2.0,0.0,4.0,3.5935833333333336,1.0,8.0,2.31525,0.0,4.0,100.0,0.07944915254237288,1,4.0,4.0,4.0,100.0
m2_outer_band,>=60 km,3.0,14D,0,2320,2093,1.285,1.0,0.0,4.0,0.0,0.0,0.0,-1.285,-4.0,0.0,26.76724137931035,1.0,1.2765,1.0,0.0,4.0,0.0,0.0,0.0,-1.2765,-4.0,0.0,26.899187768752984,1.0,29,0.13793103448275862,0.0,1.0,86.20689655172413
m2_outer_band,>=60 km,3.0,30D,0,2304,2070,2.707,3.0,0.0,6.0,0.0,0.0,0.0,-2.707,-6.0,0.0,4.470486111111112,1.0,2.71875,3.0,0.0,7.0,0.0,0.0,0.0,-2.71875,-7.0,0.0,4.202898550724638,1.0,27,0.2962962962962963,0.0,1.0,70.37037037037037
m2_outer_band,>=60 km,3.0,7D,0,2327,2107,0.6405,0.0,0.0,3.0,0.0,0.0,0.0,-0.6405,-3.0,0.0,53.84615384615385,1.0,0.65675,0.0,0.0,3.0,0.0,0.0,0.0,-0.65675,-3.0,0.0,53.96298054105363,1.0,30,0.06666666666666667,0.0,1.0,93.33333333333333
m2_outer_band,>=60 km,3.0,active_period,2,2122,1888,19.10475,19.0,14.0,26.0,0.10704954893105602,0.07692307692307693,0.14285714285714285,-17.10475,-24.0,-12.0,0.0,1.0,19.38575,19.0,15.0,26.0,0.10544426125649677,0.07692307692307693,0.13333333333333333,-17.38575,-24.0,-13.0,0.0,1.0,1,2.0,2.0,2.0,100.0
m2_outer_band,>=60 km,4.0,14D,0,2320,2093,0.319,0.0,0.0,2.0,0.0,0.0,0.0,-0.319,-2.0,0.0,74.82758620689656,1.0,0.31225,0.0,0.0,2.0,0.0,0.0,0.0,-0.31225,-2.0,0.0,74.7730530339226,1.0,29,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,4.0,30D,0,2304,2070,0.6905,0.0,0.0,3.0,0.0,0.0,0.0,-0.6905,-3.0,0.0,52.734375,1.0,0.68625,0.0,0.0,3.0,0.0,0.0,0.0,-0.68625,-3.0,0.0,53.188405797101446,1.0,27,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,4.0,7D,0,2327,2107,0.145,0.0,0.0,1.0,0.0,0.0,0.0,-0.145,-1.0,0.0,86.377309840997,1.0,0.15775,0.0,0.0,1.0,0.0,0.0,0.0,-0.15775,-1.0,0.0,86.28381585192216,1.0,30,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,4.0,active_period,0,2122,1888,4.94325,4.0,2.0,11.0,0.0,0.0,0.0,-4.94325,-11.0,-2.0,0.0,1.0,4.9115,4.0,2.0,11.0,0.0,0.0,0.0,-4.9115,-11.0,-2.0,0.0,1.0,1,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,5.0,14D,0,2320,2093,0.0425,0.0,0.0,1.0,0.0,0.0,0.0,-0.0425,-1.0,0.0,96.25,1.0,0.04675,0.0,0.0,1.0,0.0,0.0,0.0,-0.04675,-1.0,0.0,95.84328714763497,1.0,29,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,5.0,30D,0,2304,2070,0.09775,0.0,0.0,1.0,0.0,0.0,0.0,-0.09775,-1.0,0.0,92.23090277777779,1.0,0.09825,0.0,0.0,1.0,0.0,0.0,0.0,-0.09825,-1.0,0.0,91.35265700483092,1.0,27,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,5.0,7D,0,2327,2107,0.0185,0.0,0.0,0.0,0.0,0.0,0.0,-0.0185,0.0,0.0,98.06617963042544,1.0,0.02125,0.0,0.0,0.0,0.0,0.0,0.0,-0.02125,0.0,0.0,97.86426198386332,1.0,30,0.0,0.0,0.0,100.0
m2_outer_band,>=60 km,5.0,active_period,0,2122,1888,0.612,0.0,0.0,2.0,0.0,0.0,0.0,-0.612,-2.0,0.0,54.33553251649388,1.0,0.669,1.0,0.0,2.0,0.0,0.0,0.0,-0.669,-2.0,0.0,48.67584745762712,1.0,1,0.0,0.0,0.0,100.0
