domain,resolution,bin_start,bin_end,bin_center,hours_since_main64_bin_center,count,rate_per_hour,energy_joule,cumulative_count,cumulative_energy_joule,normalized_cumulative_count_fraction,normalized_cumulative_energy_fraction,rate_change_per_hour,energy_change_joule,rate_change_z,energy_change_z
Mw71_neighborhood,30min,2019-07-04 22:30:00+00:00,2019-07-04 23:00:00+00:00,2019-07-04 22:45:00+00:00,5.1863777777777775,16,32.0,5000163031.278611,175,3075426135146.9165,0.10568112400733048,0.0010861278685278546,0.0,-808523950461.0356,0.0,-508.59001324650245
Mw71_neighborhood,30min,2019-07-04 23:00:00+00:00,2019-07-04 23:30:00+00:00,2019-07-04 23:15:00+00:00,5.6863777777777775,17,34.0,6752124839.426367,192,3082178259986.343,0.11606597434331094,0.0010885124726559138,2.0,1751961808.1477556,0.3372453797382976,1.102045621165769
Mw71_neighborhood,30min,2019-07-04 23:30:00+00:00,2019-07-05 00:00:00+00:00,2019-07-04 23:45:00+00:00,6.1863777777777775,23,46.0,76935901601.72821,215,3159114161588.071,0.1301160659743433,0.0011156834259363094,12.0,70183776762.30185,2.023472278429786,44.148065042321676
Mw71_neighborhood,30min,2019-07-05 00:00:00+00:00,2019-07-05 00:30:00+00:00,2019-07-05 00:15:00+00:00,6.6863777777777775,26,52.0,62253292545.81483,241,3221367454133.8857,0.14599877825290164,0.0011376690174234848,6.0,-14682609055.913383,1.011736139214893,-9.235877712691302
Mw71_neighborhood,30min,2019-07-05 00:30:00+00:00,2019-07-05 01:00:00+00:00,2019-07-05 00:45:00+00:00,7.1863777777777775,16,32.0,1132006226.842858,257,3222499460360.7285,0.15577275503970678,0.0011380688007192196,-20.0,-61121286318.97197,-3.3724537973829762,-38.44743968423395
Mw71_neighborhood,30min,2019-07-05 01:00:00+00:00,2019-07-05 01:30:00+00:00,2019-07-05 01:15:00+00:00,7.6863777777777775,21,42.0,4062426365.6089773,278,3226561886726.3374,0.1686010995723885,0.0011395035014855328,10.0,2930420138.766119,1.6862268986914881,1.8433373758971938
Mw71_neighborhood,30min,2019-07-05 01:30:00+00:00,2019-07-05 02:00:00+00:00,2019-07-05 01:45:00+00:00,8.186377777777778,15,30.0,212523238.007171,293,3226774409964.3447,0.1777642028100183,0.0011395785569388477,-12.0,-3849903127.601806,-2.023472278429786,-2.4217245284425433
Mw71_neighborhood,30min,2019-07-05 02:00:00+00:00,2019-07-05 02:30:00+00:00,2019-07-05 02:15:00+00:00,8.686377777777778,19,38.0,14755793565.391596,312,3241530203529.7363,0.1893708002443494,0.0011447897648305273,8.0,14543270327.384424,1.3489815189531904,9.148228749728752
Mw71_neighborhood,30min,2019-07-05 02:30:00+00:00,2019-07-05 03:00:00+00:00,2019-07-05 02:45:00+00:00,9.186377777777778,17,34.0,149012266.84139302,329,3241679215796.5776,0.19975565058032987,0.0011448423905261551,-4.0,-14606781298.550203,-0.6744907594765952,-9.18817938526414
Mw71_neighborhood,30min,2019-07-05 03:00:00+00:00,2019-07-05 03:30:00+00:00,2019-07-05 03:15:00+00:00,9.686377777777778,18,36.0,2364912848.2197866,347,3244044128644.7974,0.21075137446548564,0.0011456775914554147,2.0,2215900581.3783937,0.3372453797382976,1.3938794334954971
Mw71_neighborhood,30min,2019-07-05 03:30:00+00:00,2019-07-05 04:00:00+00:00,2019-07-05 03:45:00+00:00,10.186377777777778,16,32.0,900883361.2369043,363,3244945012006.034,0.22052535125229078,0.0011459957505880127,-4.0,-1464029486.9828825,-0.6744907594765952,-0.9209260600793764
Mw71_neighborhood,30min,2019-07-05 04:00:00+00:00,2019-07-05 04:30:00+00:00,2019-07-05 04:15:00+00:00,10.686377777777778,20,40.0,37752791029.59025,383,3282697803035.6245,0.2327428222357972,0.0011593286588910785,8.0,36851907668.35334,1.3489815189531904,23.181146580159286
Mw71_neighborhood,30min,2019-07-05 04:30:00+00:00,2019-07-05 05:00:00+00:00,2019-07-05 04:45:00+00:00,11.186377777777778,19,38.0,233358514.75536168,402,3282931161550.38,0.24434941967012827,0.0011594110726039226,-2.0,-37519432514.834885,-0.3372453797382976,-23.601043195863532
Mw71_neighborhood,30min,2019-07-05 05:00:00+00:00,2019-07-05 05:30:00+00:00,2019-07-05 05:15:00+00:00,11.686377777777778,14,28.0,9148569480.822344,416,3292079731031.202,0.2529016493585828,0.0011626420135400887,-10.0,8915210966.066982,-1.6862268986914881,5.607981384771461
Mw71_neighborhood,30min,2019-07-05 05:30:00+00:00,2019-07-05 06:00:00+00:00,2019-07-05 05:45:00+00:00,12.186377777777778,16,32.0,55335900.056627,432,3292135066931.259,0.2626756261453879,0.001162661556160944,4.0,-9093233580.765717,0.6744907594765952,-5.719963873250841
Mw71_neighborhood,30min,2019-07-05 06:00:00+00:00,2019-07-05 06:30:00+00:00,2019-07-05 06:15:00+00:00,12.686377777777778,21,42.0,330097743.3866725,453,3292465164674.6455,0.27550397067806964,0.00116277813463961,10.0,274761843.3300455,1.6862268986914881,0.17283486711702017
Mw71_neighborhood,30min,2019-07-05 06:30:00+00:00,2019-07-05 07:00:00+00:00,2019-07-05 06:45:00+00:00,13.186377777777778,22,44.0,1011685675.9456842,475,3293476850350.5913,0.2889431887599267,0.001163135425106912,2.0,681587932.5590117,0.3372453797382976,0.42874279166520457
Mw71_neighborhood,30min,2019-07-05 07:00:00+00:00,2019-07-05 07:30:00+00:00,2019-07-05 07:15:00+00:00,13.686377777777778,18,36.0,94970666372.97377,493,3388447516723.565,0.2999389126450825,0.0011966755992688552,-8.0,93958980697.02809,-1.3489815189531904,59.103504862262355
Mw71_neighborhood,30min,2019-07-05 07:30:00+00:00,2019-07-05 08:00:00+00:00,2019-07-05 07:45:00+00:00,14.186377777777778,18,36.0,187346846.24277186,511,3388634863569.8076,0.31093463653023823,0.0011967417633392114,0.0,-94783319526.731,0.0,-59.622042991008136
Mw71_neighborhood,30min,2019-07-05 08:00:00+00:00,2019-07-05 08:30:00+00:00,2019-07-05 08:15:00+00:00,14.686377777777778,15,30.0,2687832580.9232583,526,3391322696150.731,0.32009773976786804,0.001197691007735668,-6.0,2500485734.6804867,-1.011736139214893,1.5728935082240658
Mw71_neighborhood,30min,2019-07-05 08:30:00+00:00,2019-07-05 09:00:00+00:00,2019-07-05 08:45:00+00:00,15.186377777777778,22,44.0,324626044.46391726,548,3391647322195.195,0.3335369578497251,0.0011978056538099208,14.0,-2363206536.459341,2.3607176581680833,-1.4865400622909557
Mw71_neighborhood,30min,2019-07-05 09:00:00+00:00,2019-07-05 09:30:00+00:00,2019-07-05 09:15:00+00:00,15.686377777777778,18,36.0,220409008.06492043,566,3391867731203.26,0.3445326817348809,0.0011978834942294912,-8.0,-104217036.39899683,-1.3489815189531904,-0.06555618283472406
Mw71_neighborhood,30min,2019-07-05 09:30:00+00:00,2019-07-05 10:00:00+00:00,2019-07-05 09:45:00+00:00,16.18637777777778,17,34.0,48671599.51542443,583,3391916402802.7754,0.35491753207086135,0.0011979006832625563,-2.0,-171737408.549496,-0.3372453797382976,-0.10802887266271212
Mw71_neighborhood,30min,2019-07-05 10:00:00+00:00,2019-07-05 10:30:00+00:00,2019-07-05 10:15:00+00:00,16.68637777777778,15,30.0,551963477.9023622,598,3392468366280.6777,0.36408063530849116,0.0011980956166234235,-4.0,503291878.3869378,-0.6744907594765952,0.31658830013595923
Mw71_neighborhood,30min,2019-07-05 10:30:00+00:00,2019-07-05 11:00:00+00:00,2019-07-05 10:45:00+00:00,17.18637777777778,21,42.0,2513983213.356963,619,3394982349494.0347,0.3769089798411729,0.0011989834637665092,12.0,1962019735.4546008,2.023472278429786,1.2341794484575923
Mw71_neighborhood,30min,2019-07-05 11:00:00+00:00,2019-07-05 11:30:00+00:00,2019-07-05 11:15:00+00:00,17.68637777777778,43,86.0,7236874148550.289,662,10631856498044.324,0.40317654245571166,0.0037547833607283337,44.0,7234360165336.932,7.4193983542425475,4550.6670893554365
Mw71_neighborhood,30min,2019-07-05 11:30:00+00:00,2019-07-05 12:00:00+00:00,2019-07-05 11:45:00+00:00,18.18637777777778,56,112.0,10162096310.214035,718,10642018594354.54,0.43738546120952965,0.0037583722423600208,26.0,-7226712052240.075,4.384189936597869,-4545.856157114006
Mw71_neighborhood,30min,2019-07-05 12:00:00+00:00,2019-07-05 12:30:00+00:00,2019-07-05 12:15:00+00:00,18.68637777777778,42,84.0,7947561633.949082,760,10649966155988.488,0.4630421502748931,0.0037611790311459243,-28.0,-2214534676.2649527,-4.721435316336167,-1.3930202311189412
Mw71_neighborhood,30min,2019-07-05 12:30:00+00:00,2019-07-05 13:00:00+00:00,2019-07-05 12:45:00+00:00,19.18637777777778,50,100.0,346029865015.4694,810,10995996021003.957,0.4935858277336591,0.003883384153854796,16.0,338082303381.5203,2.697963037906381,212.66566445826254
Mw71_neighborhood,30min,2019-07-05 13:00:00+00:00,2019-07-05 13:30:00+00:00,2019-07-05 13:15:00+00:00,19.68637777777778,43,86.0,2190032990.5603294,853,10998186053994.518,0.5198533903481979,0.0038841575935991833,-14.0,-343839832024.9091,-2.3607176581680833,-216.28735255709807
Mw71_neighborhood,30min,2019-07-05 13:30:00+00:00,2019-07-05 14:00:00+00:00,2019-07-05 13:45:00+00:00,20.18637777777778,35,70.0,1299253351.4729176,888,10999485307345.99,0.5412339645693341,0.0038846164424769804,-16.0,-890779639.0874119,-2.697963037906381,-0.5603317356088816
Mw71_neighborhood,30min,2019-07-05 14:00:00+00:00,2019-07-05 14:30:00+00:00,2019-07-05 14:15:00+00:00,20.68637777777778,30,60.0,1282928587.9279573,918,11000768235933.918,0.5595601710445938,0.003885069526043936,-10.0,-16324763.54496026,-1.6862268986914881,-0.01026885066650537
Mw71_neighborhood,30min,2019-07-05 14:30:00+00:00,2019-07-05 15:00:00+00:00,2019-07-05 14:45:00+00:00,21.18637777777778,39,78.0,83741455685.47151,957,11084509691619.389,0.5833842394624312,0.003914643952712007,18.0,82458527097.54355,3.0352084176446783,51.86931489773822
Mw71_neighborhood,30min,2019-07-05 15:00:00+00:00,2019-07-05 15:30:00+00:00,2019-07-05 15:15:00+00:00,21.68637777777778,32,64.0,2070188935.5284197,989,11086579880554.918,0.6029321930360415,0.003915375067908915,-14.0,-81671266749.94308,-2.3607176581680833,-51.374100438863806
Mw71_neighborhood,30min,2019-07-05 15:30:00+00:00,2019-07-05 16:00:00+00:00,2019-07-05 15:45:00+00:00,22.18637777777778,29,58.0,194185760.54217085,1018,11086774066315.46,0.6206475259621258,0.00391544364723427,-6.0,-1876003174.986249,-1.011736139214893,-1.1800720053780496
Mw71_neighborhood,30min,2019-07-05 16:00:00+00:00,2019-07-05 16:30:00+00:00,2019-07-05 16:15:00+00:00,22.68637777777778,33,66.0,691407795.9287316,1051,11087465474111.39,0.6408063530849114,0.003915687827240351,8.0,497222035.3865607,1.3489815189531904,0.31277015531760766
Mw71_neighborhood,30min,2019-07-05 16:30:00+00:00,2019-07-05 17:00:00+00:00,2019-07-05 16:45:00+00:00,23.18637777777778,42,84.0,501134603.18550175,1093,11087966608714.576,0.6664630421502749,0.003915864809697264,18.0,-190273192.7432298,3.0352084176446783,-0.11968853311340114
Mw71_neighborhood,30min,2019-07-05 17:00:00+00:00,2019-07-05 17:30:00+00:00,2019-07-05 17:15:00+00:00,23.68637777777778,34,68.0,855937300.5288361,1127,11088822546015.105,0.6872327428222358,0.003916167095521171,-16.0,354802697.3433344,-2.697963037906381,0.22318338057746556
Mw71_neighborhood,30min,2019-07-05 17:30:00+00:00,2019-07-05 18:00:00+00:00,2019-07-05 17:45:00+00:00,24.18637777777778,27,54.0,21614945805.267006,1154,11110437491820.373,0.7037263286499694,0.003923800705713632,-14.0,20759008504.73817,-2.3607176581680833,13.058146767809133
Mw71_neighborhood,30min,2019-07-05 18:00:00+00:00,2019-07-05 18:30:00+00:00,2019-07-05 18:15:00+00:00,24.68637777777778,31,62.0,156563065.5170923,1185,11110594054885.89,0.7226634086744044,0.003923855998075846,8.0,-21458382739.749912,1.3489815189531904,-13.498077769538964
Mw71_neighborhood,30min,2019-07-05 18:30:00+00:00,2019-07-05 19:00:00+00:00,2019-07-05 18:45:00+00:00,25.18637777777778,27,54.0,1761444680.3313587,1212,11112355499566.223,0.739156994502138,0.003924478076066991,-8.0,1604881614.8142664,-1.3489815189531904,1.009527004453026
Mw71_neighborhood,30min,2019-07-05 19:00:00+00:00,2019-07-05 19:30:00+00:00,2019-07-05 19:15:00+00:00,25.68637777777778,29,58.0,180264068.65212578,1241,11112535763634.875,0.7568723274282224,0.003924541738758731,4.0,-1581180611.6792328,0.6744907594765952,-0.9946182395468921
Mw71_neighborhood,30min,2019-07-05 19:30:00+00:00,2019-07-05 20:00:00+00:00,2019-07-05 19:45:00+00:00,26.18637777777778,29,58.0,1310164742.5838997,1270,11113845928377.459,0.7745876603543067,0.003925004441141745,0.0,1129900673.931774,0.0,0.7107472801449025
Mw71_neighborhood,30min,2019-07-05 20:00:00+00:00,2019-07-05 20:30:00+00:00,2019-07-05 20:15:00+00:00,26.68637777777778,29,58.0,1172359615.1550245,1299,11115018287992.613,0.792302993280391,0.003925418475781854,0.0,-137805127.4288752,0.0,-0.08668427390991085
Mw71_neighborhood,30min,2019-07-05 20:30:00+00:00,2019-07-05 21:00:00+00:00,2019-07-05 20:45:00+00:00,27.18637777777778,18,36.0,238707139.98178655,1317,11115256995132.596,0.8032987171655467,0.003925502778433973,-22.0,-933652475.173238,-3.7096991771212737,-0.5873002580136564
Mw71_neighborhood,30min,2019-07-05 21:00:00+00:00,2019-07-05 21:30:00+00:00,2019-07-05 21:15:00+00:00,27.68637777777778,29,58.0,4139789733.325926,1346,11119396784865.922,0.8210140500916311,0.003926964801119002,22.0,3901082593.344139,3.7096991771212737,2.453918213175073
Mw71_neighborhood,30min,2019-07-05 21:30:00+00:00,2019-07-05 22:00:00+00:00,2019-07-05 21:45:00+00:00,28.18637777777778,19,38.0,378746991.3162931,1365,11119775531857.238,0.8326206475259621,0.0039270985607369685,-20.0,-3761042742.0096326,-3.3724537973829762,-2.3658282192984017
Mw71_neighborhood,30min,2019-07-05 22:00:00+00:00,2019-07-05 22:30:00+00:00,2019-07-05 22:15:00+00:00,28.68637777777778,31,62.0,1451009362.1803582,1396,11121226541219.418,0.851557727550397,0.0039276110043006155,24.0,1072262370.864065,4.046944556859572,0.6744907594765952
Mw71_neighborhood,30min,2019-07-05 22:30:00+00:00,2019-07-05 23:00:00+00:00,2019-07-05 22:45:00+00:00,29.18637777777778,26,52.0,4104267061.7565594,1422,11125330808281.174,0.8674404398289554,0.003929060481674164,-10.0,2653257699.5762014,-1.6862268986914881,1.6689924495178898
Mw71_neighborhood,30min,2019-07-05 23:00:00+00:00,2019-07-05 23:30:00+00:00,2019-07-05 23:15:00+00:00,29.68637777777778,24,48.0,942942987.7587335,1446,11126273751268.932,0.8821014050091631,0.003929393494732217,-4.0,-3161324073.9978256,-0.6744907594765952,-1.9885840756532112
Mw71_neighborhood,30min,2019-07-05 23:30:00+00:00,2019-07-06 00:00:00+00:00,2019-07-05 23:45:00+00:00,30.18637777777778,22,44.0,463219603.9359602,1468,11126736970872.867,0.8955406230910201,0.003929557086994802,-4.0,-479723383.82277334,-0.6744907594765952,-0.30176288778329674
Mw71_neighborhood,30min,2019-07-06 00:00:00+00:00,2019-07-06 00:30:00+00:00,2019-07-06 00:15:00+00:00,30.68637777777778,33,66.0,29483135569.369373,1501,11156220106442.236,0.9156994502138057,0.003939969454724784,22.0,29019915965.433414,3.7096991771212737,18.254548225635332
Mw71_neighborhood,30min,2019-07-06 00:30:00+00:00,2019-07-06 01:00:00+00:00,2019-07-06 00:45:00+00:00,31.18637777777778,29,58.0,75943534894.29842,1530,11232163641336.535,0.93341478313989,0.003966789940292665,-8.0,46460399324.92905,-1.3489815189531904,29.225225912763115
Mw71_neighborhood,30min,2019-07-06 01:00:00+00:00,2019-07-06 01:30:00+00:00,2019-07-06 01:15:00+00:00,31.68637777777778,26,52.0,215811974.33123705,1556,11232379453310.867,0.9492974954184484,0.0039668661572076535,-6.0,-75727722919.96718,-1.011736139214893,-47.635402242607604
Mw71_neighborhood,30min,2019-07-06 01:30:00+00:00,2019-07-06 02:00:00+00:00,2019-07-06 01:45:00+00:00,32.18637777777778,20,40.0,1170612845.1369736,1576,11233550066156.004,0.9615149664019548,0.003967279574952328,-12.0,954800870.8057365,-2.023472278429786,0.6006033429856494
Mw71_neighborhood,30min,2019-07-06 02:00:00+00:00,2019-07-06 02:30:00+00:00,2019-07-06 02:15:00+00:00,32.68637777777778,24,48.0,693778007.0081235,1600,11234243844163.012,0.9761759315821625,0.0039675245920304785,8.0,-476834838.1288501,1.3489815189531904,-0.2999458909065835
Mw71_neighborhood,30min,2019-07-06 02:30:00+00:00,2019-07-06 03:00:00+00:00,2019-07-06 02:45:00+00:00,33.18637777777778,18,36.0,1988532754.7323172,1618,11236232376917.744,0.9871716554673182,0.003968226869243724,-12.0,1294754747.7241936,-2.023472278429786,0.8144462930510974
Mw71_neighborhood,30min,2019-07-06 03:00:00+00:00,2019-07-06 03:30:00+00:00,2019-07-06 03:15:00+00:00,33.68637777777778,21,42.0,2820313358128421.5,1639,2831549590505339.0,1.0,1.0,6.0,2820311369595667.0,1.011736139214893,1774075.0858450267
Region_A,30min,2019-07-04 00:30:00+00:00,2019-07-04 01:00:00+00:00,2019-07-04 00:45:00+00:00,-16.81362222222222,0,0.0,0.0,0,0.0,,,,,,
Region_A,30min,2019-07-04 01:00:00+00:00,2019-07-04 01:30:00+00:00,2019-07-04 01:15:00+00:00,-16.31362222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 01:30:00+00:00,2019-07-04 02:00:00+00:00,2019-07-04 01:45:00+00:00,-15.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 02:00:00+00:00,2019-07-04 02:30:00+00:00,2019-07-04 02:15:00+00:00,-15.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 02:30:00+00:00,2019-07-04 03:00:00+00:00,2019-07-04 02:45:00+00:00,-14.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 03:00:00+00:00,2019-07-04 03:30:00+00:00,2019-07-04 03:15:00+00:00,-14.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 03:30:00+00:00,2019-07-04 04:00:00+00:00,2019-07-04 03:45:00+00:00,-13.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 04:00:00+00:00,2019-07-04 04:30:00+00:00,2019-07-04 04:15:00+00:00,-13.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 04:30:00+00:00,2019-07-04 05:00:00+00:00,2019-07-04 04:45:00+00:00,-12.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 05:00:00+00:00,2019-07-04 05:30:00+00:00,2019-07-04 05:15:00+00:00,-12.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 05:30:00+00:00,2019-07-04 06:00:00+00:00,2019-07-04 05:45:00+00:00,-11.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 06:00:00+00:00,2019-07-04 06:30:00+00:00,2019-07-04 06:15:00+00:00,-11.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 06:30:00+00:00,2019-07-04 07:00:00+00:00,2019-07-04 06:45:00+00:00,-10.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 07:00:00+00:00,2019-07-04 07:30:00+00:00,2019-07-04 07:15:00+00:00,-10.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 07:30:00+00:00,2019-07-04 08:00:00+00:00,2019-07-04 07:45:00+00:00,-9.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 08:00:00+00:00,2019-07-04 08:30:00+00:00,2019-07-04 08:15:00+00:00,-9.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 08:30:00+00:00,2019-07-04 09:00:00+00:00,2019-07-04 08:45:00+00:00,-8.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 09:00:00+00:00,2019-07-04 09:30:00+00:00,2019-07-04 09:15:00+00:00,-8.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 09:30:00+00:00,2019-07-04 10:00:00+00:00,2019-07-04 09:45:00+00:00,-7.8136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 10:00:00+00:00,2019-07-04 10:30:00+00:00,2019-07-04 10:15:00+00:00,-7.3136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 10:30:00+00:00,2019-07-04 11:00:00+00:00,2019-07-04 10:45:00+00:00,-6.8136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 11:00:00+00:00,2019-07-04 11:30:00+00:00,2019-07-04 11:15:00+00:00,-6.3136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 11:30:00+00:00,2019-07-04 12:00:00+00:00,2019-07-04 11:45:00+00:00,-5.8136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 12:00:00+00:00,2019-07-04 12:30:00+00:00,2019-07-04 12:15:00+00:00,-5.3136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 12:30:00+00:00,2019-07-04 13:00:00+00:00,2019-07-04 12:45:00+00:00,-4.8136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 13:00:00+00:00,2019-07-04 13:30:00+00:00,2019-07-04 13:15:00+00:00,-4.3136222222222225,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 13:30:00+00:00,2019-07-04 14:00:00+00:00,2019-07-04 13:45:00+00:00,-3.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 14:00:00+00:00,2019-07-04 14:30:00+00:00,2019-07-04 14:15:00+00:00,-3.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 14:30:00+00:00,2019-07-04 15:00:00+00:00,2019-07-04 14:45:00+00:00,-2.813622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 15:00:00+00:00,2019-07-04 15:30:00+00:00,2019-07-04 15:15:00+00:00,-2.313622222222222,0,0.0,0.0,0,0.0,,,0.0,0.0,0.0,0.0
Region_A,30min,2019-07-04 15:30:00+00:00,2019-07-04 16:00:00+00:00,2019-07-04 15:45:00+00:00,-1.8136222222222222,2,4.0,1210433.5194041051,2,1210433.5194041051,,,4.0,1210433.5194041051,0.44966050631773014,0.0008248809443800442
Region_A,30min,2019-07-04 16:00:00+00:00,2019-07-04 16:30:00+00:00,2019-07-04 16:15:00+00:00,-1.3136222222222222,4,8.0,24433616.01951705,6,25644049.538921155,,,4.0,23223182.500112943,0.44966050631773014,0.01582603290896466
Region_A,30min,2019-07-04 16:30:00+00:00,2019-07-04 17:00:00+00:00,2019-07-04 16:45:00+00:00,-0.8136222222222222,0,0.0,0.0,6,25644049.538921155,,,-8.0,-24433616.01951705,-0.8993210126354603,-0.016650913853344704
Region_A,30min,2019-07-04 17:00:00+00:00,2019-07-04 17:30:00+00:00,2019-07-04 17:15:00+00:00,-0.31362222222222225,18,36.0,408195462275.1931,24,408221106324.73206,,,36.0,408195462275.1931,4.046944556859571,278.175259537569
Region_A,30min,2019-07-04 17:30:00+00:00,2019-07-04 18:00:00+00:00,2019-07-04 17:45:00+00:00,0.18637777777777778,44,88.0,253118535065624.44,68,253526756171949.16,0.014598540145985401,0.9774626342925976,52.0,252710339603349.25,5.845586582130491,172215.93771563348
Region_A,30min,2019-07-04 18:00:00+00:00,2019-07-04 18:30:00+00:00,2019-07-04 18:15:00+00:00,0.6863777777777778,50,100.0,311156214388.93365,118,253837912386338.1,0.031187790311877902,0.9786642198379402,12.0,-252807378851235.5,1.3489815189531904,-172282.06759815503
Region_A,30min,2019-07-04 18:30:00+00:00,2019-07-04 19:00:00+00:00,2019-07-04 18:45:00+00:00,1.1863777777777778,51,102.0,2763766907973.523,169,256601679294311.62,0.04810882548108825,0.989337001591114,2.0,2452610693584.5894,0.22483025315886507,1671.3944158755837
Region_A,30min,2019-07-04 19:00:00+00:00,2019-07-04 19:30:00+00:00,2019-07-04 19:15:00+00:00,1.6863777777777778,43,86.0,955688262733.3424,212,257557367557044.97,0.062375580623755804,0.9930275632744442,-16.0,-1808078645240.1807,-1.7986420252709205,-1232.1615326163057
Region_A,30min,2019-07-04 19:30:00+00:00,2019-07-04 20:00:00+00:00,2019-07-04 19:45:00+00:00,2.186377777777778,57,114.0,185801283980.18433,269,257743168841025.16,0.08128732581287326,0.993745068266511,28.0,-769886978753.1581,3.147623544224111,-524.659213347335
Region_A,30min,2019-07-04 20:00:00+00:00,2019-07-04 20:30:00+00:00,2019-07-04 20:15:00+00:00,2.686377777777778,53,106.0,215842072281.43842,322,257959010913306.6,0.09887193098871931,0.9945785811521188,-8.0,30040788301.25409,-0.8993210126354603,20.472065112719825
Region_A,30min,2019-07-04 20:30:00+00:00,2019-07-04 21:00:00+00:00,2019-07-04 20:45:00+00:00,3.186377777777778,58,116.0,20041217248.402443,380,257979052130555.0,0.11811546118115461,0.9946559739080503,10.0,-195800855033.03598,1.1241512657943253,-133.43351090407938
Region_A,30min,2019-07-04 21:00:00+00:00,2019-07-04 21:30:00+00:00,2019-07-04 21:15:00+00:00,3.686377777777778,55,110.0,22296286609.556236,435,258001348417164.56,0.13636363636363635,0.9947420750188942,-6.0,2255069361.1537933,-0.6744907594765952,1.536774812041557
Region_A,30min,2019-07-04 21:30:00+00:00,2019-07-04 22:00:00+00:00,2019-07-04 21:45:00+00:00,4.1863777777777775,52,104.0,28459793911.646168,487,258029808211076.22,0.15361645653616457,0.994851977618959,-6.0,6163507302.0899315,-0.6744907594765952,4.200280017480155
Region_A,30min,2019-07-04 22:00:00+00:00,2019-07-04 22:30:00+00:00,2019-07-04 22:15:00+00:00,4.6863777777777775,43,86.0,31171721714.172573,530,258060979932790.4,0.1678832116788321,0.9949723528147711,-18.0,2711927802.5264053,-2.0234722784297854,1.8481127058838887
Region_A,30min,2019-07-04 22:30:00+00:00,2019-07-04 23:00:00+00:00,2019-07-04 22:45:00+00:00,5.1863777777777775,51,102.0,7059326182.155308,581,258068039258972.56,0.18480424684804247,0.9949996136693132,16.0,-24112395532.017265,1.7986420252709205,-16.432009919476876
Region_A,30min,2019-07-04 23:00:00+00:00,2019-07-04 23:30:00+00:00,2019-07-04 23:15:00+00:00,5.6863777777777775,55,110.0,2641746941.4738007,636,258070681005914.03,0.20305242203052423,0.9950098152490745,8.0,-4417579240.681507,0.8993210126354603,-3.010472593092899
