cell_id,ix,iy,x_center_km,y_center_km,total_events,occupied_flag,distance_to_mw64_km,distance_to_mw71_km
2001,57,24,456.75,3935.25,0,0,16.068132139501383,26.168485089385253
2002,58,24,457.25,3935.25,0,0,16.120376058264355,26.369935959149405
2003,59,24,457.75,3935.25,0,0,16.187902213296447,26.57926697834053
2004,60,24,458.25,3935.25,0,0,16.270520332018684,26.79629346984702
2005,61,24,458.75,3935.25,0,0,16.368001884225784,27.020830008318185
2006,62,24,459.25,3935.25,0,0,16.48008311536699,27.2526909672181
2007,63,24,459.75,3935.25,0,0,16.606468417360432,27.491691027853374
2008,64,24,460.25,3935.25,0,0,16.74683394269421,27.73764564968008
2009,65,24,460.75,3935.25,0,0,16.900831367467113,27.990371501705347
2010,66,24,461.25,3935.25,0,0,17.06809171287012,28.249686855251007
2011,67,24,461.75,3935.25,0,0,17.248229141750496,28.515411938739444
2012,68,24,462.25,3935.25,0,0,17.44084465654449,28.787369255495832
2013,69,24,462.75,3935.25,0,0,17.645529636174196,29.06538386583823
2014,70,24,463.25,3935.25,0,0,17.861869161666345,29.349283634950815
2015,71,24,463.75,3935.25,0,0,18.08944509253594,29.63889944820918
2016,72,24,464.25,3935.25,0,0,18.327838867778652,29.934065395754665
2017,73,24,464.75,3935.25,0,0,18.57663401616782,30.23461892820182
2018,74,24,465.25,3935.25,0,0,18.835418370135255,30.540400985413438
2019,75,24,465.75,3935.25,0,0,19.103785985647296,30.85125610029687
2020,76,24,466.25,3935.25,0,0,19.381338777102044,31.16703247956673
2021,77,24,466.75,3935.25,0,0,19.667687881400415,31.487582063388576
2022,78,24,467.25,3935.25,0,0,19.962454769080132,31.81276056576814
2023,79,24,467.75,3935.25,0,0,20.265272122894267,32.142427497486175
2024,80,24,468.25,3935.25,0,0,20.57578450563528,32.47644617330255
2025,0,25,428.25,3935.75,0,0,31.194172176984825,29.73575420597626
2026,1,25,428.75,3935.75,0,0,30.761307378178184,29.432957527480948
2027,2,25,429.25,3935.75,0,0,30.330507503537508,29.135595058806675
2028,3,25,429.75,3935.75,0,0,29.901861802060594,28.84383487067943
2029,4,25,430.25,3935.75,0,0,29.47546425481566,28.557848670081665
2030,5,25,430.75,3935.75,0,0,29.051413852759406,28.277811642338023
2031,6,25,431.25,3935.75,1,1,28.629814890279793,28.003902261931465
2032,7,25,431.75,3935.75,0,0,28.21077727498964,27.73630206988799
2033,8,25,432.25,3935.75,0,0,27.79441685422555,27.47519541565329
2034,9,25,432.75,3935.75,0,0,27.38085575861066,27.220769161517058
2035,10,25,433.25,3935.75,0,0,26.970222762914435,26.97321234782503
2036,11,25,433.75,3935.75,0,0,26.562653664282365,26.732715817460882
2037,12,25,434.25,3935.75,0,0,26.158291677707066,26.499471798384697
2038,13,25,434.75,3935.75,0,0,25.757287848362143,26.27367344338527
2039,14,25,435.25,3935.75,0,0,25.35980148011355,26.055514326643237
2040,15,25,435.75,3935.75,0,0,24.966000579150734,25.845187897211613
2041,16,25,436.25,3935.75,0,0,24.576062311231638,25.642886890099486
2042,17,25,436.75,3935.75,0,0,24.190173470500902,25.44880269629003
2043,18,25,437.25,3935.75,0,0,23.808530957207566,25.263124693730212
2044,19,25,437.75,3935.75,0,0,23.431342260905506,25.08603954208842
2045,20,25,438.25,3935.75,0,0,23.05882594485421,24.917730444875723
2046,21,25,438.75,3935.75,0,0,22.691212126337962,24.758376383352548
2047,22,25,439.25,3935.75,0,0,22.328742946477135,24.608151327477074
2048,23,25,439.75,3935.75,0,0,21.971673021807824,24.467223429974116
2049,24,25,440.25,3935.75,0,0,21.620269868450375,24.335754210390455
2050,25,25,440.75,3935.75,0,0,21.274814288073316,24.213897736729614
2051,26,25,441.25,3935.75,0,0,20.935600703094096,24.101799812899078
2052,27,25,441.75,3935.75,0,0,20.602937426657864,23.999597180730444
2053,28,25,442.25,3935.75,3,1,20.27714685092961,23.907416745721132
2054,29,25,442.75,3935.75,5,1,19.95856553516685,23.82537483587299
2055,30,25,443.25,3935.75,0,0,19.64754417297326,23.75357650304712
2056,31,25,443.75,3935.75,1,1,19.34444741615332,23.692114876101183
2057,32,25,444.25,3935.75,2,1,19.049653530804864,23.64107057471462
2058,33,25,444.75,3935.75,29,1,18.763553859839334,23.60051119223692
2059,34,25,445.25,3935.75,34,1,18.486552065176376,23.570490855117182
2060,35,25,445.75,3935.75,1,1,18.219063122615893,23.551049865503348
2061,36,25,446.25,3935.75,1,1,17.96151204306719,23.5422144324549
2062,37,25,446.75,3935.75,0,0,17.714332295647868,23.543996495921217
2063,38,25,447.25,3935.75,0,0,17.477963911394784,23.55639364623144
2064,39,25,447.75,3935.75,0,0,17.252851251181756,23.57938914035891
2065,40,25,448.25,3935.75,0,0,17.0394404281006,23.61295201470452
2066,41,25,448.75,3935.75,0,0,16.838176383153094,23.657037292632417
2067,42,25,449.25,3935.75,0,0,16.649499623639144,23.71158628352948
2068,43,25,449.75,3935.75,0,0,16.473842645993233,23.77652696878848
2069,44,25,450.25,3935.75,0,0,16.311626078730797,23.851774468868946
2070,45,25,450.75,3935.75,1,1,16.163254596142327,23.937231584501394
2071,46,25,451.25,3935.75,0,0,16.029112668738136,24.032789404193466
2072,47,25,451.75,3935.75,0,0,15.909560231335334,24.138327969488202
2073,48,25,452.25,3935.75,0,0,15.804928363073088,24.253716988924374
2074,49,25,452.75,3935.75,0,0,15.715515084439884,24.378816591358603
2075,50,25,453.25,3935.75,0,0,15.641581383499654,24.51347810922318
2076,51,25,453.75,3935.75,1,1,15.583347585933785,24.65754488240114
2077,52,25,454.25,3935.75,0,0,15.540990180532695,24.81085307368308
2078,53,25,454.75,3935.75,0,0,15.514639202985,24.973232487208215
2079,54,25,455.25,3935.75,0,0,15.504376266273482,25.14450738186005
2080,55,25,455.75,3935.75,0,0,15.510233306226242,25.324497272259464
2081,56,25,456.25,3935.75,0,0,15.532192086790428,25.51301771074797
2082,57,25,456.75,3935.75,0,0,15.57018448279726,25.709881044555654
2083,58,25,457.25,3935.75,0,0,15.62409353004922,25.91489714317741
2084,59,25,457.75,3935.75,0,0,15.693755205275481,26.127874091814807
2085,60,25,458.25,3935.75,0,0,15.778960873596736,26.34861884755992
2086,61,25,458.75,3935.75,0,0,15.879460320107924,26.5769378557849
2087,62,25,459.25,3935.75,0,0,15.994965266147577,26.812637624943115
2088,63,25,459.75,3935.75,0,0,16.125153260439195,27.05552525867457
2089,64,25,460.25,3935.75,0,0,16.269671830741952,27.305408944731816
2090,65,25,460.75,3935.75,0,0,16.42814278265877,27.562098400798565
2091,66,25,461.25,3935.75,0,0,16.600166538164878,27.825405277759486
2092,67,25,461.75,3935.75,0,0,16.785326416313573,28.095143521395794
2093,68,25,462.25,3935.75,0,0,16.98319277137193,28.37112969382944
2094,69,25,462.75,3935.75,0,0,17.193326918225136,28.653183256321682
2095,70,25,463.25,3935.75,0,0,17.41528479021662,28.941126815254027
2096,71,25,463.75,3935.75,0,0,17.648620289748877,29.23478633328587
2097,72,25,464.25,3935.75,0,0,17.892888306227174,29.5339913077989
2098,73,25,464.75,3935.75,0,0,18.147647388752805,29.838574918809435
2099,74,25,465.25,3935.75,0,0,18.412462072028603,30.148374148561743
2100,75,25,465.75,3935.75,0,0,18.686904863065934,30.463229875013724
2101,76,25,466.25,3935.75,0,0,18.97055790346353,30.78298694139656
2102,77,25,466.75,3935.75,0,0,19.263014327359258,31.10749420397686
2103,78,25,467.25,3935.75,0,0,19.56387933880787,31.436604560077992
2104,79,25,467.75,3935.75,0,0,19.872771034529098,31.770174958331268
2105,80,25,468.25,3935.75,0,0,20.18932099893912,32.1080663930303
2106,0,26,428.25,3936.25,0,0,30.948701946660663,29.341497058774262
2107,1,26,428.75,3936.25,0,0,30.512354972873247,29.034589032158202
2108,2,26,429.25,3936.25,0,0,30.07798962361029,28.733104094103442
2109,3,26,429.75,3936.25,0,0,29.645693002616646,28.437214728219192
2110,4,26,430.25,3936.25,0,0,29.215556941683978,28.147097401243865
2111,5,26,430.75,3936.25,0,0,28.787678288117718,27.862932414434983
2112,6,26,431.25,3936.25,0,0,28.362159209544497,27.584903721920696
2113,7,26,431.75,3936.25,0,0,27.939107516793285,27.31319871351389
2114,8,26,432.25,3936.25,0,0,27.51863700553355,27.04800795955516
2115,9,26,432.75,3936.25,0,0,27.100867817280424,26.789524915466906
2116,10,26,433.25,3936.25,0,0,26.68592682027535,26.53794558387451
2117,11,26,433.75,3936.25,0,0,26.273948010614557,26.293468132388835
2118,12,26,434.25,3936.25,0,0,25.865072933820656,26.05629246545275
2119,13,26,434.75,3936.25,0,0,25.45945112682611,25.826619749039406
2120,14,26,435.25,3936.25,0,0,25.057240580052557,25.60465188745465
2121,15,26,435.75,3936.25,0,0,24.658608218916534,25.390590952043585
2122,16,26,436.25,3936.25,0,0,24.26373040365812,25.18463856223194
2123,17,26,436.75,3936.25,0,0,23.87279344586194,24.98699522004442
2124,18,26,437.25,3936.25,0,0,23.485994139405175,24.797859600029703
2125,19,26,437.75,3936.25,0,0,23.10354030280986,24.617427797376553
2126,20,26,438.25,3936.25,0,0,22.725651329080645,24.44589253791545
2127,21,26,438.75,3936.25,0,0,22.352558738057937,24.28344235464925
2128,22,26,439.25,3936.25,0,0,21.98450672509428,24.13026073642462
2129,23,26,439.75,3936.25,0,0,21.62175269845396,23.986525255319876
2130,24,26,440.25,3936.25,0,0,21.264567796230573,23.852406680256834
2131,25,26,440.75,3936.25,1,1,20.913237371766996,23.728068085215522
2132,26,26,441.25,3936.25,0,0,20.568061434545967,23.613663961208687
2133,27,26,441.75,3936.25,0,0,20.229355031306422,23.509339341826443
2134,28,26,442.25,3936.25,0,0,19.897448549752,23.415228952658378
2135,29,26,442.75,3936.25,33,1,19.572687924692747,23.331456395211887
2136,30,26,443.25,3936.25,10,1,19.255434723859096,23.258133376045816
2137,31,26,443.75,3936.25,3,1,18.946066088034847,23.195358991707778
2138,32,26,444.25,3936.25,3,1,18.64497449769158,23.143219079688578
2139,33,26,444.75,3936.25,11,1,18.35256733612371,23.1017856449826
2140,34,26,445.25,3936.25,24,1,18.069266217374192,23.07111637097318
2141,35,26,445.75,3936.25,4,1,17.79550604623891,23.05125422225978
2142,36,26,446.25,3936.25,1,1,17.53173377761341,23.042227145732067
2143,37,26,446.75,3936.25,0,0,17.27840684370224,23.044047874706703
2144,38,26,447.25,3936.25,0,0,17.035991220468556,23.056713839314504
2145,39,26,447.75,3936.25,0,0,16.804959109479174,23.080207184605158
2146,40,26,448.25,3936.25,0,0,16.585786218284994,23.11449489607251
2147,41,26,448.75,3936.25,1,1,16.378948631888367,23.15952903054863
2148,42,26,449.25,3936.25,0,0,16.18491927979325,23.215247048719668
2149,43,26,449.75,3936.25,0,0,16.004164017555198,23.28157224393039
2150,44,26,450.25,3936.25,0,0,15.837137358379952,23.358414260510333
2151,45,26,450.75,3936.25,0,0,15.684277908644034,23.44566969361027
2152,46,26,451.25,3936.25,0,0,15.54600358043715,23.54322276151117
2153,47,26,451.75,3936.25,0,0,15.422706673290199,23.65094604057944
2154,48,26,452.25,3936.25,0,0,15.314748934858038,23.768701252501426
2155,49,26,452.75,3936.25,0,0,15.222456725020464,23.896340093138228
2156,50,26,453.25,3936.25,0,0,15.14611641816166,24.03370509229045
2157,51,26,453.75,3936.25,0,0,15.085970182918018,24.180630493836397
2158,52,26,454.25,3936.25,1,1,15.042212276366694,24.336943146083758
2159,53,26,454.75,3936.25,0,0,15.014985979835688,24.502463392728
2160,54,26,455.25,3936.25,0,0,15.004381286212626,24.677005955509237
2161,55,26,455.75,3936.25,0,0,15.010433424436252,24.860380800472484
2162,56,26,456.25,3936.25,0,0,15.033122277052708,25.05239398063114
2163,57,26,456.75,3936.25,1,1,15.072372713153154,25.25284844877952
2164,58,26,457.25,3936.25,0,0,15.128055823918325,25.46154483516836
2165,59,26,457.75,3936.25,0,0,15.1999910137794,25.678282185721677
2166,60,26,458.25,3936.25,0,0,15.287948869170117,25.902858657411034
2167,61,26,458.75,3936.25,0,0,15.391654700965237,26.135072168296695
2168,62,26,459.25,3936.25,0,0,15.510792637422842,26.374721000578166
2169,63,26,459.75,3936.25,0,0,15.645010132579525,26.621604355759658
2170,64,26,460.25,3936.25,0,0,15.793922750726033,26.875522861720555
2171,65,26,460.75,3936.25,0,0,15.957119090339797,27.136279032084094
2172,66,26,461.25,3936.25,0,0,16.134165719697815,27.40367767879686
2173,67,26,461.75,3936.25,0,0,16.32461201003128,27.67752627926947
2174,68,26,462.25,3936.25,0,0,16.527994769040887,27.957635299787327
2175,69,26,462.75,3936.25,0,0,16.743842596394302,28.243818477185005
2176,70,26,463.25,3936.25,0,0,16.971679902125587,28.535893060993196
2177,71,26,463.75,3936.25,0,0,17.211030547518035,28.833680018421205
2178,72,26,464.25,3936.25,0,0,17.461421085209082,29.13700420463581
2179,73,26,464.75,3936.25,0,0,17.722383590317914,29.445694500847274
2180,74,26,465.25,3936.25,0,0,17.99345808703138,29.759583922721266
2181,75,26,465.75,3936.25,0,0,18.274194585183242,30.078509701608436
2182,76,26,466.25,3936.25,0,0,18.5641547489921,30.402313341027444
2183,77,26,466.75,3936.25,0,0,18.862913225477957,30.73084065075796
2184,78,26,467.25,3936.25,0,0,19.17005866342867,31.063941760802674
2185,79,26,467.75,3936.25,0,0,19.48519445544955,31.40147111736651
2186,80,26,468.25,3936.25,0,0,19.80793923592425,31.743287462880488
2187,0,27,428.25,3936.75,0,0,30.709411042204973,28.950506404929822
2188,1,27,428.75,3936.75,0,0,30.269614803734886,28.63940871802603
2189,2,27,429.25,3936.75,0,0,29.83171524022498,28.333719175823138
2190,3,27,429.75,3936.75,0,0,29.39579711423483,28.033614696479482
2191,4,27,430.25,3936.75,0,0,28.961949896176574,27.739276550893194
2192,5,27,430.75,3936.75,0,0,28.53026806036052,27.450890225695698
2193,6,27,431.25,3936.75,0,0,28.100851399973862,27.168645251455917
2194,7,27,431.75,3936.75,0,0,27.673805361944684,26.892734993222998
2195,8,27,432.25,3936.75,0,0,27.2492414026186,26.62335640057398
2196,9,27,432.75,3936.75,0,0,26.827277365129117,26.360709714426243
2197,10,27,433.25,3936.75,0,0,26.40803787926991,26.104998128031124
2198,11,27,433.75,3936.75,0,0,25.991654784571523,25.856427399793095
2199,12,27,434.25,3936.75,0,0,25.578267577139098,25.615205415866445
2200,13,27,434.75,3936.75,0,0,25.168023880613084,25.381541700875783
2201,14,27,435.25,3936.75,0,0,24.761079941361523,25.155646875593536
2202,15,27,435.75,3936.75,1,1,24.357601147688605,24.937732060991863
2203,16,27,436.25,3936.75,1,1,23.957762572437073,24.728008228769337
2204,17,27,436.75,3936.75,0,0,23.561749537855885,24.52668549923423
2205,18,27,437.25,3936.75,0,0,23.1697582009834,24.333972388301284
2206,19,27,437.75,3936.75,0,0,22.781996157040822,24.150075006319792
2207,20,27,438.25,3936.75,0,0,22.398683057421213,23.97519621248457
2208,21,27,438.75,3936.75,0,0,22.020051237774027,23.809534729670737
2209,22,27,439.25,3936.75,0,0,21.64634635040239,23.65328422565584
2210,23,27,439.75,3936.75,0,0,21.2778279936878,23.506632367821688
2211,24,27,440.25,3936.75,1,1,20.914770329514727,23.369759859531822
2212,25,27,440.75,3936.75,0,0,20.55746267766854,23.242839467424098
2213,26,27,441.25,3936.75,0,0,20.206210073913425,23.12603504980285
2214,27,27,441.75,3936.75,0,0,19.86133377592013,23.019500597123574
2215,28,27,442.25,3936.75,1,1,19.523171698417528,22.923379296195293
2216,29,27,442.75,3936.75,14,1,19.19207875591585,22.837802630145873
2217,30,27,443.25,3936.75,19,1,18.868427088145474,22.762889526370774
2218,31,27,443.75,3936.75,7,1,18.5526061400561,22.69874556459063
2219,32,27,444.25,3936.75,6,1,18.245022564947202,22.64546225675876
2220,33,27,444.75,3936.75,7,1,17.94609991621628,22.603116409879146
2221,34,27,445.25,3936.75,4,1,17.656278090532087,22.571769581820796
2222,35,27,445.75,3936.75,1,1,17.376012483236448,22.55146763896029
2223,36,27,446.25,3936.75,3,1,17.105772815776966,22.54224042297783
2224,37,27,446.75,3936.75,1,1,16.846041595352883,22.54410153240972
2225,38,27,447.25,3936.75,0,0,16.597312169135847,22.557048222670026
2226,39,27,447.75,3936.75,0,0,16.36008633984339,22.581061426251058
2227,40,27,448.25,3936.75,0,0,16.134871516517126,22.61610589275674
2228,41,27,448.75,3936.75,0,0,15.922177384450313,22.662130446377912
2229,42,27,449.25,3936.75,0,0,15.722512091561144,22.719068356446996
2230,43,27,449.75,3936.75,0,0,15.536377965171669,22.78683781486966
2231,44,27,450.25,3936.75,0,0,15.364266792921072,22.86534251257646
2232,45,27,450.75,3936.75,0,0,15.206654723884622,22.954472305712
2233,46,27,451.25,3936.75,0,0,15.063996869982013,23.054103961116372
2234,47,27,451.75,3936.75,0,0,14.936721712150002,23.164101969776947
2235,48,27,452.25,3936.75,1,1,14.825225438879459,23.284319416347277
2236,49,27,452.75,3936.75,0,0,14.729866364668215,23.41459889254457
2237,50,27,453.25,3936.75,0,0,14.650959590701538,23.554773442234843
2238,51,27,453.75,3936.75,0,0,14.588772077723155,23.704667526275802
2239,52,27,454.25,3936.75,1,1,14.543518300024246,23.864097995682492
2240,53,27,454.75,3936.75,0,0,14.51535663876453,24.03287506237653
2241,54,27,455.25,3936.75,0,0,14.504386652248032,24.210803257638155
2242,55,27,455.75,3936.75,0,0,14.510647331022012,24.397682369362975
2243,56,27,456.25,3936.75,0,0,14.534116408391727,24.59330835029292
2244,57,27,456.75,3936.75,0,0,14.574710754593623,24.797474190506783
2245,58,27,457.25,3936.75,0,0,14.632287838456854,25.009970748585705
2246,59,27,457.75,3936.75,0,0,14.70664819715348,25.230587536983265
2247,60,27,458.25,3936.75,0,0,14.797538815702532,25.459113458202697
2248,61,27,458.75,3936.75,0,0,14.90465728588244,25.69533748939485
2249,62,27,459.25,3936.75,0,0,15.027656590998939,25.93904931392365
2250,63,27,459.75,3936.75,0,0,15.166150349524404,26.190039899290447
2251,64,27,460.25,3936.75,0,0,15.319718347011625,26.448102021557013
2252,65,27,460.75,3936.75,0,0,15.48791219109761,26.713030737056975
2253,66,27,461.25,3936.75,0,0,15.670260937410562,26.9846238027365
2254,67,27,461.75,3936.75,0,0,15.866276552925727,27.2626820469204
2255,68,27,462.25,3936.75,0,0,16.0754591057707,27.547009692664258
2256,69,27,462.75,3936.75,0,0,16.297301594702464,27.83741463613317
2257,70,27,463.25,3936.75,0,0,16.53129435573866,28.13370868265085
2258,71,27,463.75,3936.75,0,0,16.776929006330754,28.43570774319722
2259,72,27,464.25,3936.75,0,0,17.033701908007185,28.74323199420672
2260,73,27,464.75,3936.75,0,0,17.301117145960053,29.05610600354169
2261,74,27,465.25,3936.75,0,0,17.578689038310518,29.37415882549344
2262,75,27,465.75,3936.75,0,0,17.865944198754335,29.697224067605656
2263,76,27,466.25,3936.75,0,0,18.162423184156598,30.025139932027614
2264,77,27,466.75,3936.75,0,0,18.46768176376706,30.357749233994635
2265,78,27,467.25,3936.75,0,0,18.7812918494751,30.694899399906237
2266,79,27,467.75,3936.75,0,0,19.102842127352286,31.036442447333215
2267,80,27,468.25,3936.75,0,0,19.431938430067408,31.382234949137857
2268,0,28,428.25,3937.25,0,0,30.476445017996504,28.562916387401806
2269,1,28,428.75,3937.25,0,0,30.03323750018218,28.247550392378617
2270,2,28,429.25,3937.25,0,0,29.591840235945696,27.937573512855977
2271,3,28,429.75,3937.25,0,0,29.15233545287787,27.63316710770762
2272,4,28,430.25,3937.25,0,0,28.71481004924994,27.334517281612218
2273,5,28,430.75,3937.25,0,0,28.27935589740139,27.041814762234793
2274,6,28,431.25,3937.25,0,0,27.846070167606705,26.755254740915515
2275,7,28,431.75,3937.25,0,0,27.415055673601348,26.475036673582622
2276,8,28,432.25,3937.25,0,0,26.986421240950918,26.2013640386108
2277,9,28,432.75,3937.25,0,0,26.56028209943246,25.93444404840925
2278,10,28,433.25,3937.25,0,0,26.136760300557864,25.67448731165498
2279,11,28,433.75,3937.25,0,0,25.715985161300022,25.421707443297258
2280,12,28,434.25,3937.25,0,0,25.29809373497514,25.176320619758116
2281,13,28,434.75,3937.25,0,0,24.883231310080564,24.93854507715156
2282,14,28,435.25,3937.25,0,0,24.471551937675695,24.708600550848338
2283,15,28,435.75,3937.25,0,0,24.063218987611457,24.486707655330992
2284,16,28,436.25,3937.25,0,0,23.658405733547006,24.27308720401894
2285,17,28,436.75,3937.25,0,0,23.257295966223484,24.067959469597138
2286,18,28,437.25,3937.25,0,0,22.860084633874404,23.871543386350893
2287,19,28,437.75,3937.25,0,0,22.466978507918817,23.684055697086507
2288,20,28,438.25,3937.25,0,0,22.078196871182016,23.505710048389485
2289,21,28,438.75,3937.25,0,0,21.69397222479223,23.336716039220708
2290,22,28,439.25,3937.25,0,0,21.314551008581958,23.177278229151142
2291,23,28,439.75,3937.25,0,0,20.940194328248904,23.027595113857334
2292,24,28,440.25,3937.25,0,0,20.57117868067391,22.88785807680589
2293,25,28,440.75,3937.25,0,0,20.20779666662346,22.75825032730485
2294,26,28,441.25,3937.25,0,0,19.850357677557945,22.63894583624719
2295,27,28,441.75,3937.25,0,0,19.49918854040775,22.530108281870206
2296,28,28,442.25,3937.25,1,1,19.154634100962472,22.43189001865556
2297,29,28,442.75,3937.25,1,1,18.81705772295817,22.34443108305337
2298,30,28,443.25,3937.25,10,1,18.486841676082076,22.267858249988574
2299,31,28,443.75,3937.25,14,1,18.16438738201513,22.202284154065023
2300,32,28,444.25,3937.25,2,1,17.850115483416232,22.147806488998167
2301,33,28,444.75,3937.25,6,1,17.544465696585952,22.10450729806869
2302,34,28,445.25,3937.25,2,1,17.247896404665312,22.072452367297895
2303,35,28,445.75,3937.25,1,1,16.960883944931997,22.051690731617317
2304,36,28,446.25,3937.25,3,1,16.683921541437353,22.042254302569866
2305,37,28,446.75,3937.25,0,0,16.41751783334566,22.044157624083127
2306,38,28,447.25,3937.25,0,0,16.162194950427004,22.057397760653565
2307,39,28,447.75,3937.25,0,0,15.918486090800013,22.081954319940692
2308,40,28,448.25,3937.25,0,0,15.686932562817336,22.11778960936671
2309,41,28,448.75,3937.25,0,0,15.46808026348985,22.164848923926204
2310,42,28,449.25,3937.25,1,1,15.262475580493147,22.223060960109326
2311,43,28,449.75,3937.25,0,0,15.070660723821467,22.29233834870173
2312,44,28,450.25,3937.25,0,0,14.893168516468226,22.372578297309865
2313,45,28,450.75,3937.25,0,0,14.73051670062207,22.463663331823753
2314,46,28,451.25,3937.25,0,0,14.583201845777596,22.56546212471142
2315,47,28,451.75,3937.25,0,0,14.451692976328983,22.677830397065065
2316,48,28,452.25,3937.25,0,0,14.336425066572971,22.80061188069984
2317,49,28,452.75,3937.25,0,0,14.237792578094654,22.93363932633836
2318,50,28,453.25,3937.25,0,0,14.156143235508484,23.076735543980995
2319,51,28,453.75,3937.25,0,0,14.091772248784677,23.22971446193643
2320,52,28,454.25,3937.25,0,0,14.044917191603636,23.392382191631555
2321,53,28,454.75,3937.25,0,0,14.015753733795009,23.564538086192645
2322,54,28,455.25,3937.25,0,0,14.004392401449413,23.745975781843253
2323,55,28,455.75,3937.25,0,0,14.010876501531211,23.936484212351424
2324,56,28,456.25,3937.25,0,0,14.035181300879046,24.135848588032108
2325,57,28,456.75,3937.25,0,0,14.077214495628395,24.343851332126437
2326,58,28,457.25,3937.25,0,0,14.136817950419946,24.56027296869757
2327,59,28,457.75,3937.25,0,0,14.213770631704346,24.784892957469058
2328,60,28,458.25,3937.25,0,0,14.307792610255655,25.01749047225684
2329,61,28,458.75,3937.25,0,0,14.418549968199704,25.2578451207882
2330,62,28,459.25,3937.25,0,0,14.545660417899803,25.50573760474272
2331,63,28,459.75,3937.25,0,0,14.688699425076491,25.76095031978148
2332,64,28,460.25,3937.25,0,0,14.847206626420602,26.023267896144635
2333,65,28,460.75,3937.25,0,0,15.020692341400686,26.292477681093022
2334,66,28,461.25,3937.25,0,0,15.208643996832807,26.568370165048464
2335,67,28,461.75,3937.25,0,0,15.410532308450087,26.85073935375523
2336,68,28,462.25,3937.25,0,0,15.625817093424885,27.139383089148552
2337,69,28,462.75,3937.25,0,0,15.853952618970283,27.434103321884333
2338,70,28,463.25,3937.25,0,0,16.09439242257812,27.734706338666857
2339,71,28,463.75,3937.25,0,0,16.346593567447787,28.041002947618516
2340,72,28,464.25,3937.25,0,0,16.610020321080608,28.35280862497775
2341,73,28,464.75,3937.25,0,0,16.884147265233626,28.66994362639863
2342,74,28,465.25,3937.25,0,0,17.168461861258322,28.992233066066813
2343,75,28,465.75,3937.25,0,0,17.462466506449395,29.319506966751685
2344,76,28,466.25,3937.25,0,0,17.76568012478701,29.651600283790135
2345,77,28,466.75,3937.25,0,0,18.077639339903804,29.98835290585206
2346,78,28,467.25,3937.25,0,0,18.397899279836896,30.329609635176453
2347,79,28,467.75,3937.25,0,0,18.726034062726907,30.675220149796008
2348,80,28,468.25,3937.25,0,0,19.061637010650312,31.0250389500918
2349,0,29,428.25,3937.75,0,0,30.249950005096323,28.178867330067234
2350,1,29,428.75,3937.75,0,0,29.80337445857788,27.85915423378451
2351,2,29,429.25,3937.75,0,0,29.35852147036015,27.544806865143485
2352,3,29,429.75,3937.75,0,0,28.915470543170887,27.236011012156652
2353,4,29,430.25,3937.75,1,1,28.474305795582946,26.932957625752522
2354,5,29,430.75,3937.75,0,0,28.035116271343586,26.635842714035604
2355,6,29,431.25,3937.75,0,0,27.597996270655944,26.344867198433665
2356,7,29,431.75,3937.75,0,0,27.163045704827077,26.060236727999396
2357,8,29,432.25,3937.75,0,0,26.73037047573247,25.782161448094907
2358,9,29,432.75,3937.75,0,0,26.300082881567036,25.510855719710655
2359,10,29,433.25,3937.75,0,0,25.87230205035263,25.24653778576691
2360,11,29,433.75,3937.75,0,0,25.447154402645225,24.98942938092863
2361,12,29,434.25,3937.75,0,0,25.024774144823997,24.73975528174605
2362,13,29,434.75,3937.75,0,0,24.605303794239912,24.497742794325852
2363,14,29,435.25,3937.75,0,0,24.188894737342224,24.26362117725231
2364,15,29,435.75,3937.75,0,0,23.775707821673947,24.037620998124364
2365,16,29,436.25,3937.75,0,0,23.36591398231606,23.81997342285948
2366,17,29,436.75,3937.75,0,0,22.959694902946303,23.610909437842384
2367,18,29,437.25,3937.75,0,0,22.557243711139975,23.410659006065103
2368,19,29,437.75,3937.75,0,0,22.158765706851753,23.219450159607995
2369,20,29,438.25,3937.75,0,0,21.76447912215072,23.03750803213712
2370,21,29,438.75,3937.75,1,1,21.374615909202205,22.865053836521902
2371,22,29,439.25,3937.75,0,0,20.98942255216435,22.702303794181493
2372,23,29,439.75,3937.75,0,0,20.609160897054753,22.549468024314233
2373,24,29,440.25,3937.75,0,0,20.23410899170201,22.406749402709725
2374,25,29,440.75,3937.75,0,0,19.864561925586514,22.27434240133915
2375,26,29,441.25,3937.75,0,0,19.50083265665461,22.152431921311887
2376,27,29,441.75,3937.75,0,0,19.143252809024702,22.041192133018132
2377,28,29,442.25,3937.75,0,0,18.792173421869478,21.940785338289125
2378,29,29,442.75,3937.75,0,0,18.447965625645637,21.851360870141374
2379,30,29,443.25,3937.75,1,1,18.111021217269563,21.773054046077416
2380,31,29,443.75,3937.75,19,1,17.781753100855205,21.70598519094839
2381,32,29,444.25,3937.75,4,1,17.460595555340003,21.650258745011186
2382,33,29,444.75,3937.75,1,1,17.14800428488821,21.605962472016746
2383,34,29,445.25,3937.75,1,1,16.84445620261841,21.57316678094476
2384,35,29,445.75,3937.75,3,1,16.55044889328731,21.55192417337072
2385,36,29,446.25,3937.75,7,1,16.266499696514323,21.542268826448705
2386,37,29,446.75,3937.75,0,0,15.993144349504446,21.544216319171284
2387,38,29,447.25,3937.75,2,1,15.730935127686191,21.557763506994615
