cell_id,ix,iy,x_center_km,y_center_km,total_events,occupied_flag,distance_to_mw64_km,distance_to_mw71_km
88,7,1,431.75,3923.75,0,0,36.22084164453326,38.448687073400805
89,8,1,432.25,3923.75,0,0,35.89750720099851,38.260755981613336
90,9,1,432.75,3923.75,0,0,35.57826129890449,38.07846318985081
91,10,1,433.25,3923.75,0,0,35.263214981911545,37.90189005204208
92,11,1,433.75,3923.75,0,0,34.95248180985001,37.73111686835348
93,12,1,434.25,3923.75,0,0,34.646177833568906,37.56622273731565
94,13,1,434.75,3923.75,0,0,34.34442155987879,37.407285404929794
95,14,1,435.25,3923.75,0,0,34.04733390575615,37.25438111124833
96,15,1,435.75,3923.75,0,0,33.75503814095664,37.10758443496961
97,16,1,436.25,3923.75,0,0,33.46765981817108,36.96696813663059
98,17,1,436.75,3923.75,0,0,33.18532668985207,36.83260300102239
99,18,1,437.25,3923.75,0,0,32.908168610841805,36.70455767949243
100,19,1,437.75,3923.75,0,0,32.63631742594405,36.58289853283156
101,20,1,438.25,3923.75,0,0,32.36990684160775,36.467689475475574
102,21,1,438.75,3923.75,0,0,32.1090722809263,36.358991821776
103,22,1,439.25,3923.75,0,0,31.853950721207802,36.25686413511567
104,23,1,439.75,3923.75,0,0,31.60468051343852,36.161362080658684
105,24,1,440.25,3923.75,0,0,31.361401183045153,36.07253828253235
106,25,1,440.75,3923.75,0,0,31.124253211463426,35.99044218623918
107,26,1,441.25,3923.75,0,0,30.89337779814109,35.915119927090416
108,27,1,441.75,3923.75,0,0,30.668916602743927,35.84661420543856
109,28,1,442.25,3923.75,0,0,30.451011467493938,35.78496416946386
110,29,1,442.75,3923.75,0,0,30.23980411974973,35.730205306240194
111,30,1,443.25,3923.75,0,0,30.03543585513981,35.682369341767895
112,31,1,443.75,3923.75,0,0,29.8380472017792,35.64148415061584
113,32,1,444.25,3923.75,0,0,29.647777566336888,35.607573675762616
114,33,1,444.75,3923.75,0,0,29.46476486297446,35.58065785916732
115,34,1,445.25,3923.75,0,0,29.289145126441632,35.560752583534956
116,35,1,445.75,3923.75,0,0,29.121052110889554,35.547869625670266
117,36,1,446.25,3923.75,0,0,28.96061687624299,35.54201662173818
118,37,1,446.75,3923.75,0,0,28.807967364253866,35.54319704466912
119,38,1,447.25,3923.75,0,0,28.66322796663525,35.55141019386486
120,39,1,447.75,3923.75,0,0,28.526519087941427,35.566651197276094
121,40,1,448.25,3923.75,0,0,28.397956706109543,35.5889110258373
122,41,1,448.75,3923.75,0,0,28.277651933805558,35.61817652015928
123,42,1,449.25,3923.75,0,0,28.165710583914667,35.65443042929572
124,43,1,449.75,3923.75,0,0,28.062232742677978,35.697651461318166
125,44,1,450.25,3923.75,0,0,27.967312354096762,35.74781434535563
126,45,1,450.75,3923.75,0,0,27.88103681929707,35.80488990468029
127,46,1,451.25,3923.75,0,0,27.8034866145666,35.8688451403518
128,47,1,451.75,3923.75,0,0,27.734734931738025,35.93964332486901
129,48,1,452.25,3923.75,0,0,27.674847344495955,36.017244105220826
130,49,1,452.75,3923.75,0,0,27.623881504027278,36.10160361467793
131,50,1,453.25,3923.75,0,0,27.58188686721642,36.19267459262426
132,51,1,453.75,3923.75,0,0,27.548904460310414,36.29040651169193
133,52,1,454.25,3923.75,0,0,27.524966680646433,36.39474571143635
134,53,1,454.75,3923.75,0,0,27.51009713865223,36.50563553776837
135,54,1,455.25,3923.75,0,0,27.504310541903557,36.62301648734904
136,55,1,455.75,3923.75,0,0,27.50761262256055,36.74682635614812
137,56,1,456.25,3923.75,0,0,27.52000010901595,36.877000391370835
138,57,1,456.75,3923.75,0,0,27.54146074208162,37.01347144596717
139,58,1,457.25,3923.75,0,0,27.57197333552694,37.15617013495457
140,59,1,457.75,3923.75,0,0,27.61150788027329,37.30502499280697
141,60,1,458.25,3923.75,0,0,27.66002569105422,37.459962631190855
142,61,1,458.75,3923.75,0,0,27.71747959388019,37.620907896361004
143,62,1,459.25,3923.75,0,0,27.7838141522101,37.78778402556493
144,63,1,459.75,3923.75,0,0,27.858965929336563,37.96051280184454
145,64,1,460.25,3923.75,0,0,27.94286378414569,38.13901470666574
146,65,1,460.75,3923.75,0,0,28.0354291971196,38.32320906985124
147,66,1,461.25,3923.75,0,0,28.13657662321576,38.51301421633719
148,67,1,461.75,3923.75,0,0,28.24621386808287,38.70834760932134
149,68,1,462.25,3923.75,0,0,28.364242483959664,38.90912598941688
150,69,1,462.75,3923.75,0,0,28.490558181549336,39.11526550947313
151,70,1,463.25,3923.75,0,0,28.625051254166046,39.326681864770144
152,71,1,463.75,3923.75,0,0,28.767607010507817,39.54329041833903
153,72,1,464.25,3923.75,0,0,28.91810621251682,39.76500632120365
154,73,1,464.75,3923.75,0,0,29.07642551493889,39.99174462738065
155,74,1,465.25,3923.75,0,0,29.24243790338238,40.22342040351481
156,75,1,465.75,3923.75,0,0,29.41601312789617,40.45994883306396
157,76,1,466.25,3923.75,0,0,29.597018129330955,40.701245314982884
158,77,1,466.75,3923.75,0,0,29.785317456010617,40.94722555688821
159,78,1,467.25,3923.75,0,0,29.980773668514896,41.19780566271633
160,79,1,467.75,3923.75,0,0,30.183247730655186,41.452902214913784
161,80,1,468.25,3923.75,0,0,30.392599385006324,41.71243235122434
162,0,2,428.25,3924.25,0,0,38.235109090501105,39.47052741991528
163,1,2,428.75,3924.25,0,0,37.882782645548964,39.2429158628987
164,2,2,429.25,3924.25,0,0,37.533809755702805,39.02038385304287
165,3,2,429.75,3924.25,0,0,37.18828482983151,38.80301878275802
166,4,2,430.25,3924.25,0,0,36.84630486754488,38.590907961219756
167,5,2,430.75,3924.25,0,0,36.507969488858826,38.384138493492294
168,6,2,431.25,3924.25,0,0,36.173380959026105,38.18279715400457
169,7,2,431.75,3924.25,0,0,35.842644207901536,37.986970254550734
170,8,2,432.25,3924.25,0,0,35.51586684316748,37.796743507032254
171,9,2,432.75,3924.25,0,0,35.193159156702436,37.61220188120668
172,10,2,433.25,3924.25,0,0,34.87463412333345,37.43342945775754
173,11,2,433.75,3924.25,0,0,34.56040739117176,37.26050927705058
174,12,2,434.25,3924.25,0,0,34.25059726269229,37.09352318399312
175,13,2,434.75,3924.25,0,0,33.945324665681575,36.93255166946494
176,14,2,435.25,3924.25,0,0,33.64471311314625,36.77767370884081
177,15,2,435.75,3924.25,0,0,33.34888865124745,36.62896659817504
178,16,2,436.25,3924.25,0,0,33.057979794305126,36.48650578866775
179,17,2,436.75,3924.25,0,0,32.77211744590318,36.35036472007878
180,18,2,437.25,3924.25,0,0,32.491434805121436,36.22061465379916
181,19,2,437.75,3924.25,0,0,32.216067256926976,36.097324506329734
182,20,2,438.25,3924.25,0,0,31.946152245774883,35.980560683951765
183,21,2,438.75,3924.25,0,0,31.681829131500805,35.87038691940468
184,22,2,439.25,3924.25,0,0,31.423239026634388,35.766864111409895
185,23,2,439.75,3924.25,0,0,31.170524614327295,35.670050167897486
186,24,2,440.25,3924.25,0,0,30.92382994617208,35.5799998538025
187,25,2,440.75,3924.25,0,0,30.683300219291183,35.49676464430031
188,26,2,441.25,3924.25,0,0,30.449081532199617,35.420392584344846
189,27,2,441.75,3924.25,0,0,30.221320619091504,35.350928155359284
190,28,2,442.25,3924.25,0,0,30.000164562370497,35.288412149906044
191,29,2,442.75,3924.25,0,0,29.785760483437315,35.23288155513112
192,30,2,443.25,3924.25,0,0,29.5782552119641,35.184369445737715
193,31,2,443.75,3924.25,0,0,29.377794934124424,35.14290488719486
194,32,2,444.25,3924.25,0,0,29.184524820508077,35.10851284983012
195,33,2,444.75,3924.25,0,0,28.99858863472906,35.08121413439035
196,34,2,445.25,3924.25,0,0,28.820128324031156,35.06102530958289
197,35,2,445.75,3924.25,0,0,28.64928359350384,35.04795866203158
198,36,2,446.25,3924.25,0,0,28.48619146583821,35.04202215899843
199,37,2,446.75,3924.25,0,0,28.33098582887258,35.04321942413396
200,38,2,447.25,3924.25,0,0,28.183796973494616,35.05154972642811
201,39,2,447.75,3924.25,0,0,28.044751124774663,35.0670079824402
202,40,2,448.25,3924.25,0,0,27.91396996949619,35.08958477179215
203,41,2,448.75,3924.25,0,0,27.79157018351645,35.11926636581479
204,42,2,449.25,3924.25,0,0,27.67766296262576,35.156034769144725
205,43,2,449.75,3924.25,0,0,27.57235356076973,35.199867773978575
206,44,2,450.25,3924.25,0,0,27.475740839647557,35.25073902660535
207,45,2,450.75,3924.25,0,0,27.387916833794826,35.30861810575571
208,46,2,451.25,3924.25,0,0,27.308966335294482,35.373470612230896
209,47,2,451.75,3924.25,0,0,27.238966502230454,35.44525826920472
210,48,2,452.25,3924.25,0,0,27.177986494900942,35.52393903252971
211,49,2,452.75,3924.25,0,0,27.126087143640962,35.60946721032415
212,50,2,453.25,3924.25,1,1,27.083320651865954,35.70179359107065
213,51,2,453.75,3924.25,0,0,27.049730337642448,35.800865579419664
214,52,2,454.25,3924.25,0,0,27.025350416720958,35.906627338862364
215,53,2,454.75,3924.25,0,0,27.010205829536822,36.0190199404176
216,54,2,455.25,3924.25,0,0,27.00431211420373,36.137981516466354
217,55,2,455.75,3924.25,0,0,27.007675327001316,36.26344741886417
218,56,2,456.25,3924.25,0,0,27.0202920113033,36.395350380467406
219,57,2,456.75,3924.25,0,0,27.042149215317306,36.53362067922164
220,58,2,457.25,3924.25,0,0,27.073224558424357,36.67818630398065
221,59,2,457.75,3924.25,0,0,27.113486345327434,36.82897312125029
222,60,2,458.25,3924.25,0,0,27.162893726656637,36.985905042083786
223,61,2,458.75,3924.25,0,0,27.221396904145607,37.14890418839163
224,62,2,459.25,3924.25,0,0,27.288937378000142,37.31789105797063
225,63,2,459.75,3924.25,0,0,27.365448233635764,37.49278468760125
226,64,2,460.25,3924.25,0,0,27.450854464573304,37.67350281361011
227,65,2,460.75,3924.25,0,0,27.54507332795775,37.85996202934377
228,66,2,461.25,3924.25,0,0,27.648014728908745,38.05207793905104
229,67,2,461.75,3924.25,0,0,27.75958162972454,38.24976530772283
230,68,2,462.25,3924.25,0,0,27.879670479844727,38.45293820649002
231,69,2,462.75,3924.25,0,0,28.00817166242936,38.66151015323124
232,70,2,463.25,3924.25,0,0,28.144969953430333,38.87539424809304
233,71,2,463.75,3924.25,0,0,28.289944989110207,39.09450330367336
234,72,2,464.25,3924.25,0,0,28.442971738098446,39.31874996966702
235,73,2,464.75,3924.25,0,0,28.603920974258973,39.548046851816245
236,74,2,465.25,3924.25,0,0,28.772659746867994,39.78230662505274
237,75,2,465.75,3924.25,0,0,28.949051844860534,40.02144214075722
238,76,2,466.25,3924.25,0,0,29.13295825218937,40.26536652810006
239,77,2,466.75,3924.25,0,0,29.324237591644117,40.51399328946115
240,78,2,467.25,3924.25,0,0,29.52274655479363,40.76723638995861
241,79,2,467.75,3924.25,0,0,29.72834031603454,41.025010341144686
242,80,2,468.25,3924.25,0,0,29.940872929047178,41.28723027895297
243,0,3,428.25,3924.75,0,0,37.88362893834728,39.02730974917574
244,1,3,428.75,3924.75,0,0,37.528002815840985,38.79709804707525
245,2,3,429.25,3924.75,0,0,37.17569971302698,38.5719940823732
246,3,3,429.75,3924.75,0,0,36.826814998863796,38.352087793324834
247,4,3,430.25,3924.75,0,0,36.48144674718815,38.13746909173652
248,5,3,430.75,3924.75,0,0,36.139695773142726,37.92822773791864
249,6,3,431.25,3924.75,0,0,35.801665664919774,37.72445320949905
250,7,3,431.75,3924.75,0,0,35.46746281015998,37.526234564261124
251,8,3,432.25,3924.75,0,0,35.13719641629745,37.333660297219836
252,9,3,432.75,3924.75,0,0,34.810978524092825,37.146818192201486
253,10,3,433.25,3924.75,0,0,34.48892401354726,36.965795168246196
254,11,3,433.75,3924.75,0,0,34.17115060134239,36.790677121208255
255,12,3,434.25,3924.75,0,0,33.857778828904415,36.621548760985775
256,13,3,434.75,3924.75,0,0,33.54893204014687,36.45849344486853
257,14,3,435.25,3924.75,0,0,33.24473634790594,36.30159300754974
258,15,3,435.75,3924.75,0,0,32.94532058804655,36.15092758840424
259,16,3,436.25,3924.75,0,0,32.65081626018788,36.00657545668998
260,17,3,436.75,3924.75,0,0,32.36135745397487,35.86861283538258
261,18,3,437.25,3924.75,0,0,32.07708075980918,35.7371137244019
262,19,3,437.75,3924.75,0,0,31.798125162951123,35.612149724035156
263,20,3,438.25,3924.75,0,0,31.52463191991448,35.493789859401595
264,21,3,438.75,3924.75,0,0,31.25674441610124,35.382100406838795
265,22,3,439.25,3924.75,0,0,30.994608003665114,35.27714472311903
266,23,3,439.75,3924.75,0,0,30.7383698186525,35.178983078425496
267,24,3,440.25,3924.75,0,0,30.488178576550492,35.08767249403143
268,25,3,440.75,3924.75,0,0,30.244184345474054,35.003266585629866
269,26,3,441.25,3924.75,0,0,30.006538296351398,34.9258154132575
270,27,3,441.75,3924.75,0,0,29.7753924296186,34.855365338742295
271,28,3,442.25,3924.75,0,0,29.550899278112905,34.791958891580975
272,29,3,442.75,3924.75,0,0,29.333211586059907,34.73563464411904
273,30,3,443.25,3924.75,0,0,29.122481964282244,34.68642709686291
274,31,3,443.75,3924.75,0,0,28.918862522017182,34.64436657470083
275,32,3,444.25,3924.75,0,0,28.72250447601524,34.609479134747325
276,33,3,444.75,3924.75,0,0,28.533557737900487,34.581786486455165
277,34,3,445.25,3924.75,0,0,28.352170481102256,34.56130592456014
278,35,3,445.75,3924.75,0,0,28.178488689013673,34.548050275338234
279,36,3,446.25,3924.75,0,0,28.012655686390335,34.542027856562804
280,37,3,446.75,3924.75,0,0,27.85481165636634,34.54324245145241
281,38,3,447.25,3924.75,0,0,27.705093145828396,34.55169329679931
282,39,3,447.75,3924.75,0,0,27.563632562244276,34.56737508536552
283,40,3,448.25,3924.75,0,0,27.43055766538111,34.590277982528725
284,41,3,448.75,3924.75,0,0,27.30599105766322,34.620387657056554
285,42,3,449.25,3924.75,0,0,27.19004967719936,34.65768532578505
286,43,3,449.75,3924.75,0,0,27.082844297746025,34.702147811877566
287,44,3,450.25,3924.75,0,0,26.98447904005819,34.75374761624509
288,45,3,450.75,3924.75,0,0,26.895050899203095,34.81245300161889
289,46,3,451.25,3924.75,0,0,26.814649292469042,34.878228088682874
290,47,3,451.75,3924.75,0,0,26.743355632483667,34.95103296359708
291,48,3,452.25,3924.75,0,0,26.681242930060087,35.03082379617573
292,49,3,452.75,3924.75,0,0,26.628375431112328,35.11755296792438
293,50,3,453.25,3924.75,0,0,26.584808291722776,35.21116920909099
294,51,3,453.75,3924.75,0,0,26.550587295105874,35.311617743846
295,52,3,454.25,3924.75,0,0,26.525748613798307,35.4188404426763
296,53,3,454.75,3924.75,0,0,26.510318619922472,35.53277598105761
297,54,3,455.25,3924.75,0,0,26.504313745826234,35.653360003459525
298,55,3,455.75,3924.75,0,0,26.50774039680823,35.78052529173587
299,56,3,456.25,3924.75,0,0,26.52059491700675,35.91420193696099
300,57,3,456.75,3924.75,0,0,26.542863608875166,36.05431751378848
301,58,3,457.25,3924.75,0,0,26.574522806002275,36.2007972564326
302,59,3,457.75,3924.75,0,0,26.615538998376877,36.35356423540339
303,60,3,458.25,3924.75,0,0,26.665869008556722,36.51253953416364
304,61,3,458.75,3924.75,0,0,26.725460216596666,36.677642424917735
305,62,3,459.25,3924.75,0,0,26.794250831032326,36.84879054278971
306,63,3,459.75,3924.75,0,0,26.87217020271459,37.02590005769814
307,64,3,460.25,3924.75,0,0,26.959139177856684,37.20888584328901
308,65,3,460.75,3924.75,0,0,27.055070486295776,37.39766164234304
309,66,3,461.25,3924.75,0,0,27.159869160690338,37.592140228130646
310,67,3,461.75,3924.75,0,0,27.273432982175226,37.79223356124511
311,68,3,462.25,3924.75,0,0,27.395652947878222,37.997852941501364
312,69,3,462.75,3924.75,0,0,27.52641375566338,38.20890915454439
313,70,3,463.25,3924.75,0,0,27.665594301503077,38.42531261286613
314,71,3,463.75,3924.75,0,0,27.81306818498716,38.646973490983115
315,72,3,464.25,3924.75,0,0,27.968704218646423,38.87380185457828
316,73,3,464.75,3924.75,0,0,28.1323669369912,39.10570778345888
317,74,3,465.25,3924.75,0,0,28.303917101434937,39.34260148822825
318,75,3,465.75,3924.75,0,0,28.48321219757853,39.584393420612145
319,76,3,466.25,3924.75,0,0,28.67010692166445,39.83099437742001
320,77,3,466.75,3924.75,0,0,28.864453653361554,40.082315598157834
321,78,3,467.25,3924.75,0,0,29.066102912403693,40.33826885634273
322,79,3,467.75,3924.75,0,0,29.274903796969646,40.598766544599016
323,80,3,468.25,3924.75,0,0,29.490704402052067,40.863721753642494
324,0,4,428.25,3925.25,0,0,37.535518058423634,38.58548014097961
325,1,4,428.75,3925.25,0,0,37.17656210197,38.352616446941326
326,2,4,429.25,3925.25,0,0,36.820896560635475,38.12488818268792
327,3,4,429.75,3925.25,0,0,36.468617705314834,37.902387913675305
328,4,4,430.25,3925.25,0,0,36.11982462781053,37.68520824109881
329,5,4,430.75,3925.25,0,0,35.77461928450355,37.473441672619884
330,6,4,431.25,3925.25,0,0,35.4331065355348,37.267180486421395
331,7,4,431.75,3925.25,0,0,35.09539417880848,37.066516588745834
332,8,4,432.25,3925.25,0,0,34.76159297807466,36.87154136512376
333,9,4,432.75,3925.25,0,0,34.43181668429238,36.68234552555623
334,10,4,433.25,3925.25,0,0,34.10618204941885,36.499018943973795
335,11,4,433.75,3925.25,0,0,33.78480883171438,36.32165049235539
336,12,4,434.25,3925.25,0,0,33.46781979159788,36.150327869952754
337,13,4,434.75,3925.25,0,0,33.15534067703507,35.98513742812921
338,14,4,435.25,3925.25,0,0,32.84750019739161,35.82616399138496
339,15,4,435.75,3925.25,0,0,32.54442998463834,35.67349067520406
340,16,4,436.25,3925.25,0,0,32.24626454075592,35.52719870141936
341,17,4,436.75,3925.25,0,0,31.953141170154115,35.38736721185112
342,18,4,437.25,3925.25,0,0,31.665199895898073,35.254073081030775
343,19,4,437.75,3925.25,0,0,31.38258335852179,35.12739072887312
344,20,4,438.25,3925.25,0,0,31.105436696210425,35.00739193420703
345,21,4,438.75,3925.25,0,0,30.833907405149603,34.89414565011509
346,22,4,439.25,3925.25,0,0,30.568145178874115,34.78771782206629
347,23,4,439.75,3925.25,0,0,30.308301725502705,34.68817120985151
348,24,4,440.25,3925.25,0,0,30.054530561822048,34.59556521434841
349,25,4,440.75,3925.25,0,0,29.806986783284234,34.50995571014974
350,26,4,441.25,3925.25,0,0,29.56582680910964,34.431394885086476
351,27,4,441.75,3925.25,0,0,29.331208101843533,34.35993108766404
352,28,4,442.25,3925.25,0,0,29.103288860900875,34.29560868340558
353,29,4,442.75,3925.25,0,0,28.88222768985146,34.23846792106134
354,30,4,443.25,3925.25,0,0,28.668183237446488,34.18854480959682
355,31,4,443.75,3925.25,0,0,28.46131381266847,34.145871006815334
356,32,4,444.25,3925.25,0,0,28.261776974397392,34.110473720403455
357,33,4,444.75,3925.25,0,0,28.069729096625853,34.082375622109986
358,34,4,445.25,3925.25,0,0,27.885324910521472,34.06159477568336
359,35,4,445.75,3925.25,0,0,27.70871702502183,34.04814457909744
360,36,4,446.25,3925.25,0,0,27.540055428050977,34.04203372149474
361,37,4,446.75,3925.25,0,0,27.379486970860235,34.043266155168595
362,38,4,447.25,3925.25,0,0,27.227154838412527,34.05184108279478
363,39,4,447.75,3925.25,0,0,27.08319800913984,34.06775296000857
364,40,4,448.25,3925.25,0,0,26.94775070779863,34.090991513307955
365,41,4,448.75,3925.25,0,0,26.820941855517432,34.1215417731482
366,42,4,449.25,3925.25,0,0,26.702894521464003,34.15938412197973
367,43,4,449.75,3925.25,0,0,26.593725380845342,34.204494356871045
368,44,4,450.25,3925.25,0,0,26.493544184181985,34.25684376625327
369,45,4,450.75,3925.25,0,0,26.402453242958096,34.31639922022338
370,46,4,451.25,3925.25,0,0,26.32054693683195,34.38312327375177
371,47,4,451.75,3925.25,0,0,26.247911247589954,34.456974282056066
372,48,4,452.25,3925.25,0,0,26.184623324935277,34.5379065273293
373,49,4,452.75,3925.25,0,0,26.130751089016364,34.62587035594627
374,50,4,453.25,3925.25,0,0,26.086352874319463,34.72081232521874
375,51,4,453.75,3925.25,0,0,26.05147711917504,34.822675358727444
376,52,4,454.25,3925.25,0,0,26.02616210466472,34.93139890922759
377,53,4,454.75,3925.25,0,0,26.01043574617064,35.04691912810381
378,54,4,455.25,3925.25,0,0,26.004315440192936,35.16916904034145
379,55,4,455.75,3925.25,0,0,26.007807968385997,35.2980787239812
380,56,4,456.25,3925.25,0,0,26.020909460044386,35.43357549303537
381,57,4,456.75,3925.25,0,0,26.043605413521625,35.575584082863614
382,58,4,457.25,3925.25,0,0,26.075870776305788,35.72402683703451
383,59,4,457.75,3925.25,0,0,26.117670082723375,35.87882389473524
384,60,4,458.25,3925.25,0,0,26.16895764751376,36.03989337783461
385,61,4,458.75,3925.25,0,0,26.229677812827866,36.20715157675276
386,62,4,459.25,3925.25,0,0,26.299765245570914,36.3805131343445
387,63,4,459.75,3925.25,0,0,26.379145281443922,36.55989122706022
388,64,4,460.25,3925.25,0,0,26.467734311552064,36.74519774270833
389,65,4,460.75,3925.25,0,0,26.565440207049004,36.9363434542051
390,66,4,461.25,3925.25,0,0,26.67216277697932,37.133238188761055
391,67,4,461.75,3925.25,0,0,26.78779425426936,37.33579099201629
392,68,4,462.25,3925.25,0,0,26.91221980469935,37.543910286700125
393,69,4,462.75,3925.25,0,0,27.04531805366388,37.75750402545235
394,70,4,463.25,3925.25,0,0,27.18696162558852,37.97647983750354
395,71,4,463.75,3925.25,0,0,27.337017691010264,38.200745168969874
