cell_id,total_events,first_event_bin_index,first_event_count,onset_bin_index,onset_count,future_active_bins,window_cumulative_count,quality_flag,first_event_time_hr_from_64,onset_time_hr_from_64,onset_time_min_from_64
0,0,,0,,,,,inactive,,,
1,0,,0,,,,,inactive,,,
2,0,,0,,,,,inactive,,,
3,0,,0,,,,,inactive,,,
4,0,,0,,,,,inactive,,,
5,0,,0,,,,,inactive,,,
6,0,,0,,,,,inactive,,,
7,1,66.0,1,,,,,insufficient_data,33.0,,
8,0,,0,,,,,inactive,,,
9,0,,0,,,,,inactive,,,
10,0,,0,,,,,inactive,,,
11,0,,0,,,,,inactive,,,
12,0,,0,,,,,inactive,,,
13,0,,0,,,,,inactive,,,
14,0,,0,,,,,inactive,,,
15,0,,0,,,,,inactive,,,
16,0,,0,,,,,inactive,,,
17,0,,0,,,,,inactive,,,
18,0,,0,,,,,inactive,,,
19,0,,0,,,,,inactive,,,
20,0,,0,,,,,inactive,,,
21,0,,0,,,,,inactive,,,
22,0,,0,,,,,inactive,,,
23,0,,0,,,,,inactive,,,
24,0,,0,,,,,inactive,,,
25,0,,0,,,,,inactive,,,
26,0,,0,,,,,inactive,,,
27,0,,0,,,,,inactive,,,
28,0,,0,,,,,inactive,,,
29,0,,0,,,,,inactive,,,
30,0,,0,,,,,inactive,,,
31,0,,0,,,,,inactive,,,
32,0,,0,,,,,inactive,,,
33,0,,0,,,,,inactive,,,
34,0,,0,,,,,inactive,,,
35,0,,0,,,,,inactive,,,
36,0,,0,,,,,inactive,,,
37,0,,0,,,,,inactive,,,
38,0,,0,,,,,inactive,,,
39,0,,0,,,,,inactive,,,
40,0,,0,,,,,inactive,,,
41,0,,0,,,,,inactive,,,
42,0,,0,,,,,inactive,,,
43,0,,0,,,,,inactive,,,
44,0,,0,,,,,inactive,,,
45,0,,0,,,,,inactive,,,
46,0,,0,,,,,inactive,,,
47,0,,0,,,,,inactive,,,
48,0,,0,,,,,inactive,,,
49,0,,0,,,,,inactive,,,
50,0,,0,,,,,inactive,,,
51,0,,0,,,,,inactive,,,
52,0,,0,,,,,inactive,,,
53,0,,0,,,,,inactive,,,
54,0,,0,,,,,inactive,,,
55,0,,0,,,,,inactive,,,
56,0,,0,,,,,inactive,,,
57,0,,0,,,,,inactive,,,
58,0,,0,,,,,inactive,,,
59,0,,0,,,,,inactive,,,
60,0,,0,,,,,inactive,,,
61,0,,0,,,,,inactive,,,
62,0,,0,,,,,inactive,,,
63,0,,0,,,,,inactive,,,
64,0,,0,,,,,inactive,,,
65,0,,0,,,,,inactive,,,
66,0,,0,,,,,inactive,,,
67,0,,0,,,,,inactive,,,
68,0,,0,,,,,inactive,,,
69,0,,0,,,,,inactive,,,
70,0,,0,,,,,inactive,,,
71,0,,0,,,,,inactive,,,
72,0,,0,,,,,inactive,,,
73,0,,0,,,,,inactive,,,
74,0,,0,,,,,inactive,,,
75,0,,0,,,,,inactive,,,
76,0,,0,,,,,inactive,,,
77,0,,0,,,,,inactive,,,
78,0,,0,,,,,inactive,,,
79,0,,0,,,,,inactive,,,
80,0,,0,,,,,inactive,,,
81,0,,0,,,,,inactive,,,
82,0,,0,,,,,inactive,,,
83,0,,0,,,,,inactive,,,
84,0,,0,,,,,inactive,,,
85,0,,0,,,,,inactive,,,
86,0,,0,,,,,inactive,,,
87,0,,0,,,,,inactive,,,
88,0,,0,,,,,inactive,,,
89,0,,0,,,,,inactive,,,
90,0,,0,,,,,inactive,,,
91,0,,0,,,,,inactive,,,
92,0,,0,,,,,inactive,,,
93,0,,0,,,,,inactive,,,
94,0,,0,,,,,inactive,,,
95,0,,0,,,,,inactive,,,
96,0,,0,,,,,inactive,,,
97,0,,0,,,,,inactive,,,
98,0,,0,,,,,inactive,,,
99,0,,0,,,,,inactive,,,
100,0,,0,,,,,inactive,,,
101,0,,0,,,,,inactive,,,
102,0,,0,,,,,inactive,,,
103,0,,0,,,,,inactive,,,
104,0,,0,,,,,inactive,,,
105,0,,0,,,,,inactive,,,
106,0,,0,,,,,inactive,,,
107,0,,0,,,,,inactive,,,
108,0,,0,,,,,inactive,,,
109,0,,0,,,,,inactive,,,
110,0,,0,,,,,inactive,,,
111,0,,0,,,,,inactive,,,
112,0,,0,,,,,inactive,,,
113,0,,0,,,,,inactive,,,
114,0,,0,,,,,inactive,,,
115,0,,0,,,,,inactive,,,
116,0,,0,,,,,inactive,,,
117,0,,0,,,,,inactive,,,
118,0,,0,,,,,inactive,,,
119,0,,0,,,,,inactive,,,
120,0,,0,,,,,inactive,,,
121,0,,0,,,,,inactive,,,
122,0,,0,,,,,inactive,,,
123,0,,0,,,,,inactive,,,
124,0,,0,,,,,inactive,,,
125,0,,0,,,,,inactive,,,
126,0,,0,,,,,inactive,,,
127,0,,0,,,,,inactive,,,
128,0,,0,,,,,inactive,,,
129,0,,0,,,,,inactive,,,
130,0,,0,,,,,inactive,,,
131,0,,0,,,,,inactive,,,
132,0,,0,,,,,inactive,,,
133,0,,0,,,,,inactive,,,
134,0,,0,,,,,inactive,,,
135,0,,0,,,,,inactive,,,
136,0,,0,,,,,inactive,,,
137,0,,0,,,,,inactive,,,
138,0,,0,,,,,inactive,,,
139,0,,0,,,,,inactive,,,
140,0,,0,,,,,inactive,,,
141,0,,0,,,,,inactive,,,
142,0,,0,,,,,inactive,,,
143,0,,0,,,,,inactive,,,
144,0,,0,,,,,inactive,,,
145,0,,0,,,,,inactive,,,
146,0,,0,,,,,inactive,,,
147,0,,0,,,,,inactive,,,
148,0,,0,,,,,inactive,,,
149,0,,0,,,,,inactive,,,
150,0,,0,,,,,inactive,,,
151,0,,0,,,,,inactive,,,
152,0,,0,,,,,inactive,,,
153,0,,0,,,,,inactive,,,
154,0,,0,,,,,inactive,,,
155,0,,0,,,,,inactive,,,
156,0,,0,,,,,inactive,,,
157,0,,0,,,,,inactive,,,
158,0,,0,,,,,inactive,,,
159,0,,0,,,,,inactive,,,
160,0,,0,,,,,inactive,,,
161,0,,0,,,,,inactive,,,
162,0,,0,,,,,inactive,,,
163,0,,0,,,,,inactive,,,
164,0,,0,,,,,inactive,,,
165,0,,0,,,,,inactive,,,
166,0,,0,,,,,inactive,,,
167,0,,0,,,,,inactive,,,
168,0,,0,,,,,inactive,,,
169,0,,0,,,,,inactive,,,
170,0,,0,,,,,inactive,,,
171,0,,0,,,,,inactive,,,
172,0,,0,,,,,inactive,,,
173,0,,0,,,,,inactive,,,
174,0,,0,,,,,inactive,,,
175,0,,0,,,,,inactive,,,
176,0,,0,,,,,inactive,,,
177,0,,0,,,,,inactive,,,
178,0,,0,,,,,inactive,,,
179,0,,0,,,,,inactive,,,
180,0,,0,,,,,inactive,,,
181,0,,0,,,,,inactive,,,
182,0,,0,,,,,inactive,,,
183,0,,0,,,,,inactive,,,
184,0,,0,,,,,inactive,,,
185,0,,0,,,,,inactive,,,
186,0,,0,,,,,inactive,,,
187,0,,0,,,,,inactive,,,
188,0,,0,,,,,inactive,,,
189,0,,0,,,,,inactive,,,
190,0,,0,,,,,inactive,,,
191,0,,0,,,,,inactive,,,
192,0,,0,,,,,inactive,,,
193,0,,0,,,,,inactive,,,
194,0,,0,,,,,inactive,,,
195,0,,0,,,,,inactive,,,
196,0,,0,,,,,inactive,,,
197,0,,0,,,,,inactive,,,
198,0,,0,,,,,inactive,,,
199,0,,0,,,,,inactive,,,
200,0,,0,,,,,inactive,,,
201,0,,0,,,,,inactive,,,
202,0,,0,,,,,inactive,,,
203,0,,0,,,,,inactive,,,
204,0,,0,,,,,inactive,,,
205,0,,0,,,,,inactive,,,
206,0,,0,,,,,inactive,,,
207,0,,0,,,,,inactive,,,
208,0,,0,,,,,inactive,,,
209,0,,0,,,,,inactive,,,
210,0,,0,,,,,inactive,,,
211,0,,0,,,,,inactive,,,
212,1,22.0,1,,,,,insufficient_data,11.0,,
213,0,,0,,,,,inactive,,,
214,0,,0,,,,,inactive,,,
215,0,,0,,,,,inactive,,,
216,0,,0,,,,,inactive,,,
217,0,,0,,,,,inactive,,,
218,0,,0,,,,,inactive,,,
219,0,,0,,,,,inactive,,,
220,0,,0,,,,,inactive,,,
221,0,,0,,,,,inactive,,,
222,0,,0,,,,,inactive,,,
223,0,,0,,,,,inactive,,,
224,0,,0,,,,,inactive,,,
225,0,,0,,,,,inactive,,,
226,0,,0,,,,,inactive,,,
227,0,,0,,,,,inactive,,,
228,0,,0,,,,,inactive,,,
229,0,,0,,,,,inactive,,,
230,0,,0,,,,,inactive,,,
231,0,,0,,,,,inactive,,,
232,0,,0,,,,,inactive,,,
233,0,,0,,,,,inactive,,,
234,0,,0,,,,,inactive,,,
235,0,,0,,,,,inactive,,,
236,0,,0,,,,,inactive,,,
237,0,,0,,,,,inactive,,,
238,0,,0,,,,,inactive,,,
239,0,,0,,,,,inactive,,,
240,0,,0,,,,,inactive,,,
241,0,,0,,,,,inactive,,,
242,0,,0,,,,,inactive,,,
243,0,,0,,,,,inactive,,,
244,0,,0,,,,,inactive,,,
245,0,,0,,,,,inactive,,,
246,0,,0,,,,,inactive,,,
247,0,,0,,,,,inactive,,,
248,0,,0,,,,,inactive,,,
249,0,,0,,,,,inactive,,,
250,0,,0,,,,,inactive,,,
251,0,,0,,,,,inactive,,,
252,0,,0,,,,,inactive,,,
253,0,,0,,,,,inactive,,,
254,0,,0,,,,,inactive,,,
255,0,,0,,,,,inactive,,,
256,0,,0,,,,,inactive,,,
257,0,,0,,,,,inactive,,,
258,0,,0,,,,,inactive,,,
259,0,,0,,,,,inactive,,,
260,0,,0,,,,,inactive,,,
261,0,,0,,,,,inactive,,,
262,0,,0,,,,,inactive,,,
263,0,,0,,,,,inactive,,,
264,0,,0,,,,,inactive,,,
265,0,,0,,,,,inactive,,,
266,0,,0,,,,,inactive,,,
267,0,,0,,,,,inactive,,,
268,0,,0,,,,,inactive,,,
269,0,,0,,,,,inactive,,,
270,0,,0,,,,,inactive,,,
271,0,,0,,,,,inactive,,,
272,0,,0,,,,,inactive,,,
273,0,,0,,,,,inactive,,,
274,0,,0,,,,,inactive,,,
275,0,,0,,,,,inactive,,,
276,0,,0,,,,,inactive,,,
277,0,,0,,,,,inactive,,,
278,0,,0,,,,,inactive,,,
279,0,,0,,,,,inactive,,,
280,0,,0,,,,,inactive,,,
281,0,,0,,,,,inactive,,,
282,0,,0,,,,,inactive,,,
283,0,,0,,,,,inactive,,,
284,0,,0,,,,,inactive,,,
285,0,,0,,,,,inactive,,,
286,0,,0,,,,,inactive,,,
287,0,,0,,,,,inactive,,,
288,0,,0,,,,,inactive,,,
289,0,,0,,,,,inactive,,,
290,0,,0,,,,,inactive,,,
291,0,,0,,,,,inactive,,,
292,0,,0,,,,,inactive,,,
293,0,,0,,,,,inactive,,,
294,0,,0,,,,,inactive,,,
295,0,,0,,,,,inactive,,,
296,0,,0,,,,,inactive,,,
297,0,,0,,,,,inactive,,,
298,0,,0,,,,,inactive,,,
299,0,,0,,,,,inactive,,,
300,0,,0,,,,,inactive,,,
301,0,,0,,,,,inactive,,,
302,0,,0,,,,,inactive,,,
303,0,,0,,,,,inactive,,,
304,0,,0,,,,,inactive,,,
305,0,,0,,,,,inactive,,,
306,0,,0,,,,,inactive,,,
307,0,,0,,,,,inactive,,,
308,0,,0,,,,,inactive,,,
309,0,,0,,,,,inactive,,,
310,0,,0,,,,,inactive,,,
311,0,,0,,,,,inactive,,,
312,0,,0,,,,,inactive,,,
313,0,,0,,,,,inactive,,,
314,0,,0,,,,,inactive,,,
315,0,,0,,,,,inactive,,,
316,0,,0,,,,,inactive,,,
317,0,,0,,,,,inactive,,,
318,0,,0,,,,,inactive,,,
319,0,,0,,,,,inactive,,,
320,0,,0,,,,,inactive,,,
321,0,,0,,,,,inactive,,,
322,0,,0,,,,,inactive,,,
323,0,,0,,,,,inactive,,,
324,0,,0,,,,,inactive,,,
325,0,,0,,,,,inactive,,,
326,0,,0,,,,,inactive,,,
327,0,,0,,,,,inactive,,,
328,0,,0,,,,,inactive,,,
329,0,,0,,,,,inactive,,,
330,0,,0,,,,,inactive,,,
331,0,,0,,,,,inactive,,,
332,0,,0,,,,,inactive,,,
333,0,,0,,,,,inactive,,,
334,0,,0,,,,,inactive,,,
335,0,,0,,,,,inactive,,,
336,0,,0,,,,,inactive,,,
337,0,,0,,,,,inactive,,,
338,0,,0,,,,,inactive,,,
339,0,,0,,,,,inactive,,,
340,0,,0,,,,,inactive,,,
341,0,,0,,,,,inactive,,,
342,0,,0,,,,,inactive,,,
343,0,,0,,,,,inactive,,,
344,0,,0,,,,,inactive,,,
345,0,,0,,,,,inactive,,,
346,0,,0,,,,,inactive,,,
347,0,,0,,,,,inactive,,,
348,0,,0,,,,,inactive,,,
349,0,,0,,,,,inactive,,,
350,0,,0,,,,,inactive,,,
351,0,,0,,,,,inactive,,,
352,0,,0,,,,,inactive,,,
353,0,,0,,,,,inactive,,,
354,0,,0,,,,,inactive,,,
355,0,,0,,,,,inactive,,,
356,0,,0,,,,,inactive,,,
357,0,,0,,,,,inactive,,,
358,0,,0,,,,,inactive,,,
359,0,,0,,,,,inactive,,,
360,0,,0,,,,,inactive,,,
361,0,,0,,,,,inactive,,,
362,0,,0,,,,,inactive,,,
363,0,,0,,,,,inactive,,,
364,0,,0,,,,,inactive,,,
365,0,,0,,,,,inactive,,,
366,0,,0,,,,,inactive,,,
367,0,,0,,,,,inactive,,,
368,0,,0,,,,,inactive,,,
369,0,,0,,,,,inactive,,,
370,0,,0,,,,,inactive,,,
371,0,,0,,,,,inactive,,,
372,0,,0,,,,,inactive,,,
373,0,,0,,,,,inactive,,,
374,0,,0,,,,,inactive,,,
375,0,,0,,,,,inactive,,,
376,0,,0,,,,,inactive,,,
377,0,,0,,,,,inactive,,,
378,0,,0,,,,,inactive,,,
379,0,,0,,,,,inactive,,,
380,0,,0,,,,,inactive,,,
381,0,,0,,,,,inactive,,,
382,0,,0,,,,,inactive,,,
383,0,,0,,,,,inactive,,,
384,0,,0,,,,,inactive,,,
385,0,,0,,,,,inactive,,,
386,0,,0,,,,,inactive,,,
387,0,,0,,,,,inactive,,,
388,0,,0,,,,,inactive,,,
389,0,,0,,,,,inactive,,,
390,0,,0,,,,,inactive,,,
391,0,,0,,,,,inactive,,,
392,0,,0,,,,,inactive,,,
393,0,,0,,,,,inactive,,,
394,0,,0,,,,,inactive,,,
395,0,,0,,,,,inactive,,,
396,0,,0,,,,,inactive,,,
397,0,,0,,,,,inactive,,,
398,0,,0,,,,,inactive,,,
399,0,,0,,,,,inactive,,,
400,0,,0,,,,,inactive,,,
401,0,,0,,,,,inactive,,,
402,0,,0,,,,,inactive,,,
403,0,,0,,,,,inactive,,,
404,0,,0,,,,,inactive,,,
405,0,,0,,,,,inactive,,,
406,0,,0,,,,,inactive,,,
407,0,,0,,,,,inactive,,,
408,0,,0,,,,,inactive,,,
409,0,,0,,,,,inactive,,,
410,0,,0,,,,,inactive,,,
411,0,,0,,,,,inactive,,,
412,0,,0,,,,,inactive,,,
413,0,,0,,,,,inactive,,,
414,0,,0,,,,,inactive,,,
415,0,,0,,,,,inactive,,,
416,0,,0,,,,,inactive,,,
417,0,,0,,,,,inactive,,,
418,0,,0,,,,,inactive,,,
419,0,,0,,,,,inactive,,,
420,0,,0,,,,,inactive,,,
421,0,,0,,,,,inactive,,,
422,0,,0,,,,,inactive,,,
423,0,,0,,,,,inactive,,,
424,0,,0,,,,,inactive,,,
425,0,,0,,,,,inactive,,,
426,0,,0,,,,,inactive,,,
427,0,,0,,,,,inactive,,,
428,0,,0,,,,,inactive,,,
429,0,,0,,,,,inactive,,,
430,0,,0,,,,,inactive,,,
431,0,,0,,,,,inactive,,,
432,0,,0,,,,,inactive,,,
433,0,,0,,,,,inactive,,,
434,0,,0,,,,,inactive,,,
435,0,,0,,,,,inactive,,,
436,0,,0,,,,,inactive,,,
437,0,,0,,,,,inactive,,,
438,0,,0,,,,,inactive,,,
439,0,,0,,,,,inactive,,,
440,0,,0,,,,,inactive,,,
441,0,,0,,,,,inactive,,,
442,0,,0,,,,,inactive,,,
443,0,,0,,,,,inactive,,,
444,0,,0,,,,,inactive,,,
445,0,,0,,,,,inactive,,,
446,0,,0,,,,,inactive,,,
447,0,,0,,,,,inactive,,,
448,0,,0,,,,,inactive,,,
449,0,,0,,,,,inactive,,,
450,0,,0,,,,,inactive,,,
451,0,,0,,,,,inactive,,,
452,0,,0,,,,,inactive,,,
453,0,,0,,,,,inactive,,,
454,0,,0,,,,,inactive,,,
455,0,,0,,,,,inactive,,,
456,0,,0,,,,,inactive,,,
457,0,,0,,,,,inactive,,,
458,0,,0,,,,,inactive,,,
459,0,,0,,,,,inactive,,,
460,0,,0,,,,,inactive,,,
461,0,,0,,,,,inactive,,,
462,0,,0,,,,,inactive,,,
463,0,,0,,,,,inactive,,,
464,0,,0,,,,,inactive,,,
465,0,,0,,,,,inactive,,,
466,0,,0,,,,,inactive,,,
467,0,,0,,,,,inactive,,,
468,0,,0,,,,,inactive,,,
469,0,,0,,,,,inactive,,,
470,0,,0,,,,,inactive,,,
471,0,,0,,,,,inactive,,,
472,0,,0,,,,,inactive,,,
473,0,,0,,,,,inactive,,,
474,0,,0,,,,,inactive,,,
475,0,,0,,,,,inactive,,,
476,0,,0,,,,,inactive,,,
477,0,,0,,,,,inactive,,,
478,0,,0,,,,,inactive,,,
479,0,,0,,,,,inactive,,,
480,0,,0,,,,,inactive,,,
481,0,,0,,,,,inactive,,,
482,0,,0,,,,,inactive,,,
483,0,,0,,,,,inactive,,,
484,0,,0,,,,,inactive,,,
485,0,,0,,,,,inactive,,,
486,0,,0,,,,,inactive,,,
487,0,,0,,,,,inactive,,,
488,0,,0,,,,,inactive,,,
489,0,,0,,,,,inactive,,,
490,0,,0,,,,,inactive,,,
491,0,,0,,,,,inactive,,,
492,0,,0,,,,,inactive,,,
493,0,,0,,,,,inactive,,,
494,0,,0,,,,,inactive,,,
495,0,,0,,,,,inactive,,,
496,0,,0,,,,,inactive,,,
497,0,,0,,,,,inactive,,,
498,0,,0,,,,,inactive,,,
499,0,,0,,,,,inactive,,,
500,0,,0,,,,,inactive,,,
501,0,,0,,,,,inactive,,,
502,0,,0,,,,,inactive,,,
503,0,,0,,,,,inactive,,,
504,0,,0,,,,,inactive,,,
505,0,,0,,,,,inactive,,,
506,0,,0,,,,,inactive,,,
507,0,,0,,,,,inactive,,,
508,0,,0,,,,,inactive,,,
509,0,,0,,,,,inactive,,,
510,0,,0,,,,,inactive,,,
511,0,,0,,,,,inactive,,,
512,0,,0,,,,,inactive,,,
513,0,,0,,,,,inactive,,,
514,0,,0,,,,,inactive,,,
515,0,,0,,,,,inactive,,,
516,0,,0,,,,,inactive,,,
517,0,,0,,,,,inactive,,,
518,0,,0,,,,,inactive,,,
519,0,,0,,,,,inactive,,,
520,0,,0,,,,,inactive,,,
521,0,,0,,,,,inactive,,,
522,0,,0,,,,,inactive,,,
523,0,,0,,,,,inactive,,,
524,0,,0,,,,,inactive,,,
525,0,,0,,,,,inactive,,,
526,0,,0,,,,,inactive,,,
527,0,,0,,,,,inactive,,,
528,0,,0,,,,,inactive,,,
529,0,,0,,,,,inactive,,,
530,0,,0,,,,,inactive,,,
531,1,14.0,1,,,,,insufficient_data,7.0,,
532,0,,0,,,,,inactive,,,
533,0,,0,,,,,inactive,,,
534,0,,0,,,,,inactive,,,
535,0,,0,,,,,inactive,,,
536,0,,0,,,,,inactive,,,
537,0,,0,,,,,inactive,,,
538,0,,0,,,,,inactive,,,
539,0,,0,,,,,inactive,,,
540,0,,0,,,,,inactive,,,
541,0,,0,,,,,inactive,,,
542,0,,0,,,,,inactive,,,
543,0,,0,,,,,inactive,,,
544,0,,0,,,,,inactive,,,
545,0,,0,,,,,inactive,,,
546,0,,0,,,,,inactive,,,
547,0,,0,,,,,inactive,,,
548,0,,0,,,,,inactive,,,
549,0,,0,,,,,inactive,,,
550,0,,0,,,,,inactive,,,
551,0,,0,,,,,inactive,,,
552,0,,0,,,,,inactive,,,
553,0,,0,,,,,inactive,,,
554,0,,0,,,,,inactive,,,
555,0,,0,,,,,inactive,,,
556,0,,0,,,,,inactive,,,
557,0,,0,,,,,inactive,,,
558,0,,0,,,,,inactive,,,
559,0,,0,,,,,inactive,,,
560,0,,0,,,,,inactive,,,
561,0,,0,,,,,inactive,,,
562,0,,0,,,,,inactive,,,
563,0,,0,,,,,inactive,,,
564,0,,0,,,,,inactive,,,
565,0,,0,,,,,inactive,,,
566,0,,0,,,,,inactive,,,
567,0,,0,,,,,inactive,,,
568,0,,0,,,,,inactive,,,
569,0,,0,,,,,inactive,,,
570,1,40.0,1,,,,,insufficient_data,20.0,,
571,0,,0,,,,,inactive,,,
572,0,,0,,,,,inactive,,,
573,0,,0,,,,,inactive,,,
574,0,,0,,,,,inactive,,,
575,0,,0,,,,,inactive,,,
576,0,,0,,,,,inactive,,,
577,0,,0,,,,,inactive,,,
578,0,,0,,,,,inactive,,,
579,0,,0,,,,,inactive,,,
580,0,,0,,,,,inactive,,,
581,0,,0,,,,,inactive,,,
582,0,,0,,,,,inactive,,,
583,0,,0,,,,,inactive,,,
584,0,,0,,,,,inactive,,,
585,0,,0,,,,,inactive,,,
586,0,,0,,,,,inactive,,,
587,0,,0,,,,,inactive,,,
588,0,,0,,,,,inactive,,,
589,0,,0,,,,,inactive,,,
590,0,,0,,,,,inactive,,,
591,0,,0,,,,,inactive,,,
592,0,,0,,,,,inactive,,,
593,0,,0,,,,,inactive,,,
594,0,,0,,,,,inactive,,,
595,0,,0,,,,,inactive,,,
596,0,,0,,,,,inactive,,,
597,0,,0,,,,,inactive,,,
598,0,,0,,,,,inactive,,,
599,0,,0,,,,,inactive,,,
600,0,,0,,,,,inactive,,,
601,0,,0,,,,,inactive,,,
602,0,,0,,,,,inactive,,,
603,0,,0,,,,,inactive,,,
604,0,,0,,,,,inactive,,,
605,0,,0,,,,,inactive,,,
606,0,,0,,,,,inactive,,,
607,0,,0,,,,,inactive,,,
608,0,,0,,,,,inactive,,,
609,0,,0,,,,,inactive,,,
610,0,,0,,,,,inactive,,,
611,0,,0,,,,,inactive,,,
612,0,,0,,,,,inactive,,,
613,0,,0,,,,,inactive,,,
614,0,,0,,,,,inactive,,,
615,0,,0,,,,,inactive,,,
616,0,,0,,,,,inactive,,,
617,0,,0,,,,,inactive,,,
618,0,,0,,,,,inactive,,,
619,0,,0,,,,,inactive,,,
620,0,,0,,,,,inactive,,,
621,0,,0,,,,,inactive,,,
622,0,,0,,,,,inactive,,,
623,0,,0,,,,,inactive,,,
624,0,,0,,,,,inactive,,,
625,0,,0,,,,,inactive,,,
626,0,,0,,,,,inactive,,,
627,0,,0,,,,,inactive,,,
628,0,,0,,,,,inactive,,,
629,0,,0,,,,,inactive,,,
630,0,,0,,,,,inactive,,,
631,0,,0,,,,,inactive,,,
632,0,,0,,,,,inactive,,,
633,0,,0,,,,,inactive,,,
634,0,,0,,,,,inactive,,,
635,0,,0,,,,,inactive,,,
636,0,,0,,,,,inactive,,,
637,0,,0,,,,,inactive,,,
638,0,,0,,,,,inactive,,,
639,0,,0,,,,,inactive,,,
640,0,,0,,,,,inactive,,,
641,0,,0,,,,,inactive,,,
642,0,,0,,,,,inactive,,,
643,0,,0,,,,,inactive,,,
644,0,,0,,,,,inactive,,,
645,0,,0,,,,,inactive,,,
646,0,,0,,,,,inactive,,,
647,0,,0,,,,,inactive,,,
648,0,,0,,,,,inactive,,,
649,0,,0,,,,,inactive,,,
650,0,,0,,,,,inactive,,,
651,0,,0,,,,,inactive,,,
652,0,,0,,,,,inactive,,,
653,0,,0,,,,,inactive,,,
654,0,,0,,,,,inactive,,,
655,0,,0,,,,,inactive,,,
656,0,,0,,,,,inactive,,,
657,0,,0,,,,,inactive,,,
658,0,,0,,,,,inactive,,,
659,0,,0,,,,,inactive,,,
660,0,,0,,,,,inactive,,,
661,0,,0,,,,,inactive,,,
662,0,,0,,,,,inactive,,,
663,0,,0,,,,,inactive,,,
664,0,,0,,,,,inactive,,,
665,0,,0,,,,,inactive,,,
666,0,,0,,,,,inactive,,,
667,0,,0,,,,,inactive,,,
668,0,,0,,,,,inactive,,,
669,0,,0,,,,,inactive,,,
670,0,,0,,,,,inactive,,,
671,0,,0,,,,,inactive,,,
672,0,,0,,,,,inactive,,,
673,0,,0,,,,,inactive,,,
674,0,,0,,,,,inactive,,,
675,0,,0,,,,,inactive,,,
676,0,,0,,,,,inactive,,,
677,0,,0,,,,,inactive,,,
678,0,,0,,,,,inactive,,,
679,0,,0,,,,,inactive,,,
680,0,,0,,,,,inactive,,,
681,0,,0,,,,,inactive,,,
682,0,,0,,,,,inactive,,,
683,0,,0,,,,,inactive,,,
684,0,,0,,,,,inactive,,,
685,0,,0,,,,,inactive,,,
686,0,,0,,,,,inactive,,,
687,0,,0,,,,,inactive,,,
688,0,,0,,,,,inactive,,,
689,0,,0,,,,,inactive,,,
690,0,,0,,,,,inactive,,,
691,0,,0,,,,,inactive,,,
692,0,,0,,,,,inactive,,,
693,0,,0,,,,,inactive,,,
694,0,,0,,,,,inactive,,,
695,0,,0,,,,,inactive,,,
696,0,,0,,,,,inactive,,,
697,0,,0,,,,,inactive,,,
698,0,,0,,,,,inactive,,,
699,0,,0,,,,,inactive,,,
700,0,,0,,,,,inactive,,,
701,0,,0,,,,,inactive,,,
702,0,,0,,,,,inactive,,,
703,0,,0,,,,,inactive,,,
704,0,,0,,,,,inactive,,,
705,0,,0,,,,,inactive,,,
706,0,,0,,,,,inactive,,,
707,0,,0,,,,,inactive,,,
708,0,,0,,,,,inactive,,,
709,0,,0,,,,,inactive,,,
710,0,,0,,,,,inactive,,,
711,0,,0,,,,,inactive,,,
712,0,,0,,,,,inactive,,,
713,0,,0,,,,,inactive,,,
714,0,,0,,,,,inactive,,,
715,0,,0,,,,,inactive,,,
716,0,,0,,,,,inactive,,,
717,0,,0,,,,,inactive,,,
718,0,,0,,,,,inactive,,,
719,0,,0,,,,,inactive,,,
720,0,,0,,,,,inactive,,,
721,0,,0,,,,,inactive,,,
722,0,,0,,,,,inactive,,,
723,0,,0,,,,,inactive,,,
724,0,,0,,,,,inactive,,,
725,0,,0,,,,,inactive,,,
726,0,,0,,,,,inactive,,,
727,0,,0,,,,,inactive,,,
728,0,,0,,,,,inactive,,,
729,0,,0,,,,,inactive,,,
730,0,,0,,,,,inactive,,,
731,0,,0,,,,,inactive,,,
732,0,,0,,,,,inactive,,,
733,0,,0,,,,,inactive,,,
734,0,,0,,,,,inactive,,,
735,0,,0,,,,,inactive,,,
736,0,,0,,,,,inactive,,,
737,0,,0,,,,,inactive,,,
738,0,,0,,,,,inactive,,,
739,0,,0,,,,,inactive,,,
740,0,,0,,,,,inactive,,,
741,0,,0,,,,,inactive,,,
742,0,,0,,,,,inactive,,,
743,0,,0,,,,,inactive,,,
744,0,,0,,,,,inactive,,,
745,0,,0,,,,,inactive,,,
746,0,,0,,,,,inactive,,,
747,0,,0,,,,,inactive,,,
748,0,,0,,,,,inactive,,,
749,0,,0,,,,,inactive,,,
750,0,,0,,,,,inactive,,,
751,0,,0,,,,,inactive,,,
752,0,,0,,,,,inactive,,,
753,0,,0,,,,,inactive,,,
754,0,,0,,,,,inactive,,,
755,0,,0,,,,,inactive,,,
756,0,,0,,,,,inactive,,,
757,0,,0,,,,,inactive,,,
758,0,,0,,,,,inactive,,,
759,0,,0,,,,,inactive,,,
760,0,,0,,,,,inactive,,,
761,0,,0,,,,,inactive,,,
762,0,,0,,,,,inactive,,,
763,0,,0,,,,,inactive,,,
764,0,,0,,,,,inactive,,,
765,0,,0,,,,,inactive,,,
766,0,,0,,,,,inactive,,,
767,0,,0,,,,,inactive,,,
768,0,,0,,,,,inactive,,,
769,0,,0,,,,,inactive,,,
