threshold,raw_event_id,reloc_event_id,time_diff_s,dist_km,mag_diff,dep_diff_km
5.0,long_term_raw_0191555,active_relocated_0001260,0.0,0.059813528531172916,0.0,0.14000000000000057
5.0,long_term_raw_0191736,active_relocated_0001427,0.01,0.16560596965586397,0.0,-0.08999999999999986
5.0,long_term_raw_0191742,active_relocated_0001433,0.0,0.06440213354825243,0.0,-0.5
5.0,long_term_raw_0191745,active_relocated_0001436,0.020000000000000018,0.09405737655419782,0.0,-0.3899999999999997
5.0,long_term_raw_0191764,active_relocated_0001454,0.01,0.104776389629357,0.0,0.16000000000000014
5.0,long_term_raw_0191778,active_relocated_0001468,0.0,0.13779263421841592,0.0,0.16999999999999993
5.0,long_term_raw_0191780,active_relocated_0001470,0.0,0.08918634260972122,0.0,-0.09999999999999964
5.0,long_term_raw_0191790,active_relocated_0001480,0.0,0.10362865270307009,0.0,-0.030000000000001137
5.0,long_term_raw_0191796,active_relocated_0001485,0.01,0.07621203370547615,0.0,0.14999999999999858
5.0,long_term_raw_0191799,active_relocated_0001488,0.01,0.033239186155605255,0.0,-0.019999999999999574
5.0,long_term_raw_0191804,active_relocated_0001493,0.0,0.0898892093873298,0.0,0.2900000000000009
5.0,long_term_raw_0191825,active_relocated_0001514,0.0,0.04312453286254937,0.0,-0.009999999999999787
5.0,long_term_raw_0192055,active_relocated_0001733,0.010000000000000009,0.10227036064498497,0.0,0.1399999999999988
5.0,long_term_raw_0192235,active_relocated_0001901,0.01,0.07842904613198594,0.0,0.2400000000000002
5.0,long_term_raw_0192313,active_relocated_0001975,0.0,0.12528858290173966,0.0,0.0600000000000005
5.0,long_term_raw_0192357,active_relocated_0002016,0.0,0.05741253512629835,0.0,-0.34999999999999787
5.0,long_term_raw_0192445,active_relocated_0002099,0.0,0.016500976394230198,0.0,0.0600000000000005
5.0,long_term_raw_0192446,active_relocated_0002100,0.0,0.09807969459160208,0.0,0.04999999999999982
5.0,long_term_raw_0192517,active_relocated_0002168,0.0,0.08411085443508017,0.0,0.2699999999999996
5.0,long_term_raw_0193067,active_relocated_0002631,0.0,0.0761920470677949,0.0,0.39000000000000057
5.0,long_term_raw_0193127,active_relocated_0002686,0.01,0.07180219787996504,0.0,-0.02999999999999936
5.0,long_term_raw_0193550,active_relocated_0003027,0.010000000000000009,0.034116656824141896,0.0,0.09999999999999964
5.0,long_term_raw_0194219,active_relocated_0003482,0.02,0.13948523594212447,0.0,-0.33999999999999986
5.0,long_term_raw_0194869,active_relocated_0003936,0.010000000000000009,0.0635255885166379,0.0,0.40000000000000036
5.0,long_term_raw_0196799,active_relocated_0004910,0.0,0.2965489747799138,0.0,0.03999999999999915
5.0,long_term_raw_0196821,active_relocated_0004932,0.0,0.1955539512288634,0.0,-0.030000000000001137
5.0,long_term_raw_0197090,active_relocated_0005184,0.01,0.08261867287314381,0.0,-0.00999999999999801
5.0,long_term_raw_0197240,active_relocated_0005319,0.010000000000000009,0.07099365914515661,0.0,-0.2699999999999996
5.0,long_term_raw_0197350,active_relocated_0005423,0.010000000000000009,0.06612650262867388,0.0,0.07000000000000028
5.0,long_term_raw_0197685,active_relocated_0005741,0.01,0.10718360700756938,0.0,-0.09000000000000341
5.0,long_term_raw_0198304,active_relocated_0006283,0.0,0.27565743430701,0.0,0.07000000000000028
5.0,long_term_raw_0198694,active_relocated_0006593,0.03,0.16710107504059926,0.0,-0.1800000000000015
5.0,long_term_raw_0198745,active_relocated_0006635,0.0,0.04749000361035268,0.0,0.10000000000000142
5.0,long_term_raw_0198797,active_relocated_0006687,0.01,0.08429394502501407,0.0,-0.20000000000000284
5.0,long_term_raw_0201148,active_relocated_0008795,0.010000000000000009,0.05130728879440402,0.0,-0.09999999999999964
5.0,long_term_raw_0202534,active_relocated_0009898,0.010000000000000009,0.09574575753420739,0.0,0.14999999999999858
5.0,long_term_raw_0203421,active_relocated_0010503,0.010000000000000009,0.0829267793833747,0.0,0.01999999999999602
5.0,long_term_raw_0204315,active_relocated_0011079,0.010000000000000009,0.09501457672791556,0.0,0.28999999999999915
5.0,long_term_raw_0204465,active_relocated_0011178,0.0,0.03456635445951112,0.0,-0.010000000000001563
5.0,long_term_raw_0206267,active_relocated_0012215,0.010000000000000009,0.10640156285037479,0.0,0.060000000000002274
5.0,long_term_raw_0206873,active_relocated_0012548,0.01,0.10720579144710238,0.0,-0.259999999999998
5.0,long_term_raw_0207325,active_relocated_0012772,0.0,0.18402721581905035,0.0,0.07000000000000028
5.0,long_term_raw_0207552,active_relocated_0012904,0.020000000000000018,0.00622699960578726,0.0,0.30000000000000426
5.0,long_term_raw_0211001,active_relocated_0014629,0.0,0.05564097790944784,0.0,-0.03999999999999915
5.0,long_term_raw_0212692,active_relocated_0015404,0.01,0.1534103760902064,0.0,-0.16999999999999993
5.0,long_term_raw_0212694,active_relocated_0015406,0.0,0.10755920257015661,0.0,0.019999999999999574
5.0,long_term_raw_0213342,active_relocated_0015729,0.02,0.03261557034567905,0.0,-0.009999999999999787
5.0,long_term_raw_0214669,active_relocated_0016299,0.0,0.0448186562899696,0.0,0.16000000000000014
5.0,long_term_raw_0214795,active_relocated_0016417,0.0,0.03707261427969599,0.0,0.0799999999999983
5.0,long_term_raw_0217920,active_relocated_0018070,0.01,0.1579404846486562,0.0,0.08999999999999986
5.0,long_term_raw_0217921,active_relocated_0018071,0.01,0.08792223584692481,0.0,-0.5300000000000011
5.0,long_term_raw_0217956,active_relocated_0018103,0.01,0.17108761052192342,0.0,-0.17999999999999972
5.0,long_term_raw_0217957,active_relocated_0018104,0.010000000000000009,0.0777801592328119,0.0,0.02999999999999936
5.0,long_term_raw_0218031,active_relocated_0018172,0.0,0.14625940201355137,0.0,0.3200000000000003
5.0,long_term_raw_0218074,active_relocated_0018211,0.01,0.142485701413216,0.0,-0.17999999999999972
5.0,long_term_raw_0218177,active_relocated_0018305,0.010000000000000009,0.1425452747811912,0.0,0.33000000000000007
5.0,long_term_raw_0218807,active_relocated_0018876,0.0,0.007585810087851254,0.0,0.10000000000000142
5.0,long_term_raw_0219239,active_relocated_0019262,0.01,0.14501098181356042,0.0,0.07000000000000028
5.0,long_term_raw_0219379,active_relocated_0019390,0.0,0.10012965140444985,0.0,0.07000000000000028
5.0,long_term_raw_0219663,active_relocated_0019644,0.01,0.13647367345639813,0.0,-0.010000000000001563
5.0,long_term_raw_0220436,active_relocated_0020287,0.0,0.0592761914937989,0.0,-0.04999999999999716
5.0,long_term_raw_0221419,active_relocated_0021054,0.010000000000000009,0.044977333338190616,0.0,0.00999999999999801
