threshold,raw_event_id,reloc_event_id,time_diff_s,dist_km,mag_diff,dep_diff_km
4.0,long_term_raw_0191785,active_relocated_0001475,0.0,0.04658603188104667,0.0,-0.1999999999999993
4.0,long_term_raw_0191790,active_relocated_0001480,0.0,0.10362865270307009,0.0,-0.030000000000001137
4.0,long_term_raw_0191793,active_relocated_0001482,0.0,0.08715502870824592,0.0,-0.02999999999999936
4.0,long_term_raw_0191795,active_relocated_0001484,0.0,0.06964962604665186,0.0,-0.2400000000000002
4.0,long_term_raw_0191796,active_relocated_0001485,0.01,0.07621203370547615,0.0,0.14999999999999858
4.0,long_term_raw_0191799,active_relocated_0001488,0.01,0.033239186155605255,0.0,-0.019999999999999574
4.0,long_term_raw_0191800,active_relocated_0001489,0.030000000000000027,0.02125468972845112,0.0,0.4599999999999991
4.0,long_term_raw_0191804,active_relocated_0001493,0.0,0.0898892093873298,0.0,0.2900000000000009
4.0,long_term_raw_0191810,active_relocated_0001499,0.01,0.14759907146727388,0.0,-0.16000000000000014
4.0,long_term_raw_0191825,active_relocated_0001514,0.0,0.04312453286254937,0.0,-0.009999999999999787
4.0,long_term_raw_0191827,active_relocated_0001516,0.0,0.05440156898921501,0.0,0.10999999999999943
4.0,long_term_raw_0191834,active_relocated_0001523,0.010000000000000009,0.15662758980336963,0.0,0.009999999999999787
4.0,long_term_raw_0191853,active_relocated_0001541,0.01,0.056888513724248434,0.0,-0.2599999999999998
4.0,long_term_raw_0191873,active_relocated_0001559,0.020000000000000018,0.0687480689683172,0.0,-0.10999999999999943
4.0,long_term_raw_0191893,active_relocated_0001577,0.020000000000000018,0.10420830876731982,0.0,0.5700000000000003
4.0,long_term_raw_0191931,active_relocated_0001614,0.020000000000000018,0.048236354665214386,0.0,-0.10000000000000142
4.0,long_term_raw_0192018,active_relocated_0001695,0.020000000000000018,0.03777280604846044,0.0,0.2599999999999998
4.0,long_term_raw_0192054,active_relocated_0001732,0.0,0.060530944475690227,0.0,0.27999999999999936
4.0,long_term_raw_0192055,active_relocated_0001733,0.010000000000000009,0.10227036064498497,0.0,0.1399999999999988
4.0,long_term_raw_0192059,active_relocated_0001737,0.01,0.08908130237833671,0.0,0.03999999999999915
4.0,long_term_raw_0192143,active_relocated_0001813,0.0,0.07360418655058895,0.0,0.1999999999999993
4.0,long_term_raw_0192216,active_relocated_0001882,0.010000000000000009,0.1971076954091221,0.0,-0.009999999999999787
4.0,long_term_raw_0192235,active_relocated_0001901,0.01,0.07842904613198594,0.0,0.2400000000000002
4.0,long_term_raw_0192247,active_relocated_0001912,0.0,0.14380585839117124,0.0,0.17999999999999972
4.0,long_term_raw_0192292,active_relocated_0001955,0.01,0.06575546444998366,0.0,0.0600000000000005
4.0,long_term_raw_0192313,active_relocated_0001975,0.0,0.12528858290173966,0.0,0.0600000000000005
4.0,long_term_raw_0192333,active_relocated_0001994,0.010000000000000009,0.06752328220782458,0.0,0.22000000000000064
4.0,long_term_raw_0192334,active_relocated_0001995,0.01,0.026975532498007902,0.0,0.04999999999999982
4.0,long_term_raw_0192357,active_relocated_0002016,0.0,0.05741253512629835,0.0,-0.34999999999999787
4.0,long_term_raw_0192417,active_relocated_0002073,0.010000000000000009,0.06001698626559184,0.0,0.8300000000000001
4.0,long_term_raw_0192445,active_relocated_0002099,0.0,0.016500976394230198,0.0,0.0600000000000005
4.0,long_term_raw_0192446,active_relocated_0002100,0.0,0.09807969459160208,0.0,0.04999999999999982
4.0,long_term_raw_0192459,active_relocated_0002112,0.01,0.1693846093649463,0.0,0.120000000000001
4.0,long_term_raw_0192483,active_relocated_0002136,0.0,0.13380329913853775,0.0,0.25
4.0,long_term_raw_0192517,active_relocated_0002168,0.0,0.08411085443508017,0.0,0.2699999999999996
4.0,long_term_raw_0192927,active_relocated_0002516,0.010000000000000009,0.03946567799703272,0.0,0.10999999999999943
4.0,long_term_raw_0193067,active_relocated_0002631,0.0,0.0761920470677949,0.0,0.39000000000000057
4.0,long_term_raw_0193127,active_relocated_0002686,0.01,0.07180219787996504,0.0,-0.02999999999999936
4.0,long_term_raw_0193317,active_relocated_0002844,0.010000000000000009,0.1056030264381339,0.0,0.1899999999999995
4.0,long_term_raw_0193550,active_relocated_0003027,0.010000000000000009,0.034116656824141896,0.0,0.09999999999999964
4.0,long_term_raw_0193945,active_relocated_0003303,0.010000000000000009,0.10236198080397313,0.0,0.16000000000000014
4.0,long_term_raw_0193973,active_relocated_0003319,0.0,0.05419558880921086,0.0,0.09999999999999787
4.0,long_term_raw_0194219,active_relocated_0003482,0.02,0.13948523594212447,0.0,-0.33999999999999986
4.0,long_term_raw_0194294,active_relocated_0003544,0.01,0.08509020418364577,0.0,0.0
4.0,long_term_raw_0194350,active_relocated_0003589,0.020000000000000018,0.3052786087108175,0.0,0.14999999999999858
4.0,long_term_raw_0194480,active_relocated_0003676,0.01,0.07400402775989616,0.0,-0.23000000000000043
4.0,long_term_raw_0194869,active_relocated_0003936,0.010000000000000009,0.0635255885166379,0.0,0.40000000000000036
4.0,long_term_raw_0194870,active_relocated_0003937,0.010000000000000009,0.10335251462293432,0.0,-0.25
4.0,long_term_raw_0195118,active_relocated_0004099,0.0,0.036737883623207374,0.0,0.03999999999999915
4.0,long_term_raw_0195729,active_relocated_0004418,0.010000000000000009,0.047464291650889084,0.0,0.21000000000000085
4.0,long_term_raw_0195931,active_relocated_0004536,0.010000000000000009,0.045267385027223446,0.0,-0.11999999999999922
4.0,long_term_raw_0196059,active_relocated_0004588,0.02,0.04120894199660436,0.0,-0.19000000000000483
4.0,long_term_raw_0196613,active_relocated_0004807,0.0,0.03131904266115631,0.0,-0.14000000000000057
4.0,long_term_raw_0196799,active_relocated_0004910,0.0,0.2965489747799138,0.0,0.03999999999999915
4.0,long_term_raw_0196800,active_relocated_0004911,0.01,0.03417480326834515,0.0,0.03999999999999915
4.0,long_term_raw_0196821,active_relocated_0004932,0.0,0.1955539512288634,0.0,-0.030000000000001137
4.0,long_term_raw_0196918,active_relocated_0005026,0.0,0.11578160565919043,0.0,-0.09999999999999787
4.0,long_term_raw_0196940,active_relocated_0005045,0.010000000000000009,0.090818997722909,0.0,0.21000000000000085
4.0,long_term_raw_0196997,active_relocated_0005098,0.010000000000000009,0.17387743047097576,0.0,0.05999999999999872
4.0,long_term_raw_0197037,active_relocated_0005134,0.01,0.06970945326459725,0.0,-0.060000000000002274
4.0,long_term_raw_0197090,active_relocated_0005184,0.01,0.08261867287314381,0.0,-0.00999999999999801
4.0,long_term_raw_0197091,active_relocated_0005185,0.010000000000000009,0.07574447057992048,0.0,0.21000000000000085
4.0,long_term_raw_0197098,active_relocated_0005192,0.0,0.0933675621804706,0.0,0.04999999999999716
4.0,long_term_raw_0197240,active_relocated_0005319,0.010000000000000009,0.07099365914515661,0.0,-0.2699999999999996
4.0,long_term_raw_0197251,active_relocated_0005330,0.01,0.11306722802341322,0.0,-0.030000000000001137
4.0,long_term_raw_0197350,active_relocated_0005423,0.010000000000000009,0.06612650262867388,0.0,0.07000000000000028
4.0,long_term_raw_0197360,active_relocated_0005433,0.0,0.4072438986758853,0.0,0.030000000000001137
4.0,long_term_raw_0197557,active_relocated_0005621,0.01,0.04105495213797597,0.0,-0.23000000000000043
4.0,long_term_raw_0197685,active_relocated_0005741,0.01,0.10718360700756938,0.0,-0.09000000000000341
4.0,long_term_raw_0197689,active_relocated_0005745,0.020000000000000018,0.17499602291453512,0.0,0.25
4.0,long_term_raw_0197703,active_relocated_0005759,0.0,0.06453013021965556,0.0,0.07000000000000028
4.0,long_term_raw_0197998,active_relocated_0006021,0.02,0.10575930696861116,0.0,0.0400000000000027
4.0,long_term_raw_0198013,active_relocated_0006035,0.0,0.18178516590150567,0.0,-0.04999999999999716
4.0,long_term_raw_0198157,active_relocated_0006164,0.010000000000000009,0.15295991556015595,0.0,-0.04999999999999716
4.0,long_term_raw_0198292,active_relocated_0006274,0.02,0.3407262344448772,0.0,-0.03999999999999915
4.0,long_term_raw_0198304,active_relocated_0006283,0.0,0.27565743430701,0.0,0.07000000000000028
4.0,long_term_raw_0198641,active_relocated_0006556,0.01,0.034006273879357216,0.0,-0.00999999999999801
4.0,long_term_raw_0198657,active_relocated_0006566,0.020000000000000018,0.17348535125052608,0.0,0.23000000000000043
4.0,long_term_raw_0198694,active_relocated_0006593,0.03,0.16710107504059926,0.0,-0.1800000000000015
4.0,long_term_raw_0198745,active_relocated_0006635,0.0,0.04749000361035268,0.0,0.10000000000000142
4.0,long_term_raw_0198746,active_relocated_0006636,0.030000000000000027,0.04491303497874806,0.0,0.030000000000001137
4.0,long_term_raw_0198747,active_relocated_0006637,0.0,0.05512301683754979,0.0,0.1999999999999993
4.0,long_term_raw_0198748,active_relocated_0006638,0.030000000000000027,0.12814578266311594,0.0,0.1999999999999993
4.0,long_term_raw_0198749,active_relocated_0006639,0.01,0.10483852652478329,0.0,-0.07000000000000028
4.0,long_term_raw_0198750,active_relocated_0006640,0.020000000000000018,0.10332817913317388,0.0,0.019999999999999574
4.0,long_term_raw_0198776,active_relocated_0006666,0.0,0.12089299465385503,0.0,0.05000000000000071
4.0,long_term_raw_0198786,active_relocated_0006676,0.01,0.13663138418058715,0.0,-0.10999999999999943
4.0,long_term_raw_0198797,active_relocated_0006687,0.01,0.08429394502501407,0.0,-0.20000000000000284
4.0,long_term_raw_0198798,active_relocated_0006688,0.0,0.1671341147344233,0.0,1.1400000000000006
4.0,long_term_raw_0198799,active_relocated_0006689,0.0,0.054308587409881724,0.0,0.0
4.0,long_term_raw_0198888,active_relocated_0006772,0.01,0.08158917700185118,0.0,-0.0799999999999983
4.0,long_term_raw_0198981,active_relocated_0006862,0.0,0.042819848234430594,0.0,0.10999999999999943
4.0,long_term_raw_0199018,active_relocated_0006895,0.0,0.17776778020169884,0.0,0.010000000000005116
4.0,long_term_raw_0199143,active_relocated_0007013,0.02,0.09051164583874623,0.0,-0.10000000000000142
4.0,long_term_raw_0199303,active_relocated_0007159,0.0,0.15499290362364937,0.0,-0.120000000000001
4.0,long_term_raw_0199304,active_relocated_0007160,0.01,0.06415700896989247,0.0,-0.129999999999999
4.0,long_term_raw_0199790,active_relocated_0007610,0.0,0.029519335478927756,0.0,-0.0799999999999983
4.0,long_term_raw_0200281,active_relocated_0008034,0.02,0.047612082286604004,0.0,-0.5099999999999998
4.0,long_term_raw_0200500,active_relocated_0008231,0.0,0.13038491630358032,0.0,0.120000000000001
4.0,long_term_raw_0200589,active_relocated_0008306,0.01,0.10120086658751558,0.0,0.0
4.0,long_term_raw_0200648,active_relocated_0008360,0.0,0.09823178128847847,0.0,0.12000000000000455
4.0,long_term_raw_0201026,active_relocated_0008686,0.0,0.05045735663998369,0.0,-0.129999999999999
4.0,long_term_raw_0201148,active_relocated_0008795,0.010000000000000009,0.05130728879440402,0.0,-0.09999999999999964
4.0,long_term_raw_0201547,active_relocated_0009133,0.020000000000000018,0.10068646355357475,0.0,0.10000000000000142
4.0,long_term_raw_0201728,active_relocated_0009285,0.0,0.14769052028341345,0.0,0.02999999999999936
4.0,long_term_raw_0201791,active_relocated_0009336,0.0,0.054571819854868274,0.0,0.21000000000000085
4.0,long_term_raw_0202261,active_relocated_0009690,0.0,0.11096553119315312,0.0,0.1999999999999993
4.0,long_term_raw_0202534,active_relocated_0009898,0.010000000000000009,0.09574575753420739,0.0,0.14999999999999858
4.0,long_term_raw_0202733,active_relocated_0010043,0.0,0.16910248131567465,0.0,0.020000000000003126
4.0,long_term_raw_0203421,active_relocated_0010503,0.010000000000000009,0.0829267793833747,0.0,0.01999999999999602
4.0,long_term_raw_0203422,active_relocated_0010504,0.02,0.0842803746466898,0.0,-0.17999999999999972
4.0,long_term_raw_0203425,active_relocated_0010507,0.0,0.10114875635309646,0.0,0.23000000000000398
4.0,long_term_raw_0204315,active_relocated_0011079,0.010000000000000009,0.09501457672791556,0.0,0.28999999999999915
4.0,long_term_raw_0204330,active_relocated_0011090,0.010000000000000009,0.2473746213917325,0.0,0.05000000000000071
4.0,long_term_raw_0204465,active_relocated_0011178,0.0,0.03456635445951112,0.0,-0.010000000000001563
4.0,long_term_raw_0204508,active_relocated_0011212,0.02,0.033296177616936415,0.0,-0.28999999999999915
4.0,long_term_raw_0204525,active_relocated_0011225,0.01,0.11638466541192696,0.0,-0.010000000000001563
4.0,long_term_raw_0205212,active_relocated_0011665,0.0,0.0519351329100433,0.0,0.05999999999999872
4.0,long_term_raw_0205464,active_relocated_0011827,0.010000000000000009,0.08641752610355675,0.0,-0.02999999999999403
4.0,long_term_raw_0205573,active_relocated_0011884,0.01,0.1102814293223497,0.0,-0.17999999999999972
4.0,long_term_raw_0206267,active_relocated_0012215,0.010000000000000009,0.10640156285037479,0.0,0.060000000000002274
4.0,long_term_raw_0206811,active_relocated_0012517,0.01,0.08432857481481698,0.0,-0.02999999999999936
4.0,long_term_raw_0206873,active_relocated_0012548,0.01,0.10720579144710238,0.0,-0.259999999999998
4.0,long_term_raw_0206874,active_relocated_0012549,0.0,0.09558485013234479,0.0,-0.2400000000000002
4.0,long_term_raw_0207325,active_relocated_0012772,0.0,0.18402721581905035,0.0,0.07000000000000028
4.0,long_term_raw_0207332,active_relocated_0012777,0.0,0.2817902248606624,0.0,0.2400000000000002
4.0,long_term_raw_0207552,active_relocated_0012904,0.020000000000000018,0.00622699960578726,0.0,0.30000000000000426
4.0,long_term_raw_0208120,active_relocated_0013256,0.0,0.16483324504864122,0.0,-0.00999999999999801
4.0,long_term_raw_0208688,active_relocated_0013546,0.0,0.03658323051563723,0.0,0.23999999999999844
4.0,long_term_raw_0208698,active_relocated_0013556,0.0,0.09242425870847672,0.0,-0.030000000000001137
4.0,long_term_raw_0209379,active_relocated_0013863,0.0,0.09152249712410006,0.0,0.13000000000000078
4.0,long_term_raw_0210051,active_relocated_0014189,0.01,0.02339312204433857,0.0,-0.04999999999999716
4.0,long_term_raw_0210167,active_relocated_0014247,0.01,0.03400338057775144,0.0,-1.04
4.0,long_term_raw_0210569,active_relocated_0014443,0.0,0.008162437678063234,0.0,0.05000000000000426
4.0,long_term_raw_0210613,active_relocated_0014463,0.01,0.043901154827897075,0.0,0.14999999999999858
4.0,long_term_raw_0210695,active_relocated_0014500,0.0,0.07632621295613108,0.0,-0.010000000000001563
4.0,long_term_raw_0211001,active_relocated_0014629,0.0,0.05564097790944784,0.0,-0.03999999999999915
4.0,long_term_raw_0211312,active_relocated_0014754,0.0,0.11705491756013274,0.0,-0.10000000000000142
4.0,long_term_raw_0211497,active_relocated_0014844,0.010000000000000009,0.06608713978259403,0.0,-0.060000000000002274
4.0,long_term_raw_0211573,active_relocated_0014898,0.0,0.053827755154909764,0.0,0.07000000000000028
4.0,long_term_raw_0211983,active_relocated_0015088,0.0,0.1227049876393952,0.0,0.029999999999997584
4.0,long_term_raw_0212154,active_relocated_0015155,0.01,0.07380527253703263,0.0,-0.040000000000000924
4.0,long_term_raw_0212226,active_relocated_0015192,0.0,0.07905351527015649,0.0,0.05999999999999872
4.0,long_term_raw_0212542,active_relocated_0015329,0.020000000000000018,0.07924123852226178,0.0,0.10999999999999943
4.0,long_term_raw_0212544,active_relocated_0015331,0.01,0.035219841394944454,0.0,0.10000000000000142
4.0,long_term_raw_0212692,active_relocated_0015404,0.01,0.1534103760902064,0.0,-0.16999999999999993
4.0,long_term_raw_0212694,active_relocated_0015406,0.0,0.10755920257015661,0.0,0.019999999999999574
4.0,long_term_raw_0212883,active_relocated_0015519,0.01,0.1439938373164541,0.0,0.0
4.0,long_term_raw_0213027,active_relocated_0015574,0.01,0.10333028842384748,0.0,0.21999999999999886
4.0,long_term_raw_0213342,active_relocated_0015729,0.02,0.03261557034567905,0.0,-0.009999999999999787
4.0,long_term_raw_0213565,active_relocated_0015839,0.01,0.16402411676649545,0.0,0.04999999999999716
4.0,long_term_raw_0213898,active_relocated_0015991,0.01,0.011995655654038366,0.0,-0.10000000000000142
4.0,long_term_raw_0214644,active_relocated_0016287,0.010000000000000009,0.04856436321824073,0.0,0.1999999999999993
4.0,long_term_raw_0214669,active_relocated_0016299,0.0,0.0448186562899696,0.0,0.16000000000000014
4.0,long_term_raw_0214673,active_relocated_0016303,0.01,0.09408946330999886,0.0,-0.019999999999999574
4.0,long_term_raw_0214678,active_relocated_0016308,0.0,0.07698959884188142,0.0,-0.009999999999999787
4.0,long_term_raw_0214686,active_relocated_0016316,0.010000000000000009,0.037037185118338735,0.0,0.07000000000000028
4.0,long_term_raw_0214707,active_relocated_0016336,0.010000000000000009,0.060063145480707424,0.0,-0.08999999999999986
4.0,long_term_raw_0214728,active_relocated_0016357,0.0,0.05336444373269908,0.0,0.16000000000000014
4.0,long_term_raw_0214735,active_relocated_0016364,0.0,0.06211081103253986,0.0,0.13000000000000078
4.0,long_term_raw_0214747,active_relocated_0016376,0.01,0.13386258613719593,0.0,0.15000000000000036
4.0,long_term_raw_0214795,active_relocated_0016417,0.0,0.03707261427969599,0.0,0.0799999999999983
4.0,long_term_raw_0215018,active_relocated_0016591,0.0,0.04867240687017725,0.0,0.23999999999999844
4.0,long_term_raw_0215029,active_relocated_0016598,0.0,0.033504975109394736,0.0,0.129999999999999
4.0,long_term_raw_0215035,active_relocated_0016603,0.0,0.4643147157292233,0.0,0.010000000000001563
4.0,long_term_raw_0215514,active_relocated_0016878,0.0,0.03726103737105804,0.0,0.129999999999999
4.0,long_term_raw_0215902,active_relocated_0017078,0.0,0.10139286428345158,0.0,-0.10000000000000142
4.0,long_term_raw_0215978,active_relocated_0017111,0.010000000000000009,0.06142743845267846,0.0,-0.029999999999997584
4.0,long_term_raw_0216281,active_relocated_0017267,0.01,0.09699225062173303,0.0,0.120000000000001
4.0,long_term_raw_0216492,active_relocated_0017391,0.0,0.06233302188360398,0.0,0.120000000000001
4.0,long_term_raw_0216551,active_relocated_0017414,0.0,0.0440288819595192,0.0,0.1899999999999995
4.0,long_term_raw_0216868,active_relocated_0017572,0.010000000000000009,0.08247475800707438,0.0,0.13000000000000256
4.0,long_term_raw_0217191,active_relocated_0017717,0.0,0.16132596909521144,0.0,-0.07000000000000028
4.0,long_term_raw_0217920,active_relocated_0018070,0.01,0.1579404846486562,0.0,0.08999999999999986
4.0,long_term_raw_0217921,active_relocated_0018071,0.01,0.08792223584692481,0.0,-0.5300000000000011
4.0,long_term_raw_0217923,active_relocated_0018073,0.010000000000000009,0.06716423360220317,0.0,-0.029999999999997584
4.0,long_term_raw_0217924,active_relocated_0018074,0.01,0.09623658936422606,0.0,0.28000000000000114
4.0,long_term_raw_0217925,active_relocated_0018075,0.0,0.01621745689123282,0.0,0.120000000000001
4.0,long_term_raw_0217930,active_relocated_0018079,0.01,0.07699972957673476,0.0,-0.27000000000000135
4.0,long_term_raw_0217935,active_relocated_0018084,0.0,0.1039550732080405,0.0,-0.16999999999999993
4.0,long_term_raw_0217936,active_relocated_0018085,0.020000000000000018,0.02485149822225039,0.0,0.16999999999999993
4.0,long_term_raw_0217937,active_relocated_0018086,0.010000000000000009,0.11324215544005285,0.0,0.10999999999999943
4.0,long_term_raw_0217947,active_relocated_0018095,0.010000000000000009,0.020797635645657748,0.0,-0.07000000000000028
4.0,long_term_raw_0217954,active_relocated_0018101,0.0,0.08623143980702806,0.0,-0.010000000000001563
4.0,long_term_raw_0217956,active_relocated_0018103,0.01,0.17108761052192342,0.0,-0.17999999999999972
4.0,long_term_raw_0217957,active_relocated_0018104,0.010000000000000009,0.0777801592328119,0.0,0.02999999999999936
4.0,long_term_raw_0217991,active_relocated_0018135,0.01,0.13784433853616648,0.0,-0.21000000000000085
4.0,long_term_raw_0217992,active_relocated_0018136,0.0,0.008092276141169438,0.0,-0.03999999999999915
4.0,long_term_raw_0218031,active_relocated_0018172,0.0,0.14625940201355137,0.0,0.3200000000000003
4.0,long_term_raw_0218036,active_relocated_0018176,0.0,0.02073622137554929,0.0,0.0
4.0,long_term_raw_0218037,active_relocated_0018177,0.01,0.054592199582421834,0.0,-0.11999999999999922
4.0,long_term_raw_0218069,active_relocated_0018206,0.010000000000000009,0.0706338756914633,0.0,-0.14000000000000057
4.0,long_term_raw_0218074,active_relocated_0018211,0.01,0.142485701413216,0.0,-0.17999999999999972
4.0,long_term_raw_0218114,active_relocated_0018248,0.0,0.27461751023531594,0.0,-0.030000000000001137
4.0,long_term_raw_0218177,active_relocated_0018305,0.010000000000000009,0.1425452747811912,0.0,0.33000000000000007
4.0,long_term_raw_0218242,active_relocated_0018367,0.0,0.08031046444943704,0.0,0.05000000000000071
4.0,long_term_raw_0218335,active_relocated_0018454,0.01,0.0380968731203097,0.0,-0.08000000000000007
4.0,long_term_raw_0218712,active_relocated_0018788,0.01,0.019611864922679807,0.0,-0.019999999999999574
4.0,long_term_raw_0218805,active_relocated_0018874,0.010000000000000009,0.0857669602033495,0.0,0.10000000000000142
4.0,long_term_raw_0218806,active_relocated_0018875,0.0,0.050163043091190934,0.0,-0.14999999999999858
4.0,long_term_raw_0218807,active_relocated_0018876,0.0,0.007585810087851254,0.0,0.10000000000000142
4.0,long_term_raw_0219169,active_relocated_0019198,0.0,0.024577360482649812,0.0,0.060000000000002274
4.0,long_term_raw_0219238,active_relocated_0019261,0.0,0.09602400912869534,0.0,0.07000000000000028
4.0,long_term_raw_0219239,active_relocated_0019262,0.01,0.14501098181356042,0.0,0.07000000000000028
4.0,long_term_raw_0219379,active_relocated_0019390,0.0,0.10012965140444985,0.0,0.07000000000000028
4.0,long_term_raw_0219661,active_relocated_0019642,0.0,0.06798559592014387,0.0,0.05000000000000426
4.0,long_term_raw_0219663,active_relocated_0019644,0.01,0.13647367345639813,0.0,-0.010000000000001563
4.0,long_term_raw_0219696,active_relocated_0019673,0.0,0.037719987393267054,0.0,0.16000000000000192
4.0,long_term_raw_0219723,active_relocated_0019699,0.010000000000000009,0.08172846232061153,0.0,0.35999999999999943
4.0,long_term_raw_0219785,active_relocated_0019747,0.01,0.19351051972408254,0.0,-0.14000000000000057
4.0,long_term_raw_0219894,active_relocated_0019839,0.0,0.022051658041295046,0.0,0.16999999999999993
4.0,long_term_raw_0219895,active_relocated_0019840,0.01,0.58217947920039,0.0,1.1199999999999992
4.0,long_term_raw_0220024,active_relocated_0019955,0.01,0.031147372936206997,0.0,-0.07000000000000028
4.0,long_term_raw_0220436,active_relocated_0020287,0.0,0.0592761914937989,0.0,-0.04999999999999716
4.0,long_term_raw_0221127,active_relocated_0020855,0.02,0.044799341837651344,0.0,0.040000000000000924
4.0,long_term_raw_0221257,active_relocated_0020949,0.0,0.04473470150711885,0.0,0.14000000000000057
4.0,long_term_raw_0221419,active_relocated_0021054,0.010000000000000009,0.044977333338190616,0.0,0.00999999999999801
4.0,long_term_raw_0221878,active_relocated_0021393,0.0,0.07512412821983881,0.0,-0.040000000000000036
4.0,long_term_raw_0221939,active_relocated_0021446,0.0,0.02773083286860602,0.0,-0.03000000000000025
4.0,long_term_raw_0222512,active_relocated_0021863,0.0,0.06340926078174895,0.0,0.08999999999999986
4.0,long_term_raw_0222536,active_relocated_0021886,0.0,0.10187756085395779,0.0,0.20000000000000018
5.0,long_term_raw_0190763,active_relocated_0000791,0.0,0.02755595511284339,0.0,0.08999999999999986
5.0,long_term_raw_0191447,active_relocated_0001163,0.01,0.16317517957432792,0.0,-0.07000000000000028
5.0,long_term_raw_0191460,active_relocated_0001175,0.01,0.02735283163022094,0.0,0.13000000000000078
5.0,long_term_raw_0191491,active_relocated_0001202,0.010000000000000009,0.0449054701938339,0.0,0.09999999999999964
5.0,long_term_raw_0191498,active_relocated_0001209,0.0,0.04933841462616717,0.0,0.05000000000000071
5.0,long_term_raw_0191501,active_relocated_0001212,0.01,0.12791971804474833,0.0,-0.17999999999999972
