event_id,event_time,latitude,longitude,depth_km,magnitude,dist_to_m64_km,dist_to_m71_km,radius_km,raw_in_m64,raw_in_m71,raw_in_both,exclusive_to_m64,exclusive_to_m71
interevent_0000119,2019-07-04 18:09:21.200000+00:00,35.70905979518505,-117.4621011697691,1.84103351,2.13,2.929338334108899,13.980103816840598,4.0,True,False,False,True,False
interevent_0000120,2019-07-04 18:09:32.520000+00:00,35.70597979518505,-117.53071194743742,6.326582570000001,2.09,3.335389823486759,9.610370675903157,4.0,True,False,False,True,False
interevent_0000121,2019-07-04 18:10:09.980000+00:00,35.73180979518505,-117.5129248130392,8.729036840000001,2.13,3.5120929481840304,8.74973771685337,4.0,True,False,False,True,False
interevent_0000126,2019-07-04 18:12:16.540000+00:00,35.70864879518505,-117.47190714009886,1.819259,1.8,2.0520677642560594,13.2638494052306,4.0,True,False,False,True,False
interevent_0000128,2019-07-04 18:13:51.060000+00:00,35.70981279518505,-117.47209422413,5.60802374,3.53,2.070664276178544,13.177169131500534,4.0,True,False,False,True,False
interevent_0000129,2019-07-04 18:14:34.560000+00:00,35.71373079518505,-117.4649005070126,3.00234071,1.84,2.8305883859069745,13.492706093227271,4.0,True,False,False,True,False
interevent_0000132,2019-07-04 18:16:04.240000+00:00,35.69400479518505,-117.476089083336,10.29680156,2.08,1.9713991910686919,13.957887362571267,4.0,True,False,False,True,False
interevent_0000133,2019-07-04 18:16:33.440000+00:00,35.72459579518505,-117.5254972917602,5.680605440000001,3.07,3.6442528124521347,8.36322392617548,4.0,True,False,False,True,False
interevent_0000134,2019-07-04 18:17:15.040000+00:00,35.72110779518505,-117.52134603978612,6.130611980000001,2.96,3.110360204421647,8.902006159290044,4.0,True,False,False,True,False
interevent_0000135,2019-07-04 18:17:55.680000+00:00,35.73161879518505,-117.51712379923524,9.09194534,1.95,3.6954730958038726,8.451063413710644,4.0,True,False,False,True,False
interevent_0000139,2019-07-04 18:19:57.760000+00:00,35.69183179518505,-117.49068892658973,8.43871004,2.08,1.4041921033350702,13.157611164433753,4.0,True,False,False,True,False
interevent_0000141,2019-07-04 18:20:20.080000+00:00,35.70518179518505,-117.47078388983884,5.992706750000001,2.39,2.0965609465788324,13.567811247375538,4.0,True,False,False,True,False
interevent_0000143,2019-07-04 18:21:25.120000+00:00,35.67961279518505,-117.50278104550252,5.680605440000001,2.74,2.8445529898352198,13.466127712598173,4.0,True,False,False,True,False
interevent_0000146,2019-07-04 18:22:26.500000+00:00,35.72979979518505,-117.52451266777922,5.84028518,1.95,3.9653868640627907,8.046838036158551,4.0,True,False,False,True,False
interevent_0000147,2019-07-04 18:22:41.960000+00:00,35.68833179518505,-117.46723467415752,8.975814620000001,2.1,2.9895002115674707,14.975900694657202,4.0,True,False,False,True,False
interevent_0000152,2019-07-04 18:24:28.880000+00:00,35.80256979518505,-117.57556793596562,3.60476882,1.42,13.17705468982794,3.314357498783439,4.0,False,True,False,False,True
interevent_0000154,2019-07-04 18:25:05.460000+00:00,35.69688979518505,-117.50252129146736,5.8475433500000005,1.71,1.1250110197247054,12.011703539449353,4.0,True,False,False,True,False
interevent_0000157,2019-07-04 18:26:30.320000+00:00,35.68740079518505,-117.48587860701792,5.477376680000001,2.11,2.0020196557560497,13.813438957472732,4.0,True,False,False,True,False
interevent_0000159,2019-07-04 18:27:26.600000+00:00,35.67543779518505,-117.50457074457358,4.88220674,3.39,3.334761475446974,13.74311648009967,4.0,True,False,False,True,False
interevent_0000164,2019-07-04 18:30:20.680000+00:00,35.68624479518505,-117.48898752365658,2.11684397,2.0,2.0426818305461216,13.711016829894032,4.0,True,False,False,True,False
interevent_0000173,2019-07-04 18:32:42.960000+00:00,35.68806379518505,-117.49263365483024,3.27815117,2.11,1.7952552346267356,13.338291548107245,4.0,True,False,False,True,False
interevent_0000174,2019-07-04 18:32:52.840000+00:00,35.69920079518505,-117.4794094582103,1.88458253,1.93,1.4260023270668054,13.355634395037892,4.0,True,False,False,True,False
interevent_0000176,2019-07-04 18:33:46.820000+00:00,35.68321379518505,-117.48615530510806,4.577363600000001,1.93,2.4332994485521535,14.131710973510087,4.0,True,False,False,True,False
interevent_0000178,2019-07-04 18:34:48.880000+00:00,35.68991079518505,-117.48541478803511,2.37813809,2.5,1.7634320819966196,13.645880455987445,4.0,True,False,False,True,False
interevent_0000180,2019-07-04 18:35:45.100000+00:00,35.779485795185046,-117.57404426274842,4.6354289600000005,1.98,11.058429054087128,1.7391726582537481,4.0,False,True,False,False,True
interevent_0000183,2019-07-04 18:36:50.500000+00:00,35.686264795185046,-117.49100552509876,5.259631580000001,2.47,2.008478748207544,13.584909740758656,4.0,True,False,False,True,False
interevent_0000185,2019-07-04 18:38:19.800000+00:00,35.69751579518505,-117.51619333663255,1.9353897200000003,2.15,2.1482860907452435,11.152453482529154,4.0,True,False,False,True,False
interevent_0000186,2019-07-04 18:38:45.280000+00:00,35.70138979518505,-117.48402361616824,7.29191918,2.54,0.9487188857033317,12.879612846995762,4.0,True,False,False,True,False
interevent_0000188,2019-07-04 18:39:32.340000+00:00,35.70662279518505,-117.47360799384998,2.55233417,1.8,1.8575841642119173,13.266930760746517,4.0,True,False,False,True,False
interevent_0000191,2019-07-04 18:41:14.120000+00:00,35.67662179518505,-117.50596282990858,4.170906080000001,3.17,3.24930008083408,13.563003251161549,4.0,True,False,False,True,False
interevent_0000192,2019-07-04 18:41:43.960000+00:00,35.69613279518505,-117.50566223685256,0.66520997,2.31,1.3901546592527232,11.882931933108463,4.0,True,False,False,True,False
interevent_0000193,2019-07-04 18:42:02.420000+00:00,35.69256779518505,-117.46388997967816,2.6176577,2.6,3.00923969041688,14.909499216894954,4.0,True,False,False,True,False
interevent_0000194,2019-07-04 18:42:13.600000+00:00,35.72317879518505,-117.52162318939048,5.21608256,2.56,3.2731829609750953,8.72714241756871,4.0,True,False,False,True,False
interevent_0000197,2019-07-04 18:43:37.760000+00:00,35.71179379518505,-117.50183036715286,7.495147940000001,1.89,1.1047511770249505,10.904762735105148,4.0,True,False,False,True,False
interevent_0000201,2019-07-04 18:45:58.400000+00:00,35.677064795185046,-117.5103978618384,2.46523613,1.6,3.3609179532408793,13.293698967229536,4.0,True,False,False,True,False
interevent_0000204,2019-07-04 18:46:36.560000+00:00,35.70887679518505,-117.4726231565582,2.68298123,1.93,1.995636412650573,13.196119804601842,4.0,True,False,False,True,False
interevent_0000205,2019-07-04 18:47:06.180000+00:00,35.67718679518505,-117.47191287063184,9.50566103,4.89,3.599694297195682,15.508138418966103,4.0,True,False,False,True,False
interevent_0000207,2019-07-04 18:48:15.760000+00:00,35.70250479518505,-117.48893169663305,2.21845835,2.62,0.48948554985927495,12.461888502207232,4.0,True,False,False,True,False
interevent_0000208,2019-07-04 18:48:44.920000+00:00,35.67610479518505,-117.47757679264598,9.65082443,2.24,3.4514553090996882,15.238263426456221,4.0,True,False,False,True,False
interevent_0000209,2019-07-04 18:49:19.760000+00:00,35.70605679518505,-117.4746169529953,2.63943221,2.14,1.758866669165722,13.229721326341332,4.0,True,False,False,True,False
interevent_0000213,2019-07-04 18:50:15.620000+00:00,35.68514579518505,-117.48776644441004,2.00797142,3.69,2.18733443894598,13.875568537023735,4.0,True,False,False,True,False
interevent_0000215,2019-07-04 18:51:26.680000+00:00,35.69714179518505,-117.50043030964872,6.23948453,2.52,0.9809161336204624,12.120922025902694,4.0,True,False,False,True,False
interevent_0000222,2019-07-04 18:55:27.320000+00:00,35.67596279518505,-117.47022878241154,9.28791593,3.0,3.7975277124558384,15.71194608981007,4.0,True,False,False,True,False
interevent_0000229,2019-07-04 18:59:08.580000+00:00,35.68260679518505,-117.4899062613446,9.077429,2.2,2.424321915886121,13.95219859576415,4.0,True,False,False,True,False
interevent_0000234,2019-07-04 19:01:28.160000+00:00,35.69334079518505,-117.51030103543752,5.905608710000001,2.6,1.9111238686400145,11.84752427271198,4.0,True,False,False,True,False
interevent_0000238,2019-07-04 19:02:43.840000+00:00,35.69056579518505,-117.46896783527636,9.73792247,2.47,2.718808103926575,14.695625326529397,4.0,True,False,False,True,False
interevent_0000240,2019-07-04 19:03:39.040000+00:00,35.71995279518505,-117.50533095635818,10.34035058,2.03,2.0291025122478863,10.083071471967857,4.0,True,False,False,True,False
interevent_0000242,2019-07-04 19:03:57.960000+00:00,35.69630779518505,-117.500804249478,4.30155314,2.07,1.0756063417693598,12.164929522049519,4.0,True,False,False,True,False
interevent_0000245,2019-07-04 19:04:57.240000+00:00,35.70223179518505,-117.52325767693138,5.1435008600000005,2.14,2.6641256098067556,10.346637764768627,4.0,True,False,False,True,False
interevent_0000252,2019-07-04 19:07:36.760000+00:00,35.72085979518505,-117.4625490218722,10.19518718,1.55,3.3869224912654405,13.291539490339247,4.0,True,False,False,True,False
interevent_0000254,2019-07-04 19:09:17.180000+00:00,35.69396379518505,-117.46515108037838,11.08794209,2.09,2.841098863371819,14.723794118995722,4.0,True,False,False,True,False
interevent_0000255,2019-07-04 19:09:55.680000+00:00,35.72485579518505,-117.5247323105444,6.20319368,1.85,3.608475934439143,8.394139901218262,4.0,True,False,False,True,False
interevent_0000256,2019-07-04 19:10:19.600000+00:00,35.69350379518505,-117.48394204719558,2.95879169,3.34,1.4921778596802566,13.466115838911573,4.0,True,False,False,True,False
interevent_0000259,2019-07-04 19:12:21.800000+00:00,35.70709479518505,-117.47252502792048,4.91849759,1.95,1.9624710093352042,13.316442057751171,4.0,True,False,False,True,False
interevent_0000264,2019-07-04 19:14:00.400000+00:00,35.71077279518505,-117.47272929343768,2.62491587,1.11,2.051257561945053,13.070045032475726,4.0,True,False,False,True,False
interevent_0000265,2019-07-04 19:14:28.240000+00:00,35.70165379518505,-117.4792796352196,2.74104659,1.36,1.3549779022622557,13.19214562769888,4.0,True,False,False,True,False
interevent_0000270,2019-07-04 19:16:57.280000+00:00,35.70007579518505,-117.51111552134812,5.970932240000001,2.53,1.6224159164493046,11.228415284822876,4.0,True,False,False,True,False
interevent_0000271,2019-07-04 19:17:51.180000+00:00,35.69540779518505,-117.50306618454836,3.1257296,2.97,1.2802404771722304,12.099632031055314,4.0,True,False,False,True,False
interevent_0000275,2019-07-04 19:19:27.560000+00:00,35.69372779518505,-117.49183606335409,5.02011197,1.66,1.178230372978751,12.935125866652582,4.0,True,False,False,True,False
interevent_0000282,2019-07-04 19:23:59.840000+00:00,35.72587679518505,-117.51254138431086,9.38953031,2.36,2.9357231267503665,9.16442653435682,4.0,True,False,False,True,False
interevent_0000286,2019-07-04 19:26:20.160000+00:00,35.708058795185046,-117.4758780975076,3.6338015,2.78,1.687659780031876,13.007140142721315,4.0,True,False,False,True,False
interevent_0000287,2019-07-04 19:26:58.240000+00:00,35.72289479518505,-117.51319216887406,4.780592360000001,2.2,2.7090899070699876,9.32434515926557,4.0,True,False,False,True,False
interevent_0000294,2019-07-04 19:30:03.920000+00:00,35.70956879518505,-117.46941720651482,4.36687667,1.48,2.295740424999811,13.393543276771481,4.0,True,False,False,True,False
interevent_0000296,2019-07-04 19:30:29.040000+00:00,35.71977779518505,-117.514469943718,5.978190410000001,1.43,2.5380284063660414,9.46076127416735,4.0,True,False,False,True,False
interevent_0000299,2019-07-04 19:31:02.420000+00:00,35.67949479518505,-117.51069903699636,3.62654333,1.29,3.1347038183552733,13.055824900262175,4.0,True,False,False,True,False
interevent_0000303,2019-07-04 19:32:26.760000+00:00,35.67831479518505,-117.50267495193762,2.59588319,2.17,2.9804374213083484,13.586857660214921,4.0,True,False,False,True,False
interevent_0000304,2019-07-04 19:32:48.760000+00:00,35.71953779518505,-117.51665892638306,6.2685172100000015,1.84,2.6695035279775583,9.331236086275023,4.0,True,False,False,True,False
interevent_0000306,2019-07-04 19:33:20.800000+00:00,35.67364679518505,-117.5148166154995,7.923379970000001,2.16,3.8829367690268257,13.394336966029673,4.0,True,False,False,True,False
interevent_0000308,2019-07-04 19:34:18.320000+00:00,35.70318779518505,-117.49839574592444,5.7531871400000005,2.17,0.42063307734129785,11.777087470552463,4.0,True,False,False,True,False
interevent_0000313,2019-07-04 19:36:08.980000+00:00,35.68602479518505,-117.48940250779248,5.390278640000001,1.79,2.0587208882761483,13.703140287902206,4.0,True,False,False,True,False
interevent_0000314,2019-07-04 19:36:20.440000+00:00,35.70593479518505,-117.47012494418932,3.72089954,1.79,2.161896871273749,13.56812764007042,4.0,True,False,False,True,False
interevent_0000317,2019-07-04 19:37:09+00:00,35.67939279518505,-117.50750102964363,2.77007927,1.66,3.015481748675324,13.231885498448968,4.0,True,False,False,True,False
interevent_0000319,2019-07-04 19:38:22.560000+00:00,35.70431079518505,-117.48937082697378,7.124981270000001,1.8,0.41184807376305027,12.30094371779141,4.0,True,False,False,True,False
interevent_0000324,2019-07-04 19:39:49.360000+00:00,35.68102479518505,-117.5082171472918,8.08305971,2.67,2.8796252806139173,13.047098610826367,4.0,True,False,False,True,False
interevent_0000327,2019-07-04 19:40:57.220000+00:00,35.70806279518505,-117.48947709779634,4.3305858200000005,1.7,0.5868561663279673,12.02741175447248,4.0,True,False,False,True,False
interevent_0000328,2019-07-04 19:41:14.440000+00:00,35.69409379518505,-117.48800308975623,8.43145187,1.48,1.2436294389407738,13.154215496748991,4.0,True,False,False,True,False
interevent_0000329,2019-07-04 19:42:06.680000+00:00,35.71001979518505,-117.5127032390742,5.898350540000001,1.83,1.8179308745331153,10.321786315220766,4.0,True,False,False,True,False
interevent_0000342,2019-07-04 19:46:27.760000+00:00,35.69729179518505,-117.50312332047106,6.37738976,1.34,1.1326865791852037,11.94195161967755,4.0,True,False,False,True,False
interevent_0000344,2019-07-04 19:47:07.100000+00:00,35.704225795185046,-117.473102820839,3.98945183,1.5,1.88393841507881,13.460376085628567,4.0,True,False,False,True,False
interevent_0000347,2019-07-04 19:48:25.680000+00:00,35.69473679518505,-117.50362813614156,2.15313482,1.36,1.3699528354002337,12.121020750513408,4.0,True,False,False,True,False
interevent_0000349,2019-07-04 19:49:04.760000+00:00,35.68450379518505,-117.48323339811876,2.26200737,3.16,2.3908610502178256,14.210681648807624,4.0,True,False,False,True,False
interevent_0000352,2019-07-04 19:50:41.680000+00:00,35.71150479518505,-117.46570634628698,2.62491587,1.57,2.6784164433407103,13.559543648686265,4.0,True,False,False,True,False
interevent_0000358,2019-07-04 19:53:43.480000+00:00,35.71808479518505,-117.5067308214389,9.62904992,2.5,1.92713206522261,10.114952156521646,4.0,True,False,False,True,False
interevent_0000359,2019-07-04 19:54:16.920000+00:00,35.697434795185046,-117.48780833078844,4.0257426800000005,2.02,0.933299707536993,12.912979776278084,4.0,True,False,False,True,False
interevent_0000360,2019-07-04 19:54:39.040000+00:00,35.70765979518505,-117.47555306870508,4.170906080000001,1.5,1.7056597536698401,13.056838035458274,4.0,True,False,False,True,False
interevent_0000361,2019-07-04 19:54:54.840000+00:00,35.70155279518505,-117.47975162793098,1.79748449,1.68,1.3157054531497814,13.165974148776836,4.0,True,False,False,True,False
interevent_0000375,2019-07-04 20:01:10.880000+00:00,35.70030779518505,-117.49079453808912,6.471745970000001,2.59,0.5171713307808418,12.4983366902513,4.0,True,False,False,True,False
interevent_0000379,2019-07-04 20:02:33.720000+00:00,35.67205179518505,-117.51204150056036,3.49589627,1.32,3.927040881329387,13.677646294770831,4.0,True,False,False,True,False
interevent_0000380,2019-07-04 20:02:54.160000+00:00,35.68587479518505,-117.5008604969762,5.992706750000001,1.6,2.12913197198283,13.029960069365515,4.0,True,False,False,True,False
interevent_0000382,2019-07-04 20:03:52.360000+00:00,35.70162979518505,-117.48165563348763,2.1095858,1.65,1.1462587747858397,13.027139883803386,4.0,True,False,False,True,False
interevent_0000383,2019-07-04 20:04:15.360000+00:00,35.71220879518505,-117.47653839711651,3.56847797,2.47,1.8060442408666548,12.695108847763636,4.0,True,False,False,True,False
interevent_0000384,2019-07-04 20:04:51.800000+00:00,35.72007079518505,-117.50747896488132,8.627422460000002,1.78,2.145310911196718,9.92302069525046,4.0,True,False,False,True,False
interevent_0000385,2019-07-04 20:05:29.600000+00:00,35.71157479518505,-117.50056135134098,7.981445330000001,2.16,1.0143702645778125,11.007523903431071,4.0,True,False,False,True,False
interevent_0000387,2019-07-04 20:06:07.800000+00:00,35.69927779518505,-117.47604846376632,10.035507440000002,3.5,1.7074806164665943,13.585285738056255,4.0,True,False,False,True,False
interevent_0000390,2019-07-04 20:07:58.600000+00:00,35.68460479518505,-117.50832340540126,6.12335381,2.19,2.5359988223292436,12.721752369857226,4.0,True,False,False,True,False
interevent_0000395,2019-07-04 20:09:43.840000+00:00,35.72252779518505,-117.50891214236206,9.86131136,1.94,2.44360012034905,9.651742844442484,4.0,True,False,False,True,False
interevent_0000399,2019-07-04 20:11:31.260000+00:00,35.68383179518505,-117.49479734966594,3.82977209,2.45,2.262424099044689,13.55765416737533,4.0,True,False,False,True,False
interevent_0000408,2019-07-04 20:14:50.080000+00:00,35.70135279518505,-117.50131761349816,5.7459289700000005,4.32,0.7407540563265939,11.730116491964994,4.0,True,False,False,True,False
interevent_0000409,2019-07-04 20:16:10.220000+00:00,35.67564879518505,-117.49757975978072,4.71526883,2.22,3.1862263520158236,14.101592342634024,4.0,True,False,False,True,False
interevent_0000410,2019-07-04 20:17:03.140000+00:00,35.67034679518505,-117.5089653777044,3.02411522,1.64,3.9964377856444426,13.986994946483094,4.0,True,False,False,True,False
interevent_0000411,2019-07-04 20:17:36.640000+00:00,35.70143479518505,-117.4756176194156,2.97330803,3.14,1.6847569681494532,13.466722608555388,4.0,True,False,False,True,False
interevent_0000412,2019-07-04 20:18:35.920000+00:00,35.69786179518505,-117.46128636159666,1.78296815,1.98,3.0362629901176525,14.74026460749193,4.0,True,False,False,True,False
interevent_0000415,2019-07-04 20:20:09+00:00,35.68285179518505,-117.49068827900844,5.622540080000001,2.1,2.3877483676782103,13.884761628545462,4.0,True,False,False,True,False
interevent_0000418,2019-07-04 20:21:30.980000+00:00,35.71338079518505,-117.46892048174008,2.21120018,1.71,2.4806057060373963,13.202601760118068,4.0,True,False,False,True,False
interevent_0000423,2019-07-04 20:24:49.680000+00:00,35.67250779518505,-117.47585953341978,1.6740956000000002,1.17,3.8787948053978156,15.636544782109238,4.0,True,False,False,True,False
interevent_0000427,2019-07-04 20:26:02.400000+00:00,35.67981979518505,-117.50724806042444,6.776589110000001,1.16,2.9628851608388334,13.206841163781093,4.0,True,False,False,True,False
interevent_0000429,2019-07-04 20:26:29.760000+00:00,35.70853079518505,-117.4752921315805,1.92813155,1.28,1.7526048218105361,13.019988207793,4.0,True,False,False,True,False
interevent_0000433,2019-07-04 20:27:36.520000+00:00,35.70858379518505,-117.50926013540654,5.470118510000001,1.28,1.4706094552367444,10.654576081084747,4.0,True,False,False,True,False
interevent_0000436,2019-07-04 20:28:26.540000+00:00,35.68263979518505,-117.4898742637238,5.477376680000001,1.76,2.421138191567252,13.951404558199146,4.0,True,False,False,True,False
interevent_0000438,2019-07-04 20:29:05.200000+00:00,35.72502279518505,-117.52598532260976,5.680605440000001,1.37,3.7082904443125977,8.298601095623134,4.0,True,False,False,True,False
interevent_0000444,2019-07-04 20:30:44.100000+00:00,35.69155479518505,-117.50653290660992,6.5733603500000015,1.89,1.809623293187161,12.217098334061196,4.0,True,False,False,True,False
interevent_0000451,2019-07-04 20:32:59.240000+00:00,35.71057379518505,-117.5076412790705,6.74755643,1.61,1.4284305675042686,10.606081894913288,4.0,True,False,False,True,False
interevent_0000453,2019-07-04 20:33:34.040000+00:00,35.68624079518505,-117.49234052336811,5.09269367,1.35,1.9988624766309433,13.505249042595828,4.0,True,False,False,True,False
interevent_0000459,2019-07-04 20:36:45.120000+00:00,35.70549079518505,-117.4685459121418,4.25074595,1.33,2.300709008459534,13.71341249123567,4.0,True,False,False,True,False
interevent_0000460,2019-07-04 20:36:59+00:00,35.70847379518505,-117.50855212746572,7.29191918,1.7,1.406132412857375,10.708694655654417,4.0,True,False,False,True,False
interevent_0000462,2019-07-04 20:38:17.640000+00:00,35.696010795185046,-117.4807932280509,4.504781900000001,1.32,1.4963312707300342,13.490689856220035,4.0,True,False,False,True,False
interevent_0000463,2019-07-04 20:38:55.640000+00:00,35.715606795185046,-117.50515964248058,8.540324420000001,1.94,1.6228077498551092,10.400568818950607,4.0,True,False,False,True,False
interevent_0000465,2019-07-04 20:39:14.040000+00:00,35.672291795185046,-117.5119435178547,6.1596446600000005,2.51,3.8991419683979838,13.659893159471894,4.0,True,False,False,True,False
interevent_0000466,2019-07-04 20:39:39.440000+00:00,35.67265879518505,-117.51405954430102,6.638683880000001,1.72,3.946921158986652,13.523621444358241,4.0,True,False,False,True,False
interevent_0000467,2019-07-04 20:40:02.640000+00:00,35.70837179518505,-117.47365712010247,5.390278640000001,1.92,1.8909735603916602,13.151167882491483,4.0,True,False,False,True,False
interevent_0000475,2019-07-04 20:42:56.620000+00:00,35.67438379518505,-117.50864766861235,8.30806298,1.65,3.5677295756200347,13.628886727628256,4.0,True,False,False,True,False
interevent_0000477,2019-07-04 20:44:01.100000+00:00,35.68873479518505,-117.49254370322106,6.275775380000001,0.84,1.7215389962272418,13.28931606785401,4.0,True,False,False,True,False
interevent_0000478,2019-07-04 20:44:53.800000+00:00,35.70623579518505,-117.49824996591566,6.91449434,1.16,0.4517413796834058,11.556615495962266,4.0,True,False,False,True,False
