event_code,mechanism_origin_time,matched_event_id,time_residual_seconds,distance_residual_km,depth_residual_km,mag_residual,within_primary_tolerance,ambiguity_flag,focal_mech_projection,focal_mech_score,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,region_name
J2025121212140993,2025-12-12 03:14:09.930000+00:00,EVT_006675,0.01,0.11932443790907295,0.4399999999999995,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212145056,2025-12-12 03:14:50.560000+00:00,EVT_006676,0.01,0.15916515469234063,0.07000000000000028,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212213907,2025-12-12 03:21:39.070000+00:00,EVT_006687,0.01,0.07864283268165032,0.16000000000000014,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212234171,2025-12-12 03:23:41.710000+00:00,EVT_006688,0.0,0.13512908690175435,1.1400000000000006,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212261145,2025-12-12 03:26:11.450000+00:00,EVT_006689,0.0,0.055784115750364786,0.04999999999999716,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212340775,2025-12-12 03:34:07.750000+00:00,EVT_006696,0.01,0.019456528028163972,0.17999999999999972,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212345429,2025-12-12 03:34:54.290000+00:00,EVT_006697,0.02,0.04030503709943796,0.21999999999999886,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212391990,2025-12-12 03:39:19.900000+00:00,EVT_006701,0.0,0.06697132733158126,0.029999999999997584,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121212542367,2025-12-12 03:54:23.670000+00:00,EVT_006713,0.01,0.07409295965879482,0.010000000000001563,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121213582278,2025-12-12 04:58:22.780000+00:00,EVT_006772,0.01,0.07476358187203551,0.10999999999999943,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121214220005,2025-12-12 05:22:00.050000+00:00,EVT_006792,0.0,0.10092345397401294,0.09999999999999432,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025121214253919,2025-12-12 05:25:39.190000+00:00,EVT_006796,0.0,0.11654731191131901,0.33999999999999986,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121214550202,2025-12-12 05:55:02.020000+00:00,EVT_006816,0.01,0.08512744558987659,0.00999999999999801,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121216050894,2025-12-12 07:05:08.940000+00:00,EVT_006862,0.0,0.04661823867385235,0.11999999999999744,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121216090029,2025-12-12 07:09:00.290000+00:00,EVT_006865,0.0,0.06884008809100854,0.08000000000000007,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121216554150,2025-12-12 07:55:41.500000+00:00,EVT_006895,0.0,0.19551658669722236,0.03999999999999915,0.0,True,False,LOW,92.0,205.0,20.0,98.0,17.0,70.0,87.0,E OFF AOMORI PREF
J2025121217373499,2025-12-12 08:37:34.990000+00:00,EVT_006923,0.0,0.031991600396159975,0.03999999999999915,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121218424938,2025-12-12 09:42:49.380000+00:00,EVT_006983,0.01,0.05458370766474234,0.019999999999999574,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121219143313,2025-12-12 10:14:33.130000+00:00,EVT_007013,0.02,0.08367299569902373,0.10999999999999943,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121219235649,2025-12-12 10:23:56.490000+00:00,EVT_007018,0.01,0.038960067599165975,0.14999999999999858,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121220455032,2025-12-12 11:45:50.320000+00:00,EVT_007076,0.01,0.02030646557138465,0.05999999999999872,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121221242487,2025-12-12 12:24:24.870000+00:00,EVT_007107,0.0,0.20151797060286267,0.05000000000000071,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121222201040,2025-12-12 13:20:10.400000+00:00,EVT_007133,0.0,0.04159483247289684,0.019999999999999574,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121223092571,2025-12-12 14:09:25.710000+00:00,EVT_007159,0.0,0.10160626725156244,0.10999999999999943,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121223093913,2025-12-12 14:09:39.130000+00:00,EVT_007160,0.01,0.041250390253489144,0.129999999999999,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121301185400,2025-12-12 16:18:54+00:00,EVT_007229,0.02,0.09066120713999236,0.23999999999999488,0.0,True,False,LOW,98.0,196.0,20.0,82.0,24.0,70.0,93.0,E OFF AOMORI PREF
J2025121302035358,2025-12-12 17:03:53.580000+00:00,EVT_007252,0.02,0.05308317792195487,0.08000000000000185,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121306163732,2025-12-12 21:16:37.320000+00:00,EVT_007365,0.0,0.07098341355300787,0.1700000000000017,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121307363627,2025-12-12 22:36:36.270000+00:00,EVT_007401,0.01,0.03952509135390064,0.18999999999999773,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121308414069,2025-12-12 23:41:40.690000+00:00,EVT_007423,0.01,0.02448976644479973,0.0799999999999983,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025121314080116,2025-12-13 05:08:01.160000+00:00,EVT_007590,0.01,0.13418784075416051,0.3500000000000014,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025121314594183,2025-12-13 05:59:41.830000+00:00,EVT_007610,0.0,0.07773762585572076,0.10999999999999943,0.0,True,False,LOW,99.0,210.0,18.0,100.0,19.0,72.0,87.0,E OFF AOMORI PREF
J2025121317450205,2025-12-13 08:45:02.050000+00:00,EVT_007674,0.0,0.08452393564657895,0.08000000000000185,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121320151480,2025-12-13 11:15:14.800000+00:00,EVT_007749,0.02,0.07582550905196975,0.07000000000000028,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121417511988,2025-12-14 08:51:19.880000+00:00,EVT_008238,0.01,0.06340610713915948,0.13000000000000256,0.0,True,False,LOW,98.0,154.0,21.0,40.0,26.0,77.0,106.0,E OFF AOMORI PREF
J2025121422494284,2025-12-14 13:49:42.840000+00:00,EVT_008306,0.01,0.0671913743960176,0.0,0.0,True,False,LOW,97.0,186.0,15.0,77.0,20.0,75.0,94.0,E OFF AOMORI PREF
J2025121423535605,2025-12-14 14:53:56.050000+00:00,EVT_008320,0.0,0.09675409781649986,0.030000000000001137,0.0,True,False,LOW,97.0,189.0,21.0,72.0,28.0,70.0,97.0,E OFF AOMORI PREF
J2025121501482786,2025-12-14 16:48:27.860000+00:00,EVT_008344,0.0,0.07088023219373578,0.08999999999999986,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025121503092748,2025-12-14 18:09:27.480000+00:00,EVT_008360,0.0,0.11707131912059597,0.10999999999999943,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121503105037,2025-12-14 18:10:50.370000+00:00,EVT_008361,0.01,0.13538068107052947,0.0799999999999983,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121508440596,2025-12-14 23:44:05.960000+00:00,EVT_008431,255.74,459.5054813237661,4.089999999999996,1.8999999999999995,False,False,,,,,,,,,OFF NEMURO PENINSULA
J2025121518193468,2025-12-15 09:19:34.680000+00:00,EVT_008536,0.01,0.03237384180506642,0.060000000000002274,0.0,True,False,LOW,93.0,208.0,18.0,93.0,25.0,72.0,89.0,E OFF AOMORI PREF
J2025121601145906,2025-12-15 16:14:59.060000+00:00,EVT_008613,0.01,0.12858488968521958,0.0,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121606444668,2025-12-15 21:44:46.680000+00:00,EVT_008686,0.0,0.052784972687803806,0.11999999999999744,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121610263152,2025-12-16 01:26:31.520000+00:00,EVT_008742,0.02,0.10875824298300642,0.12000000000000455,0.0,True,False,LOW,94.0,198.0,24.0,83.0,25.0,66.0,93.0,E OFF AOMORI PREF
J2025121611453659,2025-12-16 02:45:36.590000+00:00,EVT_008762,169.4,259.01262512024545,81.58,2.6,False,False,LOW,98.0,156.0,31.0,-48.0,290.0,68.0,-112.0,KINKAZAN REGION
J2025121614385053,2025-12-16 05:38:50.530000+00:00,EVT_008795,0.01,0.026775740909298525,0.0600000000000005,0.0,True,True,LOW,97.0,19.0,20.0,-59.0,166.0,73.0,-101.0,E OFF AOMORI PREF
J2025121707283740,2025-12-16 22:28:37.400000+00:00,EVT_009016,0.0,0.05647945574332274,0.10999999999999943,0.0,True,True,LOW,97.0,192.0,20.0,80.0,23.0,70.0,94.0,E OFF AOMORI PREF
J2025121718501744,2025-12-17 09:50:17.440000+00:00,EVT_009133,0.02,0.09652057929321875,0.0799999999999983,0.0,True,True,LOW,95.0,198.0,29.0,92.0,16.0,61.0,89.0,E OFF AOMORI PREF
J2025121810201459,2025-12-18 01:20:14.590000+00:00,EVT_009288,0.0,0.07559336088447391,0.08000000000000185,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121811404196,2025-12-18 02:40:41.960000+00:00,EVT_009303,0.0,0.06441902498011755,0.10999999999999943,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121815483044,2025-12-18 06:48:30.440000+00:00,EVT_009352,153.93,316.1886756127171,15.329999999999998,1.7000000000000002,False,False,,,,,,,,,E OFF MIYAGI PREF
J2025121913583017,2025-12-19 04:58:30.170000+00:00,EVT_009560,0.0,0.07287588541083893,0.00999999999999801,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121917355737,2025-12-19 08:35:57.370000+00:00,EVT_009595,0.0,0.1092223079931547,0.5199999999999996,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025121921375093,2025-12-19 12:37:50.930000+00:00,EVT_009631,0.0,0.05084474832311771,0.2400000000000002,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025122003472322,2025-12-19 18:47:23.220000+00:00,EVT_009671,0.0,0.08004416688495462,0.14000000000000057,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025122020250701,2025-12-20 11:25:07.010000+00:00,EVT_009802,0.0,0.005052288422558135,0.33000000000000007,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025122020251175,2025-12-20 11:25:11.750000+00:00,EVT_009803,0.01,0.06870264133804595,0.2699999999999996,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025122110290170,2025-12-21 01:29:01.700000+00:00,EVT_009898,0.01,0.11912833625932912,0.14999999999999858,0.0,True,True,LOW,93.0,189.0,23.0,83.0,16.0,67.0,93.0,E OFF AOMORI PREF
J2025122204323590,2025-12-21 19:32:35.900000+00:00,EVT_010018,0.02,0.05838659407309485,0.10999999999999943,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025122208330138,2025-12-21 23:33:01.380000+00:00,EVT_010043,0.0,0.17736934086141617,0.05000000000000426,0.0,True,True,LOW,98.0,190.0,17.0,75.0,26.0,74.0,94.0,E OFF IWATE PREF
J2025122212220181,2025-12-22 03:22:01.810000+00:00,EVT_010065,0.0,0.06912526382468412,0.7099999999999991,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025122305034928,2025-12-22 20:03:49.280000+00:00,EVT_010152,0.0,0.19985042600879943,0.020000000000003126,0.0,True,False,LOW,98.0,239.0,34.0,116.0,28.0,60.0,74.0,HIDAKA MOUNTAINS REGION
J2025122409181845,2025-12-24 00:18:18.450000+00:00,EVT_010287,0.0,0.04746115942988884,0.0800000000000054,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025122413043054,2025-12-24 04:04:30.540000+00:00,EVT_010310,0.0,0.013229084069569944,0.0799999999999983,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2025122601174030,2025-12-25 16:17:40.300000+00:00,EVT_010503,0.01,0.13259574986275144,0.02999999999999403,0.0,True,True,LOW,93.0,188.0,30.0,85.0,14.0,60.0,93.0,E OFF AOMORI PREF
J2025122601194948,2025-12-25 16:19:49.480000+00:00,EVT_010504,0.02,0.12547767733977788,0.1599999999999966,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025122601254913,2025-12-25 16:25:49.130000+00:00,EVT_010507,0.0,0.09961721040519997,0.21000000000000085,0.0,True,True,LOW,95.0,197.0,21.0,69.0,39.0,70.0,98.0,E OFF AOMORI PREF
J2025122709333988,2025-12-27 00:33:39.880000+00:00,EVT_010687,804.43,289.66574469277344,7.090000000000003,2.0,False,False,,,,,,,,,SE OFF TOKACHI
J2025122712551814,2025-12-27 03:55:18.140000+00:00,EVT_010699,816.21,460.42080281019815,8.169999999999998,2.6,False,False,LOW,90.0,211.0,22.0,110.0,10.0,69.0,82.0,OFF NEMURO PENINSULA
J2025123007525581,2025-12-29 22:52:55.810000+00:00,EVT_010990,0.01,0.09855725933949094,0.03999999999999915,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2025123108513581,2025-12-30 23:51:35.810000+00:00,EVT_011090,0.01,0.21708560949001374,0.0,0.0,True,False,,,,,,,,,E OFF IWATE PREF
J2025123123500184,2025-12-31 14:50:01.840000+00:00,EVT_011188,0.01,0.011543664487762176,0.07000000000000028,0.0,True,False,LOW,98.0,182.0,16.0,67.0,26.0,75.0,96.0,E OFF IWATE PREF
J2026010101302196,2025-12-31 16:30:21.960000+00:00,EVT_011212,0.02,0.08350050570882266,0.28999999999999915,0.0,True,True,LOW,92.0,177.0,36.0,83.0,6.0,54.0,95.0,E OFF AOMORI PREF
J2026010111224699,2026-01-01 02:22:46.990000+00:00,EVT_011287,0.0,0.016076493027906886,0.10999999999999943,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026010202522860,2026-01-01 17:52:28.600000+00:00,EVT_011370,0.0,0.15407723377546317,0.21000000000000085,0.0,True,False,,,,,,,,,E OFF MIYAGI PREF
J2026010214105108,2026-01-02 05:10:51.080000+00:00,EVT_011426,0.02,0.1498393039656061,0.5100000000000016,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026010421430477,2026-01-04 12:43:04.770000+00:00,EVT_011665,0.0,0.038049807916000676,0.019999999999999574,0.0,True,True,LOW,94.0,161.0,26.0,61.0,12.0,68.0,103.0,E OFF AOMORI PREF
J2026010612340433,2026-01-06 03:34:04.330000+00:00,EVT_011827,0.01,0.04874396967075103,0.0,0.0,True,True,LOW,92.0,182.0,17.0,69.0,24.0,74.0,96.0,NE OFF IWATE PREF
J2026010612403987,2026-01-06 03:40:39.870000+00:00,EVT_011830,0.0,0.04945291029966149,0.00999999999999801,0.0,True,True,LOW,94.0,191.0,27.0,79.0,23.0,63.0,95.0,NE OFF IWATE PREF
J2026010703044429,2026-01-06 18:04:44.290000+00:00,EVT_011884,0.01,0.06745940721838427,0.14999999999999858,0.0,True,False,LOW,96.0,202.0,16.0,90.0,22.0,74.0,90.0,E OFF AOMORI PREF
J2026010703564097,2026-01-06 18:56:40.970000+00:00,EVT_011889,0.01,0.06284892076695613,0.00999999999999801,0.0,True,False,LOW,98.0,210.0,31.0,105.0,13.0,61.0,82.0,KINKAZAN REGION
J2026010706161338,2026-01-06 21:16:13.380000+00:00,EVT_011894,660.78,65.63091416623311,6.780000000000001,2.3,False,False,LOW,98.0,334.0,43.0,64.0,187.0,53.0,112.0,E OFF MIYAGI PREF
J2026010713350481,2026-01-07 04:35:04.810000+00:00,EVT_011907,245.49,332.6222721760611,39.14,2.2,False,False,LOW,96.0,251.0,42.0,110.0,45.0,51.0,73.0,HIDAKA MOUNTAINS REGION
J2026010801072375,2026-01-07 16:07:23.750000+00:00,EVT_011946,0.01,0.024741103670303664,0.00999999999999801,0.0,True,False,LOW,90.0,63.0,47.0,173.0,157.0,85.0,43.0,KINKAZAN REGION
J2026010813014735,2026-01-08 04:01:47.350000+00:00,EVT_011989,1066.1,181.28487154817853,53.48,2.8,False,False,LOW,98.0,33.0,55.0,142.0,147.0,60.0,42.0,TOKACHI REGION
J2026010817275957,2026-01-08 08:27:59.570000+00:00,EVT_012005,0.0,0.055435672220706035,0.01999999999999602,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026010914592381,2026-01-09 05:59:23.810000+00:00,EVT_012083,0.0,0.03418063660699599,0.060000000000002274,0.0,True,False,LOW,95.0,193.0,17.0,66.0,38.0,74.0,97.0,NE OFF IWATE PREF
J2026010918515380,2026-01-09 09:51:53.800000+00:00,EVT_012095,56.08,204.9578083507423,710.97,0.6000000000000001,False,False,,,,,,,,,NORTHERN AKITA PREF
J2026010918565333,2026-01-09 09:56:53.330000+00:00,EVT_012095,243.45,205.06800795334516,722.97,1.6999999999999997,False,False,LOW,94.0,190.0,34.0,99.0,0.0,56.0,84.0,NORTHERN AKITA PREF
J2026010919255106,2026-01-09 10:25:51.060000+00:00,EVT_012099,0.01,0.20089627727028167,0.01999999999999602,0.0,True,False,,,,,,,,,KINKAZAN REGION
J2026010920241177,2026-01-09 11:24:11.770000+00:00,EVT_012102,797.37,202.0034067646946,738.11,2.3000000000000003,False,False,LOW,96.0,223.0,61.0,166.0,321.0,77.0,30.0,NORTHERN AKITA PREF
J2026010920350852,2026-01-09 11:35:08.520000+00:00,EVT_012103,824.06,189.54757966639383,659.83,2.1999999999999997,False,False,LOW,93.0,357.0,31.0,101.0,164.0,59.0,83.0,NORTHERN AKITA PREF
J2026011003115989,2026-01-09 18:11:59.890000+00:00,EVT_012123,0.01,0.1039967119021312,0.0,0.0,True,False,,,,,,,,,E OFF IWATE PREF
J2026011012270797,2026-01-10 03:27:07.970000+00:00,EVT_012146,0.0,0.039275677568146455,0.03999999999999915,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026011109480177,2026-01-11 00:48:01.770000+00:00,EVT_012205,1156.65,174.19900652398763,40.230000000000004,2.5999999999999996,False,False,LOW,95.0,55.0,49.0,153.0,163.0,70.0,45.0,SE OFF TOKACHI
J2026011113153528,2026-01-11 04:15:35.280000+00:00,EVT_012215,0.01,0.08451585108655985,0.07000000000000028,0.0,True,False,LOW,96.0,91.0,35.0,-175.0,357.0,87.0,-55.0,NORTHERN IWATE PREF
J2026011212144274,2026-01-12 03:14:42.740000+00:00,EVT_012277,2350.38,310.6685934853764,38.08,1.1,False,False,LOW,100.0,65.0,66.0,173.0,158.0,84.0,24.0,E OFF MIYAGI PREF
J2026011300024324,2026-01-12 15:02:43.240000+00:00,EVT_012306,153.67,337.64552933690635,32.5,2.3000000000000003,False,False,LOW,99.0,188.0,22.0,81.0,18.0,68.0,94.0,E OFF MIYAGI PREF
J2026011507131710,2026-01-14 22:13:17.100000+00:00,EVT_012428,1777.14,428.27428852906684,4.089999999999996,4.199999999999999,False,False,,,,,,,,,OFF NEMURO PENINSULA
J2026011602580700,2026-01-15 17:58:07+00:00,EVT_012475,336.48,299.79230765889366,16.470000000000002,3.1999999999999997,False,False,,,,,,,,,OFF NEMURO PENINSULA
J2026011620151359,2026-01-16 11:15:13.590000+00:00,EVT_012529,340.72,52.84609083990252,57.44,2.5999999999999996,False,False,LOW,98.0,111.0,47.0,-58.0,249.0,52.0,-119.0,E OFF IWATE PREF
J2026011704341473,2026-01-16 19:34:14.730000+00:00,EVT_012548,0.01,0.040436824414815706,0.22999999999999687,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026011704364386,2026-01-16 19:36:43.860000+00:00,EVT_012549,0.0,0.06589278835319295,0.1999999999999993,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2026011807425875,2026-01-17 22:42:58.750000+00:00,EVT_012621,0.01,0.08107434627183874,0.08000000000000185,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026011902365805,2026-01-18 17:36:58.050000+00:00,EVT_012665,0.01,0.10580232837505887,0.04999999999999716,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026011921290375,2026-01-19 12:29:03.750000+00:00,EVT_012715,312.02,38.71749254753349,47.71,2.5999999999999996,False,False,LOW,99.0,145.0,44.0,51.0,14.0,57.0,121.0,E OFF AOMORI PREF
J2026012102514124,2026-01-20 17:51:41.240000+00:00,EVT_012772,0.0,0.16601077535697936,0.030000000000001137,0.0,True,True,LOW,99.0,204.0,17.0,87.0,27.0,73.0,91.0,E OFF AOMORI PREF
J2026012223312964,2026-01-22 14:31:29.640000+00:00,EVT_012904,0.02,0.039754904482653175,0.2600000000000051,0.0,True,True,LOW,89.0,239.0,25.0,-123.0,95.0,69.0,-76.0,E OFF AOMORI PREF
J2026012309201072,2026-01-23 00:20:10.720000+00:00,EVT_013014,0.01,0.049841270416019885,0.010000000000001563,0.0,True,True,LOW,97.0,180.0,28.0,166.0,282.0,83.0,63.0,E OFF IWATE PREF
J2026012310065418,2026-01-23 01:06:54.180000+00:00,EVT_013017,295.98,173.99416571214883,33.98,2.4,False,False,LOW,95.0,235.0,43.0,129.0,7.0,58.0,59.0,HIDAKA MOUNTAINS REGION
J2026012313091638,2026-01-23 04:09:16.380000+00:00,EVT_013027,0.0,0.05683109647952411,0.20999999999999908,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2026012418000193,2026-01-24 09:00:01.930000+00:00,EVT_013129,1042.42,298.237255422167,66.16,2.1,False,False,LOW,95.0,29.0,43.0,-100.0,222.0,47.0,-81.0,E OFF MIYAGI PREF
J2026012420524447,2026-01-24 11:52:44.470000+00:00,EVT_013138,461.76,69.0595112058607,19.82,2.6,False,False,,,,,,,,,E OFF MIYAGI PREF
J2026012609202260,2026-01-26 00:20:22.600000+00:00,EVT_013256,0.0,0.162491958386198,0.03999999999999915,0.0,True,True,LOW,98.0,175.0,19.0,72.0,15.0,72.0,96.0,E OFF IWATE PREF
J2026012803520650,2026-01-27 18:52:06.500000+00:00,EVT_013383,0.0,0.0670343799700119,0.0799999999999983,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2026012903295067,2026-01-28 18:29:50.670000+00:00,EVT_013448,176.93,306.7657579257681,14.740000000000002,2.5,False,False,LOW,90.0,183.0,28.0,98.0,354.0,62.0,86.0,E OFF MIYAGI PREF
J2026012914220323,2026-01-29 05:22:03.230000+00:00,EVT_013477,998.54,150.0960180621037,18.879999999999995,2.1,False,False,,,,,,,,,HIDAKA REGION
J2026012923131625,2026-01-29 14:13:16.250000+00:00,EVT_013502,428.98,125.58517025576855,48.28,2.1999999999999997,False,False,LOW,94.0,234.0,30.0,119.0,21.0,64.0,74.0,S OFF URAKAWA
J2026013110185287,2026-01-31 01:18:52.870000+00:00,EVT_013586,0.01,0.04496547994913185,0.01999999999999602,0.0,True,False,LOW,98.0,161.0,28.0,53.0,21.0,68.0,108.0,NORTHERN IWATE PREF
J2026020118385591,2026-02-01 09:38:55.910000+00:00,EVT_013658,601.98,101.91426022857493,32.019999999999996,1.4,False,False,LOW,98.0,161.0,24.0,47.0,26.0,73.0,107.0,E OFF AOMORI PREF
J2026020511050602,2026-02-05 02:05:06.020000+00:00,EVT_013842,319.4,385.141742719193,22.610000000000003,2.4,False,False,LOW,100.0,186.0,23.0,78.0,19.0,67.0,95.0,E OFF MIYAGI PREF
J2026020511112083,2026-02-05 02:11:20.830000+00:00,EVT_013842,55.41,55.4012786531038,39.31,2.6999999999999997,False,False,,,,,,,,,S OFF URAKAWA
J2026020715170682,2026-02-07 06:17:06.820000+00:00,EVT_013958,0.0,0.0049727433428654,0.0799999999999983,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026020814302403,2026-02-08 05:30:24.030000+00:00,EVT_014010,999.06,195.0167677537325,68.32000000000001,2.2,False,False,LOW,99.0,249.0,51.0,-167.0,151.0,80.0,-40.0,E OFF AOMORI PREF
J2026020906451544,2026-02-08 21:45:15.440000+00:00,EVT_014036,524.8,312.86393377956426,41.64,2.4,False,False,LOW,96.0,257.0,31.0,138.0,24.0,70.0,65.0,HIDAKA MOUNTAINS REGION
J2026021202282533,2026-02-11 17:28:25.330000+00:00,EVT_014189,0.01,0.04965799778919005,0.00999999999999801,0.0,True,False,LOW,99.0,192.0,19.0,79.0,23.0,71.0,94.0,E OFF AOMORI PREF
J2026021305494205,2026-02-12 20:49:42.050000+00:00,EVT_014247,0.01,0.021725035387818437,1.04,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2026021516193907,2026-02-15 07:19:39.070000+00:00,EVT_014402,0.01,0.046340024747468886,0.030000000000001137,0.0,True,False,LOW,90.0,222.0,8.0,145.0,347.0,85.0,83.0,E OFF AOMORI PREF
J2026021605271671,2026-02-15 20:27:16.710000+00:00,EVT_014434,0.03,0.077370905701629,0.93,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026021613595481,2026-02-16 04:59:54.810000+00:00,EVT_014443,0.0,0.0643769186015851,0.00999999999999801,0.0,True,False,LOW,96.0,184.0,22.0,70.0,25.0,69.0,98.0,NE OFF IWATE PREF
J2026021702525369,2026-02-16 17:52:53.690000+00:00,EVT_014463,0.01,0.024075173285521636,0.1699999999999946,0.0,True,False,LOW,96.0,176.0,18.0,85.0,1.0,72.0,92.0,E OFF AOMORI PREF
J2026021711301216,2026-02-17 02:30:12.160000+00:00,EVT_014487,393.31,242.95743262208043,16165.38,2.4999999999999996,False,False,,,,,,,,,W OFF AOMORI PREF
J2026021712050228,2026-02-17 03:05:02.280000+00:00,EVT_014490,148.63,75.64888008355918,42.5,1.9,False,False,,,,,,,,,S OFF URAKAWA
J2026021717040867,2026-02-17 08:04:08.670000+00:00,EVT_014500,0.0,0.05346784187234016,0.03999999999999915,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026022014003870,2026-02-20 05:00:38.700000+00:00,EVT_014608,120.82,121.1195127622912,46.62,1.5999999999999999,False,False,LOW,100.0,216.0,27.0,92.0,34.0,63.0,89.0,S OFF URAKAWA
J2026022023163059,2026-02-20 14:16:30.590000+00:00,EVT_014629,0.0,0.046582044750416406,0.03999999999999915,0.0,True,False,LOW,92.0,198.0,14.0,90.0,18.0,76.0,90.0,E OFF AOMORI PREF
J2026022202090406,2026-02-21 17:09:04.060000+00:00,EVT_014693,0.0,0.022063080942443282,0.07000000000000028,0.0,True,False,LOW,95.0,171.0,22.0,52.0,31.0,72.0,104.0,E OFF AOMORI PREF
J2026022212364083,2026-02-22 03:36:40.830000+00:00,EVT_014714,172.84,77.16359243012748,2.6099999999999994,2.8,False,False,,,,,,,,,E OFF MIYAGI PREF
J2026022413265929,2026-02-24 04:26:59.290000+00:00,EVT_014815,347.67,45.82913889309446,20.68,2.8000000000000003,False,False,LOW,98.0,57.0,27.0,140.0,184.0,73.0,69.0,E OFF MIYAGI PREF
J2026022419451862,2026-02-24 10:45:18.620000+00:00,EVT_014829,127.04,176.37549932427348,70.24000000000001,2.0999999999999996,False,False,LOW,96.0,264.0,41.0,-108.0,108.0,51.0,-75.0,NORTHERN IWATE PREF
J2026022503164027,2026-02-24 18:16:40.270000+00:00,EVT_014844,0.01,0.04468745871733371,0.020000000000003126,0.0,True,True,LOW,98.0,58.0,68.0,178.0,148.0,88.0,22.0,NORTHERN IWATE PREF
J2026022518413540,2026-02-25 09:41:35.400000+00:00,EVT_014898,0.0,0.0653336347065998,0.05999999999999517,0.0,True,False,LOW,97.0,196.0,14.0,90.0,16.0,76.0,90.0,E OFF AOMORI PREF
J2026022603215597,2026-02-25 18:21:55.970000+00:00,EVT_014918,1087.85,224.65131154995066,6.75,2.3,False,False,,,,,,,,,HIDAKA MOUNTAINS REGION
