event_code,mechanism_origin_time,matched_event_id,time_residual_seconds,distance_residual_km,depth_residual_km,mag_residual,within_primary_tolerance,ambiguity_flag,focal_mech_projection,focal_mech_score,strike_plane1,dip_plane1,rake_plane1,strike_plane2,dip_plane2,rake_plane2,region_name
J2026030123091107,2026-03-01 14:09:11.070000+00:00,EVT_015080,0.01,0.1267211021923606,0.09000000000000341,0.0,True,False,LOW,98.0,187.0,17.0,79.0,19.0,73.0,93.0,KINKAZAN REGION
J2026030421513276,2026-03-04 12:51:32.760000+00:00,EVT_015224,520.95,97.88454876659262,27.509999999999998,2.5,False,False,,,,,,,,,KINKAZAN REGION
J2026031000454406,2026-03-09 15:45:44.060000+00:00,EVT_015512,623.27,250.80110390812172,14527.95,4.1,False,False,LOW,95.0,348.0,15.0,66.0,192.0,76.0,96.0,OSHIMA PEN REG HOKKAIDO
J2026031020562529,2026-03-10 11:56:25.290000+00:00,EVT_015555,483.53,1.8532971265868774,0.5900000000000034,2.5999999999999996,True,False,,,,,,,,,HIDAKA MOUNTAINS REGION
J2026031107383529,2026-03-10 22:38:35.290000+00:00,EVT_015574,0.01,0.05719189138129902,0.21000000000000085,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2026031601324079,2026-03-15 16:32:40.790000+00:00,EVT_015831,787.66,95.55255201931574,33.55,3.8000000000000003,False,False,LOW,100.0,141.0,7.0,30.0,21.0,86.0,96.0,E OFF AOMORI PREF
J2026031603565385,2026-03-15 18:56:53.850000+00:00,EVT_015839,0.01,0.15542989509280458,0.04999999999999716,0.0,True,False,LOW,94.0,200.0,36.0,90.0,20.0,54.0,90.0,E OFF AOMORI PREF
J2026031714012021,2026-03-17 05:01:20.210000+00:00,EVT_015909,0.0,0.05992371294850847,0.07000000000000028,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026031806133315,2026-03-17 21:13:33.150000+00:00,EVT_015938,227.85,340.5764462662256,39.589999999999996,1.6999999999999997,False,False,,,,,,,,,SE OFF TOKACHI
J2026031813334497,2026-03-18 04:33:44.970000+00:00,EVT_015953,0.01,0.2284307560787242,0.1599999999999966,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026031906230097,2026-03-18 21:23:00.970000+00:00,EVT_015991,0.01,0.003622470946922193,0.12999999999999545,0.0,True,False,LOW,98.0,195.0,21.0,83.0,23.0,69.0,93.0,E OFF AOMORI PREF
J2026032212320288,2026-03-22 03:32:02.880000+00:00,EVT_016122,0.01,0.09679267748833238,1.04,0.0,True,True,,,,,,,,,SE OFF TOKACHI
J2026032418363480,2026-03-24 09:36:34.800000+00:00,EVT_016202,0.0,0.07205439095100023,0.120000000000001,0.0,True,True,,,,,,,,,E OFF AOMORI PREF
J2026032616375242,2026-03-26 07:37:52.420000+00:00,EVT_016282,406.88,31.39050851350171,29.9,3.3000000000000003,False,False,LOW,98.0,186.0,22.0,70.0,27.0,69.0,98.0,E OFF AOMORI PREF
J2026032711163910,2026-03-27 02:16:39.100000+00:00,EVT_016497,0.0,0.1619340859472397,0.00999999999999801,0.0,True,False,LOW,95.0,78.0,41.0,103.0,241.0,51.0,79.0,E OFF IWATE PREF
J2026032802191210,2026-03-27 17:19:12.100000+00:00,EVT_016603,0.0,0.46477826136431705,0.0,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026032904445721,2026-03-28 19:44:57.210000+00:00,EVT_016734,0.01,0.10905031458576321,0.05000000000000071,0.0,True,False,,,,,,,,,E OFF IWATE PREF
J2026033008470159,2026-03-29 23:47:01.590000+00:00,EVT_016852,880.38,231.6432282840774,51.47999999999999,2.7,False,False,,,,,,,,,E OFF IWATE PREF
J2026033010051615,2026-03-30 01:05:16.150000+00:00,EVT_016854,106.03,186.7842717057968,34.13,2.1,False,False,LOW,98.0,197.0,17.0,69.0,39.0,74.0,96.0,E OFF MIYAGI PREF
J2026033015115237,2026-03-30 06:11:52.370000+00:00,EVT_016873,726.47,356.43789767132245,59.07999999999999,2.1,False,False,LOW,95.0,65.0,20.0,109.0,225.0,71.0,83.0,TOKACHI REGION
J2026033104054964,2026-03-30 19:05:49.640000+00:00,EVT_016907,450.04,248.6345798885495,42.57,1.4000000000000004,False,False,LOW,100.0,187.0,46.0,104.0,347.0,46.0,76.0,E OFF MIYAGI PREF
J2026040209525036,2026-04-02 00:52:50.360000+00:00,EVT_017061,511.77,201.8882354216453,39.79,2.5000000000000004,False,False,LOW,98.0,181.0,21.0,61.0,31.0,72.0,100.0,E OFF MIYAGI PREF
J2026040216270921,2026-04-02 07:27:09.210000+00:00,EVT_017071,2099.18,313.22849976255793,61.01,1.4,False,False,,,,,,,,,TOKACHI REGION
J2026040223222070,2026-04-02 14:22:20.700000+00:00,EVT_017078,0.0,0.1077198163265386,0.14000000000000057,0.0,True,False,LOW,86.0,78.0,50.0,134.0,202.0,57.0,51.0,E OFF IWATE PREF
J2026040317514467,2026-04-03 08:51:44.670000+00:00,EVT_017111,0.01,0.03581337333252087,0.019999999999999574,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026040412165018,2026-04-04 03:16:50.180000+00:00,EVT_017161,457.59,187.66641646539574,48.61,1.9999999999999998,False,False,LOW,98.0,183.0,26.0,88.0,6.0,64.0,91.0,KINKAZAN REGION
J2026040419364481,2026-04-04 10:36:44.810000+00:00,EVT_017179,381.53,130.3693913509646,30.61,3.2,False,False,LOW,96.0,309.0,31.0,106.0,111.0,60.0,81.0,E OFF MIYAGI PREF
J2026040511213423,2026-04-05 02:21:34.230000+00:00,EVT_017220,0.0,0.11580383933098098,0.03999999999999915,0.0,True,True,LOW,100.0,183.0,22.0,70.0,24.0,69.0,98.0,NE OFF IWATE PREF
J2026040610534042,2026-04-06 01:53:40.420000+00:00,EVT_017267,0.01,0.053201353927718235,970.32,0.0,False,False,,,,,,,,,E OFF IWATE PREF
J2026040705422767,2026-04-06 20:42:27.670000+00:00,EVT_017356,238.63,394.18032039573404,9.82,1.4000000000000001,False,False,,,,,,,,,KAMIKAWA-SORACHI REGION
J2026041118100155,2026-04-11 09:10:01.550000+00:00,EVT_017572,0.01,0.07697329901479273,0.12000000000000455,0.0,True,False,LOW,97.0,179.0,20.0,69.0,22.0,71.0,98.0,NORTHERN IWATE PREF
J2026041222004293,2026-04-12 13:00:42.930000+00:00,EVT_017619,1277.81,196.57112526818457,53.519999999999996,3.3000000000000003,False,False,LOW,98.0,353.0,40.0,53.0,217.0,59.0,117.0,E OFF MIYAGI PREF
J2026041422205770,2026-04-14 13:20:57.700000+00:00,EVT_017717,0.0,0.12649149803799692,0.0799999999999983,0.0,True,False,,,,,,,,,E OFF AOMORI PREF
J2026041504500346,2026-04-14 19:50:03.460000+00:00,EVT_017746,0.02,0.022659306880630194,799.05,0.0,False,False,,,,,,,,,E OFF IWATE PREF
J2026042017045151,2026-04-20 08:04:51.510000+00:00,EVT_018076,0.01,0.10425271665915993,0.11999999999999744,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026042017422439,2026-04-20 08:42:24.390000+00:00,EVT_018109,0.01,0.05032161967782033,0.23000000000000043,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026042018272800,2026-04-20 09:27:28+00:00,EVT_018156,0.0,0.07663124399239943,0.04999999999999716,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026042019302604,2026-04-20 10:30:26.040000+00:00,EVT_018201,0.02,0.13454691525660153,0.28000000000000114,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026042021344754,2026-04-20 12:34:47.540000+00:00,EVT_018292,0.01,0.07124933573513006,0.030000000000001137,0.0,True,False,,,,,,,,,E OFF IWATE PREF
J2026042201180697,2026-04-21 16:18:06.970000+00:00,EVT_019198,0.0,0.04455112971299815,0.10999999999999943,0.0,True,False,LOW,92.0,188.0,31.0,60.0,42.0,64.0,107.0,E OFF IWATE PREF
J2026042221062229,2026-04-22 12:06:22.290000+00:00,EVT_019642,0.0,0.07420254861627278,0.03999999999999915,0.0,True,False,LOW,92.0,191.0,19.0,66.0,37.0,72.0,98.0,NE OFF IWATE PREF
J2026042302463689,2026-04-22 17:46:36.890000+00:00,EVT_019747,0.01,0.1564251880091947,0.10999999999999943,0.0,True,True,LOW,99.0,188.0,18.0,73.0,26.0,72.0,96.0,NE OFF IWATE PREF
J2026042315411456,2026-04-23 06:41:14.560000+00:00,EVT_019955,0.01,0.015522023863846211,0.03999999999999915,0.0,True,True,,,,,,,,,NE OFF IWATE PREF
J2026042315422576,2026-04-23 06:42:25.760000+00:00,EVT_019956,0.01,0.07710667911418628,0.030000000000001137,0.0,True,True,,,,,,,,,NE OFF IWATE PREF
J2026042318401005,2026-04-23 09:40:10.050000+00:00,EVT_020003,0.01,0.051312161174582906,0.05000000000000071,0.0,True,False,,,,,,,,,NE OFF IWATE PREF
J2026042423333787,2026-04-24 14:33:37.870000+00:00,EVT_020400,0.01,0.10935261504452244,0.03999999999999915,0.0,True,False,,,,,,,,,E OFF IWATE PREF
J2026042511584896,2026-04-25 02:58:48.960000+00:00,EVT_020583,0.01,0.12342593795678747,724.51,0.0,False,False,,,,,,,,,NE OFF IWATE PREF
J2026042513444635,2026-04-25 04:44:46.350000+00:00,EVT_020613,0.01,0.044883627199504034,724.84,0.0,False,False,,,,,,,,,NE OFF IWATE PREF
J2026042705235649,2026-04-26 20:23:56.490000+00:00,EVT_021080,826.83,308.46525553130755,69.1,4.5,False,False,LOW,97.0,115.0,42.0,-72.0,271.0,50.0,-106.0,TOKACHI REGION
J2026050103152693,2026-04-30 18:15:26.930000+00:00,EVT_021978,0.01,0.09351742733650983,0.09000000000000341,0.0,True,True,,,,,,,,,E OFF IWATE PREF
J2026050202192495,2026-05-01 17:19:24.950000+00:00,EVT_022095,9302.5,422.1183835706587,26.92,3.2,False,False,,,,,,,,,OFF NEMURO PENINSULA
J2026050221235512,2026-05-02 12:23:55.120000+00:00,EVT_022095,77972.67,92.67890599718281,27.590000000000003,2.1,False,False,,,,,,,,,E OFF IWATE PREF
J2026050405142434,2026-05-03 20:14:24.340000+00:00,EVT_022095,192601.89,307.82104199538543,3.1400000000000006,1.7000000000000002,False,False,,,,,,,,,TSUGARU STRAIT REGION
J2026050413513257,2026-05-04 04:51:32.570000+00:00,EVT_022095,223630.12,92.35185431397014,26.83,2.0,False,False,,,,,,,,,E OFF IWATE PREF
J2026050416370957,2026-05-04 07:37:09.570000+00:00,EVT_022095,233567.12,373.1235328612156,76.28999999999999,2.3,False,False,,,,,,,,,HIDAKA MOUNTAINS REGION
J2026050911425410,2026-05-09 02:42:54.100000+00:00,EVT_022095,647911.65,190.18401318698605,66.25,1.7999999999999998,False,False,LOW,97.0,46.0,22.0,130.0,183.0,73.0,75.0,NORTHERN MIYAGI PREF
J2026050918194918,2026-05-09 09:19:49.180000+00:00,EVT_022095,671726.73,104.11072195413523,40.67,2.5,False,False,,,,,,,,,E OFF IWATE PREF
J2026050921061711,2026-05-09 12:06:17.110000+00:00,EVT_022095,681714.66,156.11064618347032,62.29,1.7000000000000002,False,False,,,,,,,,,NORTHERN IWATE PREF
J2026051100251917,2026-05-10 15:25:19.170000+00:00,EVT_022095,780056.72,153.81162460921107,36.36,2.0,False,False,LOW,100.0,183.0,24.0,69.0,26.0,68.0,99.0,KINKAZAN REGION
J2026051111274258,2026-05-11 02:27:42.580000+00:00,EVT_022095,819800.13,184.95277008870136,35.34,2.4,False,False,,,,,,,,,E OFF AOMORI PREF
J2026051207361653,2026-05-11 22:36:16.530000+00:00,EVT_022095,892314.08,172.3685979078639,41.660000000000004,2.1,False,False,LOW,98.0,178.0,27.0,82.0,7.0,63.0,94.0,KINKAZAN REGION
J2026051303025967,2026-05-12 18:02:59.670000+00:00,EVT_022095,962317.22,133.47170901137062,37.9,2.0,False,False,LOW,100.0,190.0,21.0,77.0,24.0,70.0,95.0,KINKAZAN REGION
J2026051317165831,2026-05-13 08:16:58.310000+00:00,EVT_022095,1013555.86,145.47454112246552,46.22,1.7999999999999998,False,False,LOW,96.0,122.0,26.0,174.0,217.0,87.0,64.0,KINKAZAN REGION
J2026051402324191,2026-05-13 17:32:41.910000+00:00,EVT_022095,1046899.46,280.17123841245393,779.96,2.2,False,False,LOW,93.0,347.0,39.0,95.0,160.0,51.0,86.0,WESTERN AOMORI PREF
J2026051403024044,2026-05-13 18:02:40.440000+00:00,EVT_022095,1048697.99,170.0437204943219,45.93,2.3,False,False,LOW,95.0,294.0,32.0,92.0,112.0,58.0,89.0,E OFF MIYAGI PREF
J2026051404595977,2026-05-13 19:59:59.770000+00:00,EVT_022095,1055737.32,166.1996575920865,1.0600000000000005,2.0,False,False,LOW,88.0,138.0,40.0,50.0,5.0,60.0,118.0,NORTHERN IWATE PREF
J2026051405013613,2026-05-13 20:01:36.130000+00:00,EVT_022095,1055833.68,166.3576601549022,0.9500000000000011,3.3,False,False,LOW,94.0,137.0,34.0,47.0,5.0,66.0,115.0,NORTHERN IWATE PREF
J2026051512095650,2026-05-15 03:09:56.500000+00:00,EVT_022095,1167934.05,280.3667723466976,785.96,1.9,False,False,LOW,96.0,346.0,28.0,93.0,163.0,62.0,88.0,WESTERN AOMORI PREF
J2026051520220201,2026-05-15 11:22:02.010000+00:00,EVT_022095,1197459.56,123.35859252368547,34.9,4.9,False,False,LOW,97.0,186.0,24.0,76.0,21.0,66.0,96.0,KINKAZAN REGION
J2026051711421263,2026-05-17 02:42:12.630000+00:00,EVT_022095,1339070.18,120.45377241650966,31.18,2.7,False,False,LOW,98.0,190.0,22.0,103.0,356.0,68.0,85.0,E OFF MIYAGI PREF
J2026051718015380,2026-05-17 09:01:53.800000+00:00,EVT_022095,1361851.35,105.15352363546644,28.660000000000004,2.2,False,False,LOW,97.0,194.0,21.0,83.0,22.0,69.0,93.0,E OFF IWATE PREF
J2026051919233521,2026-05-19 10:23:35.210000+00:00,EVT_022095,1539552.76,164.18779490852674,64.78999999999999,2.5999999999999996,False,False,LOW,95.0,149.0,23.0,22.0,38.0,81.0,111.0,E OFF AOMORI PREF
