global_window_id,window_family,stage_label,window_index,window_label,start_time,end_time,duration_hours,is_terminal_partial_window,n_events,magnitude_min,magnitude_max,magnitude_mean,magnitude_median,depth_mean_km,depth_median_km,centroid_x_km_local,centroid_y_km_local,centroid_longitude,centroid_latitude,principal_axis_azimuth_deg,major_spread_km,minor_spread_km,anisotropy_ratio,spatial_footprint_area_km2,along_strike_centroid_km,cross_strike_centroid_km,along_strike_spread_km,cross_strike_spread_km,centroid_distance_to_mainshock64_km,centroid_azimuth_from_mainshock64_deg,centroid_distance_to_mainshock71_km,centroid_azimuth_from_mainshock71_deg,window_mid_time,window_start_hours_since_mainshock64,window_end_hours_since_mainshock64,window_start_hours_since_mainshock71,window_end_hours_since_mainshock71,orientation_event_count_sufficient,cluster_event_count_sufficient,prev_centroid_x_km_local,prev_centroid_y_km_local,prev_principal_axis_azimuth_deg,centroid_step_dx_km,centroid_step_dy_km,centroid_step_distance_km,centroid_step_azimuth_deg,principal_axis_azimuth_change_deg,cumulative_centroid_distance_km
20,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,20,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0020,2019-07-06T09:33:49.040000Z,2019-07-06T11:33:49.040000Z,2.0,False,322,1.24,4.46,2.417204968944099,2.31,6.1493434684161485,5.793107075000001,-7.854215260266877,0.9815020778281729,-117.61649117468477,35.800093155433494,323.0618164317843,16.822577296316187,4.296452295497202,3.91545771704406,2451.3160448297763,15.3489781291822,-0.5513052223361823,16.52553912789279,5.325895769774358,15.35887583966641,313.9613708064392,3.4035121242028605,321.2262180343907,2019-07-06T10:33:49.040000Z,40.0,42.0,6.232222222222222,8.232222222222223,True,True,-6.565845834677269,-0.47463804716168323,322.9380478604122,-1.2883694255896083,1.4561401249898562,1.9442838888391714,318.4981136423027,0.12376857137206798,34.51281221432269
21,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,21,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0021,2019-07-06T11:33:49.040000Z,2019-07-06T13:33:49.040000Z,2.0,False,329,1.39,4.53,2.2227963525835865,2.13,6.138554050516717,5.70237995,-6.995232131630637,-0.42822771648663593,-117.6069676679016,35.78741515080815,323.7892061169021,18.02709918921973,3.7863394576375096,4.761089012464761,2408.4343075622683,13.768127902296063,-0.07580267932024098,17.657883622459153,5.2451708877898415,13.768336572737297,312.2197510639462,1.7793299446872266,314.34594592338715,2019-07-06T12:33:49.040000Z,42.0,44.0,8.232222222222223,10.232222222222223,True,True,-7.854215260266877,0.9815020778281729,323.0618164317843,0.8589831286362406,-1.4097297943148088,1.6508149830494565,148.64501804497996,0.7273896851178279,36.16362719737215
22,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,22,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0022,2019-07-06T13:33:49.040000Z,2019-07-06T15:33:49.040000Z,2.0,False,328,1.15,3.97,2.178810975609756,2.14,6.083124075060976,5.716896290000001,-6.825549075260463,0.5842266198138992,-117.60508639959205,35.79652037140456,323.984432441401,18.530072928588744,4.413177075105634,4.198805670661925,3071.2743074256523,14.318045914534551,-0.9426627040811897,18.143263643242012,5.801872026067789,14.349043584308507,315.6710711221455,2.5112718487406878,333.9516481278721,2019-07-06T14:33:49.040000Z,44.0,46.0,10.232222222222223,12.232222222222223,True,True,-6.995232131630637,-0.42822771648663593,323.7892061169021,0.16968305637017345,1.0124543363005352,1.0265749474407022,9.514108917978035,0.19522632449888988,37.19020214481285
23,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,23,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0023,2019-07-06T15:33:49.040000Z,2019-07-06T17:33:49.040000Z,2.0,False,332,1.03,4.32,2.067259036144578,2.0,5.746300623283133,5.586249230000001,-6.6836237251323185,0.641729701304013,-117.60351287970605,35.79703750904047,325.69929912778474,20.647699661514437,6.091295601931504,3.3897057392793752,3200.0250224585975,14.250822000365764,-1.0802503298099688,20.104654182297807,7.69637990437251,14.291706282357028,316.2391857994156,2.5052720434564755,337.4474598865821,2019-07-06T16:33:49.040000Z,46.0,48.0,12.232222222222223,14.232222222222223,True,True,-6.825549075260463,0.5842266198138992,323.984432441401,0.14192535012814478,0.05750308149011374,0.1531319998885117,67.94396706890609,1.7148666863837434,37.343334144701366
24,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,24,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0024,2019-07-06T17:33:49.040000Z,2019-07-06T19:33:49.040000Z,2.0,False,313,1.01,4.47,1.9615335463258783,1.87,6.072662565207668,5.738670800000001,-6.684533670044013,-0.42332992102390066,-117.60352296822377,35.78745919774096,324.44924512781097,18.998023077940406,3.643975322768937,5.213543285881649,1636.2008261183414,13.540158214666578,-0.28695983395821306,18.561346034580346,5.447923495009257,13.543198677731493,313.1184044720657,1.576088535366113,322.39470924347665,2019-07-06T18:33:49.040000Z,48.0,50.0,14.232222222222223,16.232222222222223,True,True,-6.6836237251323185,0.641729701304013,325.69929912778474,-0.0009099449116947156,-1.0650596223279136,1.0650600110383548,180.04895124108668,1.2500539999737725,38.40839415573972
25,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,25,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0025,2019-07-06T19:33:49.040000Z,2019-07-06T21:33:49.040000Z,2.0,False,319,1.14,3.77,1.9550470219435732,1.85,6.19566247539185,5.658830930000001,-6.556211942888194,0.26203781610697807,-117.60210027108545,35.793622857880976,324.31064511828964,19.554016177324005,3.899420499428519,5.01459542006043,2381.009069836294,13.902402504821659,-0.8827571778682006,19.115767333157,5.670314643740688,13.930400412089714,315.53752033312804,2.1059351219531908,336.6868703474619,2019-07-06T20:33:49.040000Z,50.0,52.0,16.232222222222223,18.232222222222223,True,True,-6.684533670044013,-0.42332992102390066,324.44924512781097,0.1283217271558188,0.6853677371308787,0.6972771333983022,10.604736385162312,0.13860000952132623,39.10567128913802
26,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,26,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0026,2019-07-06T21:33:49.040000Z,2019-07-06T23:33:49.040000Z,2.0,False,324,0.91,4.07,1.8539814814814817,1.77,5.878726598888889,5.455602170000001,-5.914927587888034,-0.571273888268414,-117.59499038067992,35.78612870567888,323.9275897268526,19.600148581116372,5.737544879064355,3.4161211797462485,2477.3442092262003,12.868560055499866,-0.6908618663118558,19.207401783283313,6.939809966896864,12.887091526808153,314.97733566299337,1.1173324228079469,350.0973940839428,2019-07-06T22:33:49.040000Z,52.0,54.0,18.232222222222223,20.232222222222223,True,True,-6.556211942888194,0.26203781610697807,324.31064511828964,0.6412843550001606,-0.833311704375392,1.0515008419478287,142.41951561570852,0.3830553914370398,40.15717213108585
27,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,27,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0027,2019-07-06T23:33:49.040000Z,2019-07-07T01:33:49.040000Z,2.0,False,330,0.8,4.9,1.8165151515151516,1.71,6.119900680636364,5.778590735000001,-6.113490189141846,0.06724361559417802,-117.59719183518689,35.79187103154869,324.16167376032837,18.085501417925684,5.510046070246448,3.282277713717333,2622.0247967618316,13.442801000264152,-1.0334681224015718,17.711893391693284,6.613229295534985,13.48246843470153,316.30049361511726,1.7825504838287152,347.3386240407052,2019-07-07T00:33:49.040000Z,54.0,56.0,20.232222222222223,22.232222222222223,True,True,-5.914927587888034,-0.571273888268414,323.9275897268526,-0.19856260125381198,0.638517503862592,0.6686790780004975,342.72564333206736,0.23408403347576723,40.825851209086345
28,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,28,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0028,2019-07-07T01:33:49.040000Z,2019-07-07T03:19:53.040000Z,2.0,True,277,0.94,3.93,1.7579061371841158,1.67,5.917242744223827,5.499151190000001,-6.548295356826281,1.7018586242945342,-117.60201250025672,35.80657147749552,323.3230997317871,17.963932075694512,6.5593259893643205,2.7386856675247264,2341.1939442625094,14.858150186379726,-1.9596476092590263,17.6561799291015,7.347579422238978,14.986822402146842,319.41770203302127,3.473346121130299,346.2507741246363,2019-07-07T02:26:51.040000Z,56.0,57.76777777777778,22.232222222222223,24.0,True,True,-6.113490189141846,0.06724361559417802,324.16167376032837,-0.4348051676844351,1.6346150087003561,1.691455515381222,345.10432938174864,0.8385740285412453,42.517306724467566
29,whole_sequence,6h_mainshock71_plus_1day_to_plus_5days,0,whole_sequence_6h_mainshock71_plus_1day_to_plus_5days_0000,2019-07-07T03:19:53.040000Z,2019-07-07T09:19:53.040000Z,6.0,False,944,0.69,4.78,1.6991525423728813,1.62,5.861521478241525,5.353987790000001,-7.551681117825065,2.5471618557836266,-117.61313699244108,35.81417347209183,324.88388413760094,19.960500631202798,5.210585130476311,3.8307599111000736,3209.877133827474,16.16949973366367,-1.9186244038843967,19.485689811700905,6.773453728517217,16.282930978178655,318.6712087243631,4.598465238520276,336.5642244612232,2019-07-07T06:19:53.040000Z,57.76777777777778,63.76777777777778,24.0,30.0,True,True,,,,,,,,,0.0
