comparison_label,interval_role,n_events,magnitude_min,magnitude_max,magnitude_mean,magnitude_median,depth_mean_km,depth_median_km,centroid_x_km_local,centroid_y_km_local,centroid_longitude,centroid_latitude,principal_axis_azimuth_deg,major_spread_km,minor_spread_km,anisotropy_ratio,spatial_footprint_area_km2,along_strike_centroid_km,cross_strike_centroid_km,along_strike_spread_km,cross_strike_spread_km,centroid_distance_to_mainshock64_km,centroid_azimuth_from_mainshock64_deg,centroid_distance_to_mainshock71_km,centroid_azimuth_from_mainshock71_deg,hotspot_x_km_local,hotspot_y_km_local,hotspot_density_value,start_time,end_time,duration_hours,before_interval_role,after_interval_role,before_event_count,after_event_count,event_count_change,centroid_shift_dx_km,centroid_shift_dy_km,centroid_shift_distance_km,centroid_shift_azimuth_deg,principal_axis_orientation_change_deg,occupied_area_change_km2,along_strike_centroid_change_km,cross_strike_centroid_change_km,hotspot_shift_dx_km,hotspot_shift_dy_km,hotspot_shift_distance_km,hotspot_shift_azimuth_deg
mw71,after,7641,0.31,7.1,1.9251079701609737,1.78,5.953438498531607,5.5499583800000005,-7.298226444378395,1.4868973323936918,-117.61032695203245,35.80463828415309,324.6040176562686,19.080302006186297,5.269385492543493,3.620972888240215,5801.163719051066,15.27272477493518,-1.298789906257198,18.649527693832976,6.6347166415199395,15.327849727587832,316.76503155589376,3.5299325018085606,333.4926957632891,-16.767929558797668,11.970059106721813,1598.2816511048209,2019-07-06T03:19:53.040000Z,2019-07-08T03:19:53.040000Z,48.0,before,after,4715,7641,2926,-5.987269105832302,13.416321633376787,14.6916669413606,335.9503432860567,47.83389127375949,4110.59772868243,13.416699511299592,-5.986422282078101,-19.047367548622965,23.971203274816382,30.617328377487524,321.529566765916
mw71,before,4715,0.16,6.4,1.388186638388123,1.23,5.775109423913045,5.62979825,-1.3109573385460929,-11.929424300983095,-117.54394637243645,35.68398240498458,12.437908930028073,6.974974002868237,4.317402985820498,1.6155485197411292,1690.5659903686362,1.8560252636355863,4.687632375820902,5.089382169176345,6.433383248239561,5.041698827785915,243.50494023617773,11.166007312835463,156.7270699375315,2.279437989825297,-12.00114416809457,1338.1101473860576,2019-07-04T17:33:49.040000Z,2019-07-06T03:19:53.040000Z,33.76777777777778,before,after,4715,7641,2926,-5.987269105832302,13.416321633376787,14.6916669413606,335.9503432860567,47.83389127375949,4110.59772868243,13.416699511299592,-5.986422282078101,-19.047367548622965,23.971203274816382,30.617328377487524,321.529566765916
