comparison_label,interval_role,n_events,magnitude_min,magnitude_max,magnitude_mean,magnitude_median,depth_mean_km,depth_median_km,centroid_x_km_local,centroid_y_km_local,centroid_longitude,centroid_latitude,principal_axis_azimuth_deg,major_spread_km,minor_spread_km,anisotropy_ratio,spatial_footprint_area_km2,along_strike_centroid_km,cross_strike_centroid_km,along_strike_spread_km,cross_strike_spread_km,centroid_distance_to_mainshock64_km,centroid_azimuth_from_mainshock64_deg,centroid_distance_to_mainshock71_km,centroid_azimuth_from_mainshock71_deg,hotspot_x_km_local,hotspot_y_km_local,hotspot_density_value,start_time,end_time,duration_hours,before_interval_role,after_interval_role,before_event_count,after_event_count,event_count_change,centroid_shift_dx_km,centroid_shift_dy_km,centroid_shift_distance_km,centroid_shift_azimuth_deg,principal_axis_orientation_change_deg,occupied_area_change_km2,along_strike_centroid_change_km,cross_strike_centroid_change_km,hotspot_shift_dx_km,hotspot_shift_dy_km,hotspot_shift_distance_km,hotspot_shift_azimuth_deg
mw64,after,4715,0.16,6.4,1.388186638388123,1.23,5.775109423913045,5.62979825,-1.3109573385460929,-11.929424300983095,-117.54394637243645,35.68398240498458,12.437908930028073,6.974974002868237,4.317402985820498,1.6155485197411292,1690.5659903686362,1.8560252636355863,4.687632375820902,5.089382169176345,6.433383248239561,5.041698827785915,243.50494023617773,11.166007312835463,156.7270699375315,2.279437989825297,-12.00114416809457,1338.1101473860576,2019-07-04T17:33:49.040000Z,2019-07-06T03:19:53.040000Z,33.76777777777778,before,after,39,4715,4676,-2.011153817860577,-11.305171706072928,11.482667241668507,190.08720814110623,35.86973458099732,966.177005509899,-6.053769497140113,9.75722921009766,-2.1888419626028615,-2.279649718878062,3.1603531413486015,223.8358073581004
mw64,before,39,0.15,4.54,0.9058974358974359,0.72,8.150802630000001,9.77421332,0.7001964793144838,-0.6242525949101668,-117.52164880175329,35.785652256723516,336.56817434903076,18.458350934173232,3.8793323273284397,4.758125722857276,724.3889848587372,7.909794760775699,-5.069596834276759,16.85235459280449,8.471014295427144,9.394980852545874,344.56118827370005,6.507861414239736,80.73557767426985,4.4682799524281585,-9.721494449216507,25.525371635930746,2019-07-04T00:56:37.590000Z,2019-07-04T17:33:49.040000Z,16.619847222222223,before,after,39,4715,4676,-2.011153817860577,-11.305171706072928,11.482667241668507,190.08720814110623,35.86973458099732,966.177005509899,-6.053769497140113,9.75722921009766,-2.1888419626028615,-2.279649718878062,3.1603531413486015,223.8358073581004
