global_window_id,window_family,stage_label,window_index,window_label,start_time,end_time,n_events,dbscan_eps_km,dbscan_min_samples,n_clusters,n_noise_events,clustered_event_fraction,dominant_cluster_fraction,dominant_cluster_event_count,dominant_cluster_centroid_longitude,dominant_cluster_centroid_latitude,dominant_cluster_centroid_x_km_local,dominant_cluster_centroid_y_km_local,dominant_cluster_azimuth_from_mainshock64_deg,dominant_cluster_distance_from_mainshock64_km,dominant_cluster_along_strike_km,dominant_cluster_cross_strike_km,cluster_size_json,cluster_centroids_json,cluster_azimuths_from_mainshock64_json
0,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,0,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0000,2019-07-04T17:33:49.040000Z,2019-07-04T19:33:49.040000Z,268,2.5,12,1,24,0.9104477611940298,0.9104477611940298,244,-117.52318445479592,35.684848738647396,0.5616865706101128,-11.833092392896129,230.7984605421208,3.406176114364711,0.5266276752082524,3.3652190142356906,"[{""cluster_id"": 0, ""n_events"": 244}]","[{""along_strike_km"": 0.5266276752082524, ""cluster_id"": 0, ""cross_strike_km"": 3.3652190142356906, ""latitude"": 35.684848738647396, ""longitude"": -117.52318445479592, ""n_events"": 244, ""x_km_local"": 0.5616865706101128, ""y_km_local"": -11.833092392896129}]","[{""azimuth_from_mainshock64_deg"": 230.7984605421208, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 3.406176114364711}]"
1,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,1,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0001,2019-07-04T19:33:49.040000Z,2019-07-04T21:33:49.040000Z,282,2.5,12,1,16,0.9432624113475178,0.9432624113475178,266,-117.53191777339296,35.6710411711249,-0.22602466881667632,-13.368423850701047,222.89965620489892,5.034769888515226,0.08746058576401827,5.034010178400262,"[{""cluster_id"": 0, ""n_events"": 266}]","[{""along_strike_km"": 0.08746058576401827, ""cluster_id"": 0, ""cross_strike_km"": 5.034010178400262, ""latitude"": 35.6710411711249, ""longitude"": -117.53191777339296, ""n_events"": 266, ""x_km_local"": -0.22602466881667632, ""y_km_local"": -13.368423850701047}]","[{""azimuth_from_mainshock64_deg"": 222.89965620489892, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.034769888515226}]"
2,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,2,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0002,2019-07-04T21:33:49.040000Z,2019-07-04T23:33:49.040000Z,270,2.5,12,1,19,0.9296296296296296,0.9296296296296296,251,-117.52726932958616,35.678188659726885,0.19324681335633767,-12.573659379910733,226.11189117986615,4.173720228705231,0.30622702215648,4.162471087996218,"[{""cluster_id"": 0, ""n_events"": 251}]","[{""along_strike_km"": 0.30622702215648, ""cluster_id"": 0, ""cross_strike_km"": 4.162471087996218, ""latitude"": 35.678188659726885, ""longitude"": -117.52726932958616, ""n_events"": 251, ""x_km_local"": 0.19324681335633767, ""y_km_local"": -12.573659379910733}]","[{""azimuth_from_mainshock64_deg"": 226.11189117986615, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 4.173720228705231}]"
3,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,3,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0003,2019-07-04T23:33:49.040000Z,2019-07-05T01:33:49.040000Z,284,2.5,12,1,27,0.9049295774647887,0.9049295774647887,257,-117.5383721930873,35.677003483901004,-0.8081881248624669,-12.705444918930313,232.96432197217712,5.022688368953249,0.9635383408572018,4.929400807128227,"[{""cluster_id"": 0, ""n_events"": 257}]","[{""along_strike_km"": 0.9635383408572018, ""cluster_id"": 0, ""cross_strike_km"": 4.929400807128227, ""latitude"": 35.677003483901004, ""longitude"": -117.5383721930873, ""n_events"": 257, ""x_km_local"": -0.8081881248624669, ""y_km_local"": -12.705444918930313}]","[{""azimuth_from_mainshock64_deg"": 232.96432197217712, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.022688368953249}]"
4,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,4,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0004,2019-07-05T01:33:49.040000Z,2019-07-05T03:33:49.040000Z,291,2.5,12,1,24,0.9175257731958762,0.9175257731958762,267,-117.53625156018977,35.66647474649591,-0.6169153172210328,-13.876187102349322,222.3007743355786,5.673125933268723,0.03925619060964003,5.672990111592383,"[{""cluster_id"": 0, ""n_events"": 267}]","[{""along_strike_km"": 0.03925619060964003, ""cluster_id"": 0, ""cross_strike_km"": 5.672990111592383, ""latitude"": 35.66647474649591, ""longitude"": -117.53625156018977, ""n_events"": 267, ""x_km_local"": -0.6169153172210328, ""y_km_local"": -13.876187102349322}]","[{""azimuth_from_mainshock64_deg"": 222.3007743355786, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.673125933268723}]"
5,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,5,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0005,2019-07-05T03:33:49.040000Z,2019-07-05T05:33:49.040000Z,287,2.5,12,1,24,0.9163763066202091,0.9163763066202091,263,-117.53589158065168,35.67093325145882,-0.5844465683727309,-13.380423970054922,225.65412374599097,5.293660301686547,0.34620542552660716,5.282327251599247,"[{""cluster_id"": 0, ""n_events"": 263}]","[{""along_strike_km"": 0.34620542552660716, ""cluster_id"": 0, ""cross_strike_km"": 5.282327251599247, ""latitude"": 35.67093325145882, ""longitude"": -117.53589158065168, ""n_events"": 263, ""x_km_local"": -0.5844465683727309, ""y_km_local"": -13.380423970054922}]","[{""azimuth_from_mainshock64_deg"": 225.65412374599097, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.293660301686547}]"
6,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,6,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0006,2019-07-05T05:33:49.040000Z,2019-07-05T07:33:49.040000Z,280,2.5,12,1,25,0.9107142857142857,0.9107142857142857,255,-117.5305743417769,35.67512684224388,-0.10485238228741224,-12.914117950332972,225.63232318238784,4.6247445050221945,0.30070239603460847,4.614958266956704,"[{""cluster_id"": 0, ""n_events"": 255}]","[{""along_strike_km"": 0.30070239603460847, ""cluster_id"": 0, ""cross_strike_km"": 4.614958266956704, ""latitude"": 35.67512684224388, ""longitude"": -117.5305743417769, ""n_events"": 255, ""x_km_local"": -0.10485238228741224, ""y_km_local"": -12.914117950332972}]","[{""azimuth_from_mainshock64_deg"": 225.63232318238784, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 4.6247445050221945}]"
7,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,7,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0007,2019-07-05T07:33:49.040000Z,2019-07-05T09:33:49.040000Z,283,2.5,12,1,22,0.9222614840989399,0.9222614840989399,261,-117.53821832469744,35.67028981817356,-0.7943097968533934,-13.451970487009925,226.65029560882343,5.494581103809231,0.45461343104610075,5.475741788529656,"[{""cluster_id"": 0, ""n_events"": 261}]","[{""along_strike_km"": 0.45461343104610075, ""cluster_id"": 0, ""cross_strike_km"": 5.475741788529656, ""latitude"": 35.67028981817356, ""longitude"": -117.53821832469744, ""n_events"": 261, ""x_km_local"": -0.7943097968533934, ""y_km_local"": -13.451970487009925}]","[{""azimuth_from_mainshock64_deg"": 226.65029560882343, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.494581103809231}]"
8,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,8,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0008,2019-07-05T09:33:49.040000Z,2019-07-05T11:33:49.040000Z,276,2.5,12,1,16,0.9420289855072463,0.9420289855072463,260,-117.540498112197,35.685315541338895,-0.9999377282015289,-11.78118630185848,243.43073739235925,4.697216633709993,1.7235518241344745,4.369578150522607,"[{""cluster_id"": 0, ""n_events"": 260}]","[{""along_strike_km"": 1.7235518241344745, ""cluster_id"": 0, ""cross_strike_km"": 4.369578150522607, ""latitude"": 35.685315541338895, ""longitude"": -117.540498112197, ""n_events"": 260, ""x_km_local"": -0.9999377282015289, ""y_km_local"": -11.78118630185848}]","[{""azimuth_from_mainshock64_deg"": 243.43073739235925, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 4.697216633709993}]"
9,whole_sequence,2h_mainshock64_to_mainshock71_plus_1day,9,whole_sequence_2h_mainshock64_to_mainshock71_plus_1day_0009,2019-07-05T11:33:49.040000Z,2019-07-05T13:33:49.040000Z,306,2.5,12,3,18,0.9411764705882353,0.8006535947712419,245,-117.54658608600151,35.73346833804219,-1.549049195722355,-6.426839604704992,304.40654706612395,5.75756797757637,5.708340615438842,0.7512898472255323,"[{""cluster_id"": 0, ""n_events"": 245}, {""cluster_id"": 1, ""n_events"": 33}, {""cluster_id"": 2, ""n_events"": 10}]","[{""along_strike_km"": 5.708340615438842, ""cluster_id"": 0, ""cross_strike_km"": 0.7512898472255323, ""latitude"": 35.73346833804219, ""longitude"": -117.54658608600151, ""n_events"": 245, ""x_km_local"": -1.549049195722355, ""y_km_local"": -6.426839604704992}, {""along_strike_km"": -1.3836733229778355, ""cluster_id"": 1, ""cross_strike_km"": 16.880780810842715, ""latitude"": 35.58291082548808, ""longitude"": -117.60750212197489, ""n_events"": 33, ""x_km_local"": -7.0434378023411695, ""y_km_local"": -23.168071168946675}, {""along_strike_km"": 0.6939760245843436, ""cluster_id"": 2, ""cross_strike_km"": 10.713580798877445, ""latitude"": 35.63666909518505, ""longitude"": -117.57897885318125, ""n_events"": 10, ""x_km_local"": -4.470750322287534, ""y_km_local"": -17.190424313453686}]","[{""azimuth_from_mainshock64_deg"": 304.40654706612395, ""cluster_id"": 0, ""distance_from_mainshock64_km"": 5.75756797757637}, {""azimuth_from_mainshock64_deg"": 217.21839380829786, ""cluster_id"": 1, ""distance_from_mainshock64_km"": 16.937393915488773}, {""azimuth_from_mainshock64_deg"": 225.61047983091237, ""cluster_id"": 2, ""distance_from_mainshock64_km"": 10.736033543947846}]"
