stage,interval_index,interval_label,start_time,end_time,duration_hours,is_final_interval,event_count_expected,event_count_actual,event_count_match_reference,status,peak_density,hotspot_x_m,hotspot_y_m,hotspot_longitude,hotspot_latitude,kde_array_relpath
stage1,1,stage1_01,2019-07-04T17:33:49.040000+00:00,2019-07-04T18:03:49.040000+00:00,0.5,False,68,68,True,ok,8.674815405529503e-09,454955.06995913363,3949635.120105588,-117.49784485125075,35.689595504484245,kde_arrays/stage1_01_density.npy
stage1,2,stage1_02,2019-07-04T18:03:49.040000+00:00,2019-07-04T18:33:49.040000+00:00,0.5,False,70,70,True,ok,8.37699524047989e-09,454557.80956201046,3948645.1371886483,-117.50217935580245,35.68065151217169,kde_arrays/stage1_02_density.npy
stage1,3,stage1_03,2019-07-04T18:33:49.040000+00:00,2019-07-04T19:03:49.040000+00:00,0.5,False,65,65,True,ok,1.0425930746607064e-08,453366.02837064094,3947160.162813239,-117.51526313566872,35.667207228391796,kde_arrays/stage1_03_density.npy
stage1,4,stage1_04,2019-07-04T19:03:49.040000+00:00,2019-07-04T19:33:49.040000+00:00,0.5,False,65,65,True,ok,6.189832609092854e-09,454359.1793634489,3949882.6158348224,-117.50444456661745,35.69179952538191,kde_arrays/stage1_04_density.npy
stage1,5,stage1_05,2019-07-04T19:33:49.040000+00:00,2019-07-04T20:03:49.040000+00:00,0.5,False,75,75,True,ok,1.1561622798957772e-08,454160.5491648873,3948150.1457301783,-117.50654110225865,35.67617024154794,kde_arrays/stage1_05_density.npy
stage1,6,stage1_06,2019-07-04T20:03:49.040000+00:00,2019-07-04T20:33:49.040000+00:00,0.5,False,72,72,True,ok,8.614197343175465e-09,454557.80956201046,3948645.1371886483,-117.50217935580245,35.68065151217169,kde_arrays/stage1_06_density.npy
stage1,7,stage1_07,2019-07-04T20:33:49.040000+00:00,2019-07-04T21:03:49.040000+00:00,0.5,False,67,67,True,ok,1.192107157965242e-08,455352.3303562568,3949387.624376353,-117.49344065996117,35.68738214051203,kde_arrays/stage1_07_density.npy
stage1,8,stage1_08,2019-07-04T21:03:49.040000+00:00,2019-07-04T21:33:49.040000+00:00,0.5,True,68,68,True,ok,6.982562173998391e-09,453961.9189663257,3948645.1371886483,-117.50876428177897,35.6806238658839,kde_arrays/stage1_08_density.npy
