event_id,origin_time,latitude,longitude,depth_km,magnitude,region,npicks
7252,2025-10-13T13:40:15.910000Z,39.649667,142.541833,30.390,1.50,E OFF IWATE PREF,32
7253,2025-10-13T13:57:42.220000Z,40.055167,143.071000,19.600,2.10,FAR E OFF SANRIKU,31
7254,2025-10-13T14:43:22.640000Z,40.058000,143.066333,20.580,2.50,FAR E OFF SANRIKU,39
7255,2025-10-13T15:07:53.350000Z,38.916833,141.959000,52.610,1.40,KINKAZAN REGION,32
7256,2025-10-13T15:53:10.090000Z,41.804000,142.171833,100.820,1.60,S OFF URAKAWA,25
7257,2025-10-13T15:53:32.470000Z,38.999667,142.356000,34.460,0.80,E OFF MIYAGI PREF,10
7258,2025-10-13T15:58:53.450000Z,42.218833,141.844333,38.970,2.90,S OFF TOMAKOMAI,37
7259,2025-10-13T16:38:07.150000Z,42.208667,142.668333,53.460,0.90,HIDAKA REGION,15
7260,2025-10-13T16:42:21.580000Z,38.652833,142.102000,39.290,1.00,E OFF MIYAGI PREF,15
7261,2025-10-13T17:36:00.940000Z,40.414500,141.638667,69.190,1.00,NORTHERN IWATE PREF,28
7262,2025-10-13T17:39:59.390000Z,38.706667,142.254167,40.520,2.30,E OFF MIYAGI PREF,35
7263,2025-10-13T18:38:18.700000Z,38.551000,141.712667,50.160,0.80,KINKAZAN REGION,21
7264,2025-10-13T19:57:31.160000Z,40.398000,141.648333,105.180,1.00,NORTHERN IWATE PREF,14
7265,2025-10-13T19:58:40.280000Z,38.845333,142.449167,30.230,1.30,E OFF MIYAGI PREF,13
7266,2025-10-13T20:08:22.760000Z,40.268000,142.388833,17.710,1.40,NE OFF IWATE PREF,32
7267,2025-10-13T21:15:59.070000Z,40.278667,142.345333,3.420,1.50,NE OFF IWATE PREF,14
7268,2025-10-13T21:44:42.290000Z,39.516833,142.015667,19.200,1.70,SOUTHERN IWATE PREF,34
7269,2025-10-13T22:06:03.270000Z,39.518000,142.017167,19.540,4.30,SOUTHERN IWATE PREF,40
7270,2025-10-13T23:29:54.050000Z,39.684667,142.243167,48.560,1.40,E OFF IWATE PREF,32
7271,2025-10-13T23:46:27.890000Z,38.727000,142.282167,39.840,0.90,E OFF MIYAGI PREF,11
7272,2025-10-14T00:56:13.450000Z,40.065500,143.080000,21.150,1.10,FAR E OFF SANRIKU,10
7273,2025-10-14T01:53:53.940000Z,39.767667,143.431000,12.620,1.60,FAR E OFF SANRIKU,21
7274,2025-10-14T02:31:34.610000Z,39.650667,142.106500,47.440,1.80,E OFF IWATE PREF,31
7275,2025-10-14T03:21:55.510000Z,38.802500,141.599500,69.160,0.80,NORTHERN MIYAGI PREF,21
7276,2025-10-14T03:22:39.770000Z,39.051167,142.399167,24.940,1.30,E OFF IWATE PREF,22
7277,2025-10-14T03:33:27.570000Z,39.060667,142.399667,24.530,1.40,E OFF IWATE PREF,20
7278,2025-10-14T03:53:03.380000Z,40.466833,142.806000,41.600,1.20,E OFF AOMORI PREF,17
7279,2025-10-14T04:08:52.860000Z,39.415167,142.523833,35.510,0.80,E OFF IWATE PREF,20
7280,2025-10-14T04:53:20.740000Z,39.397667,143.566833,8.340,1.40,FAR E OFF SANRIKU,9
7281,2025-10-14T05:23:52.810000Z,42.274667,142.563500,25.620,0.60,HIDAKA REGION,10
7282,2025-10-14T06:28:06.070000Z,38.849667,141.381500,73.050,1.00,SOUTHERN IWATE PREF,24
7283,2025-10-14T06:28:57.020000Z,41.336833,144.404500,24.430,1.10,SE OFF ERIMOMISAKI,14
7284,2025-10-14T06:50:56.080000Z,39.575667,143.926500,49.460,2.10,FAR E OFF SANRIKU,32
7285,2025-10-14T06:52:51.750000Z,40.265833,142.389500,17.260,1.50,NE OFF IWATE PREF,30
7286,2025-10-14T07:17:10.590000Z,42.138167,142.908667,25.400,1.90,HIDAKA REGION,24
7287,2025-10-14T07:26:24.910000Z,38.836167,141.405667,94.890,0.60,SOUTHERN IWATE PREF,12
7288,2025-10-14T08:33:27.230000Z,40.042833,141.134833,6.920,0.60,NORTHERN IWATE PREF,20
7289,2025-10-14T09:08:34.720000Z,40.184833,142.152667,77.520,1.80,NE OFF IWATE PREF,35
7290,2025-10-14T10:10:49.470000Z,40.053333,142.018833,39.960,1.20,NE OFF IWATE PREF,32
7291,2025-10-14T10:18:43.530000Z,38.699000,141.014667,12.220,1.20,NORTHERN MIYAGI PREF,32
7292,2025-10-14T12:40:55.050000Z,39.764667,143.425500,12.610,1.90,FAR E OFF SANRIKU,20
7293,2025-10-14T12:44:25.900000Z,38.627833,143.241000,9.740,1.00,FAR E OFF MIYAGI PREF,11
7294,2025-10-14T13:23:43.160000Z,42.473500,142.613000,36.330,0.80,HIDAKA REGION,14
7295,2025-10-14T14:08:51.630000Z,40.235500,141.264000,7.540,0.30,NORTHERN IWATE PREF,21
7296,2025-10-14T14:35:12.590000Z,39.599333,142.432333,35.160,1.10,E OFF IWATE PREF,24
7297,2025-10-14T14:56:17.640000Z,39.522833,142.001667,17.890,0.40,SOUTHERN IWATE PREF,12
7298,2025-10-14T15:03:24.470000Z,40.311000,141.870000,16.430,0.80,NE OFF IWATE PREF,30
7299,2025-10-14T15:46:37.380000Z,41.901333,142.120167,57.940,1.10,S OFF URAKAWA,12
7300,2025-10-14T16:28:45.120000Z,42.357500,143.805500,49.900,1.70,SE OFF TOKACHI,28
7301,2025-10-14T17:25:02.610000Z,40.942833,142.935167,24.080,2.80,E OFF AOMORI PREF,39
7302,2025-10-14T17:30:10.540000Z,40.943000,142.933667,22.780,1.60,E OFF AOMORI PREF,21
7303,2025-10-14T18:47:32.670000Z,40.403000,141.277333,82.360,0.30,EASTERN AOMORI PREF,9
7304,2025-10-14T18:55:25.770000Z,38.736833,141.561333,57.090,0.90,NORTHERN MIYAGI PREF,29
7305,2025-10-14T19:04:37.920000Z,39.992167,141.677500,58.740,0.80,NORTHERN IWATE PREF,28
7306,2025-10-14T19:44:23.030000Z,38.702500,142.254000,40.330,1.90,E OFF MIYAGI PREF,36
7307,2025-10-14T19:47:07.670000Z,38.699833,142.246167,40.140,1.30,E OFF MIYAGI PREF,26
7308,2025-10-14T19:50:08.920000Z,39.748000,142.268333,25.320,1.10,E OFF IWATE PREF,23
7309,2025-10-14T20:25:05.830000Z,41.972167,141.356500,88.510,1.60,S OFF TOMAKOMAI,27
7310,2025-10-14T20:41:15.760000Z,39.770167,143.427833,11.580,1.10,FAR E OFF SANRIKU,8
7311,2025-10-14T20:57:27.120000Z,38.899333,142.437167,33.630,1.60,E OFF MIYAGI PREF,32
7312,2025-10-14T21:04:50.760000Z,40.109833,142.423333,5.340,1.90,NE OFF IWATE PREF,33
7313,2025-10-14T21:47:23.740000Z,41.503000,144.244000,22.550,1.40,SE OFF TOKACHI,10
7314,2025-10-14T23:46:07.460000Z,42.454500,142.547000,29.950,0.50,HIDAKA REGION,10
7315,2025-10-15T00:05:29.230000Z,39.761000,143.431667,13.460,2.20,FAR E OFF SANRIKU,28
7316,2025-10-15T00:05:45.720000Z,41.530333,142.896167,20.730,1.80,E OFF AOMORI PREF,16
7317,2025-10-15T00:10:48.940000Z,39.766333,143.429000,12.620,2.10,FAR E OFF SANRIKU,24
7318,2025-10-15T00:32:44.240000Z,40.651333,142.352333,38.000,0.70,E OFF AOMORI PREF,9
7319,2025-10-15T01:22:38.980000Z,40.100500,143.306333,8.400,2.00,FAR E OFF SANRIKU,24
7320,2025-10-15T03:31:09.650000Z,38.832000,141.515667,81.420,1.10,NORTHERN MIYAGI PREF,27
7321,2025-10-15T03:41:07.120000Z,39.315333,144.468167,27.410,1.10,FAR E OFF NORTH HONSHU,18
7322,2025-10-15T03:41:54.260000Z,38.852333,141.653167,70.140,0.70,NORTHERN MIYAGI PREF,20
7323,2025-10-15T03:57:30.200000Z,39.710500,143.198167,13.030,1.40,FAR E OFF SANRIKU,15
7324,2025-10-15T04:37:08.960000Z,38.504500,141.267667,70.190,0.60,NORTHERN MIYAGI PREF,17
7325,2025-10-15T05:09:38.590000Z,39.916833,142.413333,28.630,0.90,E OFF IWATE PREF,15
7326,2025-10-15T05:12:01.640000Z,41.349833,144.380167,33.070,1.30,SE OFF ERIMOMISAKI,22
7327,2025-10-15T05:18:01.780000Z,38.757500,141.738333,52.310,0.70,KINKAZAN REGION,17
7328,2025-10-15T06:38:11.770000Z,41.789667,143.064000,6.930,1.20,S OFF URAKAWA,4
7329,2025-10-15T07:08:34.820000Z,42.173833,143.317167,43.560,1.20,HIDAKA MOUNTAINS REGION,16
7330,2025-10-15T07:59:30.170000Z,38.507167,141.220000,72.740,0.60,NORTHERN MIYAGI PREF,19
7331,2025-10-15T08:23:10.820000Z,39.436167,142.712000,26.490,1.20,E OFF IWATE PREF,21
7332,2025-10-15T08:40:49.270000Z,40.180500,141.147500,8.840,0.10,NORTHERN IWATE PREF,9
7333,2025-10-15T08:50:20.290000Z,38.532833,141.415833,71.830,3.90,NORTHERN MIYAGI PREF,40
7334,2025-10-15T08:54:27.870000Z,38.529667,141.418833,69.960,0.80,NORTHERN MIYAGI PREF,22
7335,2025-10-15T09:04:20.620000Z,38.794667,141.611000,69.560,0.80,NORTHERN MIYAGI PREF,25
7336,2025-10-15T09:22:36.010000Z,39.066667,142.106500,31.650,0.90,E OFF IWATE PREF,31
7337,2025-10-15T09:37:35.990000Z,39.879833,142.155000,46.350,0.90,E OFF IWATE PREF,24
7338,2025-10-15T10:51:23.060000Z,41.644000,143.622833,22.340,1.20,SE OFF ERIMOMISAKI,9
7339,2025-10-15T10:52:25.090000Z,40.216500,141.099333,8.800,0.60,NORTHERN IWATE PREF,20
7340,2025-10-15T12:51:54.860000Z,40.156333,141.975500,86.220,1.00,NE OFF IWATE PREF,24
7341,2025-10-15T13:25:49.150000Z,41.928167,142.294833,72.510,1.00,S OFF URAKAWA,16
7342,2025-10-15T13:29:08.020000Z,38.812667,141.644000,56.910,0.60,NORTHERN MIYAGI PREF,20
7343,2025-10-15T14:21:55.930000Z,40.145000,141.169167,9.200,0.20,NORTHERN IWATE PREF,15
7344,2025-10-15T15:12:20.350000Z,39.768833,143.424167,11.620,1.20,FAR E OFF SANRIKU,13
7345,2025-10-15T15:16:24.180000Z,39.223167,142.652000,20.860,1.10,E OFF IWATE PREF,17
7346,2025-10-15T15:30:18.390000Z,40.142500,141.166000,9.250,0.30,NORTHERN IWATE PREF,14
7347,2025-10-15T15:38:16.210000Z,41.716333,143.593833,22.130,1.50,SE OFF ERIMOMISAKI,15
7348,2025-10-15T16:37:55.910000Z,40.009833,144.027833,17.220,1.70,FAR E OFF SANRIKU,21
7349,2025-10-15T17:32:21.830000Z,39.891667,143.166000,15.370,1.60,FAR E OFF SANRIKU,26
7350,2025-10-15T18:35:00.930000Z,41.401333,143.293667,24.060,1.60,E OFF AOMORI PREF,19
7351,2025-10-15T20:23:42.080000Z,41.776333,142.794500,34.030,1.10,S OFF URAKAWA,15
7352,2025-10-15T20:47:12.530000Z,39.630333,142.113000,46.290,1.00,E OFF IWATE PREF,28
7353,2025-10-15T20:48:45.520000Z,39.629833,142.091333,45.530,0.20,E OFF IWATE PREF,15
7354,2025-10-15T21:14:42.430000Z,38.970333,141.640333,73.290,2.30,NORTHERN MIYAGI PREF,36
7355,2025-10-15T23:30:37.800000Z,38.619167,142.945667,3.770,2.10,FAR E OFF MIYAGI PREF,27
7356,2025-10-15T23:43:30.430000Z,39.133000,142.361167,26.140,1.60,E OFF IWATE PREF,16
7357,2025-10-16T00:26:03.800000Z,41.317167,143.170667,28.940,0.80,E OFF AOMORI PREF,6
7358,2025-10-16T01:01:58.730000Z,40.187167,141.148500,9.030,0.50,NORTHERN IWATE PREF,17
7359,2025-10-16T01:33:59.880000Z,38.953000,142.398167,29.200,1.30,E OFF MIYAGI PREF,20
7360,2025-10-16T02:17:06.770000Z,42.001167,141.538167,99.180,1.60,S OFF TOMAKOMAI,19
7361,2025-10-16T03:00:27.780000Z,41.096667,144.389500,31.000,1.40,SE OFF ERIMOMISAKI,14
7362,2025-10-16T05:33:27.220000Z,40.164833,141.530333,72.150,0.50,NORTHERN IWATE PREF,17
7363,2025-10-16T06:17:41.030000Z,41.291000,142.766167,11.890,1.30,E OFF AOMORI PREF,8
7364,2025-10-16T07:47:22.010000Z,38.631000,144.120000,29.350,0.80,FAR E OFF NORTH HONSHU,11
7365,2025-10-16T07:59:15.850000Z,39.897500,141.073333,95.240,0.60,NORTHERN IWATE PREF,16
7366,2025-10-16T09:06:19.540000Z,39.545833,141.971667,88.450,1.00,SOUTHERN IWATE PREF,28
7367,2025-10-16T09:46:49.940000Z,38.701333,141.018333,12.640,0.80,NORTHERN MIYAGI PREF,21
7368,2025-10-16T10:20:57.440000Z,39.973500,141.697167,12.130,0.50,NORTHERN IWATE PREF,19
7369,2025-10-16T10:38:19.660000Z,40.127500,142.437500,37.530,1.80,NE OFF IWATE PREF,39
7370,2025-10-16T11:54:06.380000Z,41.889333,142.254333,53.300,1.50,S OFF URAKAWA,31
7371,2025-10-16T12:07:20.860000Z,39.191333,142.504667,32.990,1.50,E OFF IWATE PREF,32
7372,2025-10-16T12:33:43.280000Z,39.763833,141.825333,56.770,0.90,NORTHERN IWATE PREF,31
7373,2025-10-16T12:43:29.810000Z,41.757000,141.711333,110.710,1.70,S OFF TOMAKOMAI,28
7374,2025-10-16T12:48:59.990000Z,39.632500,143.230500,14.210,1.40,FAR E OFF SANRIKU,18
7375,2025-10-16T15:22:35.670000Z,42.086333,142.496000,44.070,1.00,S OFF URAKAWA,13
7376,2025-10-16T15:55:30.410000Z,40.107667,143.320167,8.750,1.50,FAR E OFF SANRIKU,16
7377,2025-10-16T16:29:31.980000Z,41.621333,142.550667,48.060,0.50,E OFF AOMORI PREF,8
7378,2025-10-16T16:31:03.730000Z,38.874667,141.091667,120.990,1.50,NORTHERN MIYAGI PREF,26
7379,2025-10-16T17:47:01.560000Z,38.907167,142.415167,32.320,1.60,E OFF MIYAGI PREF,30
7380,2025-10-16T18:05:14.470000Z,39.872500,142.692333,31.300,1.10,E OFF IWATE PREF,12
7381,2025-10-16T18:31:03.780000Z,38.786833,141.750333,54.490,1.80,KINKAZAN REGION,32
7382,2025-10-16T20:59:33.350000Z,38.968167,142.398167,34.660,1.00,E OFF MIYAGI PREF,24
7383,2025-10-16T21:33:27.410000Z,41.113833,142.818167,10.610,1.30,E OFF AOMORI PREF,8
7384,2025-10-16T21:55:57.110000Z,40.100833,142.435833,24.180,1.40,NE OFF IWATE PREF,31
7385,2025-10-16T22:57:43.810000Z,38.673667,144.259167,33.270,1.60,FAR E OFF NORTH HONSHU,27
7386,2025-10-17T00:05:11.440000Z,40.152667,142.386500,21.850,1.10,NE OFF IWATE PREF,15
7387,2025-10-17T00:58:20.310000Z,38.868167,141.407167,81.970,1.30,SOUTHERN IWATE PREF,25
7388,2025-10-17T01:45:12.520000Z,38.881667,141.926000,53.810,1.00,KINKAZAN REGION,21
7389,2025-10-17T02:00:29.620000Z,38.695500,142.252167,40.600,1.40,E OFF MIYAGI PREF,22
7390,2025-10-17T02:08:31.470000Z,39.200167,142.400833,28.230,1.20,E OFF IWATE PREF,17
7391,2025-10-17T04:08:39.980000Z,39.401167,142.410333,34.080,2.10,E OFF IWATE PREF,32
7392,2025-10-17T04:14:25.850000Z,41.700500,141.557500,123.740,1.50,S OFF TOMAKOMAI,13
7393,2025-10-17T04:34:36.300000Z,41.378833,142.357667,39.850,1.90,E OFF AOMORI PREF,29
7394,2025-10-17T06:03:06.850000Z,41.995667,143.022500,48.660,0.70,S OFF URAKAWA,8
7395,2025-10-17T06:15:20.530000Z,42.141333,142.773167,33.980,1.30,S OFF URAKAWA,14
7396,2025-10-17T06:48:02.300000Z,38.881833,142.038000,46.800,2.40,KINKAZAN REGION,38
7397,2025-10-17T08:49:52.150000Z,39.077000,144.444500,22.840,1.40,FAR E OFF NORTH HONSHU,9
7398,2025-10-17T08:54:13.470000Z,42.370833,141.017667,10.350,1.10,IBURI REGION,23
7399,2025-10-17T09:00:52.040000Z,42.120167,142.603500,62.940,1.90,S OFF URAKAWA,34
7400,2025-10-17T09:21:57.220000Z,39.999000,141.685500,58.640,0.90,NORTHERN IWATE PREF,25
7401,2025-10-17T09:38:10.420000Z,39.767000,143.430667,11.790,1.70,FAR E OFF SANRIKU,25
7402,2025-10-17T09:44:38.500000Z,39.980833,144.123000,17.400,1.10,FAR E OFF SANRIKU,9
7403,2025-10-17T10:26:57.320000Z,41.663000,141.358000,87.030,1.30,TSUGARU STRAIT REGION,22
7404,2025-10-17T10:38:29.840000Z,40.270833,142.390333,17.890,1.40,NE OFF IWATE PREF,31
7405,2025-10-17T10:55:40.770000Z,42.270000,143.940333,50.630,1.30,SE OFF TOKACHI,21
7406,2025-10-17T11:08:43.700000Z,42.296167,143.947333,46.070,1.20,SE OFF TOKACHI,12
7407,2025-10-17T11:15:10.180000Z,40.074833,142.395500,38.100,2.10,NE OFF IWATE PREF,37
7408,2025-10-17T11:21:06.050000Z,39.762833,143.424833,12.290,1.60,FAR E OFF SANRIKU,19
7409,2025-10-17T11:34:35.030000Z,39.354000,143.575167,12.890,2.30,FAR E OFF SANRIKU,26
7410,2025-10-17T12:45:16.310000Z,39.716500,142.550167,32.630,1.30,E OFF IWATE PREF,23
7411,2025-10-17T13:41:27.310000Z,42.355833,142.808500,26.420,0.50,HIDAKA REGION,9
7412,2025-10-17T14:24:49.690000Z,39.653000,142.268167,31.600,1.10,E OFF IWATE PREF,28
7413,2025-10-17T15:09:27.610000Z,40.654833,141.373833,84.730,1.40,EASTERN AOMORI PREF,28
7414,2025-10-17T15:22:49.510000Z,42.059167,142.251500,54.390,0.60,S OFF URAKAWA,13
7415,2025-10-17T15:27:36.430000Z,39.012333,141.584833,101.840,1.00,SOUTHERN IWATE PREF,25
7416,2025-10-17T15:47:58.610000Z,42.376000,143.906500,52.130,1.20,SE OFF TOKACHI,11
7417,2025-10-17T16:21:08.680000Z,40.220333,141.164667,6.880,0.00,NORTHERN IWATE PREF,14
7418,2025-10-17T16:27:36.380000Z,38.588000,141.890667,42.030,0.90,KINKAZAN REGION,17
7419,2025-10-17T16:44:05.360000Z,38.883167,141.646333,67.110,0.70,NORTHERN MIYAGI PREF,26
7420,2025-10-17T16:57:45.250000Z,39.713667,142.009667,26.950,1.10,NORTHERN IWATE PREF,32
7421,2025-10-17T17:15:34.200000Z,38.624500,144.401167,28.820,0.50,FAR E OFF NORTH HONSHU,7
7422,2025-10-17T17:30:12.290000Z,40.095000,142.030000,91.270,1.10,NE OFF IWATE PREF,24
7423,2025-10-17T18:19:34.050000Z,40.196333,141.873333,37.670,0.60,NE OFF IWATE PREF,23
7424,2025-10-17T19:29:09.750000Z,38.525833,142.923333,14.520,1.70,FAR E OFF MIYAGI PREF,14
7425,2025-10-17T19:36:36.000000Z,39.077667,142.402000,21.930,0.90,E OFF IWATE PREF,10
7426,2025-10-17T20:10:28.250000Z,39.768833,143.425833,11.880,1.40,FAR E OFF SANRIKU,11
7427,2025-10-17T20:25:56.720000Z,38.619000,142.953000,3.070,1.40,FAR E OFF MIYAGI PREF,13
7428,2025-10-17T20:27:08.050000Z,38.644833,142.162833,42.160,2.50,E OFF MIYAGI PREF,37
7429,2025-10-17T20:56:56.300000Z,38.524333,142.918333,15.170,1.50,FAR E OFF MIYAGI PREF,15
7430,2025-10-17T21:08:48.750000Z,40.371833,142.944833,14.670,1.40,NE OFF IWATE PREF,13
7431,2025-10-17T21:52:48.820000Z,40.008500,141.667000,59.400,0.20,NORTHERN IWATE PREF,18
7432,2025-10-17T22:05:52.880000Z,38.570500,144.353333,23.710,1.70,FAR E OFF NORTH HONSHU,21
7433,2025-10-17T22:09:10.960000Z,41.687333,141.636833,125.980,1.20,E OFF AOMORI PREF,13
7434,2025-10-17T22:09:56.540000Z,38.679833,142.364167,36.820,1.50,E OFF MIYAGI PREF,21
7435,2025-10-18T00:39:15.090000Z,41.960500,142.230167,76.540,2.00,S OFF URAKAWA,33
7436,2025-10-18T01:25:31.780000Z,38.522833,142.917333,15.410,1.40,FAR E OFF MIYAGI PREF,11
7437,2025-10-18T02:48:29.810000Z,42.438833,141.823000,0.000,1.30,S OFF TOMAKOMAI,10
7438,2025-10-18T05:10:46.980000Z,38.689500,142.243500,41.610,1.10,E OFF MIYAGI PREF,18
7439,2025-10-18T05:17:31.160000Z,39.983000,143.517167,21.960,1.60,FAR E OFF SANRIKU,19
7440,2025-10-18T05:25:17.800000Z,39.507167,142.935167,21.610,1.90,FAR E OFF SANRIKU,32
7441,2025-10-18T05:34:47.800000Z,41.796833,142.490333,53.580,1.30,S OFF URAKAWA,22
7442,2025-10-18T07:46:10.540000Z,40.154833,141.181500,11.960,0.60,NORTHERN IWATE PREF,17
7443,2025-10-18T08:48:33.780000Z,40.356167,142.856500,21.680,1.60,NE OFF IWATE PREF,18
7444,2025-10-18T09:02:33.920000Z,41.736333,143.573333,33.000,1.10,SE OFF ERIMOMISAKI,9
7445,2025-10-18T09:08:48.790000Z,41.764500,143.579000,35.580,1.50,SE OFF ERIMOMISAKI,14
7446,2025-10-18T09:33:18.160000Z,42.351500,144.496000,19.960,2.00,SE OFF TOKACHI,29
7447,2025-10-18T11:18:31.800000Z,40.782500,142.173000,53.340,1.30,E OFF AOMORI PREF,27
7448,2025-10-18T11:34:17.020000Z,38.519000,142.928833,13.950,1.10,FAR E OFF MIYAGI PREF,10
7449,2025-10-18T11:42:35.060000Z,39.722667,142.551000,32.140,1.60,E OFF IWATE PREF,32
7450,2025-10-18T11:50:19.550000Z,38.786667,141.753167,54.680,1.40,KINKAZAN REGION,32
7451,2025-10-18T12:44:11.460000Z,41.342667,141.368500,6.650,1.10,SHIMOKITA PENINSULA REG,26
7452,2025-10-18T14:24:28.480000Z,41.759667,142.510833,27.700,1.60,S OFF URAKAWA,18
7453,2025-10-18T14:35:49.940000Z,40.190333,141.282500,10.890,1.20,NORTHERN IWATE PREF,32
7454,2025-10-18T14:48:57.520000Z,41.767833,142.512167,30.800,2.40,S OFF URAKAWA,40
7455,2025-10-18T15:01:33.360000Z,42.401000,142.564833,15.580,0.60,HIDAKA REGION,19
7456,2025-10-18T16:54:40.310000Z,41.561167,144.055333,23.190,1.60,SE OFF ERIMOMISAKI,16
7457,2025-10-18T17:08:09.790000Z,39.177667,141.751167,55.930,0.90,SOUTHERN IWATE PREF,13
7458,2025-10-18T17:53:40.600000Z,41.542667,142.959000,15.130,1.40,E OFF AOMORI PREF,13
7459,2025-10-18T18:23:47.180000Z,38.981500,141.672167,71.220,1.40,NORTHERN MIYAGI PREF,32
7460,2025-10-18T19:52:53.640000Z,38.640167,142.357167,45.120,1.50,E OFF MIYAGI PREF,32
7461,2025-10-18T19:58:55.290000Z,41.770333,143.588167,21.000,1.30,SE OFF ERIMOMISAKI,6
7462,2025-10-18T20:07:50.060000Z,38.657833,142.963833,2.910,2.00,FAR E OFF MIYAGI PREF,19
7463,2025-10-18T22:22:04.460000Z,42.380333,143.756500,55.630,0.90,SE OFF TOKACHI,16
7464,2025-10-18T22:25:00.830000Z,40.030500,141.956333,49.840,0.50,NE OFF IWATE PREF,18
7465,2025-10-18T23:23:09.700000Z,42.240167,142.566833,27.380,0.70,S OFF URAKAWA,6
7466,2025-10-19T00:45:23.950000Z,38.689000,141.889833,52.950,0.80,KINKAZAN REGION,21
7467,2025-10-19T01:21:39.580000Z,39.164833,141.801667,61.730,0.50,SOUTHERN IWATE PREF,23
7468,2025-10-19T02:29:27.820000Z,40.363500,144.307167,37.860,1.00,FAR E OFF SANRIKU,11
7469,2025-10-19T04:07:17.140000Z,39.699833,142.127500,47.360,1.30,E OFF IWATE PREF,32
7470,2025-10-19T05:05:46.760000Z,40.362667,142.987500,18.980,1.50,NE OFF IWATE PREF,14
7471,2025-10-19T06:33:18.110000Z,39.551333,142.626667,30.150,1.40,E OFF IWATE PREF,32
7472,2025-10-19T06:41:12.190000Z,40.056167,141.376333,86.390,1.70,NORTHERN IWATE PREF,31
7473,2025-10-19T06:47:56.150000Z,39.717000,142.553000,31.530,1.00,E OFF IWATE PREF,17
7474,2025-10-19T06:52:57.080000Z,42.283000,144.441333,9.180,1.60,SE OFF TOKACHI,21
7475,2025-10-19T07:44:40.360000Z,39.450167,142.702833,7.880,1.40,E OFF IWATE PREF,12
7476,2025-10-19T08:26:43.110000Z,41.854667,142.737500,25.590,0.80,S OFF URAKAWA,7
7477,2025-10-19T08:30:18.620000Z,38.889000,142.441333,32.700,1.40,E OFF MIYAGI PREF,27
7478,2025-10-19T09:19:19.210000Z,42.023833,142.741167,49.950,1.40,S OFF URAKAWA,26
7479,2025-10-19T09:43:13.870000Z,41.470833,142.738167,31.000,0.70,E OFF AOMORI PREF,7
7480,2025-10-19T10:30:18.540000Z,39.650667,142.117833,47.510,1.20,E OFF IWATE PREF,32
7481,2025-10-19T12:11:09.470000Z,38.900667,141.668000,61.540,0.60,NORTHERN MIYAGI PREF,21
7482,2025-10-19T12:13:15.130000Z,41.614500,142.159500,36.690,1.20,E OFF AOMORI PREF,26
7483,2025-10-19T12:19:47.850000Z,41.209667,142.563500,37.910,1.10,E OFF AOMORI PREF,11
7484,2025-10-19T12:30:35.790000Z,39.154167,142.280500,30.040,1.00,E OFF IWATE PREF,26
7485,2025-10-19T12:33:17.490000Z,41.654833,143.045167,33.000,1.40,E OFF AOMORI PREF,19
7486,2025-10-19T13:27:27.020000Z,39.179333,141.544500,15.040,0.40,SOUTHERN IWATE PREF,14
7487,2025-10-19T14:25:17.860000Z,41.604500,142.827167,24.320,1.60,E OFF AOMORI PREF,28
7488,2025-10-19T14:31:34.040000Z,41.610500,142.859333,21.280,1.00,E OFF AOMORI PREF,12
7489,2025-10-19T14:54:23.700000Z,41.341000,141.367500,5.880,0.70,SHIMOKITA PENINSULA REG,19
7490,2025-10-19T15:07:21.360000Z,39.716000,143.427000,13.800,2.50,FAR E OFF SANRIKU,30
7491,2025-10-19T15:14:20.350000Z,40.989167,143.130500,26.050,1.00,E OFF AOMORI PREF,8
7492,2025-10-19T15:22:04.430000Z,42.336000,144.476500,19.530,2.00,SE OFF TOKACHI,33
7493,2025-10-19T15:25:35.580000Z,41.622833,142.847500,22.320,1.50,E OFF AOMORI PREF,17
7494,2025-10-19T15:44:57.110000Z,38.630500,144.390500,23.540,0.90,FAR E OFF NORTH HONSHU,12
7495,2025-10-19T16:02:53.820000Z,41.283500,141.277667,8.780,-0.10,SHIMOKITA PENINSULA REG,6
7496,2025-10-19T16:11:39.640000Z,38.697333,142.248167,41.340,2.40,E OFF MIYAGI PREF,38
7497,2025-10-19T16:14:41.400000Z,39.002667,141.367667,76.820,0.70,SOUTHERN IWATE PREF,26
7498,2025-10-19T16:17:29.870000Z,40.265667,141.200500,8.130,0.40,NORTHERN IWATE PREF,22
7499,2025-10-19T17:31:37.430000Z,41.478833,141.189333,22.150,0.80,TSUGARU STRAIT REGION,17
7500,2025-10-19T17:33:49.680000Z,41.486000,141.177667,25.960,0.60,TSUGARU STRAIT REGION,10
7501,2025-10-19T17:44:35.370000Z,40.139500,141.167500,11.460,0.40,NORTHERN IWATE PREF,18
7502,2025-10-19T18:44:06.620000Z,39.004000,144.426167,26.400,1.60,FAR E OFF NORTH HONSHU,13
7503,2025-10-19T19:37:22.790000Z,41.406833,141.105667,6.490,-0.40,SHIMOKITA PENINSULA REG,9
7504,2025-10-19T20:03:20.510000Z,39.374000,142.314167,21.340,0.80,E OFF IWATE PREF,16
7505,2025-10-19T20:14:52.470000Z,39.638833,142.675167,30.790,2.70,E OFF IWATE PREF,40
7506,2025-10-19T22:45:35.330000Z,38.970000,141.691833,69.690,0.60,NORTHERN MIYAGI PREF,20
