summary_type,window,magnitude_threshold,threshold_label,raw_event_count,m2aware_event_count,count_difference_raw_minus_m2aware,fraction_removed_by_M2,raw_rate_per_day,m2aware_rate_per_day,raw_fraction_of_full,m2aware_fraction_of_full,raw_M1_core,raw_M3_core,raw_corridor_noncore,raw_off_corridor_local,m2aware_M1_core,m2aware_M3_core,m2aware_corridor_noncore,m2aware_off_corridor_local
counts_rates,pre_M3_primary,3.0,M3+,52,51,1,0.019230769230769232,1.4935011905276803,1.4647800137867633,0.12967581047381546,0.13110539845758354,,,,,,,,
counts_rates,pre_M3_primary,4.0,M4+,15,14,1,0.06666666666666667,0.4308176511137539,0.40209647437283697,0.15306122448979592,0.14736842105263157,,,,,,,,
counts_rates,pre_M3_primary,5.0,M5+,3,3,0,0.0,0.08616353022275078,0.08616353022275078,0.0967741935483871,0.0967741935483871,,,,,,,,
counts_rates,pre_M3_primary,6.0,M6+,2,2,0,0.0,0.05744235348183385,0.05744235348183385,0.25,0.25,,,,,,,,
counts_rates,pre_M3_sensitivity_28d,3.0,M3+,49,48,1,0.02040816326530612,1.7522616865747203,1.7165012439915628,0.12219451371571072,0.12339331619537275,,,,,,,,
counts_rates,pre_M3_sensitivity_28d,4.0,M4+,15,14,1,0.06666666666666667,0.5364066387473634,0.5006461961642058,0.15306122448979592,0.14736842105263157,,,,,,,,
counts_rates,pre_M3_sensitivity_28d,5.0,M5+,3,3,0,0.0,0.10728132774947267,0.10728132774947267,0.0967741935483871,0.0967741935483871,,,,,,,,
counts_rates,pre_M3_sensitivity_28d,6.0,M6+,2,2,0,0.0,0.07152088516631512,0.07152088516631512,0.25,0.25,,,,,,,,
counts_rates,pre_M3_sensitivity_42d,3.0,M3+,55,54,1,0.01818181818181818,1.3119485933484305,1.2880949825602772,0.1371571072319202,0.13881748071979436,,,,,,,,
counts_rates,pre_M3_sensitivity_42d,4.0,M4+,16,15,1,0.0625,0.38165777261045253,0.35780416182229924,0.16326530612244897,0.15789473684210525,,,,,,,,
counts_rates,pre_M3_sensitivity_42d,5.0,M5+,4,4,0,0.0,0.09541444315261313,0.09541444315261313,0.12903225806451613,0.12903225806451613,,,,,,,,
counts_rates,pre_M3_sensitivity_42d,6.0,M6+,2,2,0,0.0,0.047707221576306566,0.047707221576306566,0.25,0.25,,,,,,,,
composition,M1_related_primary,,all_magnitudes,3147,3147,0,0.0,,,,,2408.0,482.0,114.0,136.0,2408.0,482.0,114.0,136.0
composition,M1_related_sensitivity_broad,,all_magnitudes,3307,3305,2,0.0006047777441790142,,,,,2526.0,500.0,120.0,149.0,2526.0,500.0,118.0,149.0
