mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,metric,value
M1,100.0,90.0,stratified,1.2,post_omori_p,0.6366016798413922
M1,100.0,90.0,stratified,1.5,n_total,3155.0
M1,100.0,90.0,stratified,1.5,rate_ratio,5.308
M1,100.0,90.0,stratified,1.5,post_omori_p,0.6914157843454193
M1,100.0,90.0,stratified,2.0,n_total,1497.0
M1,100.0,90.0,stratified,2.0,rate_ratio,5.476190476190475
M1,100.0,90.0,stratified,2.0,post_omori_p,0.8420054616018223
M1,100.0,90.0,stratified,2.5,n_total,715.0
M1,100.0,90.0,stratified,2.5,rate_ratio,4.804878048780488
M1,100.0,90.0,stratified,2.5,post_omori_p,0.9472228963626016
M2,30.0,7.0,all,,n_total,629.0
M2,30.0,7.0,all,,rate_ratio,124.6
M2,30.0,7.0,all,,post_omori_p,
M2,30.0,7.0,all,1.2,n_total,460.0
M2,30.0,7.0,all,1.2,rate_ratio,458.00000000000006
M2,30.0,7.0,all,1.2,post_omori_p,
M2,30.0,7.0,all,1.5,n_total,297.0
M2,30.0,7.0,all,1.5,rate_ratio,295.00000000000006
M2,30.0,7.0,all,1.5,post_omori_p,
M2,30.0,7.0,all,2.0,n_total,143.0
M2,30.0,7.0,all,2.0,rate_ratio,inf
M2,30.0,7.0,all,2.0,post_omori_p,
M2,30.0,7.0,all,2.5,n_total,62.0
M2,30.0,7.0,all,2.5,rate_ratio,inf
M2,30.0,7.0,all,2.5,post_omori_p,
M2,30.0,7.0,mainshock_window,,n_total,629.0
M2,30.0,7.0,mainshock_window,,rate_ratio,124.6
M2,30.0,7.0,mainshock_window,,post_omori_p,
M2,30.0,7.0,mainshock_window,1.2,n_total,460.0
M2,30.0,7.0,mainshock_window,1.2,rate_ratio,458.00000000000006
M2,30.0,7.0,mainshock_window,1.2,post_omori_p,
M2,30.0,7.0,mainshock_window,1.5,n_total,297.0
M2,30.0,7.0,mainshock_window,1.5,rate_ratio,295.00000000000006
M2,30.0,7.0,mainshock_window,1.5,post_omori_p,
M2,30.0,7.0,mainshock_window,2.0,n_total,143.0
M2,30.0,7.0,mainshock_window,2.0,rate_ratio,inf
M2,30.0,7.0,mainshock_window,2.0,post_omori_p,
M2,30.0,7.0,mainshock_window,2.5,n_total,62.0
M2,30.0,7.0,mainshock_window,2.5,rate_ratio,inf
M2,30.0,7.0,mainshock_window,2.5,post_omori_p,
M2,30.0,7.0,stratified,,n_total,273.0
M2,30.0,7.0,stratified,,rate_ratio,89.66666666666667
M2,30.0,7.0,stratified,,post_omori_p,
M2,30.0,7.0,stratified,1.2,n_total,200.0
M2,30.0,7.0,stratified,1.2,rate_ratio,inf
M2,30.0,7.0,stratified,1.2,post_omori_p,
M2,30.0,7.0,stratified,1.5,n_total,132.0
M2,30.0,7.0,stratified,1.5,rate_ratio,inf
M2,30.0,7.0,stratified,1.5,post_omori_p,
M2,30.0,7.0,stratified,2.0,n_total,65.0
M2,30.0,7.0,stratified,2.0,rate_ratio,inf
M2,30.0,7.0,stratified,2.0,post_omori_p,
M2,30.0,7.0,stratified,2.5,n_total,29.0
M2,30.0,7.0,stratified,2.5,rate_ratio,inf
M2,30.0,7.0,stratified,2.5,post_omori_p,
M2,30.0,30.0,all,,n_total,974.0
M2,30.0,30.0,all,,rate_ratio,18.07843137254902
M2,30.0,30.0,all,,post_omori_p,0.6731431988281806
M2,30.0,30.0,all,1.2,n_total,643.0
M2,30.0,30.0,all,1.2,rate_ratio,23.692307692307693
M2,30.0,30.0,all,1.2,post_omori_p,0.772438800417526
M2,30.0,30.0,all,1.5,n_total,402.0
M2,30.0,30.0,all,1.5,rate_ratio,25.73333333333333
M2,30.0,30.0,all,1.5,post_omori_p,0.8573264582722101
M2,30.0,30.0,all,2.0,n_total,194.0
M2,30.0,30.0,all,2.0,rate_ratio,31.166666666666664
M2,30.0,30.0,all,2.0,post_omori_p,0.9078665690709474
M2,30.0,30.0,all,2.5,n_total,85.0
M2,30.0,30.0,all,2.5,rate_ratio,41.0
M2,30.0,30.0,all,2.5,post_omori_p,0.9532760071536612
M2,30.0,30.0,mainshock_window,,n_total,974.0
M2,30.0,30.0,mainshock_window,,rate_ratio,18.07843137254902
M2,30.0,30.0,mainshock_window,,post_omori_p,0.6731431988281806
M2,30.0,30.0,mainshock_window,1.2,n_total,643.0
M2,30.0,30.0,mainshock_window,1.2,rate_ratio,23.692307692307693
M2,30.0,30.0,mainshock_window,1.2,post_omori_p,0.772438800417526
M2,30.0,30.0,mainshock_window,1.5,n_total,402.0
M2,30.0,30.0,mainshock_window,1.5,rate_ratio,25.73333333333333
M2,30.0,30.0,mainshock_window,1.5,post_omori_p,0.8573264582722101
M2,30.0,30.0,mainshock_window,2.0,n_total,194.0
M2,30.0,30.0,mainshock_window,2.0,rate_ratio,31.166666666666664
M2,30.0,30.0,mainshock_window,2.0,post_omori_p,0.9078665690709474
M2,30.0,30.0,mainshock_window,2.5,n_total,85.0
M2,30.0,30.0,mainshock_window,2.5,rate_ratio,41.0
M2,30.0,30.0,mainshock_window,2.5,post_omori_p,0.9532760071536612
M2,30.0,30.0,stratified,,n_total,439.0
M2,30.0,30.0,stratified,,rate_ratio,108.5
M2,30.0,30.0,stratified,,post_omori_p,0.6142961440365565
M2,30.0,30.0,stratified,1.2,n_total,290.0
M2,30.0,30.0,stratified,1.2,rate_ratio,288.0
M2,30.0,30.0,stratified,1.2,post_omori_p,0.7156198238950114
M2,30.0,30.0,stratified,1.5,n_total,186.0
M2,30.0,30.0,stratified,1.5,rate_ratio,inf
M2,30.0,30.0,stratified,1.5,post_omori_p,0.7753725128630308
M2,30.0,30.0,stratified,2.0,n_total,93.0
M2,30.0,30.0,stratified,2.0,rate_ratio,inf
M2,30.0,30.0,stratified,2.0,post_omori_p,0.7706986616905755
M2,30.0,30.0,stratified,2.5,n_total,40.0
M2,30.0,30.0,stratified,2.5,rate_ratio,inf
M2,30.0,30.0,stratified,2.5,post_omori_p,0.8477367157240906
M2,30.0,60.0,all,,n_total,1270.0
M2,30.0,60.0,all,,rate_ratio,22.5
M2,30.0,60.0,all,,post_omori_p,0.6783176035472063
M2,30.0,60.0,all,1.2,n_total,810.0
M2,30.0,60.0,all,1.2,rate_ratio,28.96296296296296
M2,30.0,60.0,all,1.2,post_omori_p,0.7745709130739937
M2,30.0,60.0,all,1.5,n_total,486.0
M2,30.0,60.0,all,1.5,rate_ratio,29.3125
M2,30.0,60.0,all,1.5,post_omori_p,0.8524654530040732
M2,30.0,60.0,all,2.0,n_total,231.0
M2,30.0,60.0,all,2.0,rate_ratio,37.33333333333333
M2,30.0,60.0,all,2.0,post_omori_p,0.8980164773264239
M2,30.0,60.0,all,2.5,n_total,99.0
M2,30.0,60.0,all,2.5,rate_ratio,48.0
M2,30.0,60.0,all,2.5,post_omori_p,0.855049178636916
M2,30.0,60.0,mainshock_window,,n_total,1270.0
M2,30.0,60.0,mainshock_window,,rate_ratio,22.5
M2,30.0,60.0,mainshock_window,,post_omori_p,0.6783176035472063
M2,30.0,60.0,mainshock_window,1.2,n_total,810.0
M2,30.0,60.0,mainshock_window,1.2,rate_ratio,28.96296296296296
M2,30.0,60.0,mainshock_window,1.2,post_omori_p,0.7745709130739937
M2,30.0,60.0,mainshock_window,1.5,n_total,486.0
M2,30.0,60.0,mainshock_window,1.5,rate_ratio,29.3125
M2,30.0,60.0,mainshock_window,1.5,post_omori_p,0.8524654530040732
M2,30.0,60.0,mainshock_window,2.0,n_total,231.0
M2,30.0,60.0,mainshock_window,2.0,rate_ratio,37.33333333333333
M2,30.0,60.0,mainshock_window,2.0,post_omori_p,0.8980164773264239
M2,30.0,60.0,mainshock_window,2.5,n_total,99.0
M2,30.0,60.0,mainshock_window,2.5,rate_ratio,48.0
M2,30.0,60.0,mainshock_window,2.5,post_omori_p,0.855049178636916
M2,30.0,60.0,stratified,,n_total,537.0
M2,30.0,60.0,stratified,,rate_ratio,88.33333333333333
M2,30.0,60.0,stratified,,post_omori_p,0.6473271472232389
M2,30.0,60.0,stratified,1.2,n_total,341.0
M2,30.0,60.0,stratified,1.2,rate_ratio,339.0
M2,30.0,60.0,stratified,1.2,post_omori_p,0.7479825075702312
M2,30.0,60.0,stratified,1.5,n_total,218.0
M2,30.0,60.0,stratified,1.5,rate_ratio,inf
M2,30.0,60.0,stratified,1.5,post_omori_p,0.7843846995192816
M2,30.0,60.0,stratified,2.0,n_total,114.0
M2,30.0,60.0,stratified,2.0,rate_ratio,inf
M2,30.0,60.0,stratified,2.0,post_omori_p,0.7372646873709694
M2,30.0,60.0,stratified,2.5,n_total,51.0
M2,30.0,60.0,stratified,2.5,rate_ratio,inf
M2,30.0,60.0,stratified,2.5,post_omori_p,0.813672344815004
M2,30.0,90.0,all,,n_total,1357.0
M2,30.0,90.0,all,,rate_ratio,22.789473684210527
M2,30.0,90.0,all,,post_omori_p,0.7022652452458049
M2,30.0,90.0,all,1.2,n_total,859.0
M2,30.0,90.0,all,1.2,rate_ratio,30.77777777777777
M2,30.0,90.0,all,1.2,post_omori_p,0.7922051889900128
M2,30.0,90.0,all,1.5,n_total,516.0
M2,30.0,90.0,all,1.5,rate_ratio,31.1875
M2,30.0,90.0,all,1.5,post_omori_p,0.8594351337275347
M2,30.0,90.0,all,2.0,n_total,242.0
M2,30.0,90.0,all,2.0,rate_ratio,39.16666666666667
M2,30.0,90.0,all,2.0,post_omori_p,0.9055252973128796
M2,30.0,90.0,all,2.5,n_total,105.0
M2,30.0,90.0,all,2.5,rate_ratio,51.0
M2,30.0,90.0,all,2.5,post_omori_p,0.8510438213499185
M2,30.0,90.0,mainshock_window,,n_total,1357.0
M2,30.0,90.0,mainshock_window,,rate_ratio,22.789473684210527
M2,30.0,90.0,mainshock_window,,post_omori_p,0.7022652452458049
M2,30.0,90.0,mainshock_window,1.2,n_total,859.0
M2,30.0,90.0,mainshock_window,1.2,rate_ratio,30.77777777777777
M2,30.0,90.0,mainshock_window,1.2,post_omori_p,0.7922051889900128
M2,30.0,90.0,mainshock_window,1.5,n_total,516.0
M2,30.0,90.0,mainshock_window,1.5,rate_ratio,31.1875
M2,30.0,90.0,mainshock_window,1.5,post_omori_p,0.8594351337275347
M2,30.0,90.0,mainshock_window,2.0,n_total,242.0
M2,30.0,90.0,mainshock_window,2.0,rate_ratio,39.16666666666667
M2,30.0,90.0,mainshock_window,2.0,post_omori_p,0.9055252973128796
M2,30.0,90.0,mainshock_window,2.5,n_total,105.0
M2,30.0,90.0,mainshock_window,2.5,rate_ratio,51.0
M2,30.0,90.0,mainshock_window,2.5,post_omori_p,0.8510438213499185
M2,30.0,90.0,stratified,,n_total,583.0
M2,30.0,90.0,stratified,,rate_ratio,63.66666666666666
M2,30.0,90.0,stratified,,post_omori_p,0.6700420479511184
M2,30.0,90.0,stratified,1.2,n_total,363.0
M2,30.0,90.0,stratified,1.2,rate_ratio,361.0
M2,30.0,90.0,stratified,1.2,post_omori_p,0.7635037799758101
M2,30.0,90.0,stratified,1.5,n_total,231.0
M2,30.0,90.0,stratified,1.5,rate_ratio,inf
M2,30.0,90.0,stratified,1.5,post_omori_p,0.8046740243284307
M2,30.0,90.0,stratified,2.0,n_total,123.0
M2,30.0,90.0,stratified,2.0,rate_ratio,inf
M2,30.0,90.0,stratified,2.0,post_omori_p,0.7430240409892488
M2,30.0,90.0,stratified,2.5,n_total,57.0
M2,30.0,90.0,stratified,2.5,rate_ratio,inf
M2,30.0,90.0,stratified,2.5,post_omori_p,0.8047782700458199
M2,44.0,7.0,all,,n_total,960.0
M2,44.0,7.0,all,,rate_ratio,158.83333333333334
M2,44.0,7.0,all,,post_omori_p,
M2,44.0,7.0,all,1.2,n_total,719.0
M2,44.0,7.0,all,1.2,rate_ratio,717.0
M2,44.0,7.0,all,1.2,post_omori_p,
M2,44.0,7.0,all,1.5,n_total,471.0
M2,44.0,7.0,all,1.5,rate_ratio,469.0
M2,44.0,7.0,all,1.5,post_omori_p,
M2,44.0,7.0,all,2.0,n_total,234.0
M2,44.0,7.0,all,2.0,rate_ratio,inf
M2,44.0,7.0,all,2.0,post_omori_p,
M2,44.0,7.0,all,2.5,n_total,113.0
M2,44.0,7.0,all,2.5,rate_ratio,inf
M2,44.0,7.0,all,2.5,post_omori_p,
M2,44.0,7.0,mainshock_window,,n_total,960.0
M2,44.0,7.0,mainshock_window,,rate_ratio,158.83333333333334
M2,44.0,7.0,mainshock_window,,post_omori_p,
M2,44.0,7.0,mainshock_window,1.2,n_total,719.0
M2,44.0,7.0,mainshock_window,1.2,rate_ratio,717.0
M2,44.0,7.0,mainshock_window,1.2,post_omori_p,
M2,44.0,7.0,mainshock_window,1.5,n_total,471.0
M2,44.0,7.0,mainshock_window,1.5,rate_ratio,469.0
M2,44.0,7.0,mainshock_window,1.5,post_omori_p,
M2,44.0,7.0,mainshock_window,2.0,n_total,234.0
M2,44.0,7.0,mainshock_window,2.0,rate_ratio,inf
M2,44.0,7.0,mainshock_window,2.0,post_omori_p,
M2,44.0,7.0,mainshock_window,2.5,n_total,113.0
M2,44.0,7.0,mainshock_window,2.5,rate_ratio,inf
M2,44.0,7.0,mainshock_window,2.5,post_omori_p,
M2,44.0,7.0,stratified,,n_total,338.0
M2,44.0,7.0,stratified,,rate_ratio,111.33333333333334
M2,44.0,7.0,stratified,,post_omori_p,
M2,44.0,7.0,stratified,1.2,n_total,253.0
M2,44.0,7.0,stratified,1.2,rate_ratio,inf
M2,44.0,7.0,stratified,1.2,post_omori_p,
M2,44.0,7.0,stratified,1.5,n_total,172.0
M2,44.0,7.0,stratified,1.5,rate_ratio,inf
M2,44.0,7.0,stratified,1.5,post_omori_p,
M2,44.0,7.0,stratified,2.0,n_total,92.0
M2,44.0,7.0,stratified,2.0,rate_ratio,inf
M2,44.0,7.0,stratified,2.0,post_omori_p,
M2,44.0,7.0,stratified,2.5,n_total,45.0
M2,44.0,7.0,stratified,2.5,rate_ratio,inf
M2,44.0,7.0,stratified,2.5,post_omori_p,
M2,44.0,30.0,all,,n_total,1557.0
M2,44.0,30.0,all,,rate_ratio,26.785714285714285
M2,44.0,30.0,all,,post_omori_p,0.6011592578709789
M2,44.0,30.0,all,1.2,n_total,1065.0
M2,44.0,30.0,all,1.2,rate_ratio,38.40740740740741
M2,44.0,30.0,all,1.2,post_omori_p,0.684162602678226
M2,44.0,30.0,all,1.5,n_total,670.0
M2,44.0,30.0,all,1.5,rate_ratio,43.6
M2,44.0,30.0,all,1.5,post_omori_p,0.7605373077217693
M2,44.0,30.0,all,2.0,n_total,326.0
M2,44.0,30.0,all,2.0,rate_ratio,53.16666666666666
M2,44.0,30.0,all,2.0,post_omori_p,0.822729231235699
M2,44.0,30.0,all,2.5,n_total,159.0
M2,44.0,30.0,all,2.5,rate_ratio,78.0
M2,44.0,30.0,all,2.5,post_omori_p,0.8312825909582751
M2,44.0,30.0,mainshock_window,,n_total,1554.0
M2,44.0,30.0,mainshock_window,,rate_ratio,26.732142857142858
M2,44.0,30.0,mainshock_window,,post_omori_p,0.6019137824862388
M2,44.0,30.0,mainshock_window,1.2,n_total,1062.0
M2,44.0,30.0,mainshock_window,1.2,rate_ratio,38.2962962962963
M2,44.0,30.0,mainshock_window,1.2,post_omori_p,0.685557200625562
M2,44.0,30.0,mainshock_window,1.5,n_total,668.0
M2,44.0,30.0,mainshock_window,1.5,rate_ratio,43.46666666666667
M2,44.0,30.0,mainshock_window,1.5,post_omori_p,0.7618880058889812
M2,44.0,30.0,mainshock_window,2.0,n_total,325.0
M2,44.0,30.0,mainshock_window,2.0,rate_ratio,52.99999999999999
M2,44.0,30.0,mainshock_window,2.0,post_omori_p,0.8248062934024147
M2,44.0,30.0,mainshock_window,2.5,n_total,158.0
M2,44.0,30.0,mainshock_window,2.5,rate_ratio,77.5
M2,44.0,30.0,mainshock_window,2.5,post_omori_p,0.8337213034741718
M2,44.0,30.0,stratified,,n_total,521.0
M2,44.0,30.0,stratified,,rate_ratio,129.0
M2,44.0,30.0,stratified,,post_omori_p,0.611976796190852
M2,44.0,30.0,stratified,1.2,n_total,355.0
M2,44.0,30.0,stratified,1.2,rate_ratio,353.00000000000006
M2,44.0,30.0,stratified,1.2,post_omori_p,0.7094153855403926
M2,44.0,30.0,stratified,1.5,n_total,235.0
M2,44.0,30.0,stratified,1.5,rate_ratio,inf
M2,44.0,30.0,stratified,1.5,post_omori_p,0.7573463235293687
M2,44.0,30.0,stratified,2.0,n_total,123.0
M2,44.0,30.0,stratified,2.0,rate_ratio,inf
M2,44.0,30.0,stratified,2.0,post_omori_p,0.7894532646580876
M2,44.0,30.0,stratified,2.5,n_total,56.0
M2,44.0,30.0,stratified,2.5,rate_ratio,inf
M2,44.0,30.0,stratified,2.5,post_omori_p,0.8457993282561392
M2,44.0,60.0,all,,n_total,1951.0
M2,44.0,60.0,all,,rate_ratio,29.46875
M2,44.0,60.0,all,,post_omori_p,0.6280729098024361
M2,44.0,60.0,all,1.2,n_total,1295.0
M2,44.0,60.0,all,1.2,rate_ratio,40.74193548387097
M2,44.0,60.0,all,1.2,post_omori_p,0.7101843132315081
M2,44.0,60.0,all,1.5,n_total,786.0
M2,44.0,60.0,all,1.5,rate_ratio,48.0625
M2,44.0,60.0,all,1.5,post_omori_p,0.7831282009338473
M2,44.0,60.0,all,2.0,n_total,375.0
M2,44.0,60.0,all,2.0,rate_ratio,61.333333333333336
M2,44.0,60.0,all,2.0,post_omori_p,0.8464331043922939
M2,44.0,60.0,all,2.5,n_total,176.0
M2,44.0,60.0,all,2.5,rate_ratio,86.5
M2,44.0,60.0,all,2.5,post_omori_p,0.8497345107432961
M2,44.0,60.0,mainshock_window,,n_total,1947.0
M2,44.0,60.0,mainshock_window,,rate_ratio,29.40625
M2,44.0,60.0,mainshock_window,,post_omori_p,0.6287277737250072
M2,44.0,60.0,mainshock_window,1.2,n_total,1291.0
M2,44.0,60.0,mainshock_window,1.2,rate_ratio,40.61290322580645
M2,44.0,60.0,mainshock_window,1.2,post_omori_p,0.711320568260216
M2,44.0,60.0,mainshock_window,1.5,n_total,783.0
M2,44.0,60.0,mainshock_window,1.5,rate_ratio,47.87500000000001
M2,44.0,60.0,mainshock_window,1.5,post_omori_p,0.7844197037692863
M2,44.0,60.0,mainshock_window,2.0,n_total,374.0
M2,44.0,60.0,mainshock_window,2.0,rate_ratio,61.16666666666666
M2,44.0,60.0,mainshock_window,2.0,post_omori_p,0.8480244478792426
M2,44.0,60.0,mainshock_window,2.5,n_total,175.0
M2,44.0,60.0,mainshock_window,2.5,rate_ratio,86.0
M2,44.0,60.0,mainshock_window,2.5,post_omori_p,0.8514677527752335
M2,44.0,60.0,stratified,,n_total,636.0
M2,44.0,60.0,stratified,,rate_ratio,78.375
M2,44.0,60.0,stratified,,post_omori_p,0.640500178620408
M2,44.0,60.0,stratified,1.2,n_total,417.0
M2,44.0,60.0,stratified,1.2,rate_ratio,207.0
M2,44.0,60.0,stratified,1.2,post_omori_p,0.7351317610862074
M2,44.0,60.0,stratified,1.5,n_total,273.0
M2,44.0,60.0,stratified,1.5,rate_ratio,inf
M2,44.0,60.0,stratified,1.5,post_omori_p,0.765982461503774
M2,44.0,60.0,stratified,2.0,n_total,147.0
M2,44.0,60.0,stratified,2.0,rate_ratio,inf
M2,44.0,60.0,stratified,2.0,post_omori_p,0.7469914183121611
M2,44.0,60.0,stratified,2.5,n_total,68.0
M2,44.0,60.0,stratified,2.5,rate_ratio,inf
M2,44.0,60.0,stratified,2.5,post_omori_p,0.80523155833962
M2,44.0,90.0,all,,n_total,2086.0
M2,44.0,90.0,all,,rate_ratio,29.661764705882355
M2,44.0,90.0,all,,post_omori_p,0.6555065410011823
M2,44.0,90.0,all,1.2,n_total,1377.0
M2,44.0,90.0,all,1.2,rate_ratio,42.0
M2,44.0,90.0,all,1.2,post_omori_p,0.7331203820223292
M2,44.0,90.0,all,1.5,n_total,838.0
M2,44.0,90.0,all,1.5,rate_ratio,48.23529411764706
M2,44.0,90.0,all,1.5,post_omori_p,0.7969519751892441
M2,44.0,90.0,all,2.0,n_total,397.0
M2,44.0,90.0,all,2.0,rate_ratio,55.57142857142857
M2,44.0,90.0,all,2.0,post_omori_p,0.8554894700389948
M2,44.0,90.0,all,2.5,n_total,183.0
M2,44.0,90.0,all,2.5,rate_ratio,90.0
M2,44.0,90.0,all,2.5,post_omori_p,0.8639895678649979
M2,44.0,90.0,mainshock_window,,n_total,2081.0
M2,44.0,90.0,mainshock_window,,rate_ratio,29.588235294117645
M2,44.0,90.0,mainshock_window,,post_omori_p,0.656282574523092
M2,44.0,90.0,mainshock_window,1.2,n_total,1372.0
M2,44.0,90.0,mainshock_window,1.2,rate_ratio,41.84375
M2,44.0,90.0,mainshock_window,1.2,post_omori_p,0.7344717823418286
M2,44.0,90.0,mainshock_window,1.5,n_total,835.0
M2,44.0,90.0,mainshock_window,1.5,rate_ratio,48.05882352941177
M2,44.0,90.0,mainshock_window,1.5,post_omori_p,0.7980421962925165
M2,44.0,90.0,mainshock_window,2.0,n_total,396.0
M2,44.0,90.0,mainshock_window,2.0,rate_ratio,55.42857142857142
M2,44.0,90.0,mainshock_window,2.0,post_omori_p,0.8566920883578416
M2,44.0,90.0,mainshock_window,2.5,n_total,182.0
M2,44.0,90.0,mainshock_window,2.5,rate_ratio,89.5
M2,44.0,90.0,mainshock_window,2.5,post_omori_p,0.8655509846982028
M2,44.0,90.0,stratified,,n_total,684.0
M2,44.0,90.0,stratified,,rate_ratio,61.09090909090909
M2,44.0,90.0,stratified,,post_omori_p,0.6688415950805436
M2,44.0,90.0,stratified,1.2,n_total,441.0
M2,44.0,90.0,stratified,1.2,rate_ratio,219.0
M2,44.0,90.0,stratified,1.2,post_omori_p,0.7564118108990175
M2,44.0,90.0,stratified,1.5,n_total,288.0
M2,44.0,90.0,stratified,1.5,rate_ratio,inf
M2,44.0,90.0,stratified,1.5,post_omori_p,0.7913255133455293
M2,44.0,90.0,stratified,2.0,n_total,158.0
M2,44.0,90.0,stratified,2.0,rate_ratio,inf
M2,44.0,90.0,stratified,2.0,post_omori_p,0.7579244294182029
M2,44.0,90.0,stratified,2.5,n_total,74.0
M2,44.0,90.0,stratified,2.5,rate_ratio,inf
M2,44.0,90.0,stratified,2.5,post_omori_p,0.7881188291843898
M2,50.0,7.0,all,,n_total,1046.0
M2,50.0,7.0,all,,rate_ratio,103.5
M2,50.0,7.0,all,,post_omori_p,
M2,50.0,7.0,all,1.2,n_total,789.0
M2,50.0,7.0,all,1.2,rate_ratio,156.6
M2,50.0,7.0,all,1.2,post_omori_p,
M2,50.0,7.0,all,1.5,n_total,520.0
M2,50.0,7.0,all,1.5,rate_ratio,128.75
M2,50.0,7.0,all,1.5,post_omori_p,
M2,50.0,7.0,all,2.0,n_total,258.0
M2,50.0,7.0,all,2.0,rate_ratio,256.0
M2,50.0,7.0,all,2.0,post_omori_p,
M2,50.0,7.0,all,2.5,n_total,123.0
M2,50.0,7.0,all,2.5,rate_ratio,121.0
M2,50.0,7.0,all,2.5,post_omori_p,
M2,50.0,7.0,mainshock_window,,n_total,1043.0
M2,50.0,7.0,mainshock_window,,rate_ratio,103.2
M2,50.0,7.0,mainshock_window,,post_omori_p,
M2,50.0,7.0,mainshock_window,1.2,n_total,786.0
M2,50.0,7.0,mainshock_window,1.2,rate_ratio,156.0
M2,50.0,7.0,mainshock_window,1.2,post_omori_p,
M2,50.0,7.0,mainshock_window,1.5,n_total,518.0
M2,50.0,7.0,mainshock_window,1.5,rate_ratio,128.25000000000003
M2,50.0,7.0,mainshock_window,1.5,post_omori_p,
M2,50.0,7.0,mainshock_window,2.0,n_total,256.0
M2,50.0,7.0,mainshock_window,2.0,rate_ratio,254.0
M2,50.0,7.0,mainshock_window,2.0,post_omori_p,
M2,50.0,7.0,mainshock_window,2.5,n_total,121.0
M2,50.0,7.0,mainshock_window,2.5,rate_ratio,119.0
M2,50.0,7.0,mainshock_window,2.5,post_omori_p,
M2,50.0,7.0,stratified,,n_total,360.0
M2,50.0,7.0,stratified,,rate_ratio,118.66666666666669
M2,50.0,7.0,stratified,,post_omori_p,
M2,50.0,7.0,stratified,1.2,n_total,272.0
M2,50.0,7.0,stratified,1.2,rate_ratio,inf
M2,50.0,7.0,stratified,1.2,post_omori_p,
M2,50.0,7.0,stratified,1.5,n_total,184.0
M2,50.0,7.0,stratified,1.5,rate_ratio,inf
M2,50.0,7.0,stratified,1.5,post_omori_p,
M2,50.0,7.0,stratified,2.0,n_total,97.0
M2,50.0,7.0,stratified,2.0,rate_ratio,inf
M2,50.0,7.0,stratified,2.0,post_omori_p,
M2,50.0,7.0,stratified,2.5,n_total,45.0
M2,50.0,7.0,stratified,2.5,rate_ratio,inf
M2,50.0,7.0,stratified,2.5,post_omori_p,
M2,50.0,30.0,all,,n_total,1732.0
M2,50.0,30.0,all,,rate_ratio,26.046875000000004
M2,50.0,30.0,all,,post_omori_p,0.5955617667682352
M2,50.0,30.0,all,1.2,n_total,1200.0
M2,50.0,30.0,all,1.2,rate_ratio,34.26470588235294
M2,50.0,30.0,all,1.2,post_omori_p,0.6765889552735765
M2,50.0,30.0,all,1.5,n_total,760.0
M2,50.0,30.0,all,1.5,rate_ratio,35.142857142857146
M2,50.0,30.0,all,1.5,post_omori_p,0.7535639270723097
M2,50.0,30.0,all,2.0,n_total,366.0
M2,50.0,30.0,all,2.0,rate_ratio,51.142857142857146
M2,50.0,30.0,all,2.0,post_omori_p,0.8204670773491199
M2,50.0,30.0,all,2.5,n_total,175.0
M2,50.0,30.0,all,2.5,rate_ratio,57.0
M2,50.0,30.0,all,2.5,post_omori_p,0.8175854553588584
M2,50.0,30.0,mainshock_window,,n_total,1717.0
M2,50.0,30.0,mainshock_window,,rate_ratio,26.677419354838708
M2,50.0,30.0,mainshock_window,,post_omori_p,0.5981794990206567
M2,50.0,30.0,mainshock_window,1.2,n_total,1186.0
M2,50.0,30.0,mainshock_window,1.2,rate_ratio,34.90909090909091
M2,50.0,30.0,mainshock_window,1.2,post_omori_p,0.680696249554479
M2,50.0,30.0,mainshock_window,1.5,n_total,752.0
M2,50.0,30.0,mainshock_window,1.5,rate_ratio,36.55
M2,50.0,30.0,mainshock_window,1.5,post_omori_p,0.756736877070277
M2,50.0,30.0,mainshock_window,2.0,n_total,362.0
M2,50.0,30.0,mainshock_window,2.0,rate_ratio,50.57142857142858
M2,50.0,30.0,mainshock_window,2.0,post_omori_p,0.824519031357245
M2,50.0,30.0,mainshock_window,2.5,n_total,172.0
M2,50.0,30.0,mainshock_window,2.5,rate_ratio,55.99999999999999
M2,50.0,30.0,mainshock_window,2.5,post_omori_p,0.8221739357487148
M2,50.0,30.0,stratified,,n_total,547.0
M2,50.0,30.0,stratified,,rate_ratio,135.5
M2,50.0,30.0,stratified,,post_omori_p,0.6341380945621558
M2,50.0,30.0,stratified,1.2,n_total,377.0
M2,50.0,30.0,stratified,1.2,rate_ratio,375.0
M2,50.0,30.0,stratified,1.2,post_omori_p,0.7302442319876074
M2,50.0,30.0,stratified,1.5,n_total,248.0
M2,50.0,30.0,stratified,1.5,rate_ratio,inf
M2,50.0,30.0,stratified,1.5,post_omori_p,0.7851865254899095
M2,50.0,30.0,stratified,2.0,n_total,129.0
M2,50.0,30.0,stratified,2.0,rate_ratio,inf
M2,50.0,30.0,stratified,2.0,post_omori_p,0.7848895228845779
M2,50.0,30.0,stratified,2.5,n_total,56.0
M2,50.0,30.0,stratified,2.5,rate_ratio,inf
M2,50.0,30.0,stratified,2.5,post_omori_p,0.8457993282561392
M2,50.0,60.0,all,,n_total,2188.0
M2,50.0,60.0,all,,rate_ratio,26.68354430379747
M2,50.0,60.0,all,,post_omori_p,0.6183739905205919
M2,50.0,60.0,all,1.2,n_total,1478.0
