mainshock,radius_km,time_window_days,depth_strategy,mag_threshold,metric,value
M1,50.0,30.0,stratified,2.0,rate_ratio,5.786096256684492
M1,50.0,30.0,stratified,2.0,post_omori_p,0.7858913772939119
M1,50.0,30.0,stratified,2.5,n_total,620.0
M1,50.0,30.0,stratified,2.5,rate_ratio,4.895238095238095
M1,50.0,30.0,stratified,2.5,post_omori_p,0.9225462574496396
M1,50.0,60.0,all,,n_total,3666.0
M1,50.0,60.0,all,,rate_ratio,5.429824561403509
M1,50.0,60.0,all,,post_omori_p,0.6034731248427403
M1,50.0,60.0,all,1.2,n_total,3505.0
M1,50.0,60.0,all,1.2,rate_ratio,5.537313432835821
M1,50.0,60.0,all,1.2,post_omori_p,0.615856023169904
M1,50.0,60.0,all,1.5,n_total,2823.0
M1,50.0,60.0,all,1.5,rate_ratio,5.899755501222495
M1,50.0,60.0,all,1.5,post_omori_p,0.6719237039229105
M1,50.0,60.0,all,2.0,n_total,1371.0
M1,50.0,60.0,all,2.0,rate_ratio,6.098445595854923
M1,50.0,60.0,all,2.0,post_omori_p,0.8323313106841254
M1,50.0,60.0,all,2.5,n_total,666.0
M1,50.0,60.0,all,2.5,rate_ratio,4.990990990990991
M1,50.0,60.0,all,2.5,post_omori_p,0.9453910010625804
M1,50.0,60.0,mainshock_window,,n_total,3666.0
M1,50.0,60.0,mainshock_window,,rate_ratio,5.429824561403509
M1,50.0,60.0,mainshock_window,,post_omori_p,0.6034731248427403
M1,50.0,60.0,mainshock_window,1.2,n_total,3505.0
M1,50.0,60.0,mainshock_window,1.2,rate_ratio,5.537313432835821
M1,50.0,60.0,mainshock_window,1.2,post_omori_p,0.615856023169904
M1,50.0,60.0,mainshock_window,1.5,n_total,2823.0
M1,50.0,60.0,mainshock_window,1.5,rate_ratio,5.899755501222495
M1,50.0,60.0,mainshock_window,1.5,post_omori_p,0.6719237039229105
M1,50.0,60.0,mainshock_window,2.0,n_total,1371.0
M1,50.0,60.0,mainshock_window,2.0,rate_ratio,6.098445595854923
M1,50.0,60.0,mainshock_window,2.0,post_omori_p,0.8323313106841254
M1,50.0,60.0,mainshock_window,2.5,n_total,666.0
M1,50.0,60.0,mainshock_window,2.5,rate_ratio,4.990990990990991
M1,50.0,60.0,mainshock_window,2.5,post_omori_p,0.9453910010625804
M1,50.0,60.0,stratified,,n_total,3661.0
M1,50.0,60.0,stratified,,rate_ratio,5.421052631578948
M1,50.0,60.0,stratified,,post_omori_p,0.6032305963870328
M1,50.0,60.0,stratified,1.2,n_total,3500.0
M1,50.0,60.0,stratified,1.2,rate_ratio,5.527985074626866
M1,50.0,60.0,stratified,1.2,post_omori_p,0.6156235392223295
M1,50.0,60.0,stratified,1.5,n_total,2819.0
M1,50.0,60.0,stratified,1.5,rate_ratio,5.88997555012225
M1,50.0,60.0,stratified,1.5,post_omori_p,0.6716083963389726
M1,50.0,60.0,stratified,2.0,n_total,1369.0
M1,50.0,60.0,stratified,2.0,rate_ratio,6.088082901554404
M1,50.0,60.0,stratified,2.0,post_omori_p,0.8318223007938211
M1,50.0,60.0,stratified,2.5,n_total,666.0
M1,50.0,60.0,stratified,2.5,rate_ratio,4.990990990990991
M1,50.0,60.0,stratified,2.5,post_omori_p,0.9453910010625804
M1,50.0,90.0,all,,n_total,3923.0
M1,50.0,90.0,all,,rate_ratio,5.408496732026144
M1,50.0,90.0,all,,post_omori_p,0.6383674259945586
M1,50.0,90.0,all,1.2,n_total,3732.0
M1,50.0,90.0,all,1.2,rate_ratio,5.591872791519434
M1,50.0,90.0,all,1.2,post_omori_p,0.6506887935310146
M1,50.0,90.0,all,1.5,n_total,2985.0
M1,50.0,90.0,all,1.5,rate_ratio,6.004694835680751
M1,50.0,90.0,all,1.5,post_omori_p,0.7043124577187002
M1,50.0,90.0,all,2.0,n_total,1435.0
M1,50.0,90.0,all,2.0,rate_ratio,6.134328358208955
M1,50.0,90.0,all,2.0,post_omori_p,0.8524750363506597
M1,50.0,90.0,all,2.5,n_total,688.0
M1,50.0,90.0,all,2.5,rate_ratio,5.079646017699115
M1,50.0,90.0,all,2.5,post_omori_p,0.9602515326712056
M1,50.0,90.0,mainshock_window,,n_total,3920.0
M1,50.0,90.0,mainshock_window,,rate_ratio,5.424590163934426
M1,50.0,90.0,mainshock_window,,post_omori_p,0.6385164400286308
M1,50.0,90.0,mainshock_window,1.2,n_total,3730.0
M1,50.0,90.0,mainshock_window,1.2,rate_ratio,5.611702127659574
M1,50.0,90.0,mainshock_window,1.2,post_omori_p,0.6506887935310146
M1,50.0,90.0,mainshock_window,1.5,n_total,2984.0
M1,50.0,90.0,mainshock_window,1.5,rate_ratio,6.0188235294117645
M1,50.0,90.0,mainshock_window,1.5,post_omori_p,0.7043124577187002
M1,50.0,90.0,mainshock_window,2.0,n_total,1435.0
M1,50.0,90.0,mainshock_window,2.0,rate_ratio,6.134328358208955
M1,50.0,90.0,mainshock_window,2.0,post_omori_p,0.8524750363506597
M1,50.0,90.0,mainshock_window,2.5,n_total,688.0
M1,50.0,90.0,mainshock_window,2.5,rate_ratio,5.079646017699115
M1,50.0,90.0,mainshock_window,2.5,post_omori_p,0.9602515326712056
M1,50.0,90.0,stratified,,n_total,3915.0
M1,50.0,90.0,stratified,,rate_ratio,5.41639344262295
M1,50.0,90.0,stratified,,post_omori_p,0.6382561139227793
M1,50.0,90.0,stratified,1.2,n_total,3725.0
M1,50.0,90.0,stratified,1.2,rate_ratio,5.602836879432624
M1,50.0,90.0,stratified,1.2,post_omori_p,0.6504332434360084
M1,50.0,90.0,stratified,1.5,n_total,2980.0
M1,50.0,90.0,stratified,1.5,rate_ratio,6.009411764705882
M1,50.0,90.0,stratified,1.5,post_omori_p,0.7039840670320983
M1,50.0,90.0,stratified,2.0,n_total,1433.0
M1,50.0,90.0,stratified,2.0,rate_ratio,6.124378109452736
M1,50.0,90.0,stratified,2.0,post_omori_p,0.8520299605401612
M1,50.0,90.0,stratified,2.5,n_total,688.0
M1,50.0,90.0,stratified,2.5,rate_ratio,5.079646017699115
M1,50.0,90.0,stratified,2.5,post_omori_p,0.9602515326712056
M1,80.0,7.0,all,,n_total,2328.0
M1,80.0,7.0,all,,rate_ratio,3.30925925925926
M1,80.0,7.0,all,,post_omori_p,
M1,80.0,7.0,all,1.2,n_total,2254.0
M1,80.0,7.0,all,1.2,rate_ratio,3.4003906250000004
M1,80.0,7.0,all,1.2,post_omori_p,
M1,80.0,7.0,all,1.5,n_total,1921.0
M1,80.0,7.0,all,1.5,rate_ratio,3.8
M1,80.0,7.0,all,1.5,post_omori_p,
M1,80.0,7.0,all,2.0,n_total,1030.0
M1,80.0,7.0,all,2.0,rate_ratio,4.359375
M1,80.0,7.0,all,2.0,post_omori_p,
M1,80.0,7.0,all,2.5,n_total,522.0
M1,80.0,7.0,all,2.5,rate_ratio,3.869158878504673
M1,80.0,7.0,all,2.5,post_omori_p,
M1,80.0,7.0,mainshock_window,,n_total,2328.0
M1,80.0,7.0,mainshock_window,,rate_ratio,3.30925925925926
M1,80.0,7.0,mainshock_window,,post_omori_p,
M1,80.0,7.0,mainshock_window,1.2,n_total,2254.0
M1,80.0,7.0,mainshock_window,1.2,rate_ratio,3.4003906250000004
M1,80.0,7.0,mainshock_window,1.2,post_omori_p,
M1,80.0,7.0,mainshock_window,1.5,n_total,1921.0
M1,80.0,7.0,mainshock_window,1.5,rate_ratio,3.8
M1,80.0,7.0,mainshock_window,1.5,post_omori_p,
M1,80.0,7.0,mainshock_window,2.0,n_total,1030.0
M1,80.0,7.0,mainshock_window,2.0,rate_ratio,4.359375
M1,80.0,7.0,mainshock_window,2.0,post_omori_p,
M1,80.0,7.0,mainshock_window,2.5,n_total,522.0
M1,80.0,7.0,mainshock_window,2.5,rate_ratio,3.869158878504673
M1,80.0,7.0,mainshock_window,2.5,post_omori_p,
M1,80.0,7.0,stratified,,n_total,2320.0
M1,80.0,7.0,stratified,,rate_ratio,3.302411873840445
M1,80.0,7.0,stratified,,post_omori_p,
M1,80.0,7.0,stratified,1.2,n_total,2246.0
M1,80.0,7.0,stratified,1.2,rate_ratio,3.393346379647749
M1,80.0,7.0,stratified,1.2,post_omori_p,
M1,80.0,7.0,stratified,1.5,n_total,1915.0
M1,80.0,7.0,stratified,1.5,rate_ratio,3.796992481203007
M1,80.0,7.0,stratified,1.5,post_omori_p,
M1,80.0,7.0,stratified,2.0,n_total,1026.0
M1,80.0,7.0,stratified,2.0,rate_ratio,4.338541666666667
M1,80.0,7.0,stratified,2.0,post_omori_p,
M1,80.0,7.0,stratified,2.5,n_total,522.0
M1,80.0,7.0,stratified,2.5,rate_ratio,3.869158878504673
M1,80.0,7.0,stratified,2.5,post_omori_p,
M1,80.0,30.0,all,,n_total,3483.0
M1,80.0,30.0,all,,rate_ratio,4.901694915254237
M1,80.0,30.0,all,,post_omori_p,0.5250732726308175
M1,80.0,30.0,all,1.2,n_total,3329.0
M1,80.0,30.0,all,1.2,rate_ratio,4.964157706093189
M1,80.0,30.0,all,1.2,post_omori_p,0.537731763338486
M1,80.0,30.0,all,1.5,n_total,2689.0
M1,80.0,30.0,all,1.5,rate_ratio,5.236658932714617
M1,80.0,30.0,all,1.5,post_omori_p,0.598435380605974
M1,80.0,30.0,all,2.0,n_total,1333.0
M1,80.0,30.0,all,2.0,rate_ratio,5.434782608695652
M1,80.0,30.0,all,2.0,post_omori_p,0.7726419699250568
M1,80.0,30.0,all,2.5,n_total,649.0
M1,80.0,30.0,all,2.5,rate_ratio,4.634782608695652
M1,80.0,30.0,all,2.5,post_omori_p,0.908107148247843
M1,80.0,30.0,mainshock_window,,n_total,3483.0
M1,80.0,30.0,mainshock_window,,rate_ratio,4.901694915254237
M1,80.0,30.0,mainshock_window,,post_omori_p,0.5250732726308175
M1,80.0,30.0,mainshock_window,1.2,n_total,3329.0
M1,80.0,30.0,mainshock_window,1.2,rate_ratio,4.964157706093189
M1,80.0,30.0,mainshock_window,1.2,post_omori_p,0.537731763338486
M1,80.0,30.0,mainshock_window,1.5,n_total,2689.0
M1,80.0,30.0,mainshock_window,1.5,rate_ratio,5.236658932714617
M1,80.0,30.0,mainshock_window,1.5,post_omori_p,0.598435380605974
M1,80.0,30.0,mainshock_window,2.0,n_total,1333.0
M1,80.0,30.0,mainshock_window,2.0,rate_ratio,5.434782608695652
M1,80.0,30.0,mainshock_window,2.0,post_omori_p,0.7726419699250568
M1,80.0,30.0,mainshock_window,2.5,n_total,649.0
M1,80.0,30.0,mainshock_window,2.5,rate_ratio,4.634782608695652
M1,80.0,30.0,mainshock_window,2.5,post_omori_p,0.908107148247843
M1,80.0,30.0,stratified,,n_total,3358.0
M1,80.0,30.0,stratified,,rate_ratio,4.748287671232878
M1,80.0,30.0,stratified,,post_omori_p,0.5373887652901262
M1,80.0,30.0,stratified,1.2,n_total,3229.0
M1,80.0,30.0,stratified,1.2,rate_ratio,4.837251356238698
M1,80.0,30.0,stratified,1.2,post_omori_p,0.5482376230494389
M1,80.0,30.0,stratified,1.5,n_total,2625.0
M1,80.0,30.0,stratified,1.5,rate_ratio,5.145199063231851
M1,80.0,30.0,stratified,1.5,post_omori_p,0.6072707710609693
M1,80.0,30.0,stratified,2.0,n_total,1305.0
M1,80.0,30.0,stratified,2.0,rate_ratio,5.360975609756098
M1,80.0,30.0,stratified,2.0,post_omori_p,0.7821416896885722
M1,80.0,30.0,stratified,2.5,n_total,636.0
M1,80.0,30.0,stratified,2.5,rate_ratio,4.619469026548672
M1,80.0,30.0,stratified,2.5,post_omori_p,0.9200146458211624
M1,80.0,60.0,all,,n_total,4009.0
M1,80.0,60.0,all,,rate_ratio,5.242990654205608
M1,80.0,60.0,all,,post_omori_p,0.579832890196906
M1,80.0,60.0,all,1.2,n_total,3792.0
M1,80.0,60.0,all,1.2,rate_ratio,5.29734219269103
M1,80.0,60.0,all,1.2,post_omori_p,0.5953505137896973
M1,80.0,60.0,all,1.5,n_total,3012.0
M1,80.0,60.0,all,1.5,rate_ratio,5.632158590308371
M1,80.0,60.0,all,1.5,post_omori_p,0.6537832957848513
M1,80.0,60.0,all,2.0,n_total,1454.0
M1,80.0,60.0,all,2.0,rate_ratio,5.726851851851852
M1,80.0,60.0,all,2.0,post_omori_p,0.8117872941560881
M1,80.0,60.0,all,2.5,n_total,705.0
M1,80.0,60.0,all,2.5,rate_ratio,4.818181818181818
M1,80.0,60.0,all,2.5,post_omori_p,0.9251031542580892
M1,80.0,60.0,mainshock_window,,n_total,4005.0
M1,80.0,60.0,mainshock_window,,rate_ratio,5.2562500000000005
M1,80.0,60.0,mainshock_window,,post_omori_p,0.580099503904977
M1,80.0,60.0,mainshock_window,1.2,n_total,3789.0
M1,80.0,60.0,mainshock_window,1.2,rate_ratio,5.302828618968386
M1,80.0,60.0,mainshock_window,1.2,post_omori_p,0.5956316462971172
M1,80.0,60.0,mainshock_window,1.5,n_total,3010.0
M1,80.0,60.0,mainshock_window,1.5,rate_ratio,5.627753303964759
M1,80.0,60.0,mainshock_window,1.5,post_omori_p,0.6541722628440605
M1,80.0,60.0,mainshock_window,2.0,n_total,1453.0
M1,80.0,60.0,mainshock_window,2.0,rate_ratio,5.722222222222222
M1,80.0,60.0,mainshock_window,2.0,post_omori_p,0.8122645180163188
M1,80.0,60.0,mainshock_window,2.5,n_total,704.0
M1,80.0,60.0,mainshock_window,2.5,rate_ratio,4.8099173553719
M1,80.0,60.0,mainshock_window,2.5,post_omori_p,0.9262634137908828
M1,80.0,60.0,stratified,,n_total,3789.0
M1,80.0,60.0,stratified,,rate_ratio,5.0608
M1,80.0,60.0,stratified,,post_omori_p,0.5987624496695824
M1,80.0,60.0,stratified,1.2,n_total,3625.0
M1,80.0,60.0,stratified,1.2,rate_ratio,5.142372881355932
M1,80.0,60.0,stratified,1.2,post_omori_p,0.6109825677838172
M1,80.0,60.0,stratified,1.5,n_total,2907.0
M1,80.0,60.0,stratified,1.5,rate_ratio,5.486607142857143
M1,80.0,60.0,stratified,1.5,post_omori_p,0.6674571950100431
M1,80.0,60.0,stratified,2.0,n_total,1407.0
M1,80.0,60.0,stratified,2.0,rate_ratio,5.60093896713615
M1,80.0,60.0,stratified,2.0,post_omori_p,0.8292751509513393
M1,80.0,60.0,stratified,2.5,n_total,682.0
M1,80.0,60.0,stratified,2.5,rate_ratio,4.722689075630252
M1,80.0,60.0,stratified,2.5,post_omori_p,0.944305090770488
M1,80.0,90.0,all,,n_total,4344.0
M1,80.0,90.0,all,,rate_ratio,5.125528913963328
M1,80.0,90.0,all,,post_omori_p,0.6114259739962981
M1,80.0,90.0,all,1.2,n_total,4073.0
M1,80.0,90.0,all,1.2,rate_ratio,5.293663060278207
M1,80.0,90.0,all,1.2,post_omori_p,0.6278388262483456
M1,80.0,90.0,all,1.5,n_total,3210.0
M1,80.0,90.0,all,1.5,rate_ratio,5.685416666666667
M1,80.0,90.0,all,1.5,post_omori_p,0.6836679794284075
M1,80.0,90.0,all,2.0,n_total,1535.0
M1,80.0,90.0,all,2.0,rate_ratio,5.757709251101322
M1,80.0,90.0,all,2.0,post_omori_p,0.8283630023037293
M1,80.0,90.0,all,2.5,n_total,738.0
M1,80.0,90.0,all,2.5,rate_ratio,4.896
M1,80.0,90.0,all,2.5,post_omori_p,0.9288991716604827
M1,80.0,90.0,mainshock_window,,n_total,4335.0
M1,80.0,90.0,mainshock_window,,rate_ratio,5.165007112375533
M1,80.0,90.0,mainshock_window,,post_omori_p,0.6117633064200166
M1,80.0,90.0,mainshock_window,1.2,n_total,4068.0
M1,80.0,90.0,mainshock_window,1.2,rate_ratio,5.315217391304348
M1,80.0,90.0,mainshock_window,1.2,post_omori_p,0.6280705282744421
M1,80.0,90.0,mainshock_window,1.5,n_total,3207.0
M1,80.0,90.0,mainshock_window,1.5,rate_ratio,5.693110647181629
M1,80.0,90.0,mainshock_window,1.5,post_omori_p,0.6839860039419285
M1,80.0,90.0,mainshock_window,2.0,n_total,1534.0
M1,80.0,90.0,mainshock_window,2.0,rate_ratio,5.753303964757709
M1,80.0,90.0,mainshock_window,2.0,post_omori_p,0.8287467326950071
M1,80.0,90.0,mainshock_window,2.5,n_total,737.0
M1,80.0,90.0,mainshock_window,2.5,rate_ratio,4.888
M1,80.0,90.0,mainshock_window,2.5,post_omori_p,0.9298193119983876
M1,80.0,90.0,stratified,,n_total,4079.0
M1,80.0,90.0,stratified,,rate_ratio,5.023633677991138
M1,80.0,90.0,stratified,,post_omori_p,0.6315661868954545
M1,80.0,90.0,stratified,1.2,n_total,3876.0
M1,80.0,90.0,stratified,1.2,rate_ratio,5.2
M1,80.0,90.0,stratified,1.2,post_omori_p,0.6441523723549633
M1,80.0,90.0,stratified,1.5,n_total,3086.0
M1,80.0,90.0,stratified,1.5,rate_ratio,5.577825159914712
M1,80.0,90.0,stratified,1.5,post_omori_p,0.698263784899861
M1,80.0,90.0,stratified,2.0,n_total,1480.0
M1,80.0,90.0,stratified,2.0,rate_ratio,5.662162162162162
M1,80.0,90.0,stratified,2.0,post_omori_p,0.8460616263187107
M1,80.0,90.0,stratified,2.5,n_total,710.0
M1,80.0,90.0,stratified,2.5,rate_ratio,4.859504132231405
M1,80.0,90.0,stratified,2.5,post_omori_p,0.9512458219141186
M1,100.0,7.0,all,,n_total,2364.0
M1,100.0,7.0,all,,rate_ratio,3.160211267605634
M1,100.0,7.0,all,,post_omori_p,
M1,100.0,7.0,all,1.2,n_total,2273.0
M1,100.0,7.0,all,1.2,rate_ratio,3.311195445920303
M1,100.0,7.0,all,1.2,post_omori_p,
M1,100.0,7.0,all,1.5,n_total,1935.0
M1,100.0,7.0,all,1.5,rate_ratio,3.705596107055961
M1,100.0,7.0,all,1.5,post_omori_p,
M1,100.0,7.0,all,2.0,n_total,1034.0
M1,100.0,7.0,all,2.0,rate_ratio,4.297435897435897
M1,100.0,7.0,all,2.0,post_omori_p,
M1,100.0,7.0,all,2.5,n_total,523.0
M1,100.0,7.0,all,2.5,rate_ratio,3.878504672897196
M1,100.0,7.0,all,2.5,post_omori_p,
M1,100.0,7.0,mainshock_window,,n_total,2361.0
M1,100.0,7.0,mainshock_window,,rate_ratio,3.162257495590829
M1,100.0,7.0,mainshock_window,,post_omori_p,
M1,100.0,7.0,mainshock_window,1.2,n_total,2273.0
M1,100.0,7.0,mainshock_window,1.2,rate_ratio,3.311195445920303
M1,100.0,7.0,mainshock_window,1.2,post_omori_p,
M1,100.0,7.0,mainshock_window,1.5,n_total,1935.0
M1,100.0,7.0,mainshock_window,1.5,rate_ratio,3.705596107055961
M1,100.0,7.0,mainshock_window,1.5,post_omori_p,
M1,100.0,7.0,mainshock_window,2.0,n_total,1034.0
M1,100.0,7.0,mainshock_window,2.0,rate_ratio,4.297435897435897
M1,100.0,7.0,mainshock_window,2.0,post_omori_p,
M1,100.0,7.0,mainshock_window,2.5,n_total,523.0
M1,100.0,7.0,mainshock_window,2.5,rate_ratio,3.878504672897196
M1,100.0,7.0,mainshock_window,2.5,post_omori_p,
M1,100.0,7.0,stratified,,n_total,2330.0
M1,100.0,7.0,stratified,,rate_ratio,3.2422586520947174
M1,100.0,7.0,stratified,,post_omori_p,
M1,100.0,7.0,stratified,1.2,n_total,2252.0
M1,100.0,7.0,stratified,1.2,rate_ratio,3.353965183752418
M1,100.0,7.0,stratified,1.2,post_omori_p,
M1,100.0,7.0,stratified,1.5,n_total,1920.0
M1,100.0,7.0,stratified,1.5,rate_ratio,3.75
M1,100.0,7.0,stratified,1.5,post_omori_p,
M1,100.0,7.0,stratified,2.0,n_total,1026.0
M1,100.0,7.0,stratified,2.0,rate_ratio,4.338541666666667
M1,100.0,7.0,stratified,2.0,post_omori_p,
M1,100.0,7.0,stratified,2.5,n_total,522.0
M1,100.0,7.0,stratified,2.5,rate_ratio,3.869158878504673
M1,100.0,7.0,stratified,2.5,post_omori_p,
M1,100.0,30.0,all,,n_total,3659.0
M1,100.0,30.0,all,,rate_ratio,4.500751879699248
M1,100.0,30.0,all,,post_omori_p,0.5175046091094406
M1,100.0,30.0,all,1.2,n_total,3456.0
M1,100.0,30.0,all,1.2,rate_ratio,4.701320132013201
M1,100.0,30.0,all,1.2,post_omori_p,0.5320866670645752
M1,100.0,30.0,all,1.5,n_total,2763.0
M1,100.0,30.0,all,1.5,rate_ratio,4.965442764578834
M1,100.0,30.0,all,1.5,post_omori_p,0.5956848000434816
M1,100.0,30.0,all,2.0,n_total,1361.0
M1,100.0,30.0,all,2.0,rate_ratio,5.181818181818182
M1,100.0,30.0,all,2.0,post_omori_p,0.7668482076055078
M1,100.0,30.0,all,2.5,n_total,660.0
M1,100.0,30.0,all,2.5,rate_ratio,4.632478632478633
M1,100.0,30.0,all,2.5,post_omori_p,0.9016672900581923
M1,100.0,30.0,mainshock_window,,n_total,3654.0
M1,100.0,30.0,mainshock_window,,rate_ratio,4.501506024096386
M1,100.0,30.0,mainshock_window,,post_omori_p,0.5179993993619543
M1,100.0,30.0,mainshock_window,1.2,n_total,3455.0
M1,100.0,30.0,mainshock_window,1.2,rate_ratio,4.6996699669967
M1,100.0,30.0,mainshock_window,1.2,post_omori_p,0.5322489792692106
M1,100.0,30.0,mainshock_window,1.5,n_total,2763.0
M1,100.0,30.0,mainshock_window,1.5,rate_ratio,4.965442764578834
M1,100.0,30.0,mainshock_window,1.5,post_omori_p,0.5956848000434816
M1,100.0,30.0,mainshock_window,2.0,n_total,1361.0
M1,100.0,30.0,mainshock_window,2.0,rate_ratio,5.181818181818182
M1,100.0,30.0,mainshock_window,2.0,post_omori_p,0.7668482076055078
M1,100.0,30.0,mainshock_window,2.5,n_total,660.0
M1,100.0,30.0,mainshock_window,2.5,rate_ratio,4.632478632478633
M1,100.0,30.0,mainshock_window,2.5,post_omori_p,0.9016672900581923
M1,100.0,30.0,stratified,,n_total,3403.0
M1,100.0,30.0,stratified,,rate_ratio,4.595394736842106
M1,100.0,30.0,stratified,,post_omori_p,0.5341602134104656
M1,100.0,30.0,stratified,1.2,n_total,3262.0
M1,100.0,30.0,stratified,1.2,rate_ratio,4.741197183098591
M1,100.0,30.0,stratified,1.2,post_omori_p,0.5452554553192028
M1,100.0,30.0,stratified,1.5,n_total,2647.0
M1,100.0,30.0,stratified,1.5,rate_ratio,5.041095890410959
M1,100.0,30.0,stratified,1.5,post_omori_p,0.604530371884301
M1,100.0,30.0,stratified,2.0,n_total,1312.0
M1,100.0,30.0,stratified,2.0,rate_ratio,5.242857142857143
M1,100.0,30.0,stratified,2.0,post_omori_p,0.7802130148190353
M1,100.0,30.0,stratified,2.5,n_total,637.0
M1,100.0,30.0,stratified,2.5,rate_ratio,4.578947368421052
M1,100.0,30.0,stratified,2.5,post_omori_p,0.9200146458211624
M1,100.0,60.0,all,,n_total,4402.0
M1,100.0,60.0,all,,rate_ratio,4.433333333333334
M1,100.0,60.0,all,,post_omori_p,0.5619624499522317
M1,100.0,60.0,all,1.2,n_total,4066.0
M1,100.0,60.0,all,1.2,rate_ratio,4.661559888579387
M1,100.0,60.0,all,1.2,post_omori_p,0.5814646804680059
M1,100.0,60.0,all,1.5,n_total,3172.0
M1,100.0,60.0,all,1.5,rate_ratio,5.063097514340344
M1,100.0,60.0,all,1.5,post_omori_p,0.6429940038190203
M1,100.0,60.0,all,2.0,n_total,1514.0
M1,100.0,60.0,all,2.0,rate_ratio,5.330543933054393
M1,100.0,60.0,all,2.0,post_omori_p,0.7970989159488485
M1,100.0,60.0,all,2.5,n_total,731.0
M1,100.0,60.0,all,2.5,rate_ratio,4.7936507936507935
M1,100.0,60.0,all,2.5,post_omori_p,0.9083792604257332
M1,100.0,60.0,mainshock_window,,n_total,4385.0
M1,100.0,60.0,mainshock_window,,rate_ratio,4.466334164588528
M1,100.0,60.0,mainshock_window,,post_omori_p,0.5628137145371401
M1,100.0,60.0,mainshock_window,1.2,n_total,4060.0
M1,100.0,60.0,mainshock_window,1.2,rate_ratio,4.668994413407821
M1,100.0,60.0,mainshock_window,1.2,post_omori_p,0.5819423736593611
M1,100.0,60.0,mainshock_window,1.5,n_total,3170.0
M1,100.0,60.0,mainshock_window,1.5,rate_ratio,5.059273422562142
M1,100.0,60.0,mainshock_window,1.5,post_omori_p,0.6433534282548953
M1,100.0,60.0,mainshock_window,2.0,n_total,1513.0
M1,100.0,60.0,mainshock_window,2.0,rate_ratio,5.3263598326359824
M1,100.0,60.0,mainshock_window,2.0,post_omori_p,0.7975324228623519
M1,100.0,60.0,mainshock_window,2.5,n_total,730.0
M1,100.0,60.0,mainshock_window,2.5,rate_ratio,4.785714285714286
M1,100.0,60.0,mainshock_window,2.5,post_omori_p,0.9094940076803408
M1,100.0,60.0,stratified,,n_total,3916.0
M1,100.0,60.0,stratified,,rate_ratio,4.75735294117647
M1,100.0,60.0,stratified,,post_omori_p,0.590266663110438
M1,100.0,60.0,stratified,1.2,n_total,3715.0
M1,100.0,60.0,stratified,1.2,rate_ratio,4.867298578199052
M1,100.0,60.0,stratified,1.2,post_omori_p,0.6041944461457172
M1,100.0,60.0,stratified,1.5,n_total,2968.0
M1,100.0,60.0,stratified,1.5,rate_ratio,5.2071129707112975
M1,100.0,60.0,stratified,1.5,post_omori_p,0.6609516604620399
M1,100.0,60.0,stratified,2.0,n_total,1422.0
M1,100.0,60.0,stratified,2.0,rate_ratio,5.429864253393665
M1,100.0,60.0,stratified,2.0,post_omori_p,0.824950053820193
M1,100.0,60.0,stratified,2.5,n_total,685.0
M1,100.0,60.0,stratified,2.5,rate_ratio,4.7
M1,100.0,60.0,stratified,2.5,post_omori_p,0.9411642512406576
M1,100.0,90.0,all,,n_total,4926.0
M1,100.0,90.0,all,,rate_ratio,4.025510204081633
M1,100.0,90.0,all,,post_omori_p,0.5878013440067181
M1,100.0,90.0,all,1.2,n_total,4442.0
M1,100.0,90.0,all,1.2,rate_ratio,4.516770186335403
M1,100.0,90.0,all,1.2,post_omori_p,0.6101041412445599
M1,100.0,90.0,all,1.5,n_total,3408.0
M1,100.0,90.0,all,1.5,rate_ratio,5.062277580071174
M1,100.0,90.0,all,1.5,post_omori_p,0.6704048724648805
M1,100.0,90.0,all,2.0,n_total,1607.0
M1,100.0,90.0,all,2.0,rate_ratio,5.2734375
M1,100.0,90.0,all,2.0,post_omori_p,0.8134737870144846
M1,100.0,90.0,all,2.5,n_total,771.0
M1,100.0,90.0,all,2.5,rate_ratio,4.789473684210526
M1,100.0,90.0,all,2.5,post_omori_p,0.910526467502146
M1,100.0,90.0,mainshock_window,,n_total,4894.0
M1,100.0,90.0,mainshock_window,,rate_ratio,4.059979317476732
M1,100.0,90.0,mainshock_window,,post_omori_p,0.5893390025141136
M1,100.0,90.0,mainshock_window,1.2,n_total,4432.0
M1,100.0,90.0,mainshock_window,1.2,rate_ratio,4.531835205992509
M1,100.0,90.0,mainshock_window,1.2,post_omori_p,0.6106844584149672
M1,100.0,90.0,mainshock_window,1.5,n_total,3404.0
M1,100.0,90.0,mainshock_window,1.5,rate_ratio,5.065953654188949
M1,100.0,90.0,mainshock_window,1.5,post_omori_p,0.6708397927853197
M1,100.0,90.0,mainshock_window,2.0,n_total,1605.0
M1,100.0,90.0,mainshock_window,2.0,rate_ratio,5.265625
M1,100.0,90.0,mainshock_window,2.0,post_omori_p,0.8142301958396058
M1,100.0,90.0,mainshock_window,2.5,n_total,769.0
M1,100.0,90.0,mainshock_window,2.5,rate_ratio,4.774436090225564
M1,100.0,90.0,mainshock_window,2.5,post_omori_p,0.9123592133528028
M1,100.0,90.0,stratified,,n_total,4234.0
M1,100.0,90.0,stratified,,rate_ratio,4.689516129032257
M1,100.0,90.0,stratified,,post_omori_p,0.621460290349182
M1,100.0,90.0,stratified,1.2,n_total,3987.0
M1,100.0,90.0,stratified,1.2,rate_ratio,4.896449704142012
